stamp,iteration,input_hash,prior_hash,state_hash,query_hash,neighbor_hash,effective,converge,rebuild_started_before,rebuild_finished_before,rebuild_started_after,rebuild_finished_after
1706585985.6730175,1,2360941548170586567,17018197886906948832,12865354679905166403,16500009923102093549,10781527691590054537,416,1,9,9,9,9
1706585985.6730175,2,2360941548170586567,17018197886906948832,10713822093302513457,9220860422422982893,10781527691590054537,416,0,9,9,9,9
1706585985.6730175,3,2360941548170586567,17018197886906948832,4136691784476882261,16894580460848696869,10781527691590054537,416,0,9,9,9,9
1706585985.6730175,4,2360941548170586567,17018197886906948832,18441560919477593637,8602212577653165437,9829013872851285108,419,1,9,9,9,9
1706585985.7728591,1,15979915626629988225,9368337254861912102,16263210088111317108,7640819861091391656,12183632786088923796,416,1,9,9,9,9
1706585985.7728591,2,15979915626629988225,9368337254861912102,12724497481466363570,16456125307030825737,12183632786088923796,416,0,9,9,9,9
1706585985.7728591,3,15979915626629988225,9368337254861912102,6605058857346498187,9768234920591924653,12183632786088923796,416,0,9,9,9,9
1706585985.7728591,4,15979915626629988225,9368337254861912102,17905921425101633296,11223535442554653421,17462084092157171838,414,1,9,9,9,9
1706585985.8727105,1,8401012393052231042,5498540654199092249,16823841119033074479,3421329544802931988,6791880571464873501,441,1,9,9,9,9
1706585985.8727105,2,8401012393052231042,5498540654199092249,16102179698893127220,2713109386516520690,6791880571464873501,441,0,9,9,9,9
1706585985.8727105,3,8401012393052231042,5498540654199092249,10930225994975241053,14032109902043858369,6791880571464873501,441,0,9,9,9,9
1706585985.8727105,4,8401012393052231042,5498540654199092249,1923046901802455081,3265156545701083210,13196374418286865542,441,1,9,9,9,9
1706585985.9725475,1,17340161190048172775,1532433080758549485,5637412603419925052,5764662460157226387,58416242613686111,453,1,9,9,9,9
1706585985.9725475,2,17340161190048172775,1532433080758549485,16072430503493558111,16140039603075525579,58416242613686111,453,0,9,9,9,9
1706585985.9725475,3,17340161190048172775,1532433080758549485,17309068959692752870,13349682293982282110,58416242613686111,453,0,9,9,9,9
1706585985.9725475,4,17340161190048172775,1532433080758549485,8236880910679057782,16762705433125579386,4351204120689161550,456,1,9,9,9,9
1706585986.0723882,1,5889556143176751284,2103899750017003336,2196469234128428985,6123687814820671433,16758657777268090441,482,1,9,9,9,9
1706585986.0723882,2,5889556143176751284,2103899750017003336,3945518257178999237,736406373907209658,16758657777268090441,482,0,9,9,9,9
1706585986.0723882,3,5889556143176751284,2103899750017003336,14865003529478592743,17177554362865436562,16758657777268090441,482,0,9,9,9,9
1706585986.0723882,4,5889556143176751284,2103899750017003336,10109830378355019277,15387874469626669327,13781339271299773677,485,1,9,9,9,9
1706585986.173032,1,8752554047731453017,18130975279326583151,5783312400922178697,4128524301381453438,11821026074817995662,511,1,9,9,9,9
1706585986.173032,2,8752554047731453017,18130975279326583151,4471310024002989576,594765760754044686,11821026074817995662,511,0,9,9,9,9
1706585986.173032,3,8752554047731453017,18130975279326583151,2349667154587241165,5480387935296353804,11821026074817995662,511,0,9,9,9,9
1706585986.173032,4,8752554047731453017,18130975279326583151,10244922245025738564,4348636495449634787,13690330293463955380,502,1,9,9,9,9
1706585986.272881,1,10469713790675289604,9937836156338427906,14327705782591239087,320876308808812444,833885136087914966,533,1,9,9,9,9
1706585986.272881,2,10469713790675289604,9937836156338427906,12653377375997887230,6929783594858136451,833885136087914966,533,0,9,9,9,9
1706585986.272881,3,10469713790675289604,9937836156338427906,3471141698117480686,8854480097161478778,833885136087914966,533,0,9,9,9,9
1706585986.272881,4,10469713790675289604,9937836156338427906,7702193963388551388,11286649286126589854,2477653162738058388,533,1,9,9,9,9
1706585986.3727155,1,11044946373078067902,17810732781122389914,6272705017055846913,10243028151970441916,1227604290645808952,544,1,9,9,9,9
1706585986.3727155,2,11044946373078067902,17810732781122389914,14867317194363487107,11607493676447224938,1227604290645808952,544,0,9,9,9,9
1706585986.3727155,3,11044946373078067902,17810732781122389914,9665172455681103073,5284465725369737379,1227604290645808952,544,0,9,9,9,9
1706585986.3727155,4,11044946373078067902,17810732781122389914,10891726971687570289,12852871278810807236,15402819197573072292,544,1,9,9,9,9
1706585986.4725642,1,6005264526569180632,1392441107740040825,13300544221959899572,12497673718212463361,8636686828307165153,592,1,9,9,9,9
1706585986.4725642,2,6005264526569180632,1392441107740040825,4128031034119124247,3331868414947164485,8636686828307165153,592,0,9,9,9,9
1706585986.4725642,3,6005264526569180632,1392441107740040825,17241053954138243367,5082947101315604350,8636686828307165153,592,0,9,9,9,9
1706585986.4725642,4,6005264526569180632,1392441107740040825,18285981041324190141,234329279502690586,6756219701371634557,595,1,9,9,9,9
1706585986.5724096,1,9549704858670012044,10475531659878017091,15009690315907282136,7350133457640757649,14696770999583499778,640,1,9,9,9,9
1706585986.5724096,2,9549704858670012044,10475531659878017091,18040604156752500895,10710830978261800336,14696770999583499778,640,0,9,9,9,9
1706585986.5724096,3,9549704858670012044,10475531659878017091,6592692913248462742,17845350391087698587,14696770999583499778,640,0,9,9,9,9
1706585986.5724096,4,9549704858670012044,10475531659878017091,15811619407231064894,9647305661568966319,11934214226996384524,625,1,9,9,9,9
1706585986.6730499,1,15730472439805781496,10928718138372265452,17695925150171611829,11835997956377524129,7165999766934019620,708,1,9,9,9,9
1706585986.6730499,2,15730472439805781496,10928718138372265452,14731597643799233170,17973091537206659574,7165999766934019620,708,0,9,9,9,9
1706585986.6730499,3,15730472439805781496,10928718138372265452,12215030939053714899,10489503652204724081,7165999766934019620,708,0,9,9,9,9
1706585986.6730499,4,15730472439805781496,10928718138372265452,9339897737767821586,2939861809379949767,16121309398613720763,707,1,9,9,9,9
1706585986.7728837,1,7571403524221939903,7060583818530003575,17395985236665596458,6921627382029278387,16532363005503156307,714,1,9,9,9,9
1706585986.7728837,2,7571403524221939903,7060583818530003575,5377949993996523373,11669973443583294400,16532363005503156307,714,0,9,9,9,9
1706585986.7728837,3,7571403524221939903,7060583818530003575,13213370222446984375,11957442556028972320,16532363005503156307,714,0,9,9,9,9
1706585986.7728837,4,7571403524221939903,7060583818530003575,6025777656689714722,15100726222764756242,17973225177125489868,717,1,9,9,9,9
1706585986.8727355,1,12120441310112680073,6376961357461034159,17763214172311920903,17640928850992677634,7462961059107051743,720,1,9,9,9,9
1706585986.8727355,2,12120441310112680073,6376961357461034159,484406582084314710,121604905724725131,7462961059107051743,720,0,9,9,9,9
1706585986.8727355,3,12120441310112680073,6376961357461034159,15809940071154549234,6147332509534106073,7462961059107051743,720,0,9,9,9,9
1706585986.8727355,4,12120441310112680073,6376961357461034159,9097848890391667575,16478957207476584470,1574802207595065690,716,1,9,9,9,9
1706585986.9725575,1,17060861806685860483,917895767788535635,16779117882356244623,8457803283890084549,17568112533811713796,751,1,9,9,9,9
1706585986.9725575,2,17060861806685860483,917895767788535635,4843366890344791708,1920097737144596439,17568112533811713796,751,0,9,9,9,9
1706585986.9725575,3,17060861806685860483,917895767788535635,15997690026787057000,16463960739133705181,17568112533811713796,751,0,9,9,9,9
1706585986.9725575,4,17060861806685860483,917895767788535635,9367614659074680832,13325877219509619570,15209892099876913047,755,1,9,9,9,9
1706585987.0724034,1,9479378872745250120,6387086914257482938,11944241847092219827,12889179150689578722,4347877660950116822,723,1,9,9,9,9
1706585987.0724034,2,9479378872745250120,6387086914257482938,17324642400230281965,1835571121857786704,4347877660950116822,723,0,9,9,9,9
1706585987.0724034,3,9479378872745250120,6387086914257482938,5264262490723266323,14001358638682654366,4347877660950116822,723,0,9,9,9,9
1706585987.0724034,4,9479378872745250120,6387086914257482938,8106153818602685143,7872613809575477308,11324552183561905338,725,1,9,9,9,9
1706585987.1730368,1,17244790602068294539,868848682633086065,3614186001430423783,11569000431337051389,335362821366943224,793,1,9,9,9,9
1706585987.1730368,2,17244790602068294539,868848682633086065,7026998107890687173,16220106524952784086,335362821366943224,793,0,9,9,9,9
1706585987.1730368,3,17244790602068294539,868848682633086065,967723569006187304,2840780575581045356,335362821366943224,793,0,9,9,9,9
1706585987.1730368,4,17244790602068294539,868848682633086065,9779022338150299294,359213076892203945,1605280523177698044,801,1,9,9,9,9
1706585987.2728865,1,11473741015123838693,1161986679605094358,16230977467562090110,16414962562927536636,1146421151224499619,794,1,9,9,9,9
1706585987.2728865,2,11473741015123838693,1161986679605094358,10190128388583130181,8022968884120269812,1146421151224499619,794,0,9,9,9,9
1706585987.2728865,3,11473741015123838693,1161986679605094358,7365719202004263829,18309609658703358386,1146421151224499619,794,0,9,9,9,9
1706585987.2728865,4,11473741015123838693,1161986679605094358,12954553543676009606,16081162087696305247,17398758960026428097,787,1,9,9,9,9
1706585987.3727291,1,17310755804587410937,1743390535532923232,9593962126771457055,1127328680150239848,728599981599730258,786,1,9,9,9,9
1706585987.3727291,2,17310755804587410937,1743390535532923232,7473143016341210940,10269357070019707368,728599981599730258,786,0,9,9,9,9
1706585987.3727291,3,17310755804587410937,1743390535532923232,14820400004102889912,9338333386587626964,728599981599730258,786,0,9,9,9,9
1706585987.3727291,4,17310755804587410937,1743390535532923232,17701353803342452268,17797192774204625559,885009272513302568,783,1,9,9,9,9
1706585987.4725764,1,18175173220294800817,11877004960971197980,11114278323817856457,7135219468461550539,7288200852529442792,794,1,9,9,9,9
1706585987.4725764,2,18175173220294800817,11877004960971197980,5011062213372348630,15763608715838226576,7288200852529442792,794,0,9,9,9,9
1706585987.4725764,3,18175173220294800817,11877004960971197980,15255904383506139612,10332663093679205314,7288200852529442792,794,0,9,9,9,9
1706585987.4725764,4,18175173220294800817,11877004960971197980,78373931837469953,5131953104190494984,6239882991410672329,800,1,9,9,9,9
1706585987.5724127,1,13730473350828949568,5892707382074861837,5705400952267475468,3680506672031983870,17727105467056222755,781,1,9,9,9,9
1706585987.5724127,2,13730473350828949568,5892707382074861837,4660212646292687900,9017916868964426213,17727105467056222755,781,0,9,9,9,9
1706585987.5724127,3,13730473350828949568,5892707382074861837,10847981921107387024,156200906216606799,17727105467056222755,781,0,9,9,9,9
1706585987.5724127,4,13730473350828949568,5892707382074861837,77356543924685812,7339446695521785262,12828976637917235603,782,1,9,9,9,9
1706585987.6730561,1,7494787832659511056,18413542136524724860,12524232783349714980,13132407685630375457,1824244061485309125,748,1,9,9,9,9
1706585987.6730561,2,7494787832659511056,18413542136524724860,1585648950742434406,9125404044998255622,1824244061485309125,748,0,9,9,9,9
1706585987.6730561,3,7494787832659511056,18413542136524724860,5891592596888651986,14024637280898729568,1824244061485309125,748,0,9,9,9,9
1706585987.6730561,4,7494787832659511056,18413542136524724860,14415094669975043523,17483477903901371669,10833982340260204732,750,1,9,9,9,9
1706585987.772898,1,9174728304950174065,12040384889714335292,17543977260950215845,8194060734005847783,13636821644451931979,743,1,9,9,9,9
1706585987.772898,2,9174728304950174065,12040384889714335292,15371771441852105171,10501874856692737770,13636821644451931979,743,0,9,9,9,9
1706585987.772898,3,9174728304950174065,12040384889714335292,3258958605968067733,16736666519827122608,13636821644451931979,743,0,9,9,9,9
1706585987.772898,4,9174728304950174065,12040384889714335292,18413682254393602520,4372595191550639137,5244109360421272588,743,1,9,9,9,9
1706585987.8727405,1,16447759194356247305,6596286722585600259,13079753866523692631,1737248531618228796,3139617723851298476,682,1,9,9,9,9
1706585987.8727405,2,16447759194356247305,6596286722585600259,10275649134683002611,3478373313317658516,3139617723851298476,682,0,9,9,9,9
1706585987.8727405,3,16447759194356247305,6596286722585600259,7289946658323580127,2179760777050402460,3139617723851298476,682,0,9,9,9,9
1706585987.8727405,4,16447759194356247305,6596286722585600259,11430865774830401621,13974720520326313892,14844849406393699452,685,1,9,9,9,9
1706585987.9725711,1,8246121182694369754,9978640716039232471,13662758246035469761,1505625910109339444,18375706060522098426,660,1,9,9,9,9
1706585987.9725711,2,8246121182694369754,9978640716039232471,5967861571954313180,12936069366044920552,18375706060522098426,660,0,9,9,9,9
1706585987.9725711,3,8246121182694369754,9978640716039232471,844336367053399143,4679075822975958887,18375706060522098426,660,0,9,9,9,9
1706585987.9725711,4,8246121182694369754,9978640716039232471,8120937007155427741,10475926555117305104,835181510979441710,658,1,9,9,9,9
1706585988.0724168,1,2285394763490869077,1889313062607366150,1936648198199163511,4552259931719845534,3083815726466927782,625,1,9,9,9,9
1706585988.0724168,2,2285394763490869077,1889313062607366150,10772487508750352218,12905564366350209708,3083815726466927782,625,0,9,9,9,9
1706585988.0724168,3,2285394763490869077,1889313062607366150,7933552092898989861,3250583507840687971,3083815726466927782,625,0,9,9,9,9
1706585988.0724168,4,2285394763490869077,1889313062607366150,5736619507348626775,4579140986816487513,3836620904230135730,625,1,9,9,9,9
1706585988.1730494,1,9070350633549033769,11861692771039158055,2837798437773284176,11215991082890467398,2616913771336056283,594,1,9,9,9,9
1706585988.1730494,2,9070350633549033769,11861692771039158055,16010215537431139852,9025886969017058870,2616913771336056283,594,0,9,9,9,9
1706585988.1730494,3,9070350633549033769,11861692771039158055,13526357391128340708,11413763176408830684,2616913771336056283,594,0,9,9,9,9
1706585988.1730494,4,9070350633549033769,11861692771039158055,3103959046243598733,11531489263057986823,12223943625925282167,598,1,9,9,9,9
1706585988.2728965,1,12537427685131698888,5537009570885303585,8278233078346488478,9397924552692267077,4929423710129227405,593,1,9,9,9,9
1706585988.2728965,2,12537427685131698888,5537009570885303585,8330761013997428956,1672696068762147179,4929423710129227405,593,0,9,9,9,9
1706585988.2728965,3,12537427685131698888,5537009570885303585,192102452273393812,8768704686172497756,4929423710129227405,593,0,9,9,9,9
1706585988.2728965,4,12537427685131698888,5537009570885303585,10248711309412977651,17674660297744893116,230140039676768224,597,1,9,9,9,9
1706585988.3727262,1,15586371315836656974,14684439040597694960,15861439025618055684,16618567043061168911,13503373921154650527,579,1,9,9,9,9
1706585988.3727262,2,15586371315836656974,14684439040597694960,15681055662056062571,8744864787388754652,13503373921154650527,579,0,9,9,9,9
1706585988.3727262,3,15586371315836656974,14684439040597694960,12310867748559271000,16687539740375066085,13503373921154650527,579,0,9,9,9,9
1706585988.3727262,4,15586371315836656974,14684439040597694960,2574468788873005491,5249646960916044231,17553752568402236155,583,1,9,9,9,9
1706585988.472558,1,6444400486430601484,17155462654680020385,8545932363632870104,17970619211088887312,14773238031926183917,587,1,9,9,9,9
1706585988.472558,2,6444400486430601484,17155462654680020385,5521536313356369304,3396845314916439583,14773238031926183917,587,0,9,9,9,9
1706585988.472558,3,6444400486430601484,17155462654680020385,2570621513825739877,17041044728715299659,14773238031926183917,587,0,9,9,9,9
1706585988.472558,4,6444400486430601484,17155462654680020385,5873555538096844338,3749523821423640527,4164892598288077192,588,1,9,9,9,9
1706585988.5724008,1,2573175083753650971,143171126204853353,2253968994245724072,221179715475008479,17862987877287527325,553,1,9,9,9,9
1706585988.5724008,2,2573175083753650971,143171126204853353,12086263296993909882,14307023119805093125,17862987877287527325,553,0,9,9,9,9
1706585988.5724008,3,2573175083753650971,143171126204853353,15336449267192120036,11377403850260961244,17862987877287527325,553,0,9,9,9,9
1706585988.5724008,4,2573175083753650971,143171126204853353,7321642840693698734,14047567825555467424,15327024684204423909,547,1,9,9,9,9
1706585988.6730387,1,1004264524852807101,13054052364886751681,1998324217720857905,17980152820467233985,10886765861212909410,563,1,9,9,9,9
1706585988.6730387,2,1004264524852807101,13054052364886751681,10570862457189764197,8838991070204113659,10886765861212909410,563,0,9,9,9,9
1706585988.6730387,3,1004264524852807101,13054052364886751681,17542089258483852219,16960469071886107978,10886765861212909410,563,0,9,9,9,9
1706585988.6730387,4,1004264524852807101,13054052364886751681,4277534934134699807,11073223425467365689,10521410812840858998,562,1,9,9,9,9
1706585988.7728829,1,160020599727779749,10520601163763125150,12306505136023497260,9551417317110727569,3133408786036729458,535,1,9,9,9,9
1706585988.7728829,2,160020599727779749,10520601163763125150,14586682446852489606,15159973803123552488,3133408786036729458,535,0,9,9,9,9
1706585988.7728829,3,160020599727779749,10520601163763125150,10745634445375420401,15064606613761301280,3133408786036729458,535,0,9,9,9,9
1706585988.7728829,4,160020599727779749,10520601163763125150,16133929074435419827,7347106105691769081,6039479405611276877,541,1,9,9,9,9
1706585988.8727276,1,3885437509127569535,15045729714888645623,12407576916764311091,11058182914637940112,15947613436225388345,538,1,9,9,9,9
1706585988.8727276,2,3885437509127569535,15045729714888645623,17511254996612282655,1627626675851663859,15947613436225388345,538,0,9,9,9,9
1706585988.8727276,3,3885437509127569535,15045729714888645623,7234901197817886558,5498519068822488276,15947613436225388345,538,0,9,9,9,9
1706585988.8727276,4,3885437509127569535,15045729714888645623,13942695342003413987,9852347067058611349,11949898675477670390,540,1,9,9,9,9
1706585988.9725759,1,2161404044860366073,15546986847207176502,18213902245855533937,17680505217487105893,6019231641206846562,573,1,9,9,9,9
1706585988.9725759,2,2161404044860366073,15546986847207176502,17379964517309868245,12393028501190851926,6019231641206846562,573,0,9,9,9,9
1706585988.9725759,3,2161404044860366073,15546986847207176502,1681577336569830663,40145320832421465,6019231641206846562,573,0,9,9,9,9
1706585988.9725759,4,2161404044860366073,15546986847207176502,13047294860169863052,12956572528648109239,12872868018359516579,581,1,9,9,9,9
1706585989.0724189,1,7074565022952444939,12810366229657108401,10058918123357325508,1393326955646395741,12866368073646968914,609,1,9,9,9,9
1706585989.0724189,2,7074565022952444939,12810366229657108401,10469802180056243514,13144125037950136584,12866368073646968914,609,0,9,9,9,9
1706585989.0724189,3,7074565022952444939,12810366229657108401,13046930052479338492,2154836958377440069,12866368073646968914,609,0,9,9,9,9
1706585989.0724189,4,7074565022952444939,12810366229657108401,8928293915739628365,17267924568687082978,7082895828911767357,607,1,9,9,9,9
1706585989.173068,1,419987047312044813,12314926033149264916,1908777616302470141,12213767061667869869,4378101388263336613,615,1,10,10,10,10
1706585989.173068,2,419987047312044813,12314926033149264916,12454206921485155935,2301383012903290975,4378101388263336613,615,0,10,10,10,10
1706585989.173068,3,419987047312044813,12314926033149264916,17212687179995831715,16462574363808309402,4378101388263336613,615,0,10,10,10,10
1706585989.173068,4,419987047312044813,12314926033149264916,8382600873947939860,11944566875364476520,10155003281042995160,617,1,10,10,10,10
1706585989.2729027,1,7234093344613974301,3065940295475799800,8626252771165128257,13008093233413331494,10664931560664792940,675,1,10,10,10,10
1706585989.2729027,2,7234093344613974301,3065940295475799800,3074358162545545733,830806484514513718,10664931560664792940,675,0,10,10,10,10
1706585989.2729027,3,7234093344613974301,3065940295475799800,3646976792542216913,2039087404588764139,10664931560664792940,675,0,10,10,10,10
1706585989.2729027,4,7234093344613974301,3065940295475799800,8192423159565587372,3494355528777946764,5520354264336211540,666,1,10,10,10,10
1706585989.3727312,1,3121591164924186237,3734507914760728781,14806444749366814476,15819778455931184217,10987176213879194925,697,1,10,10,10,10
1706585989.3727312,2,3121591164924186237,3734507914760728781,17838652763756486714,8801829705987331895,10987176213879194925,697,0,10,10,10,10
1706585989.3727312,3,3121591164924186237,3734507914760728781,7004032249470180115,5409480343678496846,10987176213879194925,697,0,10,10,10,10
1706585989.3727312,4,3121591164924186237,3734507914760728781,7824041298235288340,16474309279034064673,8243905706532078694,693,1,10,10,10,10
1706585989.4725568,1,6407229877192813314,1096393108216657645,189698876957307567,11763927183586820408,732227373987464251,701,1,10,10,10,10
1706585989.4725568,2,6407229877192813314,1096393108216657645,15064993108538359913,13304613658030667110,732227373987464251,701,0,10,10,10,10
1706585989.4725568,3,6407229877192813314,1096393108216657645,16783824219036207990,1056923099738279748,732227373987464251,701,0,10,10,10,10
1706585989.4725568,4,6407229877192813314,1096393108216657645,7349150998609319121,1912869983634109743,5064008090883681910,708,1,10,10,10,10
1706585989.5723972,1,17467528200852941521,5753226557458728838,6277299837748413811,16902626270589256231,12500642091115573714,714,1,10,10,10,10
1706585989.5723972,2,17467528200852941521,5753226557458728838,10916517739298937703,7348694323371188980,12500642091115573714,714,0,10,10,10,10
1706585989.5723972,3,17467528200852941521,5753226557458728838,5070455265307497514,13557277896938287621,12500642091115573714,714,0,10,10,10,10
1706585989.5723972,4,17467528200852941521,5753226557458728838,15011103418914047315,6284421687965769634,18189782303615811752,717,1,10,10,10,10
1706585989.673038,1,3168461195517458509,14130763680806572519,10864129303133061548,766999790589459611,5764522682521119611,767,1,10,10,10,10
1706585989.673038,2,3168461195517458509,14130763680806572519,14671191296128365224,2622371780693339168,5764522682521119611,767,0,10,10,10,10
1706585989.673038,3,3168461195517458509,14130763680806572519,7171948358155279866,12546851893970920246,5764522682521119611,767,0,10,10,10,10
1706585989.673038,4,3168461195517458509,14130763680806572519,4922299983874373778,6599010596773336814,14895961498303815373,769,1,10,10,10,10
1706585989.7728748,1,307938752868254280,7493956481737144478,12325948921792947832,5324863229198291806,10645665275433103241,807,1,10,10,10,10
1706585989.7728748,2,307938752868254280,7493956481737144478,18168095262249762154,1993842721463910580,10645665275433103241,807,0,10,10,10,10
1706585989.7728748,3,307938752868254280,7493956481737144478,16482870963639168195,1092594670879404643,10645665275433103241,807,0,10,10,10,10
1706585989.7728748,4,307938752868254280,7493956481737144478,12593748100418979186,5930988762113043321,18442740844161499752,803,1,10,10,10,10
1706585989.872721,1,11483452856846148761,15361414880135393756,15325766575237176949,13691006071846556415,3273619154101900144,809,1,10,10,10,10
1706585989.872721,2,11483452856846148761,15361414880135393756,11405658449494686574,9555425323190785704,3273619154101900144,809,0,10,10,10,10
1706585989.872721,3,11483452856846148761,15361414880135393756,16812060448325022805,6791105198466044078,3273619154101900144,809,0,10,10,10,10
1706585989.872721,4,11483452856846148761,15361414880135393756,9193066853492780172,6280553771741606238,12589610575609923906,808,1,10,10,10,10
1706585989.9725704,1,17820257590614395540,10338666211043605602,17810453493274450975,9173910364209115745,996405990574933457,801,1,10,10,10,10
1706585989.9725704,2,17820257590614395540,10338666211043605602,6198283547641312843,16305775900859490307,996405990574933457,801,0,10,10,10,10
1706585989.9725704,3,17820257590614395540,10338666211043605602,13635859413404941051,12041013395046827546,996405990574933457,801,0,10,10,10,10
1706585989.9725704,4,17820257590614395540,10338666211043605602,15702581357266499742,6624732229693017058,12106702351733007277,799,1,10,10,10,10
1706585990.0723975,1,5452453660170152395,14498021177236171725,15263008170630263045,6497881872792559902,12259701363317112491,844,1,10,10,10,10
1706585990.0723975,2,5452453660170152395,14498021177236171725,13239563221547705882,8026111507355402604,12259701363317112491,844,0,10,10,10,10
1706585990.0723975,3,5452453660170152395,14498021177236171725,8937099123117898279,9527911434067857456,12259701363317112491,844,0,10,10,10,10
1706585990.0723975,4,5452453660170152395,14498021177236171725,10886859643718267999,3992639160324323772,9903068991223379233,847,1,10,10,10,10
1706585990.1730394,1,12910862956714298965,4451253401545379134,11615295958841056541,14202020970129302254,10692654806373474618,818,1,10,10,10,10
1706585990.1730394,2,12910862956714298965,4451253401545379134,10203785174410197154,7634928704473035244,10692654806373474618,818,0,10,10,10,10
1706585990.1730394,3,12910862956714298965,4451253401545379134,11252309993253963369,7724190340808444326,10692654806373474618,818,0,10,10,10,10
1706585990.1730394,4,12910862956714298965,4451253401545379134,6177386206357035009,13653234730088454895,3961319874001996487,813,1,10,10,10,10
1706585990.2728803,1,18084174902415581759,7695616259995245287,12268853257608239775,5901783208091304057,10590521344989202287,828,1,10,10,10,10
1706585990.2728803,2,18084174902415581759,7695616259995245287,3024848029269327739,12336378139337397137,10590521344989202287,828,0,10,10,10,10
1706585990.2728803,3,18084174902415581759,7695616259995245287,13874974322631380491,7304354179571162550,10590521344989202287,828,0,10,10,10,10
1706585990.2728803,4,18084174902415581759,7695616259995245287,2712868155123535626,13097431803681369980,7295333672172173491,825,1,10,10,10,10
1706585990.3727162,1,2329221213576403541,11779916076334516961,10302673364252989754,11893205184858980294,14132971733938752907,809,1,10,10,10,10
1706585990.3727162,2,2329221213576403541,11779916076334516961,13037558224325699278,2521245821952100043,14132971733938752907,809,0,10,10,10,10
1706585990.3727162,3,2329221213576403541,11779916076334516961,1760468175630819106,6914526652439177082,14132971733938752907,809,0,10,10,10,10
1706585990.3727162,4,2329221213576403541,11779916076334516961,1559756879072187987,10593943803017001414,3622889866238163206,810,1,10,10,10,10
1706585990.4725528,1,11226316171781590609,5235468463120228929,4475960490037155516,15537791353882015089,3903381465756509754,806,1,10,10,10,10
1706585990.4725528,2,11226316171781590609,5235468463120228929,605471998362844124,8262735101145398004,3903381465756509754,806,0,10,10,10,10
1706585990.4725528,3,11226316171781590609,5235468463120228929,7021228651037978545,8963883584656178427,3903381465756509754,806,0,10,10,10,10
1706585990.4725528,4,11226316171781590609,5235468463120228929,16193463276745864069,1548784918516247394,9307178599480563717,811,1,10,10,10,10
1706585990.5723841,1,16724548556974126670,13495472243593363176,7311321294955695855,16949089385939083646,14632805928055206959,774,1,10,10,10,10
