run,start_s,rows,gt_common_samples,error_median,residual_median,transient_frames,effective_min,novel_accepted,invalid_rejected,added,speed_max,angular_speed_max,csv_gap_max
run02,271,10,0,,0.1717247925,9,1038,450,17233,3912,2.798122901924898,1.2149408568560296,0.10009121894836426
run02,272,10,0,,0.1183573195,3,1464,142,5886,11487,3.4068096556262812,1.0307374709242318,0.10107779502868652
run02,273,8,0,,0.1341815535,3,1359,108,5026,8918,3.8338926395036825,0.8786223380552979,0.20004749298095703
run02,274,9,0,,0.099508658,0,1501,0,0,12324,2.3563481946170053,0.43249834264444736,0.19993209838867188
run02,275,10,0,,0.08003515350000001,1,1437,23,1385,10104,1.3560469067898706,0.443821495457292,0.10016703605651855
run02,276,9,0,,0.077273262,0,1415,0,0,8783,1.7456173370465171,0.24469300416788892,0.20012927055358887
run02,277,9,0,,0.077593799,1,1409,50,1547,8740,2.7684390142939703,0.6359358607547408,0.20006179809570312
run02,278,10,0,,0.07581903400000001,3,1217,126,4859,6215,2.569978204139055,0.7290533484144951,0.10011100769042969
run02,279,10,0,,0.067892865,0,1405,0,0,8518,2.088901362795368,0.23532407726969817,0.10020208358764648
run02,280,8,0,,0.092708493,0,1417,0,0,8076,1.694317563036868,0.336327360073824,0.2000420093536377
run02,281,9,0,,0.071711049,1,1381,50,1498,6751,1.0664524618883058,0.26923550115353745,0.20024752616882324
run02,282,9,0,,0.063806483,0,1365,0,0,5607,0.9713696035613588,0.13941776651727406,0.19999289512634277
run02,283,10,0,,0.063321241,0,1371,0,0,5502,0.7873419741429138,0.2176897346080062,0.10012555122375488
run02,284,10,0,,0.08270906450000001,0,1372,0,0,8048,1.4222466304371029,0.4590024369374067,0.10011696815490723
run02,285,10,0,,0.0719672865,0,1290,0,0,8808,1.3863470642243318,0.35437000977907346,0.10043668746948242
run02,286,9,0,,0.06555143,0,1231,0,0,5351,1.9136389632007835,0.118286803103849,0.20000839233398438
run02,287,9,0,,0.063086499,0,1294,0,0,5590,2.4166297674409054,0.39955475599663276,0.20003604888916016
run02,288,10,0,,0.07732725400000001,0,1181,0,0,6801,2.4541760523505647,0.30009259650229064,0.10012936592102051
run02,289,9,0,,0.075592333,2,1136,100,2589,6572,2.3746698675851454,0.8252673288215558,0.10041594505310059
run02,290,10,0,,0.07179692,0,1165,0,0,5626,3.465179048801918,0.21237353556722274,0.2003939151763916
run02,291,9,0,,0.064108535,0,1173,0,0,4217,0.9937847780716718,0.10315036057393559,0.20013785362243652
run02,292,9,0,,0.067294212,0,1174,0,0,5359,0.5980031148347718,0.22754836600787354,0.20006275177001953
run02,293,9,0,,0.061403863,0,1228,0,0,4265,0.5879257250916382,0.11966563268783224,0.19991707801818848
run02,294,10,0,,0.0599700535,0,1182,0,0,3945,0.27568085455822333,0.040770585372393864,0.10016298294067383
run02,295,10,0,,0.0613496215,0,1191,0,0,3749,0.2941925299923415,0.04474152610203371,0.10018301010131836
run02,296,10,0,,0.0584679585,0,1208,0,0,3570,0.20874336089503126,0.05494137843214477,0.10034441947937012
run02,297,10,0,,0.0581633005,0,1160,0,0,3381,0.19201659123056342,0.05581007743638028,0.1002812385559082
run02,298,9,0,,0.058410634,0,1231,0,0,2705,0.21538028709649087,0.037627889888415145,0.20020437240600586
run02,299,10,0,,0.0595281065,0,1126,0,0,3149,0.32205111689252425,0.32585495117166896,0.10024762153625488
run02,300,10,0,,0.061701482,0,1110,0,0,3866,0.20863046606579505,0.32454915225910325,0.10018777847290039
run02,301,9,0,,0.060074745,0,1146,0,0,3163,0.31513980395456503,0.05178789086105284,0.1998443603515625
run02,302,10,4,5.6608042654610635,0.061746512,0,1148,0,0,3889,0.29716496378340534,0.049592492261694605,0.10013246536254883
run02,303,10,10,5.659213248113838,0.0590788135,0,1155,0,0,4036,0.29066410523370256,0.058071073539436524,0.10002708435058594
run02,304,10,9,5.655571441459495,0.058124851500000005,0,1175,0,0,3387,0.21289390412807552,0.06020498270112675,0.1000819206237793
run02,305,10,8,5.651273192929791,0.056907490500000005,0,1125,0,0,3271,0.48821400439770923,0.05232803955357997,0.10006856918334961
run02,306,10,9,5.655785488199534,0.056914021499999995,0,1091,0,0,2550,0.21431796914259865,0.03018213953518355,0.10016274452209473
run02,307,10,9,5.651691088396125,0.0562166585,0,1097,0,0,2404,0.19062096089400515,0.03475951311560295,0.10019612312316895
run02,308,9,6,5.6555633669886145,0.057101363,0,1098,0,0,2632,0.1853038941584444,0.04407889992962684,0.19983315467834473
run02,309,8,8,5.667884349703467,0.057210494,0,1062,0,0,2261,0.328434072110092,0.04097654880248406,0.20034193992614746
run02,310,10,10,5.660845397343685,0.056892419,0,1089,0,0,2467,0.2528963615274,0.03037562525066053,0.10012960433959961
run02,311,10,9,5.657912597561421,0.0586922135,0,1082,0,0,2479,0.24083069795709125,0.02617382452199413,0.10013937950134277
run02,312,9,9,5.662461129717994,0.057199255,0,1119,0,0,2262,0.19289365346057388,0.033837066985199074,0.2000579833984375
run02,313,9,9,5.663181574794608,0.057037655,0,1127,0,0,2185,0.1884644382471411,0.040663741110383005,0.19998455047607422
run02,314,10,9,5.661527144355981,0.053494813,0,1029,0,0,2115,0.23821555427947433,0.06367629529671077,0.1000676155090332
run02,315,9,9,5.6514491889349,0.055242002,0,1080,0,0,2007,0.29494347746863786,0.02718620872285176,0.1000969409942627
run02,316,10,9,5.644331246986809,0.0568316945,0,1094,0,0,2432,0.2751759385025424,0.14093623004754594,0.19993281364440918
run02,317,10,9,5.618185223394701,0.060491721,0,1125,0,0,3813,1.0372736842594354,0.2151138450834309,0.10019063949584961
run02,318,9,7,5.603075192881252,0.057432689,0,1127,0,0,3399,2.9115145087688834,0.1649213909129247,0.1999363899230957
run02,319,10,9,5.6673006751870645,0.06390386,0,1008,0,0,4192,3.5690689542971747,0.1947964463681285,0.10017919540405273
run02,320,10,10,5.747927379965011,0.0855964985,1,1049,13,822,5670,5.787642274572738,0.24037816439743773,0.10018634796142578
run02,321,8,8,5.821745738362894,0.1329778335,3,1048,48,3467,4365,7.003178357897786,0.4433583512060131,0.2997567653656006
run02,322,9,4,6.397815634674494,0.220295278,6,824,273,7321,2889,6.042103187167947,0.5783795398300055,0.199995756149292
run02,323,9,9,5.8857843532016725,0.2497373,6,829,263,9553,3604,3.677024032830487,0.512853000941075,0.1995711326599121
run02,324,8,8,6.042830200891636,0.23965071500000001,8,757,400,12282,987,4.635906806185463,0.6574478929541465,0.2002267837524414
run02,325,9,7,5.990514270709507,0.236758952,9,592,450,14066,1144,2.1208243169867145,0.4427178369292298,0.19953703880310059
run02,326,10,10,6.012743010986968,0.32813222750000004,10,637,500,19040,1164,5.872642396087109,0.49972342463172936,0.10011506080627441
run02,327,9,9,4.6638330979530656,0.342891804,9,646,450,16063,994,5.6392350459110645,0.4681301178238316,0.1999039649963379
run02,328,7,6,5.3425425906208055,0.326923611,7,704,346,12647,827,5.712135405092473,0.43262478803850024,0.29982972145080566
run02,329,9,9,5.922808027416394,0.252042992,9,813,226,14909,980,5.6455732747541605,0.1958484358533118,0.19995856285095215
run02,330,8,8,5.794948630864345,0.276968719,8,825,251,14141,925,2.6373291564601637,0.4734681437636825,0.19997000694274902
run02,331,8,8,5.827940300091919,0.29029672149999997,8,673,360,14989,1052,3.0346004190254465,0.3979248310795629,0.29993605613708496
run02,332,9,8,6.639426812530493,0.308934895,9,735,450,18294,1243,3.7939053938617744,0.4312816038472322,0.10068631172180176
run02,333,10,10,7.0056088231272255,0.27048044,10,763,500,20150,1756,6.876755475859675,0.4140630203881734,0.2000589370727539
run02,334,9,9,7.193432081928565,0.238141318,9,912,248,17539,1497,2.9751223083899374,0.37810180605894317,0.20003008842468262
run02,335,9,9,7.230690912992765,0.219352317,9,897,190,15409,1366,3.5417879153557195,0.1416443030732621,0.19992399215698242
run02,336,8,0,,0.23247920849999998,8,971,364,15531,1430,2.901985031791901,0.5466985271128936,0.2001180648803711
run02,337,9,9,7.437241126991979,0.28781478,9,766,402,16195,1213,5.904088184511377,0.22690711904603783,0.1999979019165039
run02,338,9,9,7.506126531236248,0.283987995,9,830,450,15121,1273,8.523976880209453,0.27599032912621796,0.19986796379089355
run02,339,10,10,7.328845272467602,0.25823111649999997,10,885,373,17435,1432,5.3121689757372375,0.27514055261394604,0.10006380081176758
run02,340,8,8,7.301078648369385,0.2340288385,8,897,236,13231,1115,4.8597507953966215,0.4409352738291204,0.20058536529541016
run02,341,8,7,7.221968292709724,0.263454956,8,808,391,14190,1174,4.043892433791166,0.4843997162387257,0.1997973918914795
run02,342,6,6,7.532207136854238,0.2995486515,6,613,300,11248,804,4.389946453875645,0.7523267738787206,0.5000324249267578
run02,343,8,8,6.719330372757067,0.3050554245,8,650,400,14492,1088,4.949224081223207,1.2514220670451994,0.1996612548828125
run02,344,9,9,5.8482977327419645,0.293109135,9,735,450,16051,1425,1.8093937567048062,0.08465689433525803,0.20017504692077637
run02,345,8,8,5.888765072233591,0.266154338,8,855,400,15032,1371,1.7663109554021577,0.058268567009265866,0.20007061958312988
run02,346,10,10,5.76317630770761,0.23722474999999998,10,934,500,19213,2061,1.4898451290346142,0.06910860784940237,0.10015153884887695
run02,347,8,7,5.872237894850893,0.22337629850000001,8,1054,400,15656,1675,1.1390228985089133,0.05276200495885197,0.1999211311340332
run02,348,6,6,6.184614018582225,0.29385463700000003,6,551,300,11777,881,2.8170679065970656,1.2489993295738064,0.3995664119720459
run02,349,9,9,4.567592413140165,0.276033389,9,351,450,16083,1175,2.5209773017317283,1.3029299832387669,0.20052266120910645
run02,350,8,7,4.299823433361179,0.25983741650000003,8,424,400,9356,910,1.545252388652667,1.3424687670104904,0.20009517669677734
run02,351,9,8,4.391948359344008,0.236220721,9,300,450,12114,1262,1.0779710404190244,1.380794578720747,0.20007538795471191
run02,352,9,9,4.820064483736277,0.264077933,9,284,450,9644,983,1.7771622743563702,1.4320114787467386,0.19971990585327148
run02,353,8,7,5.299300272439593,0.2608081625,8,285,400,8487,930,1.1817032722136092,0.03846387025140037,0.2007749080657959
run02,354,8,6,5.610885286655366,0.21116202950000001,8,486,400,9299,1377,0.9369623044385423,0.07932297158905317,0.3000781536102295
run02,355,8,4,5.837471151250096,0.2191785355,8,631,400,10313,1413,1.0131559841957427,0.03666239180971236,0.20012235641479492
run02,356,8,0,,0.24942021749999999,8,644,400,10819,1178,2.8260525691787812,0.09363375073372343,0.30021023750305176
run02,357,8,0,,0.2290715445,8,714,400,11449,1422,1.0682259285501319,0.047217877503438165,0.10004949569702148
run02,358,8,0,,0.2392440115,8,687,400,13048,1617,1.381637376345725,0.397613483618577,0.4001443386077881
run02,359,8,0,,0.254195183,8,520,400,13212,1533,2.03689329904536,1.2213132843226937,0.20043087005615234
run02,360,7,0,,0.304060863,7,472,350,12727,796,3.6579049890704045,1.2181794311713903,0.3002774715423584
run02,361,10,0,,0.26943753699999995,10,437,500,17199,1360,8.345199987328135,2.2888575715357566,0.10006308555603027
run02,362,8,0,,0.247331299,8,608,400,14688,1330,2.6105585035095937,0.0683098085954237,0.20044326782226562
run02,363,7,0,,0.240500007,7,972,350,12624,1544,2.8548994888291044,0.12726793514684015,0.200059175491333
run02,364,7,0,,0.208526925,7,1045,350,12889,1534,1.8831933569970658,0.1867521791101707,0.29981565475463867
run02,365,9,0,,0.212472408,9,1167,450,15735,2060,1.6462208284435838,0.31523418036159656,0.2000434398651123
run02,366,7,0,,0.223173546,7,1014,350,12778,1414,1.8289963289330389,0.5026936959640069,0.2007431983947754
run02,367,9,0,,0.206887579,9,1217,450,15897,2056,1.8611433829115311,0.3315401255012279,0.20000123977661133
run02,368,8,0,,0.23536202150000002,8,1171,400,14334,1662,1.9828442478560344,0.5035241769917504,0.20017290115356445
run02,369,8,0,,0.2416971535,8,736,400,15083,1480,1.5251951864071682,0.48469533763803474,0.29970669746398926
run02,370,6,0,,0.289730515,6,675,300,11275,801,6.15369076371453,0.609987689138765,0.300234317779541
run02,371,8,0,,0.277680342,8,586,400,13679,1036,7.38953983432132,0.7818417529038233,0.10005378723144531
run02,372,10,0,,0.266351527,10,628,500,16886,1360,4.39343243790548,0.4590144945575656,0.3004119396209717
run02,373,7,0,,0.279185441,7,649,350,12664,905,7.684689622003325,0.9833615661710606,0.30004310607910156
run02,374,5,0,,0.261618708,5,616,250,8874,671,5.078232511158933,0.5107450473464314,0.4999814033508301
run02,375,8,0,,0.2226712315,8,648,400,13147,1294,3.7069914672979944,0.24616459690203327,0.2001347541809082
run02,376,9,0,,0.2105394,9,673,450,14937,1643,1.5453811137125482,0.09629333797308341,0.3000187873840332
run02,377,8,0,,0.1904544405,8,963,400,12734,1622,0.8183479850683336,0.05679776749221255,0.20002245903015137
run02,378,7,2,17.53254689788845,0.174907513,7,1045,350,11240,1461,0.7030955962422792,0.0707960760918805,0.299854040145874
run02,379,8,8,17.40935059308323,0.1653464205,8,1195,400,12650,1797,0.7613388162603826,0.02604615430822531,0.3000209331512451
run02,380,9,5,17.42712803846595,0.073553475,0,1355,0,0,15996,0.894808533164172,0.03735013527235095,0.1999962329864502
run02,381,9,8,17.34788729848193,0.07977653,4,1748,200,5045,9401,2.9438063690012806,0.40257052665717097,0.1999809741973877
run02,382,7,6,17.435911008401533,0.171102793,7,2002,301,7320,2709,0.8204670034788313,0.15609014952732708,0.20018482208251953
run02,383,7,5,17.44682225279911,0.179564213,7,1875,304,8965,2432,2.4986835615440377,0.15212745141105843,0.40009164810180664
run02,384,6,5,17.578140055428044,0.183408536,6,1949,173,7605,2078,1.4586299348940206,0.023715780487464047,0.19991564750671387
run02,385,9,5,17.698876999919968,0.185798828,9,1684,306,12308,2855,1.083649221844963,0.23764942845015638,0.39992523193359375
run02,386,6,6,17.77749347880438,0.16586262200000002,6,1753,157,7615,1993,1.6677790919052478,0.1513636004361044,0.3000495433807373
run02,387,8,7,17.838270763400317,0.111829121,0,1705,0,0,10289,1.0107419909850146,0.08068057075135764,0.20013761520385742
run02,388,7,7,17.937302217684465,0.107673546,1,1527,40,1150,6751,2.7859739191613264,0.15423182570784386,0.499772310256958
run02,389,6,4,17.906604623311,0.0807271165,0,1351,0,0,5031,1.2342217215307767,0.1478717865888509,0.3997523784637451
run02,390,8,7,17.84374255516552,0.09182457150000001,1,732,10,789,4824,1.716434826378204,0.44110149829477885,0.19996929168701172
run02,391,9,7,17.91875804568633,0.115362411,1,721,50,748,5533,0.8725816692440248,0.10655267892491513,0.2001957893371582
run02,392,8,6,17.894024003832335,0.07461675649999999,0,861,0,0,3292,0.3305168437974619,0.025935218808891672,0.20003128051757812
run02,393,9,8,17.87528591084814,0.070097738,0,860,0,0,3344,0.33060645455756843,0.018897348942685126,0.10011172294616699
run02,394,9,9,17.864385834317897,0.063949235,0,876,0,0,2383,0.17528226144120604,0.007724341163766155,0.29993462562561035
run02,395,8,7,17.858217172482803,0.05721929,0,952,0,0,1415,0.08609952429036886,0.006510160045240712,0.19997024536132812
run02,396,9,7,17.860364003164374,0.055300294,0,952,0,0,1266,0.07726318988760929,0.0054149420515472585,0.1999645233154297
run02,397,8,6,17.859515273493514,0.0534596515,0,954,0,0,865,0.07250782240746768,0.0028917895629355073,0.2000718116760254
run02,398,9,8,17.866518998596774,0.05093736,0,935,0,0,899,0.0797698674970595,0.002656363507895788,0.19994068145751953
run02,399,9,8,17.868435583880345,0.048584996,0,935,0,0,830,0.08135865499471785,0.0033193352567865734,0.20011234283447266
run02,400,9,8,17.87341671867677,0.048121451,0,925,0,0,769,0.06771251585894517,0.003761524816933057,0.19999384880065918
run03,240,10,9,0.189577217344327,0.0679608965,0,566,0,0,2676,1.4350300208646576,0.12349295177561416,0.10063695907592773
run03,241,10,9,0.1428603962513311,0.0743893505,2,606,154,1822,2907,1.3119114622969772,0.2796769358158297,0.10022592544555664
run03,242,10,9,0.1622612922195339,0.091569175,1,673,23,896,4207,1.6660015904436527,0.16190378954160628,0.10016584396362305
run03,243,9,8,0.22075137405533313,0.079300807,1,750,13,828,3403,1.7680006131516959,0.23354529289897893,0.20001697540283203
run03,244,10,7,0.2139063367510629,0.0902324695,1,833,10,797,4731,1.5686637787396505,0.22469466275665825,0.1001138687133789
run03,245,9,6,0.2284666546320108,0.085213716,1,927,24,1212,5302,2.3527149398655256,0.18800129590497297,0.19989752769470215
run03,246,9,0,,0.16024445,6,931,294,7264,3499,2.2032425147708388,0.39925056569175227,0.2000434398651123
run03,247,10,0,,0.13915799350000002,4,1090,99,5507,6867,2.1582723955054934,0.2677826247052082,0.10011935234069824
run03,248,10,0,,0.0769018695,0,1201,0,0,8375,1.5483127058539752,0.21200441502069678,0.1001272201538086
run03,249,9,0,,0.087652436,3,988,272,6081,6354,1.3400593873542717,0.29824036027927187,0.1998152732849121
run03,250,10,0,,0.0714785875,0,1110,0,0,7413,1.5765774680747962,0.18836896160967448,0.10008502006530762
run03,251,9,0,,0.062037383,0,1193,0,0,6354,0.879905190883547,0.10780450733221858,0.20003771781921387
run03,252,9,0,,0.056032223,0,1245,0,0,5848,1.0744563355520032,0.10394807356571788,0.20003890991210938
run03,253,9,0,,0.077470243,3,1152,114,5064,5134,0.6997397404347541,1.1414616686756272,0.20090436935424805
run03,254,8,0,,0.056821954,0,1118,0,0,4431,0.5021294482912567,1.6860485527219204,0.3001878261566162
run03,255,9,0,,0.225095788,8,913,916,16565,2527,1.22812239136791,1.5881468637309524,0.19991540908813477
run03,256,10,0,,0.208890349,7,938,237,12517,4218,2.461378797021871,0.3226923494084557,0.10032439231872559
run03,257,10,0,,0.078699804,1,1078,3,708,5531,2.2410693322980406,0.40089552498348063,0.10009264945983887
run03,258,10,0,,0.051591166,0,1085,0,0,4149,2.0656336076034236,0.11740558452756285,0.10009002685546875
run03,259,10,0,,0.051500608,0,1057,0,0,3991,2.5312046894258935,0.2341720225613598,0.1000680923461914
run03,260,9,0,,0.069917528,2,848,10,2315,3618,2.3946100268397763,0.3859826121346073,0.2001504898071289
run03,261,9,0,,0.052385596,0,1053,0,0,3743,2.886033503403297,0.38004389850519477,0.20003390312194824
run03,262,8,0,,0.046097057,0,1082,0,0,2885,4.763484867723447,0.13582270056073076,0.2999591827392578
run03,263,8,0,,0.0642108495,1,968,30,1976,3636,4.899556016431297,0.4799994373493062,0.1999962329864502
run03,264,9,0,,0.083926048,1,896,21,1812,5551,3.5706213272000764,0.4005097140300302,0.10012054443359375
run03,265,10,0,,0.065298861,0,967,0,0,4883,2.5164987124565363,0.32147768497864476,0.20012402534484863
run03,266,9,0,,0.062408078,0,1237,0,0,4323,2.791745156729339,0.3239439665024357,0.10013151168823242
run03,267,10,0,,0.0614591935,0,1099,0,0,4468,2.257926313861002,0.15134267304394666,0.19992995262145996
run03,268,10,0,,0.083174827,3,1085,59,4880,4251,2.9899627063150325,0.7611025399550738,0.10005497932434082
run03,269,8,0,,0.11999995399999999,3,967,66,5009,3623,3.8544036951048,0.5843813098353313,0.2000434398651123
run03,270,9,0,,0.104781578,1,950,9,1653,6197,3.987635931457463,0.4231699849578331,0.19994425773620605
run03,271,10,0,,0.1917390265,8,921,850,13836,3311,2.7407356350427237,1.1815448965277207,0.10009121894836426
run03,272,9,0,,0.107913893,4,986,369,6442,3660,3.3200566773799256,1.0442616061190857,0.20130133628845215
run03,273,10,0,,0.154806833,6,961,152,8710,4142,3.7582478847271448,0.9044718513045411,0.10023927688598633
run03,274,9,0,,0.115451513,1,946,11,1081,6830,2.570043262685214,0.3989569603445544,0.20010137557983398
run03,275,10,0,,0.07766028999999999,2,946,83,2253,3705,1.6351019877151327,0.46254557942691993,0.10016703605651855
run03,276,7,0,,0.075761507,0,1011,0,0,2934,1.6965955557445593,0.24775085906802713,0.20009994506835938
run03,277,10,0,,0.0734724205,1,964,528,1481,5567,2.690151545832271,0.7015117523156759,0.1001124382019043
run03,278,9,0,,0.082798509,3,959,682,4860,3291,2.740724506765487,0.7026269157315035,0.20019936561584473
run03,279,8,0,,0.06568322900000001,0,969,0,0,2937,2.1213617052875122,0.24551827779374455,0.2001173496246338
run03,280,10,0,,0.083420518,0,986,0,0,5674,1.6192091511720041,0.31918043929274653,0.1999974250793457
run03,281,10,0,,0.066773521,1,969,4,1238,3964,1.1405547284262398,0.2848133438448546,0.10011625289916992
run03,282,10,0,,0.058527353000000004,0,946,0,0,2559,0.9365034543365832,0.1588161992162525,0.10007119178771973
run03,283,9,0,,0.055554842,0,956,0,0,2084,0.7772733545747758,0.22913010340239026,0.10012555122375488
run03,284,10,0,,0.07376506,0,942,0,0,4729,1.3308589630901333,0.49593299155248455,0.19999957084655762
run03,285,9,0,,0.206644947,9,1124,699,13159,1678,1.5573796276526184,0.42527400666627296,0.2002558708190918
run03,286,10,0,,0.184414237,10,1166,194,14250,1333,1.8998738469719811,0.11113150060384502,0.10006070137023926
run03,287,10,0,,0.1825697605,10,1085,346,13270,1253,2.49135741963116,0.45954714513752776,0.10007667541503906
run03,288,8,0,,0.074140858,0,894,0,0,3344,2.840035214298601,0.25151726072091624,0.19982647895812988
run03,289,8,0,,0.101133398,3,939,677,3704,3538,2.334615314232773,0.7824071478617398,0.20003986358642578
run03,290,9,0,,0.076638962,0,902,0,0,3571,2.7715237661736527,0.21174234871812594,0.3002359867095947
run03,291,10,0,,0.06537879599999999,0,866,0,0,2420,1.3252670663276562,0.0991601745441713,0.10016083717346191
run03,292,8,0,,0.07002069899999999,0,976,0,0,3143,0.8212584740789902,0.2330572474666003,0.30002427101135254
run03,293,9,0,,0.063242545,0,932,0,0,2276,0.4200627502484947,0.11457762500348505,0.19986200332641602
run03,294,9,0,,0.060802806,0,919,0,0,2134,0.19385707160824553,0.04364235560402718,0.1999523639678955
run03,295,10,0,,0.0619421145,0,930,0,0,2287,0.2772005500877267,0.04190213387162909,0.10018301010131836
run03,296,9,0,,0.061370552,0,966,0,0,2016,0.2532321736541092,0.04370518640171601,0.19992518424987793
run03,297,10,0,,0.060991790000000004,0,946,0,0,2112,0.2957102127032068,0.05974804430707195,0.1002812385559082
run03,298,9,0,,0.057976857,0,984,0,0,1783,0.2825222098572584,0.04082020448468815,0.1998605728149414
run03,299,10,0,,0.0596800265,0,897,0,0,2176,0.2088158145184354,0.323226492798202,0.10024762153625488
run03,300,9,0,,0.0606477,0,915,0,0,2074,0.258659457763056,0.32090545488106925,0.2001957893371582
run03,301,10,0,,0.060589569499999996,0,946,0,0,1986,0.1873540951329064,0.05599123816714927,0.10021591186523438
run03,302,10,4,0.10604388099471926,0.061620169,0,962,0,0,2230,0.36901642674748547,0.061357809853677996,0.10013246536254883
run03,303,10,10,0.11390111947816878,0.060385868999999995,0,933,0,0,2132,0.25951693392960784,0.0662736282816964,0.10002708435058594
run03,304,9,9,0.17083296907703543,0.058374806,0,948,0,0,1714,0.24644022550503838,0.05558012458133845,0.20007944107055664
run03,305,8,8,0.11284127996512279,0.0600415445,0,939,0,0,1541,0.30786802796404517,0.06985248496440147,0.2000415325164795
run03,306,9,9,0.07967181391717919,0.061007877,0,915,0,0,1496,0.18465494891588763,0.04139914497524265,0.19988536834716797
run03,307,10,9,0.12434144015461253,0.060543589999999994,0,887,0,0,1611,0.16126705309428194,0.03228967121059156,0.10019612312316895
run03,308,9,6,0.09701590546107977,0.059419729,0,901,0,0,1654,0.14968611850602426,0.03677935017524011,0.20000863075256348
run03,309,10,8,0.13427687712770758,0.0587765065,0,883,0,0,1735,0.24115890557612174,0.06225241948339003,0.10025930404663086
run03,310,10,10,0.14299551774973485,0.057703562,0,931,0,0,1691,0.17641094285656148,0.032757367358614085,0.10012960433959961
run03,311,9,9,0.12046551584555,0.061517221,0,924,0,0,1495,0.18269732214525053,0.031342283449775854,0.10013937950134277
run03,312,10,9,0.1341096584583973,0.059129075,0,919,0,0,1667,0.21898210674075938,0.02544042092910414,0.1999342441558838
run03,313,10,9,0.13355639758317173,0.058849442,0,919,0,0,1669,0.1629530648066122,0.040701379453041975,0.10007953643798828
run03,314,9,9,0.1442048738799327,0.056575121,0,904,0,0,1256,0.2495627963945566,0.06951448380438892,0.1999187469482422
run03,315,10,9,0.10752368723573993,0.0577685015,0,927,0,0,1520,0.15720896942572346,0.026204791269501638,0.1000969409942627
