frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,trusted_snapshot_active,trusted_snapshot_points,trusted_snapshot_age,trusted_snapshot_evaluation_ran,trusted_snapshot_icp_converged,trusted_snapshot_aligned_points,trusted_snapshot_matched_points,trusted_snapshot_overlap_ratio,trusted_snapshot_fitness_rmse,trusted_snapshot_correction_translation,trusted_snapshot_correction_rotation,trusted_snapshot_consistency_translation,trusted_snapshot_consistency_rotation,trusted_snapshot_consistent_streak,trusted_snapshot_candidate_accepted,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
11,1624181090.761834860,1624181090.861717939,16,15,0,0.012482532,0.024980185,1,0,0,0,0,-0.008980767,-0.020733000,-0.003848802,0.000015854,-0.000057593,0.000126436,0.999999990,2366,1935,0.817836010,0.014697812,0.003093118,0.002738498,0.138227139,101.322422287,1587,0.972045890,159.587559544,330.977071638,1052.072196838,0.103451154,0.100559269,0,0,0,0,0,0.002754851,0.000313005,0.100000000,0.030000000,0.847625628,0.014697812,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000620,0.000001737,0.000003581,-0.093678494,-0.995571096,0.007907763,0.000000001,0.000000002,0.000000008,-0.003866718,0.015226495,-0.999876594,0.000000000,0.157388557,0.038843765,0.033480234,0.001899008,90.921865130,0,0.121923321,0.117673753,328,321,7,0.138630600,80,0,0,0,0,0,1957,81,4106,6469,1106,0,0,18379
12,1624181090.861832380,1624181090.961721897,17,16,0,0.012252124,0.023967828,1,0,0,0,0,-0.011067073,-0.021059964,-0.004484716,-0.000015886,-0.000028067,0.000379545,0.999999927,2351,1914,0.814121650,0.014753195,0.002932242,0.002499764,0.136062598,104.960207880,1588,0.971981599,158.719916229,323.537505465,1061.249357389,0.102830722,0.099949569,0,0,0,0,0,0.002210408,0.000532182,0.100000000,0.030000000,0.867725656,0.014753195,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000631,0.000001772,0.000003691,-0.108133750,-0.994098008,0.008731733,0.000000001,0.000000002,0.000000009,-0.008798112,0.006928592,-0.999937292,0.000000000,0.155611394,0.040388840,0.035685675,0.002405228,92.091727026,0,0.120332271,0.116196738,397,388,9,0.168864313,75,0,0,0,0,0,1879,75,4192,6866,1181,0,0,20258
13,1624181090.961829901,1624181091.061767101,18,17,0,0.013354429,0.027166466,1,0,0,0,0,-0.010757372,-0.021632190,-0.005314032,-0.000015217,-0.000052489,0.000325726,0.999999945,2348,1905,0.811328790,0.014607815,0.003153990,0.002489304,0.136065772,105.684973642,1591,0.973518419,157.287643899,330.051792893,1061.528367224,0.101550076,0.098860870,0,0,0,0,0,0.002298250,0.000157698,0.100000000,0.030000000,0.862664291,0.014607815,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000622,0.000001776,0.000003753,-0.122635592,-0.992420254,0.007908863,0.000000001,0.000000002,0.000000009,-0.007449908,0.013737081,-0.999877888,0.000000000,0.154107885,0.042188035,0.036739773,0.002512865,93.137361381,0,0.118887487,0.114863210,316,308,8,0.134582624,82,0,0,0,0,0,1949,83,4271,7182,1263,0,0,22207
14,1624181091.061827421,1624181091.161813259,19,18,0,0.012329642,0.026389048,1,0,0,0,0,-0.010081928,-0.020692836,-0.005668490,-0.000010746,-0.000052555,0.000210797,0.999999976,2374,1933,0.814237574,0.014386336,0.003461439,0.002740800,0.128996984,106.961619621,1603,0.973104382,161.160796892,336.511595882,1062.213931481,0.103315732,0.100536991,0,0,0,0,0,0.002496725,0.000206661,0.100000000,0.030000000,0.883587488,0.014386336,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000613,0.000001715,0.000003742,-0.098246387,-0.995105603,0.010605934,0.000000001,0.000000002,0.000000009,-0.004586762,0.006427684,-0.999968823,0.000000000,0.152314249,0.044713423,0.037949835,0.002742725,94.124808398,0,0.117775219,0.113839908,284,272,12,0.119629318,87,0,0,0,0,0,2003,87,4359,7466,1350,0,0,24210
15,1624181091.161825180,1624181091.261812449,20,19,0,0.013256795,0.025034932,1,0,0,0,0,-0.008602860,-0.017292746,-0.005714598,-0.000000313,-0.000033100,0.000230922,0.999999973,2372,1928,0.812816189,0.014281354,0.003289001,0.002709061,0.128358612,109.705808195,1617,0.971335362,161.560076600,322.077003689,1087.012200704,0.102861968,0.099913467,0,0,0,0,0,0.003967575,0.000029841,0.100000000,0.030000000,0.906868063,0.014281354,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000608,0.000001727,0.000003727,-0.096082439,-0.995333707,0.008886893,0.000000001,0.000000002,0.000000009,-0.003798945,0.010853654,-0.999933881,0.000000000,0.150717206,0.047038332,0.041657985,0.002782974,95.163541718,0,0.116781002,0.112911479,228,221,7,0.096121417,67,0,0,0,0,0,2077,67,4424,7694,1417,0,0,26287
16,1624181091.261822701,1624181091.361767054,21,20,0,0.013420033,0.025407400,1,0,0,0,0,-0.005671106,-0.017301892,-0.005607994,-0.000009913,-0.000021670,0.000166169,0.999999986,2371,1919,0.809363138,0.014472626,0.003160908,0.002639580,0.127971249,107.626774181,1609,0.972473270,160.410696953,335.498313332,1068.800480816,0.102517878,0.099695896,0,0,0,0,1,0.002677168,0.000155021,0.100000000,0.030000000,0.932629755,0.014472626,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000615,0.000001713,0.000003714,-0.096154505,-0.995309277,0.010665527,0.000000001,0.000000002,0.000000009,-0.003021176,0.009865993,-0.999946766,0.000000000,0.149295584,0.047637770,0.044591692,0.002912479,95.942493747,0,0.115889557,0.112085505,246,240,6,0.103753690,80,0,0,0,0,0,2045,80,4489,7940,1497,0,0,28332
17,1624181091.361820221,1624181091.461771488,22,21,0,0.012550212,0.024473717,1,0,0,0,0,-0.003452242,-0.015774982,-0.004914006,0.000001766,-0.000010464,0.000088798,0.999999996,2364,1927,0.815143824,0.014052032,0.003146236,0.002622995,0.126826150,109.680772398,1613,0.972809882,162.123372804,333.155356618,1073.863609840,0.103319736,0.100510461,0,0,0,0,1,0.000995700,0.000102038,0.100000000,0.030000000,0.940947244,0.014052032,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000612,0.000001702,0.000003728,-0.105644836,-0.994319090,0.012989103,0.000000001,0.000000002,0.000000008,0.002628986,-0.012339357,0.999920411,0.000000000,0.147973853,0.050100936,0.047373136,0.003067221,96.750627785,0,0.115150156,0.111404620,234,227,7,0.098984772,73,0,0,0,0,0,2056,74,4558,8174,1570,0,0,30388
18,1624181091.461817741,1624181091.561782360,23,22,0,0.013214105,0.025940849,1,0,0,0,0,-0.003466361,-0.016174194,-0.004400241,-0.000002940,-0.000055884,0.000141155,0.999999988,2332,1930,0.827615780,0.013722837,0.002959176,0.002584792,0.128514514,110.436755476,1631,0.973834013,163.990549767,327.330566186,1097.002159834,0.103247590,0.100546015,0,0,0,0,1,0.002754982,0.000089120,0.100000000,0.030000000,0.941314498,0.013722837,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000606,0.000001716,0.000003713,-0.100471573,-0.994855709,0.012945334,0.000000001,0.000000002,0.000000009,-0.001497469,0.012058404,-0.999926174,0.000000000,0.146892778,0.053802876,0.048023923,0.003171934,97.510968213,0,0.114488902,0.110801364,243,240,3,0.104202401,72,0,0,0,0,0,2017,72,4611,8417,1642,0,0,32405
19,1624181091.561815262,1624181091.661733627,24,23,0,0.013099342,0.025465598,1,0,0,0,0,-0.005215526,-0.017400197,-0.004298942,0.000000424,-0.000050892,0.000285900,0.999999958,2338,1929,0.825064157,0.014032781,0.002965659,0.002671032,0.128713252,110.693321292,1640,0.974593296,164.857022402,336.837127020,1096.638856432,0.103143101,0.100522575,0,0,0,0,1,0.003562098,0.000306402,0.100000000,0.030000000,0.950129880,0.014032781,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000612,0.000001696,0.000003679,-0.092378809,-0.995691518,0.008034769,0.000000001,0.000000002,0.000000008,-0.002446072,0.015552525,-0.999876060,0.000000000,0.145935961,0.054956892,0.050162362,0.003461425,98.204776270,0,0.113891755,0.110260375,229,224,5,0.097946963,77,0,0,0,0,0,2032,77,4663,8646,1719,0,0,34437
20,1624181091.661813021,1624181091.761733532,25,24,0,0.013252483,0.024768406,1,0,0,0,1,-0.007788583,-0.019406235,-0.004671611,-0.000025999,-0.000056199,0.000283126,0.999999958,2330,1925,0.826180258,0.014544151,0.003034264,0.002583618,0.124113756,112.083048116,1626,0.975612852,156.665751208,327.401943993,1102.278802135,0.098758847,0.096350400,0,0,0,0,1,0.003235610,0.000022630,0.100000000,0.030000000,0.919292323,0.014544151,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000611,0.000001673,0.000003729,-0.096481621,-0.995266987,0.011615575,0.000000001,0.000000002,0.000000008,-0.003358590,0.015231384,-0.999878355,0.000000000,0.144844851,0.054169699,0.053446215,0.003466971,98.898689862,0,0.113135109,0.109564877,192,188,4,0.082403433,66,0,0,0,0,0,2071,67,4711,8838,1785,0,0,36508
21,1624181091.761810541,1624181091.861697197,26,25,0,0.012782362,0.025041461,1,0,0,0,1,-0.007813781,-0.020110877,-0.005067389,-0.000014405,-0.000075164,0.000124879,0.999999989,2350,1953,0.831063830,0.014330538,0.002924630,0.002570623,0.128914403,110.247032563,1643,0.973577319,158.392467733,334.292549219,1106.902517601,0.099020819,0.096404423,0,0,0,0,1,0.001384125,0.000346443,0.100000000,0.030000000,0.939118444,0.014330538,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000605,0.000001657,0.000003626,-0.089700907,-0.995871774,0.013898124,0.000000001,0.000000002,0.000000008,-0.004208473,0.016809893,-0.999849847,0.000000000,0.142684255,0.054871770,0.046749831,0.003704223,101.059588882,0,0.110504081,0.107170862,201,197,4,0.085531915,58,0,0,0,0,0,2090,59,4755,9039,1843,0,0,38598
22,1624181091.861808062,1624181091.961688757,27,26,0,0.012429259,0.024127153,1,0,0,0,1,-0.006215224,-0.024901374,-0.005056269,-0.000003021,-0.000072923,0.000218245,0.999999974,2372,1959,0.825885329,0.013733619,0.002863527,0.002445343,0.126052381,111.824124556,1663,0.975200727,162.589756803,332.928049953,1126.241002099,0.100255202,0.097768946,0,0,0,0,1,0.004700937,0.000218893,0.100000000,0.030000000,0.969106659,0.013733619,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000605,0.000001671,0.000003615,-0.093454013,-0.995557320,0.011487845,0.000000001,0.000000002,0.000000008,-0.004570287,0.022448523,-0.999737554,0.000000000,0.139598516,0.054605350,0.048948117,0.003685944,102.987298746,0,0.108452256,0.105270139,238,229,9,0.100337268,59,0,0,0,0,0,2075,59,4822,9277,1902,0,0,40673
23,1624181091.961805582,1624181092.061677694,28,27,0,0.014170372,0.026307695,1,0,0,0,1,-0.006678810,-0.025289212,-0.005146051,0.000019733,-0.000055944,0.000123427,0.999999991,2350,1947,0.828510638,0.014538276,0.003106138,0.002566815,0.123368780,110.872755273,1644,0.974201723,155.834252936,337.031434447,1108.721944852,0.097299860,0.094789692,0,0,0,0,1,0.002236777,0.000211838,0.100000000,0.030000000,0.941136930,0.014538276,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000608,0.000001654,0.000003655,-0.094089051,-0.995484015,0.012602625,0.000000001,0.000000002,0.000000008,-0.004333792,0.018933155,-0.999811359,0.000000000,0.137668568,0.053024233,0.043655502,0.003773953,104.228395462,0,0.106809846,0.103746439,223,217,6,0.094893617,70,0,0,0,0,0,2056,71,4881,9500,1972,0,0,42729
24,1624181092.061803102,1624181092.161735296,29,28,0,0.012538492,0.024325983,1,0,0,0,1,-0.005411884,-0.023769309,-0.005052526,-0.000002074,-0.000064232,-0.000037125,0.999999997,2345,1950,0.831556503,0.013781178,0.002785233,0.002382139,0.127156770,109.971381321,1665,0.975315638,158.792564265,333.010574115,1132.097398117,0.097784661,0.095370909,0,0,0,0,1,0.003421027,0.000365975,0.100000000,0.030000000,0.946427710,0.013781178,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000606,0.000001680,0.000003579,-0.102597770,-0.994617015,0.014515216,0.000000001,0.000000002,0.000000008,-0.003664369,0.014319223,-0.999890760,0.000000000,0.135411446,0.048957613,0.043620669,0.003739056,105.321074988,0,0.105370919,0.102421236,282,281,1,0.120255864,66,0,0,0,0,0,1997,66,4926,9782,2038,0,0,44726
25,1624181092.161800861,1624181092.261734962,30,29,0,0.013360211,0.025365569,1,0,0,0,1,-0.006726619,-0.026985980,-0.004793715,0.000016945,-0.000042821,0.000142385,0.999999989,2358,1973,0.836726039,0.013806175,0.002840357,0.002443105,0.125834922,112.516306408,1668,0.974773251,157.852677444,338.012455246,1130.056649987,0.097085038,0.094635898,0,0,0,0,1,0.003401455,0.000416242,0.100000000,0.030000000,0.939674477,0.013806175,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000595,0.000001657,0.000003575,-0.104015897,-0.994494122,0.012733202,0.000000001,0.000000002,0.000000009,-0.004818044,0.010213763,-0.999936231,0.000000000,0.133547555,0.041168154,0.044612216,0.004041179,106.492718179,0,0.103945656,0.101086703,201,192,9,0.085241730,75,0,0,0,0,0,2082,75,4972,9983,2113,0,0,46808
26,1624181092.261798382,1624181092.361763716,31,30,0,0.013096681,0.024463966,1,0,0,0,1,-0.005802149,-0.023510236,-0.004894914,0.000027609,-0.000024035,0.000067627,0.999999997,2372,1997,0.841905565,0.013728453,0.002743904,0.002370942,0.121411488,115.969040083,1688,0.975983122,154.184139152,335.587672560,1157.687697767,0.093589031,0.091341315,0,0,0,0,1,0.005180673,0.000164548,0.100000000,0.030000000,0.905854602,0.013728453,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000000593,0.000001664,0.000003640,-0.107613229,-0.994100060,0.013581711,0.000000001,0.000000002,0.000000009,-0.007610271,0.013031939,-0.999886120,0.000000000,0.131872259,0.036386888,0.046417424,0.004035015,107.619908371,0,0.102699806,0.099914258,198,193,5,0.083473862,67,0,0,0,0,0,2106,68,5022,10181,2180,0,0,48914
