frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
11,1624181090.861832380,1624181090.961721897,15,15,0,0.012873842,0.024093260,0,1,0,0,0,-0.011444338,-0.016179958,-0.004305999,-0.000015163,-0.000019162,0.000186622,0.999999982,2351,1880,0.799659719,0.011566675,0.002700479,0.002324927,0.112104848,117.146080469,1606,0.969805219,155.992785376,317.981157108,1083.533238638,0.100155420,0.097131249,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000607,0.000001934,0.000004379,0.148269219,0.988869040,-0.012420177,0.000000001,0.000000002,0.000000010,-0.009141859,0.012134991,-0.999884578,0.000000000,0.140906783,0.108173065,0.036171255,0.001839671,99.185202936,0,370,360,10,0.157379838,0,0,0,0,0,0,1981,0,4270,6938,0,0,0,19007
12,1624181091.061827421,1624181091.161813259,17,16,0,0.013076007,0.027166466,0,1,0,0,0,-0.011927944,-0.016576822,-0.004968251,-0.000004927,-0.000057114,0.000078200,0.999999995,2374,1892,0.796967144,0.011523443,0.002718177,0.002244245,0.113783989,116.540757630,1613,0.967627218,157.924615198,331.108323111,1071.749763714,0.101182961,0.097907387,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000724,0.000002474,0.000005635,0.157077558,0.987536782,-0.009886592,0.000000001,0.000000002,0.000000011,0.008762372,-0.012590130,0.999882348,0.000000000,0.138646550,0.112513253,0.037082273,0.002056515,100.631499161,0,344,332,12,0.144903117,0,0,0,0,0,0,2030,0,4373,7282,0,0,0,21037
13,1624181091.161825180,1624181091.261812449,18,17,0,0.013256795,0.025034932,0,1,0,0,0,-0.012776710,-0.016622204,-0.005086656,-0.000003027,-0.000029910,0.000151292,0.999999988,2371,1900,0.801349642,0.011201723,0.002469109,0.002119646,0.112133977,119.569942529,1621,0.968293113,155.872635916,312.350211211,1101.380289068,0.099307036,0.096158320,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000595,0.000002065,0.000004584,0.156321401,0.987646935,-0.010823633,0.000000001,0.000000002,0.000000011,0.004719712,-0.009529861,0.999943451,0.000000000,0.136607121,0.117603788,0.037940459,0.002202699,102.088302497,0,305,297,8,0.128637706,0,0,0,0,0,0,2066,0,4444,7587,0,0,0,23103
14,1624181091.261822701,1624181091.361767054,19,18,0,0.013420033,0.025407400,0,1,0,0,0,-0.011658042,-0.016656515,-0.005133966,-0.000003009,-0.000034952,0.000063746,0.999999997,2374,1892,0.796967144,0.011475603,0.002640753,0.002281598,0.113655435,115.328607461,1614,0.969362144,155.400911140,318.448860315,1090.700728638,0.099326235,0.096283092,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000594,0.000001977,0.000004228,0.162555575,0.986637001,-0.011095606,0.000000001,0.000000002,0.000000010,-0.003577332,0.013325536,-0.999904812,0.000000000,0.134967715,0.119137507,0.039060652,0.002377792,103.034038565,0,314,308,6,0.132266217,0,0,0,0,0,0,2060,0,4528,7901,0,0,0,25163
15,1624181091.361820221,1624181091.461771488,20,19,0,0.013218389,0.026174667,0,1,0,0,0,-0.010835520,-0.015299755,-0.005101541,0.000009585,-0.000020390,0.000079504,0.999999997,2364,1874,0.792724196,0.011079713,0.002349937,0.001942274,0.110281979,117.484444608,1619,0.968343771,160.137062157,312.644241807,1094.967260986,0.102144608,0.098911095,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000589,0.000002032,0.000004174,0.160911814,0.986939091,-0.007656334,0.000000001,0.000000002,0.000000011,-0.001603752,0.010036068,-0.999948351,0.000000000,0.133321999,0.122301077,0.040647596,0.002409308,103.997398968,0,253,245,8,0.107021997,0,0,0,0,0,0,2111,0,4607,8154,0,0,0,27274
16,1624181091.461817741,1624181091.561782360,21,20,0,0.013214105,0.025940849,0,1,0,0,0,-0.008811111,-0.018280324,-0.005051275,-0.000003012,-0.000050310,0.000036525,0.999999998,2332,1890,0.810463122,0.011120223,0.002516893,0.002147658,0.111373114,120.338961852,1637,0.968604589,158.440660932,309.079194370,1118.085857471,0.099924376,0.096787209,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000582,0.000002013,0.000004221,0.165350755,0.986234631,-0.000617093,0.000000001,0.000000002,0.000000011,-0.006799495,0.012193923,-0.999902533,0.000000000,0.131950194,0.124172348,0.044251005,0.002495265,105.018746648,0,312,309,3,0.133790738,0,0,0,0,0,0,2020,0,4663,8466,0,0,0,29294
17,1624181091.561815262,1624181091.661733627,21,21,0,0.013099342,0.025465598,0,1,0,0,0,-0.009879188,-0.015474949,-0.004721469,-0.000004072,-0.000038723,0.000065080,0.999999997,2338,1898,0.811804962,0.011224880,0.002340003,0.002037950,0.114406370,117.115462581,1644,0.970707341,158.589362438,317.547728733,1119.705777113,0.099376552,0.096465549,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000588,0.000001987,0.000004141,0.163474709,0.986542680,-0.003091859,0.000000001,0.000000002,0.000000010,-0.007756659,0.013986679,-0.999872095,0.000000000,0.130918204,0.124803953,0.047270887,0.002552374,105.730318174,0,210,204,6,0.089820359,0,0,0,0,0,0,2128,0,4720,8676,0,0,0,31422
18,1624181091.661813021,1624181091.761733532,23,22,0,0.013252483,0.024768406,0,1,0,0,0,-0.010252660,-0.017602957,-0.004810135,-0.000019500,-0.000044289,0.000023139,0.999999999,2332,1874,0.803602058,0.010827483,0.002242480,0.001927661,0.107789298,120.262926499,1631,0.969355783,151.714793367,309.830226582,1119.474262092,0.095960116,0.093019493,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000590,0.000001970,0.000004249,0.151614368,0.988431165,-0.004112749,0.000000001,0.000000002,0.000000011,-0.005930399,0.010830436,-0.999923763,0.000000000,0.129633265,0.126980933,0.049433238,0.002636255,106.537685303,0,264,259,5,0.113207547,0,0,0,0,0,0,2068,0,4778,8940,0,0,0,33490
19,1624181091.761810541,1624181091.861697197,24,23,0,0.012782362,0.025041461,0,1,0,0,0,-0.009411617,-0.019045491,-0.005101956,-0.000009123,-0.000040263,-0.000079869,0.999999996,2349,1903,0.810131971,0.010446017,0.002242783,0.001900592,0.107074789,121.690329393,1639,0.970725623,151.373496715,307.504932906,1132.140866384,0.095142464,0.092357228,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000585,0.000001965,0.000004267,0.142611013,0.989740719,-0.008683810,0.000000001,0.000000002,0.000000011,-0.005111650,0.009730658,-0.999939591,0.000000000,0.128445977,0.130548240,0.051128354,0.002842272,107.335192887,0,294,291,3,0.125159642,0,0,0,0,0,0,2055,0,4830,9234,0,0,0,35545
20,1624181091.861808062,1624181091.961688757,25,24,0,0.012429259,0.024127153,0,1,0,0,1,-0.009790369,-0.021397791,-0.005270572,-0.000002124,-0.000022982,-0.000005118,1.000000000,2372,1911,0.805649241,0.010100882,0.002316884,0.001933431,0.102989747,121.370316907,1667,0.969455200,154.510411797,313.851515335,1147.719891114,0.095608038,0.092687710,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000582,0.000001958,0.000004213,-0.119775182,-0.992774973,0.007194396,0.000000001,0.000000002,0.000000009,-0.003154504,0.007298530,-0.999968390,0.000000000,0.127173165,0.135192679,0.053516910,0.002991774,108.036949088,0,248,240,8,0.104553120,0,0,0,0,0,0,2124,0,4897,9482,0,0,0,37669
21,1624181091.961805582,1624181092.061677694,26,25,0,0.014170372,0.026307695,0,1,0,0,1,-0.011098121,-0.023566711,-0.004911394,0.000009891,-0.000034880,0.000020329,0.999999999,2349,1905,0.810983397,0.010624895,0.002087255,0.001748390,0.099463053,123.210135783,1651,0.969672574,150.007131746,315.632779839,1135.289508349,0.093700028,0.090858348,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000581,0.000001981,0.000004280,-0.119309661,-0.992844591,0.004982237,0.000000001,0.000000002,0.000000010,-0.003180849,0.013613875,-0.999902268,0.000000000,0.123540002,0.128096355,0.050117800,0.002803597,110.846003269,0,236,230,6,0.100468284,0,0,0,0,0,0,2113,0,4962,9718,0,0,0,39782
22,1624181092.061803102,1624181092.161735296,27,26,0,0.012538492,0.024325983,0,1,0,0,1,-0.009805744,-0.024457959,-0.004573518,-0.000004339,-0.000027115,-0.000113563,0.999999993,2345,1917,0.817484009,0.010528878,0.002270276,0.001875022,0.100578334,124.006223624,1665,0.970778667,150.496503944,310.164663446,1155.685312408,0.093109062,0.090388291,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000575,0.000002004,0.000004248,-0.120746425,-0.992663966,0.006208904,0.000000001,0.000000002,0.000000010,-0.002704802,0.012528425,-0.999917858,0.000000000,0.119353810,0.109138599,0.049977446,0.002938510,113.340516313,0,290,288,2,0.123667377,0,0,0,0,0,0,2055,0,5008,10008,0,0,0,41837
23,1624181092.161800861,1624181092.261734962,28,27,0,0.013360211,0.025365569,0,1,0,0,1,-0.010858461,-0.026080479,-0.004538692,0.000015422,-0.000022819,0.000006046,1.000000000,2359,1939,0.821958457,0.010457074,0.002147370,0.001832827,0.097034433,128.352836974,1657,0.970047411,149.472966028,312.946294347,1144.949300363,0.092992341,0.090206980,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000560,0.000001979,0.000004307,-0.117120187,-0.993049494,0.011643246,0.000000001,0.000000002,0.000000010,-0.006063765,0.013259291,-0.999893705,0.000000000,0.116485056,0.100892905,0.043696766,0.003044207,115.242868838,0,214,205,9,0.090716405,0,0,0,0,0,0,2145,0,5054,10222,0,0,0,43982
24,1624181092.261798382,1624181092.361763716,29,28,0,0.013096681,0.024463966,0,1,0,0,1,-0.011218556,-0.025790823,-0.004545377,0.000023423,-0.000002704,-0.000029677,0.999999999,2372,1954,0.823777403,0.010491087,0.002161089,0.001852263,0.091341133,135.645451973,1689,0.971362193,145.695907800,312.839684564,1182.095151087,0.088804814,0.086261639,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000561,0.000001989,0.000004551,0.140742910,0.989956832,-0.013300543,0.000000001,0.000000002,0.000000011,-0.008222777,0.015341991,-0.999848493,0.000000000,0.112866536,0.083870912,0.039246327,0.002851252,117.520328716,0,249,245,4,0.104974705,0,0,0,0,0,0,2123,0,5114,10471,0,0,0,46105
25,1624181092.361795902,1624181092.461874962,30,29,0,0.013016369,0.024501333,0,1,0,0,1,-0.013080154,-0.023951096,-0.004707753,0.000000806,-0.000022403,0.000034708,0.999999999,2380,1944,0.816806723,0.010101565,0.002015675,0.001736625,0.093596097,128.637900284,1666,0.972468495,143.887065786,310.445668803,1165.799778379,0.088811912,0.086366786,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000560,0.000001985,0.000004462,-0.123382820,-0.992284544,0.012168138,0.000000001,0.000000002,0.000000010,-0.007129927,0.016278572,-0.999842074,0.000000000,0.110213165,0.075666488,0.038388132,0.002754589,119.103037947,0,199,192,7,0.083613445,0,0,0,0,0,0,2181,0,5174,10670,0,0,0,48286
26,1624181092.461793423,1624181092.561836243,31,30,0,0.013240801,0.025563863,0,1,0,0,1,-0.013199350,-0.021866324,-0.004812282,-0.000008813,-0.000055388,-0.000014487,0.999999998,2346,1937,0.825660699,0.010053444,0.002051727,0.001776362,0.088227511,135.421684951,1660,0.972337868,134.954356826,308.190016250,1170.936488204,0.083610654,0.081297805,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000559,0.000001983,0.000004567,-0.108086310,-0.994047096,0.013701080,0.000000001,0.000000002,0.000000011,-0.006739028,0.015088142,-0.999863457,0.000000000,0.107973054,0.068314622,0.038786669,0.002487230,120.576219686,0,204,201,3,0.086956522,0,0,0,0,0,0,2142,0,5229,10874,0,0,0,50428
27,1624181092.561790943,1624181092.661748648,32,31,0,0.012768117,0.026309971,0,1,0,0,1,-0.015204559,-0.023812665,-0.005191818,-0.000005795,-0.000042904,0.000087420,0.999999995,2387,1967,0.824046921,0.010313419,0.002135178,0.001867515,0.092345534,129.477820394,1687,0.971634981,141.965657360,310.437805146,1186.744750237,0.086609409,0.084152731,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000553,0.000001929,0.000004493,-0.112132436,-0.993635540,0.010711202,0.000000001,0.000000002,0.000000010,0.008114748,-0.019710042,0.999772807,0.000000000,0.106340738,0.066278248,0.038423660,0.002564598,121.535667463,0,213,207,6,0.089233347,0,0,0,0,0,0,2174,0,5287,11087,0,0,0,52602
28,1624181092.661788702,1624181092.761736155,33,32,0,0.012817407,0.025220177,0,1,0,0,1,-0.016406046,-0.026997699,-0.004765337,0.000011812,-0.000023209,0.000057488,0.999999998,2331,1935,0.830115830,0.009703400,0.002043518,0.001730560,0.089591084,132.505551690,1674,0.972539464,135.331419377,308.674611997,1184.025031561,0.083125821,0.080843142,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000555,0.000001979,0.000004540,-0.122910537,-0.992330795,0.013137452,0.000000001,0.000000002,0.000000011,-0.008687286,0.015208547,-0.999846604,0.000000000,0.104702382,0.065796594,0.037339580,0.002555184,122.496582544,0,197,194,3,0.084513085,0,0,0,0,0,0,2134,0,5331,11284,0,0,0,54736
29,1624181092.761786222,1624181092.861739397,34,33,0,0.013719094,0.026313403,0,1,0,0,1,-0.014928783,-0.021906482,-0.004622386,0.000002508,-0.000023442,0.000034761,0.999999999,2368,1941,0.819679054,0.009686306,0.001770724,0.001556148,0.089956530,135.306845126,1695,0.971533299,143.280147936,307.516078646,1195.952714562,0.087007888,0.084531061,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000560,0.000002037,0.000004589,-0.132077430,-0.991167538,0.011935827,0.000000001,0.000000002,0.000000011,-0.008215074,0.017835178,-0.999807191,0.000000000,0.103173915,0.057662770,0.041319605,0.002468540,123.678402810,0,147,144,3,0.062077703,0,0,0,0,0,0,2221,0,5365,11431,0,0,0,56957
30,1624181092.861783743,1624181092.961729527,35,34,0,0.013158441,0.025077196,0,1,0,0,1,-0.013898564,-0.019452104,-0.004817123,0.000012690,-0.000010292,-0.000068400,0.999999998,2339,1927,0.823856349,0.009285749,0.001763781,0.001513854,0.087902420,136.023399109,1686,0.972300912,139.174369775,310.201855711,1189.923111934,0.084898692,0.082547076,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000555,0.000002021,0.000004635,0.131598199,0.991239099,-0.011267793,0.000000001,0.000000002,0.000000010,-0.006305773,0.019654027,-0.999786956,0.000000000,0.101781484,0.060324685,0.042842156,0.002524055,124.771783992,0,176,171,5,0.075245832,0,0,0,0,0,0,2163,0,5406,11607,0,0,0,59120
31,1624181092.961781263,1624181093.061702490,36,35,0,0.012006808,0.027462525,0,1,0,0,1,-0.012894180,-0.020040989,-0.004964539,-0.000010283,-0.000048765,-0.000074806,0.999999996,2380,1958,0.822689076,0.010015928,0.001983963,0.001680944,0.088465506,136.201847369,1698,0.972548766,142.287745066,301.805638871,1207.294420250,0.086162526,0.083797259,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000549,0.000002020,0.000004639,0.131100882,0.991302596,-0.011477035,0.000000000,0.000000002,0.000000011,-0.008503571,0.014857679,-0.999853459,0.000000000,0.100599517,0.057939470,0.043104724,0.002320022,125.724572337,0,189,187,2,0.079411765,0,0,0,0,0,0,2191,0,5458,11796,0,0,0,61311
32,1624181093.061778784,1624181093.161693096,37,36,0,0.012517064,0.025601993,0,1,0,0,1,-0.012577219,-0.020417795,-0.005055605,-0.000018517,-0.000045025,-0.000000877,0.999999999,2365,1968,0.832135307,0.010079534,0.001760809,0.001504503,0.086141922,137.589990732,1707,0.972014159,144.378636585,305.079832940,1209.769699970,0.087015541,0.084580338,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000545,0.000002009,0.000004665,0.129873648,0.991457770,-0.012013589,0.000000000,0.000000002,0.000000011,-0.007271642,0.012267320,-0.999898313,0.000000000,0.099217413,0.054532138,0.042747278,0.002321698,126.777033992,0,147,143,4,0.062156448,0,0,0,0,0,0,2218,0,5502,11943,0,0,0,63529
33,1624181093.161776543,1624181093.261679649,38,37,0,0.013317997,0.024729287,0,1,0,0,1,-0.013915049,-0.024004096,-0.005056821,0.000010713,-0.000019731,-0.000017001,1.000000000,2352,1936,0.823129252,0.009841646,0.001881451,0.001610592,0.084720791,139.497028335,1682,0.971572456,138.431385179,300.903094287,1194.850391502,0.084709746,0.082301656,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000556,0.000002022,0.000004860,0.147419030,0.989007026,-0.011520940,0.000000001,0.000000002,0.000000012,-0.009148362,0.013140842,-0.999871805,0.000000000,0.097846754,0.053551518,0.045454793,0.002178856,127.773388282,0,167,166,1,0.071003401,0,0,0,0,0,0,2185,0,5539,12110,0,0,0,65714
34,1624181093.261774063,1624181093.361694336,39,38,0,0.012396059,0.025595897,0,1,0,0,1,-0.014090463,-0.023100243,-0.005068339,-0.000014468,-0.000028228,-0.000048013,0.999999998,2343,1943,0.829278703,0.009912341,0.001808682,0.001562931,0.088652616,135.370910670,1699,0.970847215,146.394312496,300.944132439,1202.130973376,0.088752365,0.086164987,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000554,0.000002053,0.000004742,0.140347854,0.989996578,-0.014465691,0.000000001,0.000000002,0.000000011,-0.009312463,0.013500481,-0.999865498,0.000000000,0.096596613,0.048787485,0.044788637,0.002209363,128.775503443,0,148,145,3,0.063166880,0,0,0,0,0,0,2195,0,5575,12258,0,0,0,67909
