frame,stamp,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,cloud_points,cloud_stamp,map_points,map_stamp,incremental_degenerate,incremental_stamp,imu_speed,imu_stamp,deskew_points,deskew_stamp,corner_points,corner_stamp,surface_points,surface_stamp
23,1706581953.964248896,-0.037905142,0.005671484,0.005824773,0.024784811,-0.004124163,0.000008724,0.999684302,3598,1706581953.663926363,910,1706581949.963896513,0,1706581953.663926363,0.049569907,1706581954.209496737,23750,1706581953.964248896,293,1706581953.964248896,8276,1706581953.964248896
24,1706581954.163934231,-0.062138591,0.007110769,0.003938970,0.025625379,-0.004170782,-0.000038972,0.999662915,3670,1706581953.964248896,910,1706581949.963896513,0,1706581953.964248896,0.053591050,1706581954.389967203,23777,1706581954.163934231,287,1706581954.163934231,8206,1706581954.163934231
25,1706581954.363615513,-0.061033033,0.003225077,0.003449588,0.024738593,-0.004227462,0.000135382,0.999685007,3668,1706581954.163934231,910,1706581949.963896513,0,1706581954.163934231,0.050028759,1706581954.589262009,23744,1706581954.363615513,291,1706581954.363615513,8330,1706581954.363615513
26,1706581954.564082146,-0.061217900,0.006464466,0.003429791,0.024640424,-0.004250815,0.000004602,0.999687341,3707,1706581954.363615513,910,1706581949.963896513,0,1706581954.363615513,0.049229988,1706581954.779728651,23767,1706581954.564082146,292,1706581954.564082146,8243,1706581954.564082146
27,1706581954.863581896,-0.058825485,0.004915346,0.006235835,0.025126486,-0.004161556,0.000076582,0.999675615,3667,1706581954.564082146,910,1706581949.963896513,0,1706581954.564082146,0.055416443,1706581955.179851532,23737,1706581954.863581896,296,1706581954.863581896,8255,1706581954.863581896
28,1706581955.163924456,-0.057873286,0.004195299,0.004915856,0.024930048,-0.004262400,0.000108992,0.999680105,3579,1706581954.863581896,1113,1706581954.964229584,0,1706581954.863581896,0.053739605,1706581955.390213728,23738,1706581955.163924456,292,1706581955.163924456,8338,1706581955.163924456
29,1706581955.363626480,-0.058384012,0.005292728,0.001134650,0.024996067,-0.004382029,0.000069211,0.999677943,3673,1706581955.163924456,1113,1706581954.964229584,0,1706581955.163924456,0.050551078,1706581955.579977512,23752,1706581955.363626480,291,1706581955.363626480,8217,1706581955.363626480
30,1706581955.663956165,-0.049035434,0.008700139,0.004788049,0.024484364,-0.004217095,0.000058339,0.999691317,3693,1706581955.363626480,1113,1706581954.964229584,0,1706581955.363626480,0.053979714,1706581955.899223566,23727,1706581955.663956165,313,1706581955.663956165,8296,1706581955.663956165
31,1706581955.963892937,-0.055960648,0.006532887,0.003351206,0.024753173,-0.004338579,-0.000041977,0.999684178,3671,1706581955.663956165,1113,1706581954.964229584,0,1706581955.663956165,0.058769590,1706581956.199348927,23746,1706581955.963892937,304,1706581955.963892937,8142,1706581955.963892937
32,1706581956.264241934,-0.052144535,0.009567117,0.006519261,0.024245425,-0.004209669,-0.000078031,0.999697170,3619,1706581955.963892937,1113,1706581954.964229584,0,1706581955.963892937,0.058408888,1706581956.489399433,23755,1706581956.264241934,296,1706581956.264241934,8237,1706581956.264241934
33,1706581956.463934422,-0.058137134,0.008751277,0.000388994,0.025100808,-0.004392996,0.000002153,0.999675273,3657,1706581956.264241934,1113,1706581954.964229584,0,1706581956.264241934,0.055721615,1706581956.699439287,23750,1706581956.463934422,289,1706581956.463934422,8249,1706581956.463934422
34,1706581956.764262676,-0.075149745,0.008647451,0.004484051,0.025145124,-0.004227673,0.000031227,0.999674871,3644,1706581956.463934422,1113,1706581954.964229584,0,1706581956.463934422,0.057516504,1706581956.979357481,23735,1706581956.764262676,299,1706581956.764262676,8159,1706581956.764262676
35,1706581956.963966131,-0.083976202,0.010629654,0.002363242,0.024778008,-0.004400788,0.000016742,0.999683291,3652,1706581956.764262676,1113,1706581954.964229584,0,1706581956.764262676,0.052733448,1706581957.189375401,23767,1706581956.963966131,319,1706581956.963966131,8277,1706581956.963966131
36,1706581957.163646936,-0.083095573,0.009500927,0.008189394,0.024623566,-0.004114092,0.000053538,0.999688327,3680,1706581956.963966131,1113,1706581954.964229584,0,1706581956.963966131,0.052471414,1706581957.399686098,23744,1706581957.163646936,302,1706581957.163646936,8189,1706581957.163646936
37,1706581957.363745451,-0.071694963,0.009041922,0.007089677,0.024625097,-0.004202331,-0.000014272,0.999687924,3630,1706581957.163646936,1113,1706581954.964229584,0,1706581957.163646936,0.055879719,1706581957.599487305,23732,1706581957.363745451,301,1706581957.363745451,8324,1706581957.363745451
38,1706581957.564246655,-0.069894508,0.007015568,0.002854185,0.024822380,-0.004193610,0.000056984,0.999683080,3691,1706581957.363745451,1113,1706581954.964229584,0,1706581957.363745451,0.061087162,1706581957.789892912,23745,1706581957.564246655,304,1706581957.564246655,8257,1706581957.564246655
39,1706581957.763937235,-0.063385241,0.007595784,0.005969538,0.025007183,-0.004190633,0.000063427,0.999678486,3681,1706581957.564246655,1113,1706581954.964229584,0,1706581957.564246655,0.066475634,1706581957.990004301,23732,1706581957.763937235,281,1706581957.763937235,8297,1706581957.763937235
40,1706581957.963621855,-0.084459439,0.011540050,0.004300156,0.024670285,-0.004355388,-0.000013654,0.999686154,3723,1706581957.763937235,1113,1706581954.964229584,0,1706581957.763937235,0.071820358,1706581958.189457655,23762,1706581957.963621855,296,1706581957.963621855,8235,1706581957.963621855
41,1706581958.164097071,-0.075285673,0.008131287,-0.000337225,0.025129429,-0.004421284,0.000118547,0.999674422,3703,1706581957.963621855,1113,1706581954.964229584,0,1706581957.963621855,0.073432565,1706581958.388696909,23748,1706581958.164097071,310,1706581958.164097071,8366,1706581958.164097071
42,1706581958.463610172,-0.052916236,0.007922504,0.008753534,0.024946300,-0.004052741,0.000027706,0.999680577,3693,1706581958.164097071,1113,1706581954.964229584,0,1706581958.164097071,0.081472454,1706581958.689384460,23749,1706581958.463610172,298,1706581958.463610172,8217,1706581958.463610172
43,1706581958.664095879,-0.055184089,0.009805048,0.003358830,0.023787868,-0.004259660,-0.000011618,0.999707954,3639,1706581958.463610172,1113,1706581954.964229584,0,1706581958.463610172,0.081057766,1706581958.889328957,23745,1706581958.564249516,298,1706581958.664095879,8303,1706581958.664095879
44,1706581958.963606358,-0.053927548,0.012667921,0.007792167,0.024784143,-0.004250120,-0.000051970,0.999683790,3650,1706581958.664095879,1113,1706581954.964229584,0,1706581958.664095879,0.085389666,1706581959.188892603,23754,1706581958.963606358,314,1706581958.963606358,8200,1706581958.963606358
45,1706581959.164081335,-0.045796268,0.011176804,0.008993959,0.024322681,-0.004139709,-0.000103912,0.999695583,3687,1706581958.963606358,1113,1706581954.964229584,0,1706581958.963606358,0.081015596,1706581959.388903856,23749,1706581959.164081335,308,1706581959.164081335,8202,1706581959.164081335
46,1706581959.363747358,-0.050731599,0.009471398,0.006904380,0.024517043,-0.004208606,-0.000136091,0.999690544,3682,1706581959.164081335,1113,1706581954.964229584,0,1706581959.164081335,0.081842726,1706581959.588729143,23760,1706581959.363747358,314,1706581959.363747358,8289,1706581959.363747358
47,1706581959.564227104,-0.022968208,0.010353422,0.005247127,0.024378352,-0.004258057,-0.000077992,0.999693732,3680,1706581959.363747358,1113,1706581954.964229584,0,1706581959.363747358,0.082475357,1706581959.788942814,23760,1706581959.564227104,284,1706581959.564227104,8260,1706581959.564227104
48,1706581959.763905764,-0.048936032,0.011243046,0.007853080,0.024310031,-0.004166907,0.000010863,0.999695783,3613,1706581959.564227104,1113,1706581954.964229584,0,1706581959.564227104,0.089903813,1706581959.989182711,23771,1706581959.763905764,296,1706581959.763905764,8232,1706581959.763905764
49,1706581959.963592768,-0.068496443,0.011452795,0.009078352,0.025117243,-0.004135000,-0.000048100,0.999675959,3653,1706581959.763905764,1113,1706581954.964229584,0,1706581959.763905764,0.087817977,1706581960.199098825,23734,1706581959.963592768,312,1706581959.963592768,8204,1706581959.963592768
50,1706581960.164069176,-0.076163553,0.010235970,0.007910262,0.024623336,-0.004206607,0.000025736,0.999687949,3676,1706581959.963592768,1115,1706581960.064238310,0,1706581959.963592768,0.079963524,1706581960.388759375,23756,1706581960.164069176,295,1706581960.164069176,8239,1706581960.164069176
51,1706581960.363759041,-0.074979343,0.011654444,0.005376101,0.024856656,-0.004270466,-0.000102564,0.999681899,3686,1706581960.164069176,1115,1706581960.064238310,0,1706581960.164069176,0.073730468,1706581960.589473724,23729,1706581960.363759041,305,1706581960.363759041,8344,1706581960.363759041
52,1706581960.564224482,-0.073977500,0.011359346,0.004633224,0.024607757,-0.004297060,0.000014024,0.999687948,3683,1706581960.363759041,1115,1706581960.064238310,0,1706581960.363759041,0.069461481,1706581960.779659033,23753,1706581960.463581085,316,1706581960.564224482,8246,1706581960.564224482
53,1706581960.763904572,-0.059822522,0.011511062,0.006273830,0.024289683,-0.004229439,-0.000042329,0.999696014,3677,1706581960.564224482,1115,1706581960.064238310,0,1706581960.564224482,0.066930277,1706581960.989624739,23744,1706581960.763904572,285,1706581960.763904572,8425,1706581960.763904572
54,1706581960.963564396,-0.064456068,0.010250367,0.008107007,0.024499892,-0.004209709,-0.000022501,0.999690969,3684,1706581960.763904572,1115,1706581960.064238310,0,1706581960.763904572,0.065252705,1706581961.198921204,23758,1706581960.963564396,298,1706581960.963564396,8280,1706581960.963564396
55,1706581961.164049149,-0.067558214,0.012295160,0.011127427,0.025024767,-0.004093256,0.000032700,0.999678451,3649,1706581960.963564396,1115,1706581960.064238310,0,1706581960.963564396,0.063828941,1706581961.388758421,23740,1706581961.164049149,304,1706581961.164049149,8305,1706581961.164049149
56,1706581961.463568687,-0.065455459,0.008641670,0.010432632,0.024587061,-0.004215994,0.000077424,0.999688799,3723,1706581961.164049149,1115,1706581960.064238310,0,1706581961.164049149,0.066646351,1706581961.789774656,23729,1706581961.463568687,290,1706581961.463568687,8215,1706581961.463568687
57,1706581961.664049625,-0.076873437,0.008429779,0.008086322,0.024587185,-0.004321363,0.000042127,0.999688349,3622,1706581961.463568687,1115,1706581960.064238310,0,1706581961.463568687,0.060227320,1706581961.909071684,23765,1706581961.664049625,323,1706581961.664049625,8296,1706581961.664049625
58,1706581961.863732100,-0.073847674,0.010918435,0.004438115,0.024171708,-0.004275626,-0.000037064,0.999698678,3709,1706581961.664049625,1115,1706581960.064238310,0,1706581961.664049625,0.056348253,1706581962.079132795,23755,1706581961.863732100,299,1706581961.863732100,8150,1706581961.863732100
59,1706581962.064203978,-0.066496983,0.010454339,0.011131303,0.023873366,-0.004146965,0.000068002,0.999706387,3627,1706581961.863732100,1115,1706581960.064238310,0,1706581961.863732100,0.054414437,1706581962.288845062,23754,1706581962.064203978,304,1706581962.064203978,8354,1706581962.064203978
60,1706581962.263886929,-0.078128725,0.011985708,0.010364781,0.024162784,-0.004123762,-0.000019162,0.999699532,3666,1706581962.064203978,1115,1706581960.064238310,0,1706581962.064203978,0.055046983,1706581962.479940414,23742,1706581962.263886929,286,1706581962.263886929,8233,1706581962.263886929
61,1706581962.463944912,-0.107891329,0.014387049,0.008655541,0.024833258,-0.004196106,-0.000042452,0.999682800,3646,1706581962.263886929,1115,1706581960.064238310,0,1706581962.263886929,0.053474010,1706581962.698857784,23720,1706581962.463944912,272,1706581962.463944912,8318,1706581962.463944912
62,1706581962.663610220,-0.068015255,0.010839627,0.009544664,0.024197421,-0.004134640,0.000025043,0.999698649,3675,1706581962.463944912,1115,1706581960.064238310,0,1706581962.463944912,0.047472198,1706581962.898997545,23732,1706581962.663610220,292,1706581962.663610220,8160,1706581962.663610220
63,1706581962.864090443,-0.058600958,0.009175418,0.007216260,0.025115035,-0.004121949,0.000045873,0.999676069,3587,1706581962.663610220,1115,1706581960.064238310,0,1706581962.663610220,0.050826635,1706581963.099824667,23755,1706581962.864090443,311,1706581962.864090443,8394,1706581962.864090443
64,1706581963.463921547,-0.088328779,0.012182541,0.009863435,0.024449092,-0.004133607,-0.000006812,0.999692530,3710,1706581962.864090443,1115,1706581960.064238310,0,1706581962.864090443,0.071889932,1706581963.689702749,23761,1706581963.463921547,304,1706581963.463921547,8255,1706581963.463921547
65,1706581963.663578272,-0.070357032,0.014257719,0.007623391,0.024542967,-0.004234063,-0.000011123,0.999689810,3692,1706581963.463921547,1115,1706581963.563754559,0,1706581963.463921547,0.049005712,1706581963.889375687,23754,1706581963.663578272,306,1706581963.663578272,8179,1706581963.663578272
66,1706581964.063737154,-0.062600709,0.013430058,0.009849488,0.024412763,-0.004126941,-0.000198254,0.999693426,3662,1706581963.663578272,1115,1706581963.563754559,0,1706581963.663578272,0.053365966,1706581964.289294004,23754,1706581964.063737154,309,1706581964.063737154,8185,1706581964.063737154
67,1706581964.264215708,-0.074695282,0.011195133,0.006299315,0.024004894,-0.004257463,-0.000019467,0.999702775,3591,1706581964.063737154,1115,1706581963.563754559,0,1706581964.063737154,0.051694131,1706581964.479542732,23727,1706581964.264215708,304,1706581964.264215708,8133,1706581964.264215708
68,1706581964.463885546,-0.066034138,0.011332192,0.010628261,0.023929265,-0.004057062,0.000049622,0.999705421,3630,1706581964.264215708,1115,1706581963.563754559,0,1706581964.264215708,0.049622894,1706581964.689375162,23757,1706581964.463885546,304,1706581964.463885546,8266,1706581964.463885546
69,1706581964.663955212,-0.082039461,0.014737921,0.011476981,0.023947394,-0.004150725,-0.000096213,0.999704599,3657,1706581964.463885546,1115,1706581963.563754559,0,1706581964.463885546,0.052046432,1706581964.879544020,23737,1706581964.663955212,299,1706581964.663955212,8288,1706581964.663955212
70,1706581964.863632917,-0.058686368,0.014631923,0.010916176,0.024535599,-0.004103677,-0.000074089,0.999690531,3698,1706581964.663955212,1115,1706581963.563754559,0,1706581964.663955212,0.048882737,1706581965.089361429,23742,1706581964.863632917,305,1706581964.863632917,8135,1706581964.863632917
71,1706581965.064093113,-0.066747531,0.012036116,0.006688998,0.024618722,-0.004237502,0.000004140,0.999687932,3624,1706581964.863632917,1115,1706581963.563754559,0,1706581964.863632917,0.053984123,1706581965.279228926,23718,1706581965.064093113,284,1706581965.064093113,8141,1706581965.064093113
72,1706581965.263792038,-0.077143416,0.017830750,0.011451514,0.024186553,-0.004214355,-0.000107464,0.999698574,3606,1706581965.064093113,1115,1706581963.563754559,0,1706581965.064093113,0.057617360,1706581965.489246607,23735,1706581965.263792038,314,1706581965.263792038,8209,1706581965.263792038
73,1706581965.563722610,-0.082294397,0.014512471,0.007411655,0.024641225,-0.004219937,-0.000076304,0.999687449,3624,1706581965.263792038,1115,1706581963.563754559,0,1706581965.263792038,0.059860436,1706581965.779147863,23739,1706581965.563722610,289,1706581965.563722610,8192,1706581965.563722610
74,1706581965.764214039,-0.085338786,0.015196669,0.006975504,0.024077363,-0.004378868,-0.000094167,0.999700504,3604,1706581965.563722610,1115,1706581963.563754559,0,1706581965.563722610,0.056974419,1706581965.980164051,23737,1706581965.764214039,288,1706581965.764214039,8337,1706581965.764214039
75,1706581965.963904142,-0.064664632,0.015406858,0.008166040,0.024231135,-0.004233317,-0.000059307,0.999697418,3604,1706581965.764214039,1115,1706581963.563754559,0,1706581965.764214039,0.061596576,1706581966.390166759,23759,1706581965.963904142,312,1706581965.963904142,8145,1706581965.963904142
76,1706581966.364048481,-0.052785486,0.015948627,0.010316545,0.024242050,-0.004096983,-0.000131089,0.999697715,3634,1706581965.963904142,1115,1706581963.563754559,0,1706581965.963904142,0.064690067,1706581966.579773188,23743,1706581966.364048481,311,1706581966.364048481,8207,1706581966.364048481
77,1706581966.663944006,-0.079754658,0.016635718,0.009429518,0.024122202,-0.004255136,-0.000074228,0.999699959,3636,1706581966.364048481,1115,1706581963.563754559,0,1706581966.364048481,0.064023566,1706581966.879548311,23724,1706581966.663944006,302,1706581966.663944006,8213,1706581966.663944006
78,1706581966.964223385,-0.074991673,0.013706864,0.008024810,0.024739147,-0.004261456,-0.000106178,0.999684852,3637,1706581966.663944006,1115,1706581963.563754559,0,1706581966.663944006,0.057289031,1706581967.288742065,23718,1706581966.964223385,300,1706581966.964223385,8221,1706581966.964223385
79,1706581967.163898230,-0.071266457,0.015074371,0.012160026,0.024063997,-0.004156317,-0.000051273,0.999701779,3591,1706581966.964223385,1115,1706581963.563754559,0,1706581966.964223385,0.050066986,1706581967.398821115,23753,1706581967.163898230,298,1706581967.163898230,8285,1706581967.163898230
80,1706581967.363576412,-0.075406536,0.014803977,0.008171938,0.024198369,-0.004276593,-0.000076324,0.999698026,3621,1706581967.163898230,1115,1706581963.563754559,0,1706581967.163898230,0.049109188,1706581967.578322172,23747,1706581967.363576412,305,1706581967.363576412,8096,1706581967.363576412
81,1706581967.564063787,-0.063057221,0.011032151,0.008150974,0.024558135,-0.004246078,-0.000046719,0.999689385,3613,1706581967.363576412,1115,1706581963.563754559,0,1706581967.363576412,0.050136807,1706581967.788778782,23762,1706581967.564063787,321,1706581967.564063787,8325,1706581967.564063787
82,1706581967.763762951,-0.079979308,0.013699041,0.010274627,0.024988099,-0.004168865,-0.000039109,0.999679055,3678,1706581967.564063787,1115,1706581963.563754559,0,1706581967.564063787,0.054885191,1706581967.978497744,23746,1706581967.763762951,312,1706581967.763762951,8232,1706581967.763762951
83,1706581967.964247227,-0.073018067,0.012934044,0.008891357,0.023969046,-0.004172142,-0.000047702,0.999703994,3654,1706581967.763762951,1115,1706581963.563754559,0,1706581967.763762951,0.056885008,1706581968.179244995,23735,1706581967.964247227,307,1706581967.964247227,8315,1706581967.964247227
84,1706581968.163903475,-0.077905461,0.013952826,0.010821086,0.024186534,-0.004106890,-0.000060199,0.999699025,3728,1706581967.964247227,1115,1706581963.563754559,0,1706581967.964247227,0.062997805,1706581968.479402542,23734,1706581968.163903475,291,1706581968.163903475,8207,1706581968.163903475
85,1706581968.363561869,-0.078518428,0.014539990,0.012226055,0.024543908,-0.004144250,-0.000109281,0.999690157,3641,1706581968.163903475,1115,1706581963.563754559,0,1706581968.163903475,0.061455171,1706581968.579336882,23750,1706581968.363561869,289,1706581968.363561869,8363,1706581968.363561869
86,1706581968.564042568,-0.068474911,0.016355947,0.011158021,0.024283313,-0.004161013,-0.000031111,0.999696457,3651,1706581968.363561869,1115,1706581963.563754559,0,1706581968.363561869,0.063361197,1706581968.788831234,23777,1706581968.564042568,308,1706581968.564042568,8148,1706581968.564042568
87,1706581968.763709545,-0.069615602,0.015337943,0.006686026,0.023663613,-0.004247621,-0.000060073,0.999710952,3621,1706581968.564042568,1112,1706581968.564042568,0,1706581968.564042568,0.063701358,1706581968.978693485,23742,1706581968.763709545,314,1706581968.763709545,8246,1706581968.763709545
88,1706581968.963792562,-0.075390577,0.014717744,0.006846062,0.024424329,-0.004325861,-0.000052993,0.999692321,3637,1706581968.763709545,1112,1706581968.564042568,0,1706581968.763709545,0.067196110,1706581969.299183846,23769,1706581968.963792562,303,1706581968.963792562,8319,1706581968.963792562
89,1706581969.164264441,-0.066622995,0.015463023,0.010234461,0.024370342,-0.004254711,-0.000043128,0.999693944,3636,1706581968.963792562,1112,1706581968.564042568,0,1706581968.963792562,0.063596878,1706581969.389421463,23735,1706581969.164264441,292,1706581969.164264441,8263,1706581969.164264441
90,1706581969.363954782,-0.075701885,0.012783849,0.010915549,0.024113967,-0.004269093,0.000079138,0.999700098,3665,1706581969.164264441,1112,1706581968.564042568,0,1706581969.164264441,0.063274484,1706581969.588794470,23726,1706581969.363954782,297,1706581969.363954782,8219,1706581969.363954782
91,1706581969.563615084,-0.068401136,0.016441664,0.006643014,0.023912209,-0.004343284,-0.000089058,0.999704623,3642,1706581969.363954782,1112,1706581968.564042568,0,1706581969.363954782,0.063854304,1706581969.789442539,23733,1706581969.563615084,293,1706581969.563615084,8291,1706581969.563615084
92,1706581969.764084578,-0.065584242,0.016680080,0.013088258,0.024252641,-0.004109631,-0.000095756,0.999697410,3638,1706581969.563615084,1112,1706581968.564042568,0,1706581969.563615084,0.062796000,1706581969.979417562,23739,1706581969.764084578,311,1706581969.764084578,8198,1706581969.764084578
93,1706581969.963755369,-0.083332375,0.015065291,0.008012424,0.024361605,-0.004144238,-0.000103147,0.999694617,3638,1706581969.764084578,1112,1706581968.564042568,0,1706581969.764084578,0.062760642,1706581970.189312458,23729,1706581969.963755369,318,1706581969.963755369,8158,1706581969.963755369
94,1706581970.164214611,-0.073305562,0.015102793,0.010237533,0.024070086,-0.004174349,0.000037113,0.999701558,3584,1706581969.963755369,1112,1706581968.564042568,0,1706581969.963755369,0.061064403,1706581970.379237890,23754,1706581970.164214611,302,1706581970.164214611,8336,1706581970.164214611
95,1706581970.363894701,-0.061094839,0.015421783,0.011831259,0.024044461,-0.004154016,-0.000032881,0.999702259,3648,1706581970.164214611,1112,1706581968.564042568,0,1706581970.164214611,0.061595436,1706581970.589178562,23738,1706581970.363894701,292,1706581970.363894701,8162,1706581970.363894701
96,1706581970.563951015,-0.083381839,0.012332644,0.008875069,0.024004913,-0.004255772,0.000107947,0.999702776,3623,1706581970.363894701,1112,1706581968.564042568,0,1706581970.363894701,0.062842425,1706581970.788665533,23721,1706581970.563951015,284,1706581970.563951015,8327,1706581970.563951015
97,1706581970.763630152,-0.066936560,0.014147762,0.006106692,0.023933985,-0.004269287,-0.000000553,0.999704425,3687,1706581970.563951015,1112,1706581968.564042568,0,1706581970.563951015,0.062692084,1706581970.978795052,23748,1706581970.763630152,297,1706581970.763630152,8251,1706581970.763630152
98,1706581971.063953876,-0.059143607,0.015119841,0.008353792,0.024310612,-0.004189284,-0.000002665,0.999695676,3691,1706581970.763630152,1112,1706581968.564042568,0,1706581970.763630152,0.068887480,1706581971.289395571,23735,1706581970.964111328,313,1706581971.063953876,8232,1706581971.063953876
