frame,stamp,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,cloud_points,cloud_stamp,map_points,map_stamp,incremental_degenerate,incremental_stamp,imu_speed,imu_stamp,deskew_points,deskew_stamp,corner_points,corner_stamp,surface_points,surface_stamp
34,1709436662.495245934,4.953409672,-10.698560715,-0.386983603,0.013228986,0.003140621,-0.000802494,0.999907239,2424,1709436662.294780493,1868,1709436660.295117855,1,1709436662.294780493,3.697075593,1709436662.702345610,10303,1709436662.495245934,65,1709436662.495245934,4354,1709436662.495245934
35,1709436662.694923401,5.290210724,-11.252908707,-0.412378877,0.013886762,0.003203122,-0.001702296,0.999896995,2420,1709436662.495245934,1868,1709436660.295117855,1,1709436662.495245934,3.793731129,1709436662.902709007,10405,1709436662.694923401,63,1709436662.694923401,4332,1709436662.694923401
36,1709436662.894614220,5.670932770,-11.807711601,-0.445088863,0.014536263,0.002614156,-0.002765711,0.999887101,2422,1709436662.694923401,1868,1709436660.295117855,1,1709436662.694923401,3.938559117,1709436663.201936722,10478,1709436662.894614220,72,1709436662.894614220,4360,1709436662.894614220
37,1709436663.095092297,6.044493675,-12.361272812,-0.474399567,0.014437691,0.002563835,-0.003407050,0.999886679,2533,1709436662.894614220,1868,1709436660.295117855,1,1709436662.894614220,3.970582482,1709436663.302558422,10167,1709436663.095092297,79,1709436663.095092297,4282,1709436663.095092297
38,1709436663.294775009,6.429481030,-12.921944618,-0.503034234,0.014802776,0.002388349,-0.004161381,0.999878921,2488,1709436663.095092297,1868,1709436660.295117855,1,1709436663.095092297,4.051791605,1709436663.502513170,10100,1709436663.294775009,59,1709436663.294775009,4243,1709436663.294775009
39,1709436663.495251894,6.805115700,-13.478669167,-0.533268631,0.015198751,0.002101402,-0.005236794,0.999868570,2420,1709436663.294775009,1868,1709436660.295117855,1,1709436663.294775009,4.127401561,1709436663.702206373,10336,1709436663.495251894,76,1709436663.495251894,4277,1709436663.495251894
40,1709436663.694949389,7.196200371,-14.036167145,-0.568289638,0.016040578,0.001789199,-0.006591393,0.999848015,2447,1709436663.495251894,1868,1709436660.295117855,1,1709436663.495251894,4.196922815,1709436663.902587652,10439,1709436663.694949389,71,1709436663.694949389,4402,1709436663.694949389
41,1709436663.894632816,7.602789402,-14.593303680,-0.598010182,0.015982809,0.001512652,-0.007287629,0.999844564,2495,1709436663.694949389,1868,1709436660.295117855,1,1709436663.694949389,4.258120622,1709436664.102284193,10307,1709436663.894632816,61,1709436663.894632816,4326,1709436663.894632816
42,1709436664.194978237,8.247667313,-15.365922928,-0.628162146,0.016812657,0.001538349,-0.009245266,0.999814729,2454,1709436663.894632816,1868,1709436660.295117855,1,1709436663.894632816,4.366329228,1709436664.402657986,10371,1709436664.194978237,71,1709436664.194978237,4437,1709436664.194978237
43,1709436664.394668102,8.673302650,-16.033845901,-0.665117323,0.016655091,0.001394287,-0.010039800,0.999809915,2546,1709436664.194978237,1868,1709436660.295117855,1,1709436664.194978237,4.401068158,1709436664.603017330,10127,1709436664.394668102,64,1709436664.394668102,4256,1709436664.394668102
44,1709436664.595139980,9.092265129,-16.543079376,-0.696503103,0.017182000,0.001058286,-0.011116044,0.999790024,2413,1709436664.394668102,1868,1709436660.295117855,1,1709436664.394668102,4.443420769,1709436664.802197456,10273,1709436664.595139980,76,1709436664.595139980,4299,1709436664.595139980
45,1709436664.794830799,9.497750282,-17.075233459,-0.723363638,0.017363366,0.000913323,-0.012448683,0.999771329,2473,1709436664.595139980,1868,1709436660.295117855,1,1709436664.595139980,4.474890693,1709436665.002560377,10309,1709436664.794830799,76,1709436664.794830799,4333,1709436664.794830799
46,1709436664.994919777,9.921361923,-17.596435547,-0.751860797,0.018220081,0.000659660,-0.013525195,0.999742298,2468,1709436664.794830799,1868,1709436660.295117855,1,1709436664.794830799,4.498214018,1709436665.202547789,10525,1709436664.994919777,69,1709436664.994919777,4413,1709436664.994919777
47,1709436665.194600582,10.330154419,-18.106472015,-0.787653387,0.018144520,0.000297742,-0.014725240,0.999726890,2470,1709436664.994919777,1868,1709436660.295117855,1,1709436664.994919777,4.515744253,1709436665.412813187,10243,1709436665.194600582,61,1709436665.194600582,4254,1709436665.194600582
48,1709436665.395088673,10.760185242,-18.609403610,-0.810546100,0.018547851,0.000130574,-0.015970406,0.999700408,2452,1709436665.194600582,2610,1709436665.295244932,1,1709436665.194600582,4.519528850,1709436665.612722874,10454,1709436665.395088673,75,1709436665.395088673,4398,1709436665.395088673
49,1709436665.594789267,11.165311813,-19.093824387,-0.844622850,0.018161596,-0.000230867,-0.017184914,0.999687342,2543,1709436665.395088673,2610,1709436665.295244932,1,1709436665.395088673,4.513817236,1709436665.812933445,10121,1709436665.594789267,65,1709436665.594789267,4239,1709436665.594789267
50,1709436665.795252085,11.564014435,-19.566034317,-0.874306500,0.018965152,-0.000602622,-0.018783399,0.999643508,2445,1709436665.594789267,2610,1709436665.295244932,1,1709436665.594789267,4.497294010,1709436666.012197495,10157,1709436665.795252085,73,1709436665.795252085,4226,1709436665.795252085
51,1709436665.994931221,11.955666542,-20.027025223,-0.905980289,0.019051114,-0.000902140,-0.020254822,0.999612917,2388,1709436665.795252085,2610,1709436665.295244932,1,1709436665.795252085,4.471059726,1709436666.212322712,10519,1709436665.994931221,68,1709436665.994931221,4371,1709436665.994931221
52,1709436666.194615126,12.354807854,-20.467151642,-0.934958816,0.019375753,-0.001384429,-0.021557868,0.999578872,2476,1709436665.994931221,2610,1709436665.295244932,1,1709436665.994931221,4.429988675,1709436666.402306318,10380,1709436666.194615126,65,1709436666.194615126,4359,1709436666.194615126
53,1709436666.395123959,12.730113983,-20.886657715,-0.963619053,0.019958346,-0.001828347,-0.022739615,0.999540510,2467,1709436666.194615126,2610,1709436665.295244932,1,1709436666.194615126,4.417088657,1709436666.712675810,10326,1709436666.395123959,63,1709436666.395123959,4303,1709436666.395123959
54,1709436666.594809294,13.110435486,-21.287181854,-0.989812434,0.020486363,-0.002051829,-0.024347775,0.999491513,2478,1709436666.395123959,2610,1709436665.295244932,1,1709436666.395123959,4.320472625,1709436666.802782774,10375,1709436666.594809294,61,1709436666.594809294,4376,1709436666.594809294
55,1709436666.795303345,13.456807137,-21.664146423,-1.017441154,0.020765540,-0.002465214,-0.025693043,0.999451141,2497,1709436666.594809294,2610,1709436665.295244932,1,1709436666.594809294,4.275373748,1709436667.102406502,10147,1709436666.795303345,56,1709436666.795303345,4291,1709436666.795303345
56,1709436666.994990110,13.778334618,-22.014009476,-1.043369770,0.020894887,-0.002769854,-0.027108179,0.999410265,2443,1709436666.795303345,2610,1709436665.295244932,1,1709436666.795303345,4.162145156,1709436667.202401638,10247,1709436666.994990110,75,1709436666.994990110,4248,1709436666.994990110
57,1709436667.194660425,14.084263802,-22.339162827,-1.067423105,0.020701592,-0.003062826,-0.028496613,0.999374808,2428,1709436666.994990110,2610,1709436665.295244932,1,1709436666.994990110,4.105947989,1709436667.402737617,10324,1709436667.194660425,70,1709436667.194660425,4340,1709436667.194660425
58,1709436667.395141363,14.390956879,-22.639436722,-1.088443875,0.020683566,-0.003315799,-0.029563614,0.999343379,2443,1709436667.194660425,2610,1709436665.295244932,1,1709436667.194660425,4.091275114,1709436667.612403631,10316,1709436667.395141363,71,1709436667.395141363,4322,1709436667.395141363
59,1709436667.795309544,15.070520401,-23.160139084,-1.150388122,0.021467861,-0.003249410,-0.033774796,0.999193593,2444,1709436667.395141363,2610,1709436665.295244932,1,1709436667.395141363,4.264699584,1709436668.011925697,10467,1709436667.795309544,68,1709436667.795309544,4356,1709436667.795309544
60,1709436667.994982719,15.622964859,-23.613365173,-1.156419277,0.014974079,0.000607022,-0.039066935,0.999124208,2458,1709436667.795309544,2610,1709436665.295244932,1,1709436667.795309544,4.192448538,1709436668.212002993,10508,1709436667.994982719,76,1709436667.994982719,4316,1709436667.994982719
61,1709436668.194667101,15.883508682,-23.699399948,-1.168167830,0.011063844,0.003144312,-0.050070542,0.998679451,2429,1709436667.994982719,2610,1709436665.295244932,1,1709436667.994982719,4.346582116,1709436668.411547661,10519,1709436668.194667101,69,1709436668.194667101,4198,1709436668.194667101
62,1709436668.395156622,16.240709305,-23.860483170,-1.167009354,0.011342266,0.002508849,-0.072244386,0.997319311,2357,1709436668.194667101,2610,1709436665.295244932,1,1709436668.194667101,4.363966333,1709436668.622432709,10523,1709436668.395156622,77,1709436668.395156622,4214,1709436668.395156622
63,1709436668.594831944,16.591848373,-24.007526398,-1.164605498,0.027084836,0.000371864,-0.098659211,0.994752549,2379,1709436668.395156622,2610,1709436665.295244932,1,1709436668.395156622,4.370559453,1709436668.922343969,10662,1709436668.594831944,80,1709436668.594831944,4272,1709436668.594831944
64,1709436668.794929743,16.968389511,-24.120626450,-1.158187628,0.028653865,0.005896062,-0.136021649,0.990273853,2432,1709436668.594831944,2610,1709436665.295244932,1,1709436668.594831944,4.195465303,1709436669.012443304,10874,1709436668.794929743,83,1709436668.794929743,4301,1709436668.794929743
65,1709436668.994609594,17.349363327,-24.203983307,-1.160324574,0.016030270,0.020717381,-0.178013538,0.983679318,2547,1709436668.794929743,2610,1709436665.295244932,1,1709436668.794929743,4.172784059,1709436669.212110043,11102,1709436668.994609594,117,1709436668.994609594,3913,1709436668.994609594
66,1709436669.294920206,17.752805710,-24.207202911,-1.188317537,0.032726924,0.038648721,-0.237992719,0.969945715,2270,1709436668.994609594,2610,1709436665.295244932,1,1709436668.994609594,2.939841535,1709436669.712075233,11812,1709436669.294920206,121,1709436669.294920206,3752,1709436669.294920206
67,1709436669.895123482,18.782186508,-24.604162216,-1.208261609,0.065135002,0.002949391,-0.274528309,0.959365905,2248,1709436669.294920206,2610,1709436665.295244932,1,1709436669.294920206,2.395884295,1709436670.111935616,10487,1709436669.895123482,90,1709436669.895123482,3980,1709436669.895123482
68,1709436670.094806910,19.067583084,-24.670955658,-1.201545238,0.053209252,0.003239580,-0.275882429,0.959712022,2301,1709436669.895123482,2610,1709436665.295244932,1,1709436669.895123482,2.163671639,1709436670.312041521,10580,1709436670.094806910,98,1709436670.094806910,4031,1709436670.094806910
69,1709436670.295276880,18.944505692,-24.236648560,-1.197715759,0.051399024,-0.003129936,-0.277414032,0.959369480,2341,1709436670.094806910,2610,1709436665.295244932,1,1709436670.094806910,2.184140997,1709436670.511778355,10038,1709436670.295276880,77,1709436670.295276880,4030,1709436670.295276880
70,1709436670.494949102,18.975330353,-23.908540726,-1.164718390,0.028129981,-0.003849468,-0.285886221,0.957842865,2248,1709436670.295276880,3833,1709436670.295276880,1,1709436670.295276880,1.795853879,1709436670.711736441,9759,1709436670.494949102,85,1709436670.494949102,3978,1709436670.494949102
71,1709436670.694614649,18.980583191,-23.567630768,-1.134916306,0.032696179,0.002271509,-0.283783173,0.958328185,2319,1709436670.494949102,3833,1709436670.295276880,1,1709436670.494949102,1.801323786,1709436670.911992550,9984,1709436670.694614649,91,1709436670.694614649,4096,1709436670.694614649
72,1709436670.895092726,19.041557312,-23.233026505,-1.098175764,0.026110117,0.005705747,-0.288849436,0.957001416,2305,1709436670.694614649,3833,1709436670.295276880,1,1709436670.694614649,1.625091047,1709436671.112275362,10225,1709436670.895092726,88,1709436670.895092726,4042,1709436670.895092726
73,1709436671.094757318,19.083511353,-22.887863159,-1.099604964,0.045285256,0.015116714,-0.281649243,0.958328980,2244,1709436670.895092726,3833,1709436670.295276880,1,1709436670.895092726,1.770434356,1709436671.312357664,11193,1709436671.094757318,111,1709436671.094757318,3918,1709436671.094757318
74,1709436671.294834852,19.082834244,-22.457418442,-1.087438226,0.042988787,0.022365300,-0.282551447,0.958027368,2288,1709436671.094757318,3833,1709436670.295276880,1,1709436671.094757318,1.415696656,1709436671.512537241,11247,1709436671.294834852,110,1709436671.294834852,3934,1709436671.294834852
75,1709436671.495300293,19.090448380,-21.993150711,-1.054105997,0.031458590,0.025784261,-0.281516931,0.958693771,2303,1709436671.294834852,3833,1709436670.295276880,1,1709436671.294834852,1.565473267,1709436671.712026358,11063,1709436671.495300293,103,1709436671.495300293,3823,1709436671.495300293
76,1709436671.694991827,18.990251541,-21.481464386,-1.010015130,0.050253969,0.025812074,-0.281049599,0.958028913,2166,1709436671.495300293,3833,1709436670.295276880,1,1709436671.495300293,1.762374189,1709436671.922604322,11409,1709436671.694991827,107,1709436671.694991827,3741,1709436671.694991827
77,1709436671.894685030,18.844556808,-20.876787186,-0.975938141,0.045233691,0.030264865,-0.281713476,0.957953793,2176,1709436671.694991827,3833,1709436670.295276880,1,1709436671.694991827,2.048981914,1709436672.112538815,11592,1709436671.894685030,106,1709436671.894685030,3715,1709436671.894685030
78,1709436672.094749928,18.664230347,-20.232374191,-0.939413548,0.044461642,0.022722321,-0.281128873,0.958370187,2151,1709436671.894685030,3833,1709436670.295276880,1,1709436671.894685030,2.306891791,1709436672.312198639,11114,1709436672.094749928,118,1709436672.094749928,3668,1709436672.094749928
79,1709436672.494935274,18.094066620,-18.730989456,-0.866537750,0.043217208,0.005430129,-0.281511623,0.958568721,2109,1709436672.094749928,3833,1709436670.295276880,1,1709436672.094749928,2.794962804,1709436672.712628365,10319,1709436672.494935274,76,1709436672.494935274,4046,1709436672.494935274
80,1709436672.694626093,18.195224762,-18.264434814,-0.797904372,0.038110312,0.015188771,-0.289744099,0.956224483,2330,1709436672.494935274,3833,1709436670.295276880,1,1709436672.494935274,2.921109443,1709436672.912045240,10994,1709436672.694626093,96,1709436672.694626093,3786,1709436672.694626093
81,1709436672.895132065,17.746517181,-17.291637421,-0.785260439,0.021967280,0.026545778,-0.292218419,0.955730692,2150,1709436672.694626093,3833,1709436670.295276880,1,1709436672.694626093,3.211273569,1709436673.112211943,11062,1709436672.895132065,89,1709436672.895132065,3610,1709436672.895132065
82,1709436673.094807625,17.402605057,-16.453231812,-0.755298853,0.048915010,0.033619410,-0.287999527,0.955789375,2109,1709436672.895132065,3833,1709436670.295276880,1,1709436672.895132065,3.880770069,1709436673.332767725,11355,1709436673.094807625,104,1709436673.094807625,3618,1709436673.094807625
83,1709436673.295296431,16.936149597,-15.495496750,-0.697355151,0.055669766,0.038940138,-0.293322801,0.953596496,2141,1709436673.094807625,3833,1709436670.295276880,1,1709436673.094807625,4.392584068,1709436673.612827301,11212,1709436673.295296431,101,1709436673.295296431,3445,1709436673.295296431
84,1709436673.594803333,16.273834229,-14.049021721,-0.632692218,0.048862127,0.025191197,-0.297335552,0.953189103,2011,1709436673.295296431,3833,1709436670.295276880,1,1709436673.295296431,4.806466443,1709436673.812795401,10936,1709436673.594803333,105,1709436673.594803333,3763,1709436673.594803333
85,1709436673.795304537,15.618960381,-12.925930023,-0.582420707,0.046522129,0.018507651,-0.304142312,0.951309946,2190,1709436673.594803333,3833,1709436670.295276880,1,1709436673.594803333,5.452693218,1709436674.111952782,10481,1709436673.795304537,85,1709436673.795304537,3762,1709436673.795304537
86,1709436674.094821692,14.679966927,-11.243594170,-0.514271677,0.036160240,0.001628831,-0.312056755,0.949373670,2155,1709436673.795304537,3833,1709436670.295276880,1,1709436673.795304537,5.788160882,1709436674.312934160,9545,1709436674.094821692,70,1709436674.094821692,3838,1709436674.094821692
87,1709436674.295299053,13.794053078,-9.974334717,-0.491861105,0.040625264,-0.020494199,-0.314823058,0.948059079,2209,1709436674.094821692,3833,1709436670.295276880,1,1709436674.094821692,6.409688191,1709436674.512972116,8399,1709436674.295299053,49,1709436674.295299053,3431,1709436674.295299053
88,1709436674.494981766,12.852520943,-8.670863152,-0.378628820,0.036646138,-0.009695134,-0.338698830,0.940130931,2012,1709436674.295299053,3833,1709436670.295276880,1,1709436674.295299053,6.661504912,1709436674.712066650,9215,1709436674.494981766,56,1709436674.494981766,3656,1709436674.494981766
89,1709436674.694626331,11.843894958,-7.290752411,-0.287581921,0.007243186,0.020270379,-0.367285616,0.929859089,2146,1709436674.494981766,3833,1709436670.295276880,1,1709436674.494981766,7.130467042,1709436674.912730694,10303,1709436674.694626331,81,1709436674.694626331,3756,1709436674.694626331
90,1709436674.895131350,10.717803955,-5.949758530,-0.214110523,0.027620295,0.023536397,-0.386237736,0.921685179,2163,1709436674.694626331,3833,1709436670.295276880,1,1709436674.694626331,7.517005914,1709436675.122228384,10651,1709436674.895131350,78,1709436674.895131350,3724,1709436674.895131350
91,1709436675.094805717,9.508538246,-4.548629761,-0.145304903,0.028541576,0.017957759,-0.407682570,0.912500860,2126,1709436674.895131350,3833,1709436670.295276880,1,1709436674.895131350,7.910599245,1709436675.312464237,10102,1709436675.094805717,75,1709436675.094805717,3648,1709436675.094805717
92,1709436675.295288801,8.250638962,-3.141396284,-0.073528782,0.034580895,0.027995478,-0.426401166,0.903439240,2039,1709436675.094805717,3833,1709436670.295276880,1,1709436675.094805717,8.319741466,1709436675.512577057,10751,1709436675.295288801,81,1709436675.295288801,3475,1709436675.295288801
93,1709436675.494979143,6.906116486,-1.699401498,-0.011315838,0.033586942,0.035197886,-0.445277813,0.894069737,2008,1709436675.295288801,4316,1709436675.295288801,1,1709436675.295288801,8.952502716,1709436675.712650776,11102,1709436675.494979143,86,1709436675.494979143,3365,1709436675.494979143
94,1709436675.694658518,5.441171646,-0.212449118,0.053041786,0.038574080,0.034834863,-0.466321477,0.883087115,1945,1709436675.494979143,4316,1709436675.295288801,1,1709436675.494979143,9.532413802,1709436675.912691832,10894,1709436675.694658518,106,1709436675.694658518,3446,1709436675.694658518
95,1709436675.895161629,3.883613110,1.325798154,0.116605163,0.032348250,0.042332248,-0.486918313,0.871821156,1940,1709436675.694658518,4316,1709436675.295288801,1,1709436675.694658518,10.016669068,1709436676.112911940,11204,1709436675.895161629,106,1709436675.895161629,3529,1709436675.895161629
96,1709436676.094845057,2.209815025,2.916756153,0.164715528,0.027090513,0.040403976,-0.502489366,0.863213797,2015,1709436675.895161629,4316,1709436675.295288801,1,1709436675.895161629,10.555092317,1709436676.312750101,10989,1709436676.094845057,107,1709436676.094845057,3476,1709436676.094845057
97,1709436676.294934034,0.424151182,4.507901192,0.219232231,0.035382176,0.038288838,-0.518135268,0.853708329,1976,1709436676.094845057,4316,1709436675.295288801,1,1709436676.094845057,11.037118027,1709436676.513199329,10747,1709436676.294934034,89,1709436676.294934034,3506,1709436676.294934034
