frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_map_pause_enable,transition_guard_measurement_weight_enable,transition_guard_map_pause_active,transition_guard_selective_recovery_active,transition_guard_consecutive_pause_frames,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
11,1624181090.761834860,1624181090.861717939,16,15,0,0.013352977,0.024980185,1,1,0,0,0,0,-0.009034968,-0.021855928,-0.003519525,0.000014017,-0.000043398,0.000159591,0.999999986,2366,1931,0.816145393,0.014873951,0.003164946,0.002798253,0.138943579,103.265086583,1587,0.971737251,161.101953896,329.797632971,1051.247430154,0.104466015,0.101513519,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000619,0.000001715,0.000003654,-0.093076217,-0.995636354,0.006713359,0.000000001,0.000000002,0.000000008,-0.005266841,0.015423489,-0.999867179,0.000000000,0.157280127,0.044463611,0.034997489,0.001896002,91.273670771,0,0.122391009,0.118129845,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,329,322,7,0.139053254,86,0,0,0,0,0,0,1950,87,4100,6448,1100,0,0,0,18404
12,1624181090.861832380,1624181090.961721897,16,16,0,0.012873842,0.024093260,1,1,0,0,0,0,-0.010236861,-0.020333599,-0.004049562,-0.000018557,0.000015060,0.000304466,0.999999953,2352,1913,0.813350340,0.014665515,0.003016650,0.002661705,0.135317679,105.725369427,1590,0.972334090,161.071685578,324.127582429,1060.811934775,0.104185329,0.101302947,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000624,0.000001728,0.000003683,-0.101667624,-0.994797510,0.006450513,0.000000001,0.000000002,0.000000009,-0.003712433,-0.000342286,-0.999993050,0.000000000,0.155449923,0.045812203,0.037008203,0.002185753,92.477978992,0,0.120873869,0.116727603,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,373,363,10,0.158588435,73,0,0,0,0,0,0,1906,73,4181,6821,1173,0,0,0,20310
13,1624181090.961829901,1624181091.061767101,18,17,0,0.013354429,0.027166466,1,1,0,0,0,0,-0.010297281,-0.021411666,-0.004963202,-0.000020595,-0.000030105,0.000357861,0.999999935,2348,1900,0.809199319,0.014795805,0.003411903,0.002817422,0.138325146,104.347352971,1594,0.973221860,159.465820875,331.630021963,1060.219802746,0.102793923,0.100041293,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000621,0.000001734,0.000003676,-0.119074128,-0.992874491,0.004647358,0.000000001,0.000000002,0.000000008,-0.005835939,0.015812771,-0.999857939,0.000000000,0.154132632,0.045848293,0.038422635,0.002292544,93.391007760,0,0.119483104,0.115444041,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,349,341,8,0.148637138,87,0,0,0,0,0,0,1911,88,4263,7170,1260,0,0,0,22221
14,1624181091.061827421,1624181091.161813259,19,18,0,0.012797584,0.026389048,1,1,0,0,0,0,-0.009816049,-0.020562719,-0.005223069,-0.000017957,-0.000046122,0.000197129,0.999999979,2374,1931,0.813395114,0.014339577,0.003528938,0.002935781,0.135049892,105.339627216,1609,0.971900823,161.558484514,335.450050432,1066.779890023,0.103312240,0.100409251,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000614,0.000001702,0.000003626,-0.107358691,-0.994187701,0.008057758,0.000000001,0.000000002,0.000000009,-0.000066339,0.004474407,-0.999989988,0.000000000,0.152769579,0.048170814,0.039432499,0.002614006,94.244480578,0,0.118328042,0.114370127,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,290,278,12,0.122156698,87,0,0,0,0,0,0,1997,87,4351,7460,1347,0,0,0,24218
15,1624181091.161825180,1624181091.261812449,20,19,0,0.013256795,0.025034932,1,1,0,0,0,0,-0.008698872,-0.017943553,-0.005356150,-0.000003937,-0.000028210,0.000263158,0.999999965,2369,1920,0.810468552,0.014202513,0.003336875,0.002777430,0.131769421,109.539541195,1617,0.971268388,163.878493037,324.288289504,1082.374200941,0.104345251,0.101347244,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000610,0.000001732,0.000003640,-0.104181937,-0.994520533,0.008662152,0.000000001,0.000000002,0.000000009,-0.004265199,0.012762909,-0.999909454,0.000000000,0.151369569,0.050526191,0.042283082,0.002746064,95.264151286,0,0.117395856,0.113501935,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,241,234,7,0.101730688,68,0,0,0,0,0,0,2060,68,4416,7701,1415,0,0,0,26278
16,1624181091.261822701,1624181091.361767054,21,20,0,0.013420033,0.025407400,1,1,0,0,0,0,-0.004732019,-0.016287491,-0.005293676,-0.000004692,-0.000020866,0.000074280,0.999999997,2371,1915,0.807676086,0.014649395,0.003157422,0.002705261,0.133374780,105.738559927,1606,0.971994157,160.177007338,333.998989842,1066.846619370,0.102610305,0.099736617,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000620,0.000001717,0.000003608,-0.099908197,-0.994955169,0.009086493,0.000000001,0.000000002,0.000000009,-0.000804520,0.007821155,-0.999969091,0.000000000,0.150244894,0.050112587,0.046582195,0.003123820,95.918801826,0,0.116471759,0.112641603,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,277,271,6,0.116828342,73,0,0,0,0,0,0,2021,73,4491,7978,1488,0,0,0,28299
17,1624181091.361820221,1624181091.461771488,22,21,0,0.013218389,0.026174667,1,1,0,0,0,0,-0.004164342,-0.015074618,-0.004254421,0.000013541,-0.000014168,0.000189233,0.999999982,2364,1928,0.815566836,0.014592673,0.003181149,0.002666686,0.131128844,108.732800461,1613,0.972897480,160.214888437,334.571574998,1074.497171160,0.102094284,0.099327271,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000611,0.000001704,0.000003638,-0.102894352,-0.994660045,0.008009193,0.000000001,0.000000002,0.000000008,0.002825983,-0.007368274,0.999968861,0.000000000,0.149120421,0.049806925,0.048277297,0.003353724,96.672566451,0,0.115626025,0.111858407,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,208,201,7,0.087986464,72,0,0,0,0,0,0,2083,73,4563,8186,1560,0,0,0,30382
18,1624181091.461817741,1624181091.561782360,23,22,0,0.013214105,0.025940849,1,1,0,0,0,0,-0.003777749,-0.014965166,-0.003998824,-0.000000936,-0.000058063,0.000125921,0.999999990,2333,1926,0.825546507,0.013855594,0.003153133,0.002734642,0.129187994,110.266510163,1630,0.974243761,161.438689045,323.282753462,1103.295887480,0.101660534,0.099042141,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000603,0.000001727,0.000003706,-0.100363354,-0.994914954,0.008451703,0.000000001,0.000000002,0.000000009,-0.002860826,0.014189526,-0.999895231,0.000000000,0.148013064,0.052823039,0.048753494,0.003480348,97.427785547,0,0.114850164,0.111146392,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,238,235,3,0.102014574,76,0,0,0,0,0,0,2019,76,4613,8424,1636,0,0,0,32401
19,1624181091.561815262,1624181091.661733627,24,23,0,0.013099342,0.025465598,1,1,0,0,0,0,-0.005630096,-0.016463902,-0.004182593,-0.000006728,-0.000049203,0.000272869,0.999999962,2338,1931,0.825919589,0.014385906,0.003066802,0.002772712,0.133978518,107.075124592,1634,0.974543107,167.240609035,332.416815584,1092.746012902,0.105024019,0.102350434,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000611,0.000001713,0.000003573,-0.094041190,-0.995541844,0.007258948,0.000000001,0.000000002,0.000000008,0.000809077,0.007400682,-0.999972287,0.000000000,0.147274404,0.052744509,0.051143299,0.003774245,97.935540233,0,0.114332999,0.110683447,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,224,219,5,0.095808383,77,0,0,0,0,0,0,2037,77,4664,8648,1713,0,0,0,34438
20,1624181091.661813021,1624181091.761733532,25,24,0,0.013252483,0.024768406,1,1,0,0,0,1,-0.006271572,-0.018145783,-0.004806788,-0.000021378,-0.000024829,0.000188080,0.999999982,2330,1927,0.827038627,0.014927624,0.003025261,0.002563485,0.126488580,109.978845959,1623,0.975305970,155.828689234,326.286108783,1100.806791537,0.098443720,0.096012748,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000610,0.000001681,0.000003639,-0.096558592,-0.995270183,0.010663085,0.000000001,0.000000002,0.000000008,0.000056981,-0.004598147,0.999989427,0.000000000,0.146235112,0.051499563,0.053048512,0.003943823,98.537705519,0,0.113538535,0.109949912,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,190,186,4,0.081545064,54,0,0,0,0,0,0,2085,55,4712,8838,1767,0,0,0,36523
21,1624181091.761810541,1624181091.861697197,26,25,0,0.012782362,0.025041461,1,1,0,0,0,1,-0.006124808,-0.020030336,-0.005447068,-0.000007994,-0.000026902,0.000106955,0.999999994,2350,1950,0.829787234,0.013910074,0.003146010,0.002703853,0.133526760,107.795994733,1633,0.973694897,158.903172790,331.833251305,1099.307342394,0.099936352,0.097307515,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000607,0.000001674,0.000003546,-0.090105872,-0.995870916,0.011047612,0.000000001,0.000000002,0.000000008,0.000164743,-0.009245257,0.999957248,0.000000000,0.144305134,0.054158617,0.047529644,0.004026547,100.576052648,0,0.110953283,0.107601052,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,223,220,3,0.094893617,56,0,0,0,0,0,0,2070,57,4757,9061,1823,0,0,0,38593
22,1624181091.861808062,1624181091.961688757,27,26,0,0.012429259,0.024127153,1,1,0,0,0,1,-0.004641984,-0.024269172,-0.005136997,-0.000012246,-0.000043992,0.000176085,0.999999983,2372,1969,0.830101180,0.013478008,0.003014060,0.002548619,0.127838063,109.553831277,1652,0.974373307,162.144422060,330.763957505,1116.756323698,0.100731799,0.098150377,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000601,0.000001679,0.000003530,-0.087379393,-0.996146280,0.007578335,0.000000001,0.000000002,0.000000008,0.001665714,-0.020643054,0.999785522,0.000000000,0.141308543,0.055671128,0.049261450,0.003958049,102.390293450,0,0.108925411,0.105719532,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,240,232,8,0.101180438,54,0,0,0,0,0,0,2078,54,4828,9301,1877,0,0,0,40671
23,1624181091.961805582,1624181092.061677694,28,27,0,0.014170372,0.026307695,1,1,0,0,0,1,-0.006294426,-0.025519338,-0.004885071,0.000019467,-0.000019175,0.000172590,0.999999985,2350,1958,0.833191489,0.014183821,0.003170024,0.002702469,0.124861219,109.748740739,1638,0.974638931,153.974661018,338.194122703,1104.289785121,0.096447640,0.094001625,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000606,0.000001645,0.000003604,-0.085583853,-0.996269221,0.011092525,0.000000001,0.000000002,0.000000008,-0.003416797,0.013478923,-0.999903317,0.000000000,0.139434058,0.054989124,0.045451240,0.003863661,103.579011483,0,0.107240355,0.104156442,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,204,198,6,0.086808511,66,0,0,0,0,0,0,2079,67,4888,9505,1943,0,0,0,42750
24,1624181092.061803102,1624181092.161735296,28,28,0,0.012538492,0.024325983,1,1,0,0,0,1,-0.006030942,-0.023108999,-0.004658258,-0.000015696,-0.000047414,-0.000071957,0.999999996,2345,1954,0.833262260,0.014038076,0.002969740,0.002530826,0.125738395,109.720505517,1661,0.976071149,159.646398227,328.818949368,1132.788831361,0.098470925,0.096114629,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000603,0.000001669,0.000003581,-0.087616002,-0.996070463,0.012925517,0.000000001,0.000000002,0.000000008,-0.001787586,-0.015877241,0.999872351,0.000000000,0.137072663,0.050881158,0.045907349,0.003980676,104.665149464,0,0.105831555,0.102864562,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,303,302,1,0.129211087,70,0,0,0,0,0,0,1972,70,4934,9808,2013,0,0,0,44722
25,1624181092.261798382,1624181092.361763716,30,29,0,0.013231825,0.025365569,1,1,0,0,0,1,-0.006124243,-0.020259589,-0.004444419,0.000016562,0.000002546,0.000075016,0.999999997,2371,1993,0.840573598,0.013479978,0.002743463,0.002377618,0.123115362,114.712643736,1679,0.975836733,158.071551521,336.120998650,1144.237324855,0.096477459,0.094146249,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000727,0.000002130,0.000004760,-0.091893345,-0.995707072,0.011092316,0.000000001,0.000000002,0.000000009,-0.009129536,0.016014189,-0.999830084,0.000000000,0.135013215,0.045512623,0.047217596,0.004076300,105.956203750,0,0.104340820,0.101471871,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,189,183,6,0.079713201,63,0,0,0,0,0,0,2118,64,4988,9997,2076,0,0,0,46840
26,1624181092.361795902,1624181092.461874962,31,30,0,0.013016369,0.024501333,1,1,0,0,0,1,-0.007435168,-0.019589370,-0.004337910,-0.000000991,-0.000022766,0.000073487,0.999999997,2378,1988,0.835996636,0.013308148,0.002521926,0.002220403,0.124167225,111.275526405,1665,0.976250493,158.296953370,337.982891202,1129.177226886,0.097386118,0.095073245,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000597,0.000001737,0.000003890,-0.091043266,-0.995796637,0.010009084,0.000000001,0.000000002,0.000000008,-0.004133363,0.010510100,-0.999936225,0.000000000,0.133409896,0.041632430,0.047169282,0.003896436,106.895259961,0,0.103242677,0.100447438,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,192,186,6,0.080740118,51,0,0,0,0,0,0,2134,52,5045,10189,2127,0,0,0,48974
27,1624181092.461793423,1624181092.561836243,32,31,0,0.013240801,0.025563863,1,1,0,0,0,1,-0.006798306,-0.022005513,-0.004808162,-0.000003749,-0.000047547,0.000119461,0.999999992,2348,1977,0.841993186,0.013412675,0.002651720,0.002271988,0.122458630,113.776687209,1670,0.976382177,151.970294078,335.350609801,1143.237331239,0.093201390,0.091000176,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000590,0.000001678,0.000003651,-0.079955080,-0.996692321,0.014546582,0.000000001,0.000000002,0.000000008,-0.004051847,0.012587961,-0.999912559,0.000000000,0.131960719,0.038979636,0.047334476,0.003735398,107.783041316,0,0.102018614,0.099293912,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,176,173,3,0.074957411,60,0,0,0,0,0,0,2111,61,5095,10365,2187,0,0,0,51085
28,1624181092.561790943,1624181092.661748648,33,32,0,0.012768117,0.026309971,1,1,0,0,0,1,-0.008487735,-0.021220518,-0.005243914,-0.000009694,-0.000035747,0.000137692,0.999999990,2386,2010,0.842414082,0.013564646,0.002556845,0.002209603,0.122249026,111.702741052,1685,0.974688032,160.523351090,331.793435665,1150.032547603,0.097740077,0.095266084,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000000583,0.000001633,0.000003583,-0.078376873,-0.996822591,0.014205226,0.000000001,0.000000002,0.000000008,-0.007316705,0.014347221,-0.999870303,0.000000000,0.130873452,0.037450894,0.045580804,0.003635141,108.300292456,0,0.101386114,0.098706225,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,184,179,5,0.077116513,42,0,0,0,0,0,0,2159,43,5150,10549,2229,0,0,0,53244
