frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
14,1624181091.161825180,1624181091.261812449,18,18,0,0.013256795,0.025034932,1,0,0,0,-0.007309557,-0.016359476,-0.005281419,0.000001249,-0.000041913,0.000203913,0.999999978,2373,1928,0.812473662,0.013801966,0.002883854,0.002441822,0.128185156,111.540349441,1612,0.970508102,164.792876003,324.686761264,1074.979422865,0.105335371,0.102228831,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000607,0.000001730,0.000003769,-0.105001883,-0.994432591,0.008855886,0.000000001,0.000000002,0.000000009,-0.005504206,0.009005005,-0.999944305,0.000000000,0.150599210,0.056352198,0.037824050,0.002695980,95.735076160,0,226,219,7,0.095238095,78,0,0,0,0,0,2069,78,4358,7312,1323,0,0,24408
15,1624181091.261822701,1624181091.361767054,20,19,0,0.013420033,0.025407400,1,0,0,0,-0.005368051,-0.017934051,-0.004948973,0.000002739,-0.000028600,0.000200929,0.999999979,2373,1925,0.811209440,0.014325832,0.002963972,0.002522742,0.131564515,107.659803786,1602,0.971587075,162.296385680,336.009947207,1058.176161995,0.104271257,0.101308605,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000616,0.000001709,0.000003714,-0.110391814,-0.993859248,0.007579076,0.000000001,0.000000002,0.000000009,-0.006294066,0.012805774,-0.999898193,0.000000000,0.149330230,0.056624799,0.040345806,0.002701948,96.530058002,0,253,247,6,0.106616098,80,0,0,0,0,0,2040,80,4427,7565,1403,0,0,26448
16,1624181091.361820221,1624181091.461771488,21,20,0,0.013218389,0.026174667,1,0,0,0,-0.002979540,-0.016863386,-0.004389537,0.000011128,-0.000011852,0.000139068,0.999999990,2365,1932,0.816913319,0.013862862,0.003002789,0.002571484,0.124720764,113.686419498,1605,0.972130509,163.471669621,331.400316278,1065.397480995,0.104771434,0.101851508,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000609,0.000001700,0.000003826,0.114848348,0.993368516,-0.005371026,0.000000001,0.000000002,0.000000009,-0.006103507,0.017402380,-0.999829938,0.000000000,0.147792139,0.058953757,0.043022423,0.002825669,97.602330595,0,233,226,7,0.098520085,85,0,0,0,0,0,2046,86,4503,7798,1488,0,0,28494
17,1624181091.461817741,1624181091.561782360,22,21,0,0.013214105,0.025940849,1,0,0,0,-0.003044615,-0.015052329,-0.004061713,0.000006004,-0.000055146,0.000126449,0.999999990,2333,1936,0.829832833,0.013655546,0.002830288,0.002465515,0.128813573,112.107760010,1633,0.972841827,169.258955235,330.093393976,1089.298354423,0.106542587,0.103649085,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000604,0.000001697,0.000003792,-0.100208734,-0.994962205,0.002901710,0.000000001,0.000000002,0.000000009,-0.005802851,0.021016916,-0.999762280,0.000000000,0.146675752,0.061725583,0.044864062,0.002850909,98.455591149,0,261,258,3,0.111873125,81,0,0,0,0,0,1991,81,4554,8059,1569,0,0,30485
18,1624181091.561815262,1624181091.661733627,23,22,0,0.013099342,0.025465598,1,0,0,0,-0.004701973,-0.015476760,-0.004085942,-0.000000039,-0.000066879,0.000276951,0.999999959,2338,1934,0.827202737,0.013983182,0.002659206,0.002324241,0.129074637,110.821210722,1614,0.973612577,166.721349429,333.759268099,1070.930081838,0.106096611,0.103296995,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000610,0.000001699,0.000003701,-0.095078489,-0.995459374,0.004551488,0.000000001,0.000000002,0.000000008,-0.004398921,0.027643460,-0.999608168,0.000000000,0.145697913,0.062198322,0.046575075,0.003151915,99.142570014,0,227,221,6,0.097091531,82,0,0,0,0,0,2029,82,4606,8286,1651,0,0,32514
19,1624181091.661813021,1624181091.761733532,24,23,0,0.013252483,0.024768406,1,0,0,0,-0.007293548,-0.020479949,-0.004662470,-0.000000829,-0.000033769,0.000304174,0.999999953,2331,1937,0.830973831,0.014790076,0.003021130,0.002489816,0.128167357,111.278838777,1615,0.974555358,158.445924567,330.769908021,1084.691071031,0.100670455,0.098108932,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000610,0.000001675,0.000003676,-0.098779844,-0.995075119,0.008249277,0.000000001,0.000000002,0.000000008,-0.004904831,0.019893138,-0.999790081,0.000000000,0.144775252,0.060615655,0.052239043,0.003206361,99.781321002,0,241,237,4,0.103389103,78,0,0,0,0,0,2011,79,4656,8527,1729,0,0,34525
20,1624181091.761810541,1624181091.861697197,25,24,0,0.012782362,0.025041461,1,0,0,1,-0.007055990,-0.020064166,-0.005086492,-0.000003039,-0.000044621,0.000157007,0.999999987,2350,1954,0.831489362,0.013999650,0.002932821,0.002547649,0.129730917,112.236564644,1615,0.972833648,161.331229768,331.589501752,1078.205610067,0.102685077,0.099895498,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000607,0.000001673,0.000003653,-0.093038552,-0.995620290,0.009168735,0.000000001,0.000000002,0.000000008,-0.004302371,0.019333729,-0.999803829,0.000000000,0.144023035,0.060829357,0.052878655,0.003500697,100.404083184,0,193,190,3,0.082127660,65,0,0,0,0,0,2091,66,4700,8720,1794,0,0,36616
21,1624181091.861808062,1624181091.961688757,26,25,0,0.012429259,0.024127153,1,0,0,1,-0.006026824,-0.022816526,-0.005185368,0.000011896,-0.000022677,0.000218663,0.999999976,2372,1968,0.829679595,0.013820175,0.002946353,0.002462409,0.129484375,110.509221160,1643,0.973472354,168.585162515,334.642080667,1096.187834025,0.105404260,0.102608133,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000603,0.000001695,0.000003563,-0.089775986,-0.995938812,0.006793702,0.000000001,0.000000002,0.000000008,-0.005684924,0.015293139,-0.999866892,0.000000000,0.141890937,0.062423303,0.048304175,0.003544483,102.578091634,0,242,233,9,0.102023609,63,0,0,0,0,0,2067,63,4775,8962,1857,0,0,38683
22,1624181091.961805582,1624181092.061677694,27,26,0,0.014170372,0.026307695,1,0,0,1,-0.006342847,-0.021738563,-0.005115374,0.000024795,-0.000025341,0.000192456,0.999999981,2349,1960,0.834397616,0.014538177,0.002980344,0.002532720,0.119714000,113.437967597,1635,0.973365367,153.435093432,337.922725701,1100.094555793,0.096411992,0.093844094,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000601,0.000001674,0.000003685,-0.092890803,-0.995598912,0.012413871,0.000000001,0.000000002,0.000000008,-0.004985646,0.014817118,-0.999877791,0.000000000,0.138488143,0.058774836,0.046660088,0.003390140,104.586539252,0,194,188,6,0.082588335,81,0,0,0,0,0,2073,82,4835,9156,1938,0,0,40756
23,1624181092.061803102,1624181092.161735296,28,27,0,0.012538492,0.024325983,1,0,0,1,-0.004737052,-0.017877656,-0.004868138,0.000003216,-0.000020990,-0.000071879,0.999999997,2347,1970,0.839369408,0.014417918,0.002992308,0.002504199,0.126136977,111.533137135,1658,0.975779000,160.723011845,332.631513892,1124.487056858,0.099344097,0.096937884,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000598,0.000001683,0.000003614,-0.098066079,-0.995108945,0.011884133,0.000000001,0.000000002,0.000000008,-0.000706992,-0.006491686,0.999978679,0.000000000,0.136677446,0.056760607,0.044951380,0.003817430,105.864477105,0,327,326,1,0.139326800,78,0,0,0,0,0,1942,78,4884,9483,2016,0,0,42698
24,1624181092.161800861,1624181092.261734962,29,28,0,0.013360211,0.025365569,1,0,0,1,-0.005662216,-0.019717501,-0.004525631,0.000020735,-0.000026976,0.000115254,0.999999993,2357,1986,0.842596521,0.013773062,0.002476282,0.002174781,0.124025046,114.661655813,1646,0.974745986,152.664783081,336.562686202,1115.204423633,0.095151925,0.092748957,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000586,0.000001680,0.000003614,-0.100231840,-0.994858785,0.014476748,0.000000001,0.000000002,0.000000009,-0.004691152,0.010330232,-0.999935638,0.000000000,0.134230383,0.052036611,0.045130649,0.003927940,107.197672601,0,190,181,9,0.080610946,76,0,0,0,0,0,2091,76,4928,9673,2092,0,0,44789
25,1624181092.261798382,1624181092.361763716,30,29,0,0.013096681,0.024463966,1,0,0,1,-0.005723815,-0.019233703,-0.004319944,0.000024617,-0.000019768,0.000136019,0.999999990,2371,2005,0.845634753,0.013765702,0.002549132,0.002240127,0.125995872,114.498553116,1671,0.975587998,154.966227592,333.797351064,1141.443965535,0.095059202,0.092738616,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000589,0.000001676,0.000003595,-0.113029802,-0.993501673,0.013367462,0.000000001,0.000000002,0.000000009,-0.005416963,0.013645951,-0.999892216,0.000000000,0.132309514,0.040308941,0.044277785,0.003760112,108.417147229,0,182,177,5,0.076760860,68,0,0,0,0,0,2120,69,4977,9855,2160,0,0,46909
26,1624181092.361795902,1624181092.461874962,31,30,0,0.013016369,0.024501333,1,0,0,1,-0.007174903,-0.018796478,-0.004104223,0.000006586,-0.000031688,0.000103791,0.999999994,2378,1997,0.839781329,0.013094678,0.002299853,0.002054092,0.125606063,112.245068064,1662,0.975933244,155.586848946,334.044225509,1132.369976494,0.095922779,0.093614229,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000586,0.000001665,0.000003539,-0.106255984,-0.994252557,0.013096487,0.000000001,0.000000002,0.000000008,-0.004412219,0.016014896,-0.999862018,0.000000000,0.130884032,0.037822996,0.044184824,0.003520098,109.289435594,0,203,196,7,0.085365854,53,0,0,0,0,0,2121,54,5034,10058,2213,0,0,49030
27,1624181092.461793423,1624181092.561836243,32,31,0,0.013240801,0.025563863,1,0,0,1,-0.006941956,-0.019242126,-0.004571561,-0.000003715,-0.000053353,0.000149486,0.999999987,2348,1985,0.845400341,0.013558090,0.002382174,0.002098570,0.126103079,113.509049725,1667,0.977520645,151.532891453,333.467056487,1144.526967365,0.092991954,0.090901555,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000588,0.000001666,0.000003517,-0.093769846,-0.995499870,0.013682999,0.000000001,0.000000002,0.000000008,-0.004293464,0.012741911,-0.999909601,0.000000000,0.129711882,0.034545025,0.042700588,0.003595658,110.030105026,0,172,169,3,0.073253833,58,0,0,0,0,0,2117,59,5082,10230,2271,0,0,51147
28,1624181092.561790943,1624181092.661748648,33,32,0,0.012768117,0.026309971,1,0,0,1,-0.007711233,-0.018204879,-0.005293940,-0.000002526,-0.000035398,0.000080016,0.999999996,2386,2012,0.843252305,0.013753880,0.002465696,0.002098550,0.126518320,111.540434406,1672,0.974506188,158.435153903,325.447857247,1145.491335450,0.097236804,0.094757867,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000583,0.000001633,0.000003517,-0.089652199,-0.995870014,0.014331731,0.000000001,0.000000002,0.000000008,-0.004616343,0.015791387,-0.999864652,0.000000000,0.128742969,0.032218846,0.038571520,0.003439997,110.555482727,0,215,211,4,0.090108969,55,0,0,0,0,0,2115,56,5139,10445,2326,0,0,53262
29,1624181092.661788702,1624181092.761736155,34,33,0,0.012817407,0.025220177,1,0,0,1,-0.010443515,-0.020213711,-0.004715939,0.000009974,-0.000022151,0.000204666,0.999999979,2333,1973,0.845692242,0.013080596,0.002164606,0.001896062,0.119746167,114.447881205,1668,0.976290169,150.710235428,337.396366733,1140.345400140,0.092548159,0.090353858,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000581,0.000001675,0.000003608,-0.086969323,-0.996061823,0.017238938,0.000000001,0.000000002,0.000000008,-0.003972813,0.016940798,-0.999848602,0.000000000,0.127725450,0.033462745,0.040836039,0.003342025,111.204278809,0,156,154,2,0.066866695,58,0,0,0,0,0,2119,58,5175,10601,2384,0,0,55381
30,1624181092.761786222,1624181092.861739397,35,34,0,0.013719094,0.026313403,1,0,0,1,-0.010733198,-0.021080644,-0.004536067,0.000010209,-0.000028644,0.000258643,0.999999966,2370,2001,0.844303797,0.012976024,0.002191439,0.001941250,0.120744617,115.470080324,1670,0.976942090,148.693493106,329.866850918,1152.932945463,0.091139506,0.089038020,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000584,0.000001683,0.000003609,-0.094279220,-0.995430975,0.015119629,0.000000001,0.000000002,0.000000008,-0.004278750,0.013082364,-0.999905268,0.000000000,0.126874237,0.034712357,0.039200786,0.002973352,111.905868056,0,163,161,2,0.068776371,56,0,0,0,0,0,2150,57,5210,10764,2440,0,0,57531
31,1624181092.861783743,1624181092.961729527,36,35,0,0.013158441,0.025077196,1,0,0,1,-0.011683264,-0.021504907,-0.004365078,0.000017376,-0.000014101,0.000123163,0.999999992,2339,1972,0.843095340,0.012390352,0.002220076,0.001991550,0.115504500,120.467807719,1685,0.976246273,151.391342418,333.288145518,1160.295482894,0.092032612,0.089846494,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000578,0.000001707,0.000003744,-0.101967654,-0.994692946,0.013731024,0.000000001,0.000000002,0.000000009,-0.005614937,0.010220616,-0.999932003,0.000000000,0.126059094,0.041803867,0.037683907,0.003228124,112.558410294,0,169,162,7,0.072253100,53,0,0,0,0,0,2117,53,5250,10933,2493,0,0,59648
32,1624181092.961781263,1624181093.061702490,37,36,0,0.012006808,0.027462525,1,0,0,1,-0.007717247,-0.020755069,-0.004760054,-0.000001946,-0.000046147,0.000105780,0.999999993,2383,2000,0.839278221,0.013247820,0.002371187,0.002096960,0.118803382,117.084751258,1675,0.975969984,157.022723233,327.587708254,1150.139292254,0.096053066,0.093744909,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000575,0.000001697,0.000003697,-0.110649601,-0.993784567,0.012202478,0.000000001,0.000000002,0.000000009,-0.003365038,0.014129486,-0.999894512,0.000000000,0.125463472,0.041197737,0.041211747,0.002920140,112.884357538,0,146,144,2,0.061267310,61,0,0,0,0,0,2176,61,5296,11079,2554,0,0,61824
33,1624181093.061778784,1624181093.161693096,38,37,0,0.012517064,0.025601993,1,0,0,1,-0.008282231,-0.019263772,-0.004852592,-0.000013495,-0.000063481,0.000177428,0.999999982,2364,2000,0.846023689,0.013692576,0.002296701,0.002013851,0.114330202,117.868944386,1697,0.976133053,156.166664032,332.653688239,1167.677437931,0.094275202,0.092025141,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000573,0.000001679,0.000003680,-0.089165986,-0.995913972,0.014310377,0.000000001,0.000000002,0.000000008,-0.002039018,0.015090015,-0.999884060,0.000000000,0.124648476,0.040673055,0.040702216,0.003025971,113.330274939,0,139,135,4,0.058798646,58,0,0,0,0,0,2166,59,5336,11218,2612,0,0,63990
34,1624181093.161776543,1624181093.261679649,39,38,0,0.013317997,0.024729287,1,0,0,1,-0.008729084,-0.022831532,-0.004892518,0.000018169,-0.000019736,0.000187341,0.999999982,2351,1985,0.844321565,0.013600605,0.002273713,0.001992455,0.115151604,116.189296431,1671,0.976049788,153.350292009,325.127911134,1152.500992222,0.094023451,0.091771569,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000580,0.000001650,0.000003714,-0.088798740,-0.995966078,0.012897843,0.000000001,0.000000002,0.000000008,-0.002640569,0.012603564,-0.999917085,0.000000000,0.123996798,0.040729313,0.041776317,0.003039828,113.562722289,0,140,139,1,0.059549128,62,0,0,0,0,0,2149,62,5373,11358,2674,0,0,66139
