frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected,sync_imu_samples,sync_imu_first_time,sync_imu_last_time,frontend_core_revision,log_sequence,map_update_skipped,map_skip_reason,window_updated,range_near_rejected,range_far_rejected,map_min_range,map_max_range,map_min_effective_points,runtime_schema_revision,invalid_quality_filter_enabled,invalid_quality_low_effective_relax_enabled,invalid_quality_relax_active,invalid_quality_relax_effective_threshold,invalid_quality_relaxed,total_invalid_quality_relaxed,invalid_quality_turn_guard_enabled,invalid_quality_turn_guard_active,invalid_quality_turn_guard_yaw_threshold,invalid_quality_turn_guard_rejected,total_invalid_quality_turn_guard_rejected,directional_selection_enabled,directional_selection_active,equal_point_count_control_enabled,equal_point_count_control_active,equal_point_count_target,equal_point_count_rejected,total_equal_point_count_rejected
11,1706585907.172606468,1706585907.272432804,0,0,0,0,-0.054979354,-0.003123805,0.037462633,-0.004157266,0.001319416,0.000306084,0.999990441,1215,930,0.765432099,0.022972283,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,235,232,3,0.193415638,0,0,0,0,0,0,980,0,2806,4558,0,0,0,9259,10,1706585907.179492235,1706585907.269238710,fastlio2_internal_v1,11,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
12,1706585907.272444010,1706585907.372275829,0,0,0,0,-0.050155655,0.000992711,0.034911358,-0.003299754,0.001371273,-0.000014929,0.999993615,1234,917,0.743111831,0.023368683,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,212,211,1,0.171799028,0,0,0,0,0,0,1022,0,2856,4770,0,0,0,10281,10,1706585907.279696703,1706585907.368823051,fastlio2_internal_v1,12,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
13,1706585907.373085976,1706585907.472915649,0,0,0,0,-0.059885659,0.006236363,0.034978068,-0.003289524,0.001403068,-0.000117109,0.999993598,1240,928,0.748387097,0.025076598,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,190,190,0,0.153225806,0,0,0,0,0,0,1050,0,2900,4960,0,0,0,11331,10,1706585907.379251480,1706585907.469366550,fastlio2_internal_v1,13,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
14,1706585907.472927809,1706585907.572076797,0,0,0,0,-0.057545755,0.010212210,0.032822890,-0.003352622,0.001183258,-0.000140480,0.999993670,1254,924,0.736842105,0.021137037,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,171,169,2,0.136363636,0,0,0,0,0,0,1083,0,2935,5131,0,0,0,12414,10,1706585907.478761196,1706585907.568828344,fastlio2_internal_v1,14,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
15,1706585907.572762728,1706585907.670864105,0,0,0,0,-0.061939665,0.008783818,0.035326540,-0.004155124,0.001393049,0.000033214,0.999990397,1243,916,0.736926790,0.023863725,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,146,145,1,0.117457763,0,0,0,0,0,0,1097,0,2967,5277,0,0,0,13511,10,1706585907.579274178,1706585907.668773651,fastlio2_internal_v1,15,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
16,1706585907.672598600,1706585907.772424698,0,0,0,0,-0.049476202,0.009462590,0.034546309,-0.003886530,0.001216141,0.000038626,0.999991707,1263,923,0.730799683,0.022104641,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,170,169,1,0.134600158,0,0,0,0,0,0,1093,0,2995,5447,0,0,0,14604,10,1706585907.679339409,1706585907.769384384,fastlio2_internal_v1,16,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
17,1706585907.772437096,1706585907.872261286,0,0,0,0,-0.046684814,0.009457922,0.037455722,-0.003561549,0.001309873,0.000020512,0.999992800,1260,941,0.746825397,0.022820753,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,164,161,3,0.130158730,0,0,0,0,0,0,1096,0,3033,5611,0,0,0,15700,10,1706585907.778761148,1706585907.869019508,fastlio2_internal_v1,17,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
18,1706585907.873071909,1706585907.972906351,0,0,0,0,-0.055473511,0.006737237,0.039368878,-0.004136139,0.001413897,-0.000119816,0.999990439,1264,943,0.746044304,0.024270307,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,164,163,1,0.129746835,0,0,0,0,0,0,1100,0,3063,5775,0,0,0,16800,10,1706585907.879426241,1706585907.968720198,fastlio2_internal_v1,18,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
19,1706585907.972918987,1706585908.072736979,0,0,0,0,-0.057526916,0.008258116,0.041714775,-0.004415157,0.001386786,-0.000001515,0.999989292,1216,906,0.745065789,0.020904277,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,114,113,1,0.093750000,0,0,0,0,0,0,1102,0,3081,5889,0,0,0,17902,10,1706585907.979189396,1706585908.069311857,fastlio2_internal_v1,19,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
20,1706585908.072748661,1706585908.172582388,0,0,0,0,-0.063190019,0.008244933,0.043056778,-0.003877573,0.001536815,-0.000162902,0.999991288,1280,952,0.743750000,0.023680551,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,155,140,15,0.121093750,0,0,0,0,0,0,1125,0,3124,6044,0,0,0,19027,10,1706585908.079728365,1706585908.169576883,fastlio2_internal_v1,20,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
21,1706585908.172593832,1706585908.272412062,0,0,0,0,-0.063893408,0.009943606,0.042175519,-0.004360510,0.001531122,-0.000203329,0.999989300,1315,954,0.725475285,0.022013289,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,181,160,21,0.137642586,0,0,0,0,0,0,1134,0,3179,6225,0,0,0,20161,10,1706585908.178951025,1706585908.269087076,fastlio2_internal_v1,21,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
22,1706585908.272424698,1706585908.372247458,0,0,0,0,-0.058280347,0.010453393,0.042509381,-0.004011624,0.001405368,0.000047569,0.999990965,1248,937,0.750801282,0.022581353,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,148,142,6,0.118589744,0,0,0,0,0,0,1100,0,3211,6373,0,0,0,21261,10,1706585908.279489279,1706585908.369534016,fastlio2_internal_v1,22,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
23,1706585908.373058319,1706585908.472895384,0,0,0,0,-0.056916043,0.012438330,0.044839403,-0.004579511,0.001468458,-0.000096852,0.999988431,1243,955,0.768302494,0.022913902,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,123,123,0,0.098954143,0,0,0,0,0,0,1120,0,3227,6496,0,0,0,22381,10,1706585908.378921270,1706585908.469108343,fastlio2_internal_v1,23,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
24,1706585908.472907305,1706585908.572738886,0,0,0,0,-0.046428080,0.010435320,0.047076335,-0.004513315,0.001646045,0.000024957,0.999988460,1242,923,0.743156200,0.023487425,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,123,121,2,0.099033816,0,0,0,0,0,0,1119,0,3249,6619,0,0,0,23500,10,1706585908.479643106,1706585908.568774939,fastlio2_internal_v1,24,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
25,1706585908.572750330,1706585908.672556639,0,0,0,0,-0.051538088,0.006752888,0.047678022,-0.004288394,0.001549209,0.000051912,0.999989603,1259,928,0.737092931,0.022837181,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,123,119,4,0.097696585,0,0,0,0,0,0,1136,0,3269,6742,0,0,0,24636,10,1706585908.579236031,1706585908.669178963,fastlio2_internal_v1,25,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
26,1706585908.672580719,1706585908.772407293,0,0,0,0,-0.054334864,0.005201597,0.044034507,-0.004812051,0.001465489,0.000163303,0.999987335,1256,930,0.740445860,0.021064514,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,116,114,2,0.092356688,0,0,0,0,0,0,1140,0,3289,6858,0,0,0,25776,10,1706585908.679633141,1706585908.769017935,fastlio2_internal_v1,26,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
27,1706585908.772418022,1706585908.871927977,0,0,0,0,-0.055819633,0.001922197,0.040832307,-0.004792641,0.001316493,0.000214325,0.999987626,1242,901,0.725442834,0.021812408,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,117,116,1,0.094202899,0,0,0,0,0,0,1125,0,3311,6975,0,0,0,26901,10,1706585908.779442787,1706585908.869735241,fastlio2_internal_v1,27,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
28,1706585908.873063564,1706585908.972895861,0,0,0,0,-0.049746356,0.004487725,0.035200220,-0.005121878,0.001163982,0.000087018,0.999986202,1247,923,0.740176423,0.022336593,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,118,118,0,0.094627105,0,0,0,0,0,0,1129,0,3327,7093,0,0,0,28030,10,1706585908.879111767,1706585908.969570160,fastlio2_internal_v1,28,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
29,1706585908.972906828,1706585909.072733879,0,0,0,0,-0.046610467,0.004697379,0.034841395,-0.004224274,0.001200125,0.000188624,0.999990340,1253,911,0.727055068,0.021744537,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,104,104,0,0.083000798,0,0,0,0,0,0,1149,0,3343,7197,0,0,0,29179,10,1706585908.978970051,1706585909.069871426,fastlio2_internal_v1,29,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
30,1706585909.072745800,1706585909.172573090,0,0,0,0,-0.041159948,0.006796002,0.035153655,-0.004929255,0.001211347,0.000085901,0.999987114,1286,933,0.725505443,0.021613560,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,83,83,0,0.064541213,0,0,0,0,0,0,1203,0,3358,7280,0,0,0,30382,10,1706585909.079227686,1706585909.168911219,fastlio2_internal_v1,30,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
31,1706585909.172584534,1706585909.272420883,0,0,0,0,-0.046580335,0.005223069,0.035872491,-0.004587397,0.001244256,0.000182421,0.999988687,1249,928,0.742994396,0.021100557,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,96,94,2,0.076861489,0,0,0,0,0,0,1153,0,3378,7376,0,0,0,31535,10,1706585909.179345369,1706585909.269607306,fastlio2_internal_v1,31,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
32,1706585909.272432327,1706585909.372260571,0,0,0,0,-0.050482727,0.003530688,0.037850060,-0.005803045,0.001182985,0.000133860,0.999982453,1255,934,0.744223108,0.022994656,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,109,108,1,0.086852590,0,0,0,0,0,0,1146,0,3391,7485,0,0,0,32681,10,1706585909.279038906,1706585909.369318485,fastlio2_internal_v1,32,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
33,1706585909.373070240,1706585909.472900152,0,0,0,0,-0.052934763,0.009293744,0.039438067,-0.005069915,0.001357340,-0.000044034,0.999986226,1286,945,0.734836703,0.021817609,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,92,92,0,0.071539658,0,0,0,0,0,0,1194,0,3406,7577,0,0,0,33875,10,1706585909.378862381,1706585909.469349861,fastlio2_internal_v1,33,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
34,1706585909.472924232,1706585909.572743654,0,0,0,0,-0.050591804,0.008778598,0.039827948,-0.004421761,0.001165543,0.000158452,0.999989532,1261,918,0.727993656,0.021548237,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,92,92,0,0.072957970,0,0,0,0,0,0,1169,0,3419,7669,0,0,0,35044,10,1706585909.479911327,1706585909.568866730,fastlio2_internal_v1,34,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
35,1706585909.572754860,1706585909.672589779,0,0,0,0,-0.055455758,0.006550996,0.041447056,-0.004882469,0.001259599,0.000090623,0.999987283,1232,926,0.751623377,0.022857944,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,74,74,0,0.060064935,0,0,0,0,0,0,1158,0,3430,7743,0,0,0,36202,10,1706585909.579299688,1706585909.669591665,fastlio2_internal_v1,35,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
36,1706585909.672601461,1706585909.772427082,0,0,0,0,-0.047395456,0.003285340,0.042862339,-0.005794110,0.001239135,0.000392365,0.999982369,1235,902,0.730364372,0.023378723,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,85,82,3,0.068825911,0,0,0,0,0,0,1150,0,3452,7828,0,0,0,37352,10,1706585909.678962469,1706585909.769523144,fastlio2_internal_v1,36,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
37,1706585909.772438288,1706585909.872281075,0,0,0,0,-0.058015374,0.002371881,0.044244214,-0.005599800,0.001347169,0.000168232,0.999983399,1245,920,0.738955823,0.023218054,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,95,95,0,0.076305221,0,0,0,0,0,0,1150,0,3467,7923,0,0,0,38502,10,1706585909.778918743,1706585909.869646311,fastlio2_internal_v1,37,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
38,1706585909.873092175,1706585909.972931147,0,0,0,0,-0.060904670,0.006620274,0.044823456,-0.004704832,0.001555026,0.000092421,0.999987719,1218,916,0.752052545,0.021680351,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,79,78,1,0.064860427,0,0,0,0,0,0,1139,0,3481,8002,0,0,0,39641,10,1706585909.879028320,1706585909.969014645,fastlio2_internal_v1,38,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
39,1706585909.972943068,1706585910.072769403,0,0,0,0,-0.053789577,0.005545569,0.043665710,-0.004463678,0.001489490,0.000169550,0.999988914,1240,917,0.739516129,0.022187992,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,85,85,0,0.068548387,0,0,0,0,0,0,1155,0,3485,8087,0,0,0,40796,10,1706585909.979580402,1706585910.069764614,fastlio2_internal_v1,39,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
40,1706585910.072781324,1706585910.171826124,0,0,0,0,-0.051776379,0.007715902,0.044336309,-0.005523194,0.001317820,0.000072233,0.999983876,1249,911,0.729383507,0.019757554,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,78,78,0,0.062449960,0,0,0,0,0,0,1171,0,3489,8165,0,0,0,41967,10,1706585910.079150915,1706585910.168938398,fastlio2_internal_v1,40,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
41,1706585910.172612906,1706585910.272445679,0,0,0,0,-0.045280168,0.008731081,0.045182246,-0.005036335,0.001484687,0.000308499,0.999986168,1265,928,0.733596838,0.021789201,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,90,90,0,0.071146245,0,0,0,0,0,0,1175,0,3502,8255,0,0,0,43142,10,1706585910.179376125,1706585910.269093513,fastlio2_internal_v1,41,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v8,0,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
