frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected,sync_imu_samples,sync_imu_first_time,sync_imu_last_time,frontend_core_revision,log_sequence,map_update_skipped,map_skip_reason,window_updated,range_near_rejected,range_far_rejected,map_min_range,map_max_range,map_min_effective_points,runtime_schema_revision,invalid_quality_filter_enabled,invalid_quality_low_effective_relax_enabled,invalid_quality_relax_active,invalid_quality_relax_effective_threshold,invalid_quality_relaxed,total_invalid_quality_relaxed,invalid_quality_turn_guard_enabled,invalid_quality_turn_guard_active,invalid_quality_turn_guard_yaw_threshold,invalid_quality_turn_guard_rejected,total_invalid_quality_turn_guard_rejected,directional_selection_enabled,directional_selection_active,equal_point_count_control_enabled,equal_point_count_control_active,equal_point_count_target,equal_point_count_rejected,total_equal_point_count_rejected
11,1706585244.782754421,1706585244.882577896,0,0,0,0,-0.194312526,0.059148747,0.008054011,-0.000180798,0.000858558,-0.000071598,0.999999613,1104,804,0.728260870,0.018226040,0.009848148,0.006781787,0.000000000,151.162689718,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,157,153,4,0.142210145,0,0,0,0,0,0,947,0,2352,3673,0,0,0,8441,10,1706585244.789855480,1706585244.879817724,fastlio2_internal_v1,11,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
12,1706585244.882588863,1706585244.982414246,0,0,0,0,-0.228121811,0.069453605,0.010712225,0.000226147,0.000697575,0.000011448,0.999999731,1107,832,0.751580849,0.019894832,0.010550022,0.007639229,0.000000000,122.647214500,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,173,168,5,0.156278229,0,0,0,0,0,0,934,0,2412,3846,0,0,0,9375,10,1706585244.889191151,1706585244.979475021,fastlio2_internal_v1,12,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
13,1706585244.982426405,1706585245.082256556,0,0,0,0,-0.257091768,0.079174214,0.010522563,0.000807381,0.000634637,-0.000061958,0.999999471,1106,805,0.727848101,0.019208174,0.010793209,0.007538795,0.000000000,122.164872371,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,137,134,3,0.123869801,0,0,0,0,0,0,969,0,2461,3983,0,0,0,10344,10,1706585244.989902258,1706585245.079321384,fastlio2_internal_v1,13,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
14,1706585245.083067656,1706585245.182881832,0,0,0,0,-0.265851231,0.083659707,0.011627284,-0.000856568,0.000832389,-0.000252525,0.999999255,1115,812,0.728251121,0.021108473,0.011196971,0.007632792,0.000000000,120.052353644,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,142,133,9,0.127354260,0,0,0,0,0,0,973,0,2518,4125,0,0,0,11317,10,1706585245.089765072,1706585245.182143688,fastlio2_internal_v1,14,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
15,1706585245.182893753,1706585245.282329798,0,0,0,0,-0.264777849,0.083681127,0.010465347,-0.000161229,0.000630028,0.000004755,0.999999789,1128,815,0.722517730,0.019003248,0.010154188,0.007061362,0.000000000,117.238693699,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,135,121,14,0.119680851,0,0,0,0,0,0,993,0,2577,4260,0,0,0,12310,10,1706585245.189493418,1706585245.279800177,fastlio2_internal_v1,15,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
16,1706585245.282740593,1706585245.381078482,0,0,0,0,-0.264796002,0.087529194,0.014245617,0.000929991,0.000803421,-0.000168304,0.999999231,1112,821,0.738309353,0.019873699,0.010477781,0.007068992,0.000000000,130.067461181,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,112,109,3,0.100719424,0,0,0,0,0,0,1000,0,2607,4372,0,0,0,13310,10,1706585245.289242983,1706585245.379895926,fastlio2_internal_v1,16,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
17,1706585245.382564306,1706585245.482400894,0,0,0,0,-0.272861047,0.092848721,0.015079712,-0.000512897,0.000806358,-0.000311764,0.999999495,1083,822,0.759002770,0.019436346,0.010242254,0.007331133,0.000000000,122.360921738,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,113,112,1,0.104339797,0,0,0,0,0,0,970,0,2632,4485,0,0,0,14280,10,1706585245.389346361,1706585245.479683876,fastlio2_internal_v1,17,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
18,1706585245.482413769,1706585245.582234621,0,0,0,0,-0.281378981,0.092795578,0.016262125,0.000076815,0.000936253,-0.000264831,0.999999524,1103,803,0.728014506,0.018201545,0.010320663,0.007177711,0.000000000,116.489442417,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,99,98,1,0.089755213,0,0,0,0,0,0,1004,0,2652,4584,0,0,0,15284,10,1706585245.489046574,1706585245.579235554,fastlio2_internal_v1,18,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
19,1706585245.583046913,1706585245.682872295,0,0,0,0,-0.262557142,0.083870824,0.016068045,0.000325494,0.001091319,-0.000114355,0.999999345,1081,813,0.752081406,0.018434146,0.009970367,0.007455051,0.000000000,113.875086981,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,112,112,0,0.103607771,0,0,0,0,0,0,969,0,2681,4696,0,0,0,16253,10,1706585245.589707375,1706585245.679717779,fastlio2_internal_v1,19,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
20,1706585245.682884693,1706585245.782716513,0,0,0,0,-0.265530553,0.074275907,0.016103946,0.000235074,0.000894501,0.000442944,0.999999474,1093,806,0.737419945,0.019751519,0.010652661,0.007781744,0.000000000,141.280407525,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,88,86,2,0.080512351,0,0,0,0,0,0,1005,0,2706,4784,0,0,0,17258,10,1706585245.689096451,1706585245.779378414,fastlio2_internal_v1,20,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
21,1706585245.782728672,1706585245.882569075,0,0,0,0,-0.256762726,0.071360451,0.018471352,-0.000525566,0.001456574,0.000111403,0.999998795,1092,811,0.742673993,0.018948184,0.011245847,0.007489085,0.000000000,132.332594564,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,92,92,0,0.084249084,0,0,0,0,0,0,1000,0,2731,4876,0,0,0,18258,10,1706585245.789830923,1706585245.879452467,fastlio2_internal_v1,21,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
22,1706585245.882580280,1706585245.982406616,0,0,0,0,-0.226065927,0.063443045,0.014591340,-0.001013805,0.000946633,0.000047600,0.999999037,1093,811,0.741994511,0.020257109,0.010349274,0.007275105,0.000000000,111.337564908,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,97,95,2,0.088746569,0,0,0,0,0,0,996,0,2755,4973,0,0,0,19254,10,1706585245.889919519,1706585245.979609966,fastlio2_internal_v1,22,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
23,1706585245.982418537,1706585246.082262039,0,0,0,0,-0.221494182,0.065708004,0.010393559,-0.000547863,0.001009606,-0.000082798,0.999999337,1127,826,0.732919255,0.019294273,0.010592341,0.007571459,0.000000000,135.774462406,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,105,103,2,0.093167702,0,0,0,0,0,0,1022,0,2791,5078,0,0,0,20276,10,1706585245.989009857,1706585246.080018997,fastlio2_internal_v1,23,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
24,1706585246.083072662,1706585246.182907104,0,0,0,0,-0.194766277,0.055768042,-0.001788260,-0.001204661,0.000295212,0.000172889,0.999999216,1100,830,0.754545455,0.020659766,0.012427688,0.008210361,0.000000000,101.540194090,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,104,100,4,0.094545455,0,0,0,0,0,0,996,0,2814,5182,0,0,0,21272,10,1706585246.089364767,1706585246.179245710,fastlio2_internal_v1,24,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
25,1706585246.182919264,1706585246.282747746,0,0,0,0,-0.176593973,0.051359673,0.000507853,0.000204766,0.000653140,0.000003361,0.999999766,1095,798,0.728767123,0.018832597,0.010202706,0.006789386,0.000000000,104.734001550,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,90,89,1,0.082191781,0,0,0,0,0,0,1005,0,2836,5272,0,0,0,22277,10,1706585246.189682007,1706585246.279819727,fastlio2_internal_v1,25,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
26,1706585246.282759666,1706585246.382569551,0,0,0,0,-0.164739897,0.051065911,0.007498345,-0.000183431,0.000957246,-0.000141086,0.999999515,1137,835,0.734388742,0.017865297,0.009781957,0.006418824,0.000000000,114.110080570,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,91,90,1,0.080035180,0,0,0,0,0,0,1046,0,2857,5363,0,0,0,23323,10,1706585246.289196730,1706585246.380039215,fastlio2_internal_v1,26,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
27,1706585246.382580280,1706585246.482398510,0,0,0,0,-0.156153847,0.047339847,0.009304884,-0.000088678,0.000802400,0.000111004,0.999999668,1118,800,0.715563506,0.018261449,0.009496689,0.006623745,0.000000000,122.737779298,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,100,94,6,0.089445438,0,0,0,0,0,0,1018,0,2885,5463,0,0,0,24341,10,1706585246.389415026,1706585246.479631186,fastlio2_internal_v1,27,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
28,1706585246.482410192,1706585246.582133532,0,0,0,0,-0.161631966,0.049425257,0.009520494,-0.000650012,0.000900741,-0.000081804,0.999999380,1083,794,0.733148661,0.017968289,0.010252446,0.006907970,0.000000000,125.279752907,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,93,84,9,0.085872576,0,0,0,0,0,0,990,0,2915,5556,0,0,0,25331,10,1706585246.489023685,1706585246.579407930,fastlio2_internal_v1,28,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
29,1706585246.583044052,1706585246.680880547,0,0,0,0,-0.136325365,0.044820250,0.013068241,-0.002998331,0.001462792,-0.000419439,0.999994347,1099,834,0.758871702,0.019911060,0.011392117,0.007966042,0.000000000,110.966592941,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,96,87,9,0.087352138,0,0,0,0,0,0,1003,0,2936,5652,0,0,0,26334,10,1706585246.589836836,1706585246.679382563,fastlio2_internal_v1,29,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
30,1706585246.682888031,1706585246.782706022,0,0,0,0,-0.135267138,0.045474734,0.016520396,-0.001703497,0.001308703,-0.000310570,0.999997644,1097,791,0.721057429,0.016682861,0.008890867,0.006593704,0.000000000,96.255610719,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,90,90,0,0.082041933,0,0,0,0,0,0,1007,0,2953,5742,0,0,0,27341,10,1706585246.689810038,1706585246.779689074,fastlio2_internal_v1,30,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
31,1706585246.782718182,1706585246.882533073,0,0,0,0,-0.142701384,0.046359689,0.019746702,-0.001443047,0.001555526,-0.000216181,0.999997726,1078,805,0.746753247,0.016913598,0.009699583,0.007100463,0.000000000,118.163512864,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,73,72,1,0.067717996,0,0,0,0,0,0,1005,0,2964,5815,0,0,0,28346,10,1706585246.789107561,1706585246.879346132,fastlio2_internal_v1,31,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
32,1706585246.882544994,1706585246.982389927,0,0,0,0,-0.152708948,0.047773493,0.021611990,0.000656664,0.001222073,0.000016287,0.999999038,1077,793,0.736304550,0.018095029,0.009061098,0.006648302,0.000000000,97.161108692,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,80,80,0,0.074280409,0,0,0,0,0,0,997,0,2980,5895,0,0,0,29343,10,1706585246.889743805,1706585246.979108334,fastlio2_internal_v1,32,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
33,1706585246.982402563,1706585247.082247019,0,0,0,0,-0.145517126,0.047474386,0.022241831,-0.001571214,0.001600149,-0.000295169,0.999997442,1073,790,0.736253495,0.018177762,0.009791732,0.007201910,0.000000000,101.414806006,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,65,64,1,0.060577819,0,0,0,0,0,0,1008,0,3000,5960,0,0,0,30351,10,1706585246.989746094,1706585247.079466581,fastlio2_internal_v1,33,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
34,1706585247.083056927,1706585247.182888746,0,0,0,0,-0.159678846,0.050772355,0.018981181,-0.000111168,0.001214474,-0.000034314,0.999999256,1086,801,0.737569061,0.018384911,0.008746147,0.006620407,0.000000000,107.663479659,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,65,65,0,0.059852670,0,0,0,0,0,0,1021,0,3014,6025,0,0,0,31372,10,1706585247.089916229,1706585247.178358555,fastlio2_internal_v1,34,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
35,1706585247.182901621,1706585247.282733679,0,0,0,0,-0.158580332,0.050943254,0.014693041,-0.001662076,0.001308785,-0.000290473,0.999997720,1093,806,0.737419945,0.017958860,0.010176748,0.007341921,0.000000000,101.953875378,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,83,83,0,0.075937786,0,0,0,0,0,0,1010,0,3036,6108,0,0,0,32382,10,1706585247.188852072,1706585247.278906107,fastlio2_internal_v1,35,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
36,1706585247.282745361,1706585247.382575989,0,0,0,0,-0.167870404,0.053886760,0.015217814,-0.000620303,0.001136149,-0.000161299,0.999999149,1120,847,0.756250000,0.018070310,0.009740353,0.007470846,0.000000000,105.116164953,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,78,77,1,0.069642857,0,0,0,0,0,0,1042,0,3043,6186,0,0,0,33424,10,1706585247.288289547,1706585247.379106045,fastlio2_internal_v1,36,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
37,1706585247.382586956,1706585247.482405186,0,0,0,0,-0.168899698,0.049453401,0.013985015,-0.000566994,0.001143345,0.000093086,0.999999181,1101,814,0.739327884,0.017923479,0.010098875,0.007162124,0.000000000,117.567360677,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,73,73,0,0.066303361,0,0,0,0,0,0,1028,0,3057,6259,0,0,0,34452,10,1706585247.388483763,1706585247.478542328,fastlio2_internal_v1,37,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
38,1706585247.482417107,1706585247.582247257,0,0,0,0,-0.169338309,0.054441548,0.017354542,-0.000336642,0.001275208,-0.000335921,0.999999074,1097,820,0.747493163,0.017707757,0.009674609,0.007295161,0.000000000,108.784122966,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,80,79,1,0.072926162,0,0,0,0,0,0,1017,0,3080,6339,0,0,0,35469,10,1706585247.489057779,1706585247.578979015,fastlio2_internal_v1,38,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
39,1706585247.583058119,1706585247.682900190,0,0,0,0,-0.183580341,0.056645364,0.014515118,-0.000503553,0.001084481,-0.000072753,0.999999283,1124,800,0.711743772,0.017714074,0.008957148,0.007012069,0.000000000,110.888903403,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,76,75,1,0.067615658,0,0,0,0,0,0,1048,0,3098,6415,0,0,0,36517,10,1706585247.588446140,1706585247.678806543,fastlio2_internal_v1,39,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
40,1706585247.682912350,1706585247.782736778,0,0,0,0,-0.177648616,0.058400262,0.012731469,-0.001578028,0.001085515,-0.000467703,0.999998056,1081,791,0.731729880,0.019430335,0.010354042,0.007584095,0.000000000,110.690599400,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,60,59,1,0.055504163,0,0,0,0,0,0,1021,0,3115,6475,0,0,0,37538,10,1706585247.688225269,1706585247.778393745,fastlio2_internal_v1,40,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
41,1706585247.782747984,1706585247.881929874,0,0,0,0,-0.192528291,0.062591994,0.014143151,-0.001544701,0.001286023,-0.000261736,0.999997946,1097,799,0.728350046,0.016635724,0.009029150,0.006772399,0.000000000,119.393925798,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,55,53,2,0.050136737,0,0,0,0,0,0,1042,0,3129,6530,0,0,0,38580,10,1706585247.788985252,1706585247.878955841,fastlio2_internal_v1,41,0,none,0,0,0,2.000000000,200.000000000,20,map_diagnostics_v7,1,0,0,200,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
