frame,stamp,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,cloud_points,cloud_stamp,map_points,map_stamp,incremental_degenerate,incremental_stamp,imu_speed,imu_stamp,deskew_points,deskew_stamp,corner_points,corner_stamp,surface_points,surface_stamp
14,1706584497.636783600,0.005373557,0.003716768,-0.000266803,0.001599403,-0.000862744,-0.000113897,0.999998342,1940,1706584497.338305712,513,1706584495.636818409,0,1706584497.338305712,0.269859723,1706584497.939392090,26658,1706584497.636783600,313,1706584497.636783600,2501,1706584497.636783600
15,1706584497.835844040,0.005271032,0.004390005,-0.000323294,0.001961729,-0.000941391,-0.000095570,0.999997628,1935,1706584497.636783600,513,1706584495.636818409,0,1706584497.636783600,0.190819787,1706584498.138755560,26618,1706584497.835844040,321,1706584497.835844040,2468,1706584497.835844040
16,1706584498.135754347,0.014578183,0.001933214,-0.000644862,0.002121643,-0.000923613,-0.000089089,0.999997319,1893,1706584497.835844040,513,1706584497.835844040,0,1706584497.835844040,0.160307600,1706584498.539424658,26688,1706584498.135754347,313,1706584498.135754347,2471,1706584498.135754347
17,1706584498.435703993,0.002029790,0.005263342,0.002791851,0.002411717,-0.000836237,-0.000080713,0.999996739,1898,1706584498.135754347,513,1706584497.835844040,0,1706584498.135754347,0.126021791,1706584498.639107466,26637,1706584498.435703993,309,1706584498.435703993,2409,1706584498.435703993
18,1706584498.636093378,0.009060143,0.004137078,0.006138072,0.001822104,-0.000765817,0.000075023,0.999998044,1821,1706584498.435703993,513,1706584497.835844040,0,1706584498.435703993,0.110142536,1706584498.858728409,26712,1706584498.536558151,300,1706584498.636093378,2378,1706584498.636093378
19,1706584498.836526155,0.005969356,0.004362491,0.013808778,0.003364016,-0.000743699,-0.000134332,0.999994056,1798,1706584498.636093378,513,1706584497.835844040,0,1706584498.636093378,0.107634695,1706584499.039441824,26447,1706584498.735668659,302,1706584498.836526155,2404,1706584498.836526155
20,1706584499.035552502,0.018777251,0.002305747,0.004199096,0.002801542,-0.000935676,-0.000121602,0.999995631,1852,1706584498.836526155,513,1706584497.835844040,0,1706584498.836526155,0.108582984,1706584499.239055157,25929,1706584499.035552502,305,1706584499.035552502,2368,1706584499.035552502
21,1706584499.235955954,0.003399178,0.005420184,0.004109596,0.002491635,-0.000872486,-0.000138976,0.999996506,1804,1706584499.035552502,513,1706584497.835844040,0,1706584499.035552502,0.113283642,1706584499.439048290,25796,1706584499.235955954,316,1706584499.235955954,2345,1706584499.235955954
22,1706584499.436387062,0.002769406,0.005222680,0.005078558,0.002630290,-0.000875703,-0.000113120,0.999996151,1799,1706584499.235955954,513,1706584497.835844040,0,1706584499.235955954,0.144711331,1706584500.038860798,25749,1706584499.436387062,315,1706584499.436387062,2375,1706584499.436387062
23,1706584500.036196470,0.007582220,0.004418251,0.009700774,0.004044161,-0.000991161,-0.000101699,0.999991326,1842,1706584499.436387062,513,1706584497.835844040,0,1706584499.436387062,0.144584732,1706584500.238141298,25212,1706584500.036196470,320,1706584500.036196470,2335,1706584500.036196470
24,1706584500.236620426,0.003008786,0.005546715,0.006370975,0.001935798,-0.000713993,-0.000091333,0.999997867,1784,1706584500.036196470,513,1706584497.835844040,0,1706584500.036196470,0.132234028,1706584500.468682051,25420,1706584500.236620426,322,1706584500.236620426,2388,1706584500.236620426
25,1706584500.436984539,0.001304474,0.007086008,0.006200698,0.001420004,-0.000603054,-0.000100258,0.999998805,1846,1706584500.236620426,513,1706584497.835844040,0,1706584500.236620426,0.143310905,1706584500.838017225,25376,1706584500.436984539,325,1706584500.436984539,2381,1706584500.436984539
26,1706584500.836477280,-0.011510331,0.008090497,0.005027829,0.001957828,-0.000703838,-0.000058700,0.999997834,1831,1706584500.436984539,513,1706584500.436984539,0,1706584500.436984539,0.145711653,1706584501.038056612,25497,1706584500.836477280,323,1706584500.836477280,2374,1706584500.836477280
27,1706584501.036839247,0.002909289,0.004583457,0.003320463,0.001816915,-0.000757628,0.000003696,0.999998062,1821,1706584500.836477280,513,1706584500.436984539,0,1706584500.836477280,0.136826687,1706584501.238396168,25411,1706584501.036839247,307,1706584501.036839247,2410,1706584501.036839247
28,1706584501.235906363,0.008407156,0.003090243,0.003517763,0.002309447,-0.000821486,-0.000124790,0.999996988,1853,1706584501.036839247,513,1706584500.436984539,0,1706584501.036839247,0.141517675,1706584501.438175678,25902,1706584501.235906363,321,1706584501.235906363,2404,1706584501.235906363
29,1706584501.436305523,0.002375706,0.005930274,0.005506285,0.002041517,-0.000749350,-0.000063464,0.999997633,1844,1706584501.235906363,513,1706584500.436984539,0,1706584501.235906363,0.173546193,1706584501.958248854,25998,1706584501.436305523,300,1706584501.436305523,2405,1706584501.436305523
30,1706584501.736301184,0.007344865,0.003292879,0.003802605,0.002012477,-0.000833543,0.000071043,0.999997625,1821,1706584501.436305523,513,1706584500.436984539,0,1706584501.436305523,0.178147781,1706584502.138060331,25980,1706584501.736301184,311,1706584501.736301184,2398,1706584501.736301184
31,1706584501.936621428,0.012710471,0.002434113,0.004623398,0.002381247,-0.000793494,0.000007886,0.999996850,1840,1706584501.736301184,513,1706584500.436984539,0,1706584501.736301184,0.169469824,1706584502.238601923,26169,1706584501.936621428,301,1706584501.936621428,2471,1706584501.936621428
32,1706584502.135693550,0.010159982,0.004051540,0.005981803,0.001684069,-0.000594214,-0.000089915,0.999998401,1894,1706584501.936621428,513,1706584500.436984539,0,1706584501.936621428,0.165784427,1706584502.338626146,26099,1706584502.135693550,308,1706584502.135693550,2432,1706584502.135693550
33,1706584502.336084366,0.001678037,0.006999646,0.006004904,0.001556407,-0.000635365,-0.000001316,0.999998587,1855,1706584502.135693550,513,1706584500.436984539,0,1706584502.135693550,0.177150015,1706584502.639129877,25924,1706584502.336084366,309,1706584502.336084366,2405,1706584502.336084366
34,1706584502.636016369,0.011966615,0.004951637,0.006220803,0.001376004,-0.000505204,-0.000111353,0.999998919,1835,1706584502.336084366,513,1706584500.436984539,0,1706584502.336084366,0.177008835,1706584502.838995457,25917,1706584502.636016369,290,1706584502.636016369,2390,1706584502.636016369
35,1706584502.836413860,0.010244460,0.003897627,0.003535104,0.002021457,-0.000762717,-0.000160266,0.999997653,1810,1706584502.636016369,513,1706584500.436984539,0,1706584502.636016369,0.181813578,1706584503.138103485,26001,1706584502.836413860,299,1706584502.836413860,2437,1706584502.836413860
36,1706584503.136368990,0.012370316,0.004689033,0.007392489,0.001603196,-0.000564187,-0.000210824,0.999998534,1869,1706584502.836413860,513,1706584500.436984539,0,1706584502.836413860,0.182377066,1706584503.359108686,25897,1706584503.136368990,301,1706584503.136368990,2423,1706584503.136368990
37,1706584503.336764812,0.011774941,0.004554594,0.005322174,0.001380635,-0.000636987,-0.000129643,0.999998836,1873,1706584503.136368990,513,1706584503.136368990,0,1706584503.136368990,0.172486443,1706584503.538287640,25826,1706584503.336764812,307,1706584503.336764812,2422,1706584503.336764812
38,1706584503.535799265,0.013855167,0.003334414,0.004995370,0.001757720,-0.000649085,-0.000208103,0.999998223,1873,1706584503.336764812,513,1706584503.136368990,0,1706584503.336764812,0.168263317,1706584503.738979340,25769,1706584503.535799265,308,1706584503.535799265,2380,1706584503.535799265
39,1706584503.736199141,0.020744845,0.000840220,0.002756822,0.002047228,-0.000766125,-0.000189901,0.999997593,1818,1706584503.535799265,513,1706584503.136368990,0,1706584503.535799265,0.167209122,1706584503.949195862,25769,1706584503.736199141,308,1706584503.736199141,2384,1706584503.736199141
40,1706584503.936613798,0.012408300,0.005602981,0.002486788,0.002320698,-0.000815606,-0.000231062,0.999996948,1824,1706584503.736199141,513,1706584503.136368990,0,1706584503.736199141,0.167011886,1706584504.138318300,25972,1706584503.936613798,297,1706584503.936613798,2436,1706584503.936613798
41,1706584504.135656595,0.016400911,0.004069387,0.003565602,0.001756564,-0.000682069,-0.000249718,0.999998193,1866,1706584503.936613798,513,1706584503.136368990,0,1706584503.936613798,0.168739482,1706584504.338922024,25874,1706584504.135656595,305,1706584504.135656595,2368,1706584504.135656595
42,1706584504.336045265,0.012658150,0.005105836,0.004409348,0.002266630,-0.000771812,-0.000271226,0.999997097,1804,1706584504.135656595,513,1706584503.136368990,0,1706584504.135656595,0.180113727,1706584504.638775110,26072,1706584504.236508608,287,1706584504.336045265,2377,1706584504.336045265
43,1706584504.536436796,0.011257863,0.004976250,0.002686682,0.001471561,-0.000673486,-0.000088334,0.999998687,1792,1706584504.336045265,513,1706584503.136368990,0,1706584504.336045265,0.171080654,1706584504.758971214,25947,1706584504.536436796,306,1706584504.536436796,2387,1706584504.536436796
44,1706584504.736826658,0.016254228,0.003905169,0.003839038,0.001499259,-0.000647718,-0.000109497,0.999998660,1828,1706584504.536436796,513,1706584503.136368990,0,1706584504.536436796,0.169381263,1706584504.938537598,26085,1706584504.736826658,306,1706584504.736826658,2447,1706584504.736826658
45,1706584504.935897827,0.014224750,0.004728409,0.005651016,0.002097256,-0.000730546,-0.000235444,0.999997506,1873,1706584504.736826658,513,1706584503.136368990,0,1706584504.736826658,0.170671662,1706584505.138334036,25889,1706584504.935897827,307,1706584504.935897827,2387,1706584504.935897827
46,1706584505.136300087,0.013371301,0.002533803,0.004912191,0.001514298,-0.000701777,0.000138674,0.999998598,1828,1706584504.935897827,513,1706584503.136368990,0,1706584504.935897827,0.165841874,1706584505.338913441,25867,1706584505.136300087,295,1706584505.136300087,2397,1706584505.136300087
47,1706584505.336679459,0.002900271,0.006304828,0.005022735,0.002244506,-0.000731996,-0.000201108,0.999997193,1816,1706584505.136300087,513,1706584503.136368990,0,1706584505.136300087,0.164684638,1706584505.538437366,25808,1706584505.336679459,304,1706584505.336679459,2430,1706584505.336679459
48,1706584505.535763264,-0.009385301,0.007841353,0.006388745,0.002468980,-0.000726618,-0.000143408,0.999996678,1875,1706584505.336679459,513,1706584503.136368990,0,1706584505.336679459,0.164872172,1706584505.759039402,25134,1706584505.535763264,309,1706584505.535763264,2346,1706584505.535763264
49,1706584505.736145973,-0.026240624,0.013404753,0.003643001,0.002048355,-0.000673311,-0.000188422,0.999997658,1807,1706584505.535763264,513,1706584505.535763264,0,1706584505.535763264,0.170644450,1706584506.039090872,25395,1706584505.736145973,303,1706584505.736145973,2374,1706584505.736145973
50,1706584505.936534166,-0.008157377,0.009298123,0.004325697,0.001928900,-0.000705465,-0.000084202,0.999997887,1838,1706584505.736145973,513,1706584505.535763264,0,1706584505.736145973,0.160701488,1706584506.139051914,25763,1706584505.936534166,306,1706584505.936534166,2428,1706584505.936534166
51,1706584506.135618448,-0.014237447,0.009968308,0.003956598,0.002343567,-0.000717319,-0.000133537,0.999996988,1869,1706584505.936534166,513,1706584505.535763264,0,1706584505.936534166,0.162497274,1706584506.338989973,25963,1706584506.135618448,311,1706584506.135618448,2398,1706584506.135618448
52,1706584506.336003780,-0.019137563,0.010405752,0.005329191,0.001930582,-0.000686490,-0.000023357,0.999997901,1840,1706584506.135618448,513,1706584505.535763264,0,1706584506.135618448,0.180428659,1706584506.739323139,26286,1706584506.336003780,302,1706584506.336003780,2393,1706584506.336003780
53,1706584506.635936260,-0.028978806,0.012795494,0.005095239,0.001697249,-0.000602435,-0.000071283,0.999998376,1819,1706584506.336003780,513,1706584505.535763264,0,1706584506.336003780,0.169568318,1706584506.839280844,26348,1706584506.635936260,298,1706584506.635936260,2395,1706584506.635936260
54,1706584506.836323500,-0.020369897,0.012089654,0.008259153,0.002117911,-0.000560492,-0.000138806,0.999997591,1815,1706584506.635936260,513,1706584505.535763264,0,1706584506.635936260,0.158341896,1706584507.048648119,26159,1706584506.836323500,330,1706584506.836323500,2437,1706584506.836323500
55,1706584507.036710501,-0.014625642,0.010519444,0.007973277,0.001669313,-0.000461612,-0.000117336,0.999998493,1892,1706584506.836323500,513,1706584505.535763264,0,1706584506.836323500,0.153083404,1706584507.238835335,25888,1706584507.036710501,310,1706584507.036710501,2450,1706584507.036710501
56,1706584507.235817671,-0.014156611,0.009896480,0.010024989,0.001602490,-0.000378745,-0.000201342,0.999998624,1875,1706584507.036710501,513,1706584505.535763264,0,1706584507.036710501,0.152462908,1706584507.438711882,25497,1706584507.235817671,301,1706584507.235817671,2371,1706584507.235817671
57,1706584507.436172247,-0.018035388,0.009278252,0.006650593,0.001598741,-0.000477300,-0.000117173,0.999998601,1820,1706584507.235817671,513,1706584505.535763264,0,1706584507.235817671,0.152342478,1706584507.659203053,25733,1706584507.436172247,310,1706584507.436172247,2365,1706584507.436172247
58,1706584507.636569500,-0.007745673,0.004260692,0.007297249,0.001644330,-0.000510956,-0.000001497,0.999998518,1813,1706584507.436172247,513,1706584505.535763264,0,1706584507.436172247,0.148822494,1706584507.839072466,26262,1706584507.636569500,294,1706584507.636569500,2402,1706584507.636569500
59,1706584507.835646629,0.000566993,0.002545028,0.001846541,0.001596615,-0.000616055,-0.000039482,0.999998535,1839,1706584507.636569500,513,1706584505.535763264,0,1706584507.636569500,0.148079294,1706584508.039510012,26878,1706584507.835646629,296,1706584507.835646629,2349,1706584507.835646629
60,1706584508.036041975,0.000746060,0.003346805,0.006412196,0.001334604,-0.000512915,0.000011482,0.999998978,1781,1706584507.835646629,513,1706584505.535763264,0,1706584507.835646629,0.149787805,1706584508.239030123,27103,1706584508.036041975,292,1706584508.036041975,2347,1706584508.036041975
61,1706584508.236419439,-0.003619193,0.006744252,0.002213854,0.002370188,-0.000792641,-0.000180706,0.999996861,1773,1706584508.036041975,513,1706584508.135621548,0,1706584508.036041975,0.153783161,1706584508.439713240,27289,1706584508.236419439,316,1706584508.236419439,2438,1706584508.236419439
62,1706584508.435520411,0.010242310,0.005732316,-0.002178571,0.001689844,-0.000749870,-0.000155741,0.999998279,1863,1706584508.236419439,513,1706584508.135621548,0,1706584508.236419439,0.156622180,1706584508.639718771,27137,1706584508.435520411,305,1706584508.435520411,2377,1706584508.435520411
63,1706584508.635894537,-0.001599678,0.007222755,0.003799458,0.001766966,-0.000647427,-0.000123084,0.999998222,1810,1706584508.435520411,513,1706584508.135621548,0,1706584508.435520411,0.161322955,1706584508.839113951,27125,1706584508.635894537,314,1706584508.635894537,2374,1706584508.635894537
64,1706584508.836278439,0.006414868,0.005766989,0.006219445,0.001337490,-0.000529177,-0.000096975,0.999998961,1816,1706584508.635894537,513,1706584508.135621548,0,1706584508.635894537,0.163045857,1706584509.039651632,27325,1706584508.836278439,326,1706584508.836278439,2445,1706584508.836278439
65,1706584509.036672354,0.006839831,0.005732168,0.006993568,0.001727259,-0.000621108,-0.000098483,0.999998311,1886,1706584508.836278439,513,1706584508.135621548,0,1706584508.836278439,0.173992275,1706584509.338706732,27256,1706584509.036672354,311,1706584509.036672354,2424,1706584509.036672354
66,1706584509.336608410,0.013863773,0.001468108,0.004883660,0.001724445,-0.000653153,-0.000010088,0.999998300,1851,1706584509.036672354,513,1706584508.135621548,0,1706584509.036672354,0.177032622,1706584509.557705164,26606,1706584509.336608410,284,1706584509.336608410,2380,1706584509.336608410
67,1706584509.537005901,0.006909803,0.002674054,0.001914095,0.001520431,-0.000651999,0.000027614,0.999998631,1810,1706584509.336608410,513,1706584508.135621548,0,1706584509.336608410,0.167192458,1706584509.737923384,25849,1706584509.537005901,265,1706584509.537005901,2354,1706584509.537005901
68,1706584509.736064196,0.007817092,-0.000588423,0.005863700,0.002186797,-0.000619753,-0.000001274,0.999997417,1807,1706584509.537005901,513,1706584508.135621548,0,1706584509.537005901,0.161816021,1706584509.938310146,25237,1706584509.736064196,292,1706584509.736064196,2214,1706584509.736064196
69,1706584509.936460018,0.010981730,-0.003656309,0.001276823,0.001457778,-0.000690541,0.000346894,0.999998639,1690,1706584509.736064196,513,1706584508.135621548,0,1706584509.736064196,0.182544311,1706584510.368543625,25410,1706584509.936460018,282,1706584509.936460018,2231,1706584509.936460018
70,1706584510.236393213,0.016700929,-0.003159844,0.003410062,0.001610673,-0.000685336,0.000179570,0.999998452,1674,1706584509.936460018,513,1706584508.135621548,0,1706584509.936460018,0.191457585,1706584510.638843775,25410,1706584509.936460018,249,1706584510.236393213,2242,1706584510.236393213
71,1706584510.736744404,0.021110334,-0.001874108,0.000203975,0.001608218,-0.000818776,0.000039784,0.999998371,1675,1706584510.236393213,513,1706584510.335922718,0,1706584510.236393213,0.260891692,1706584510.938302755,26508,1706584510.736744404,276,1706584510.736744404,2369,1706584510.736744404
72,1706584510.935779572,0.023416502,-0.001679028,0.001083430,0.002863053,-0.001044343,-0.000702016,0.999995110,1831,1706584510.736744404,513,1706584510.335922718,0,1706584510.736744404,0.461147773,1706584511.138135910,26596,1706584510.935779572,295,1706584510.935779572,2354,1706584510.935779572
73,1706584511.136169672,0.054870937,-0.007001451,0.006010479,0.004533837,-0.001837306,-0.002746022,0.999984264,1822,1706584510.935779572,513,1706584510.335922718,0,1706584510.935779572,0.854403914,1706584511.438836575,27078,1706584511.136169672,316,1706584511.136169672,2392,1706584511.136169672
74,1706584511.436135530,0.208931699,-0.004496137,0.029013405,0.003449714,-0.001945610,-0.013173293,0.999905385,1847,1706584511.136169672,513,1706584510.335922718,0,1706584511.136169672,1.100458918,1706584511.638376236,27286,1706584511.436135530,333,1706584511.436135530,2492,1706584511.436135530
75,1706584511.636485815,0.401880026,-0.012839496,0.002524884,0.001346296,-0.005809639,-0.023807980,0.999698762,1936,1706584511.436135530,513,1706584510.335922718,0,1706584511.436135530,1.275220262,1706584511.838320494,27267,1706584511.636485815,348,1706584511.636485815,2495,1706584511.636485815
76,1706584511.836883545,0.544410408,-0.045743383,-0.024956336,0.004193610,-0.000121820,-0.034807121,0.999385243,1970,1706584511.636485815,513,1706584510.335922718,0,1706584511.636485815,1.116855903,1706584512.058220625,27373,1706584511.836883545,325,1706584511.836883545,2623,1706584511.836883545
77,1706584512.035959482,0.769938648,-0.070448123,0.002275020,0.003535233,0.006633355,-0.049286731,0.998756386,2046,1706584511.836883545,513,1706584510.335922718,0,1706584511.836883545,0.568436618,1706584512.338295221,27240,1706584512.035959482,315,1706584512.035959482,2553,1706584512.035959482
78,1706584512.236346722,1.047798634,-0.108109348,-0.004697322,0.004833480,0.006598792,-0.060484211,0.998135639,2000,1706584512.035959482,513,1706584510.335922718,1,1706584512.035959482,0.461914739,1706584512.438163280,27441,1706584512.236346722,310,1706584512.236346722,2657,1706584512.236346722
79,1706584512.435414076,1.173541784,-0.139827698,-0.005053337,0.011299640,-0.000831928,-0.067466772,0.997657186,2060,1706584512.236346722,513,1706584510.335922718,0,1706584512.236346722,0.225144318,1706584512.638855457,27291,1706584512.435414076,317,1706584512.435414076,2574,1706584512.435414076
80,1706584512.635820627,1.270409584,-0.150200754,0.017881783,0.000257554,-0.000220538,-0.071379304,0.997449187,2013,1706584512.435414076,513,1706584510.335922718,0,1706584512.435414076,0.092078089,1706584513.038818836,27262,1706584512.635820627,303,1706584512.635820627,2572,1706584512.635820627
81,1706584512.836200953,1.269230247,-0.150939614,0.021546133,0.001668504,-0.001683102,-0.071259569,0.997454990,2000,1706584512.635820627,513,1706584510.335922718,0,1706584512.635820627,0.138376616,1706584513.138892889,27248,1706584512.836200953,302,1706584512.836200953,2562,1706584512.836200953
82,1706584513.036590338,1.231940508,-0.137158513,0.025559509,-0.001523883,-0.003437004,-0.070608265,0.997497036,1996,1706584512.836200953,513,1706584510.335922718,0,1706584512.836200953,0.163430388,1706584513.239156246,27369,1706584513.036590338,304,1706584513.036590338,2620,1706584513.036590338
83,1706584513.235668421,1.215976834,-0.135731280,0.025403358,-0.001305739,-0.003522398,-0.070320812,0.997517354,2049,1706584513.036590338,783,1706584513.136125565,0,1706584513.036590338,0.196283829,1706584513.438220978,27269,1706584513.235668421,293,1706584513.235668421,2562,1706584513.235668421
84,1706584513.436062336,1.220907450,-0.137208074,0.023571778,-0.000218384,-0.003630756,-0.070190078,0.997527004,1980,1706584513.235668421,783,1706584513.136125565,0,1706584513.235668421,0.179218609,1706584513.648536444,27259,1706584513.436062336,294,1706584513.436062336,2566,1706584513.436062336
85,1706584513.636455536,1.221649766,-0.138301507,0.020963848,-0.000687838,-0.003605067,-0.070318866,0.997517813,1989,1706584513.436062336,783,1706584513.136125565,0,1706584513.436062336,0.172812236,1706584513.848399162,27266,1706584513.636455536,303,1706584513.636455536,2563,1706584513.636455536
86,1706584513.836889029,1.213042259,-0.136558875,0.023687642,-0.000538430,-0.003596775,-0.070311202,0.997518475,1995,1706584513.636455536,783,1706584513.136125565,0,1706584513.636455536,0.167903884,1706584514.038361311,27416,1706584513.836889029,299,1706584513.836889029,2619,1706584513.836889029
87,1706584514.035961628,1.199943185,-0.131342188,0.026402887,-0.000983542,-0.003586533,-0.070314165,0.997517964,2053,1706584513.836889029,783,1706584513.136125565,0,1706584513.836889029,0.159003290,1706584514.238222122,27225,1706584514.035961628,295,1706584514.035961628,2552,1706584514.035961628
88,1706584514.236301661,1.216397882,-0.136183918,0.019428346,-0.000000467,-0.003587427,-0.070367176,0.997514707,1979,1706584514.035961628,783,1706584513.136125565,0,1706584514.035961628,0.150122304,1706584514.439074278,27252,1706584514.236301661,300,1706584514.236301661,2530,1706584514.236301661
89,1706584514.436742783,1.205371976,-0.133177981,0.025561268,-0.000888673,-0.003599654,-0.070343456,0.997515940,1970,1706584514.236301661,783,1706584513.136125565,0,1706584514.236301661,0.149296173,1706584514.638970137,27370,1706584514.436742783,315,1706584514.436742783,2599,1706584514.436742783
90,1706584514.736620426,1.208616614,-0.135592937,0.025022482,-0.001314250,-0.003666505,-0.070248971,0.997521885,2041,1706584514.436742783,783,1706584513.136125565,0,1706584514.436742783,0.184282290,1706584515.238389969,27370,1706584514.736620426,317,1706584514.736620426,2614,1706584514.736620426
91,1706584515.036561489,1.211031914,-0.136191577,0.026731867,-0.000776835,-0.003561476,-0.070260608,0.997522009,2037,1706584514.736620426,783,1706584513.136125565,0,1706584514.736620426,0.162556067,1706584515.339206934,27362,1706584515.036561489,331,1706584515.036561489,2632,1706584515.036561489
92,1706584515.235624790,1.208422780,-0.134592459,0.025495240,-0.001796310,-0.003591085,-0.070320479,0.997516370,2049,1706584515.036561489,783,1706584513.136125565,0,1706584515.036561489,0.140386341,1706584515.438831091,27244,1706584515.235624790,334,1706584515.235624790,2578,1706584515.235624790
93,1706584515.436017036,1.230047584,-0.142275378,0.026736945,-0.001033117,-0.003390142,-0.070261171,0.997522334,2010,1706584515.235624790,783,1706584513.136125565,0,1706584515.235624790,0.138923183,1706584515.668735504,27280,1706584515.436017036,330,1706584515.436017036,2601,1706584515.436017036
94,1706584515.636407137,1.214561224,-0.138081327,0.024344545,-0.000919887,-0.003425327,-0.070238629,0.997523912,2033,1706584515.436017036,783,1706584513.136125565,0,1706584515.436017036,0.139667361,1706584515.848909616,27237,1706584515.636407137,323,1706584515.636407137,2622,1706584515.636407137
95,1706584515.836793184,1.220055342,-0.138391346,0.025242534,-0.000543891,-0.003566553,-0.070280393,0.997520752,2035,1706584515.636407137,783,1706584515.636407137,0,1706584515.636407137,0.140318098,1706584516.038714409,27367,1706584515.836793184,341,1706584515.836793184,2638,1706584515.836793184
96,1706584516.035877466,1.216435909,-0.138124645,0.022584610,-0.000947729,-0.003442800,-0.070312566,0.997518617,2082,1706584515.836793184,783,1706584515.636407137,0,1706584515.836793184,0.150180540,1706584516.339281321,27281,1706584516.035877466,320,1706584516.035877466,2561,1706584516.035877466
97,1706584516.335802078,1.218388915,-0.136601090,0.026997337,-0.000684254,-0.003571092,-0.070291930,0.997519836,2002,1706584516.035877466,783,1706584515.636407137,0,1706584516.035877466,0.149486393,1706584516.538554668,27412,1706584516.136725187,319,1706584516.335802078,2578,1706584516.335802078
98,1706584516.536189556,1.218626976,-0.137063786,0.025074275,-0.000822495,-0.003502152,-0.070295066,0.997519755,2017,1706584516.335802078,783,1706584515.636407137,0,1706584516.335802078,0.139569605,1706584516.749356747,27232,1706584516.536189556,325,1706584516.536189556,2584,1706584516.536189556
