frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,localizability_reference_ready,localizability_f0_reference,localizability_lambda0_reference,localizability_f0_ratio,localizability_lambda0_ratio,directional_degenerate,sparse_degenerate,match_quality_degenerate,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_localizability_f0_ratio_mean,window_localizability_lambda0_ratio_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected,normal_quality_filter
11,1706585246.583044052,1706585246.680030346,33,32,0.013349083,0.022606962,1,0,0,0,0,-0.158464057,0.048444312,0.002840789,-0.001750213,0.000746661,0.000123066,0.999998182,1057,820,0.775780511,0.029620248,0.011402884,0.008038503,0.021127778,113.852181804,798,0.956386322,15.450550434,292.682477174,455.063257219,0.020244530,0.019361592,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004626,0.000007447,0.000045815,0.961729756,-0.273944721,-0.005492340,0.000000018,0.000000049,0.000001104,0.978635323,-0.205503563,0.006417968,0.909090909,0.015852584,0.053804372,0.398333524,0.003696808,127.500321898,0,0.020859203,0.019916692,1.000000000,1.000000000,263,248,15,0.248817408,75,0,0,0,0,719,75,1700,2256,2415,492,6447,1
12,1706585246.682888031,1706585246.782706022,34,33,0.013931112,0.032328718,1,0,1,1,0,-0.216669365,0.063060623,0.002492181,-0.002782984,0.000418766,0.000015097,0.999996040,1053,825,0.783475783,0.021867294,0.010750520,0.007128368,0.019367506,119.688075155,752,0.949563802,13.162783795,276.251415156,424.657780192,0.018433413,0.017503702,0,0.000000000,0.000000000,1.000000000,1.000000000,1,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004555,0.000007491,0.000045148,0.961448157,-0.274910011,-0.006475138,0.000000016,0.000000048,0.000001085,0.978827110,-0.204671551,0.002654194,0.916666667,0.016145494,0.076025889,0.458346989,0.003912464,126.849301336,1,0.020657054,0.019715610,1.000000000,1.000000000,99,96,3,0.094017094,48,90,6,3,0,810,144,1724,2355,2553,498,7257,1
13,1706585246.782718182,1706585246.882533073,35,34,0.011240283,0.019452217,1,0,1,1,0,-0.257085588,0.076221038,0.014126839,-0.003019753,0.001344997,-0.000162763,0.999994523,1038,819,0.789017341,0.024416931,0.011262657,0.007822147,0.013893664,139.574389837,750,0.956726888,14.394935440,278.951551018,424.198679471,0.020061365,0.019193247,0,0.000000000,0.000000000,1.000000000,1.000000000,1,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004723,0.000007121,0.000051076,0.963509578,-0.266032788,-0.029594743,0.000000019,0.000000041,0.000001125,0.977171185,-0.212302290,0.008013303,0.923076923,0.015972276,0.077194186,0.502415492,0.004273976,127.828154298,2,0.020611232,0.019675428,1.000000000,1.000000000,101,101,0,0.097302505,48,95,14,6,0,780,157,1760,2456,2696,512,8037,1
14,1706585246.882544994,1706585246.982389927,36,35,0.011522755,0.017485703,1,0,1,1,0,-0.252760963,0.071507958,0.015562921,0.000401183,0.000767953,0.000190049,0.999999607,1028,809,0.786964981,0.024797738,0.012879223,0.009025389,0.017678789,120.568820638,760,0.948427944,11.692681078,278.135359233,430.977197406,0.016221693,0.015385107,0,0.000000000,0.000000000,1.000000000,1.000000000,1,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004610,0.000007506,0.000050034,0.963399506,-0.266250333,-0.031179347,0.000000019,0.000000049,0.000001204,0.979086599,-0.202690453,0.017493171,0.928571429,0.016094170,0.076727895,0.508971240,0.004988341,127.309630465,3,0.020297693,0.019368977,1.000000000,1.000000000,91,87,4,0.088521401,39,88,0,4,0,810,127,1785,2547,2823,512,8847,1
15,1706585246.982402563,1706585247.082247019,37,36,0.009860976,0.018073254,1,0,1,1,0,-0.302873249,0.079632098,0.009671196,-0.003193097,0.000722262,0.000342839,0.999994582,1028,805,0.783073930,0.026092728,0.011976110,0.008536208,0.017215583,130.126883808,746,0.954952690,12.751813567,274.845318712,424.797574467,0.017899927,0.017093584,0,0.000000000,0.000000000,1.000000000,1.000000000,1,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004424,0.000007415,0.000049515,0.962567199,-0.269592993,-0.028000091,0.000000016,0.000000039,0.000001284,0.974814088,-0.222673174,0.012415794,0.933333333,0.016168931,0.074270250,0.560078532,0.005288688,127.497447355,4,0.020137842,0.019217284,1.000000000,1.000000000,91,91,0,0.088521401,36,91,0,4,0,810,127,1817,2638,2950,512,9657,1
16,1706585247.083056927,1706585247.182888746,38,37,0.011902782,0.018399541,1,0,1,1,0,-0.327634831,0.085284559,0.007341887,-0.001012429,0.000749965,0.000343976,0.999999147,1046,819,0.782982792,0.025508990,0.013389715,0.008827411,0.017271630,122.752408957,766,0.946776073,12.592897447,272.496549045,440.141025645,0.017363994,0.016439814,0,0.000000000,0.000000000,1.000000000,1.000000000,1,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004558,0.000007255,0.000048335,0.962602671,-0.269838783,-0.024148056,0.000000019,0.000000043,0.000001178,0.977226875,-0.212011881,0.008865504,0.937500000,0.016237850,0.072559540,0.585583669,0.005294060,127.200882455,5,0.019964477,0.019043692,1.000000000,1.000000000,99,99,0,0.094646272,43,100,0,3,0,804,143,1848,2737,3093,512,10461,1
17,1706585247.182901621,1706585247.282733679,39,38,0.013368181,0.020161615,1,0,0,0,0,-0.362006796,0.100085130,0.008025535,-0.001995061,0.000831631,0.000118978,0.999997657,1059,841,0.794145420,0.025345944,0.012906418,0.008920793,0.021059714,126.596769364,785,0.949018339,14.461687456,282.793853541,447.723855436,0.019412198,0.018422532,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004077,0.000006731,0.000043280,0.959523414,-0.279120034,-0.037507652,0.000000013,0.000000033,0.000001218,0.975045980,-0.221412486,0.016181708,0.882352941,0.016521489,0.071145919,0.623013018,0.005745856,127.165346391,0,0.019931990,0.019007153,1.000000000,1.000000000,200,191,9,0.188857413,46,0,0,0,0,813,46,1939,2937,3139,512,11274,1
18,1706585247.282745361,1706585247.382575989,40,39,0.012940212,0.019787035,1,0,1,1,0,-0.367130003,0.104387477,0.008103314,-0.000610337,0.000587035,0.000296320,0.999999598,1071,841,0.785247432,0.025991952,0.013094348,0.008789390,0.016599468,144.428914873,799,0.952688660,15.047831637,291.796211744,454.354196339,0.019768611,0.018833331,0,0.000000000,0.000000000,1.000000000,1.000000000,1,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003775,0.000006553,0.000044988,0.964744733,-0.261328899,-0.031221893,0.000000012,0.000000034,0.000001121,0.974294312,-0.225233305,0.004533520,0.888888889,0.016525821,0.069243117,0.629703571,0.006103143,128.124433529,1,0.019922913,0.018997496,1.000000000,1.000000000,116,114,2,0.108309991,42,104,3,0,0,806,149,1963,3053,3285,515,12080,1
19,1706585247.382586956,1706585247.481843233,41,40,0.011221896,0.016275559,1,0,1,1,0,-0.405557675,0.115491421,-0.000157183,0.000057375,0.000154475,0.000310992,0.999999938,1050,816,0.777142857,0.027359200,0.013230257,0.008358711,0.018431365,128.410104174,799,0.946432974,13.251570108,292.012674232,450.935702261,0.017523897,0.016585194,0,0.000000000,0.000000000,1.000000000,1.000000000,1,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004046,0.000006751,0.000044828,0.966511448,-0.254526199,-0.032741943,0.000000015,0.000000035,0.000001201,0.975651634,-0.218801219,0.015162977,0.894736842,0.016626113,0.067858148,0.670547412,0.006133220,128.139468826,2,0.019796649,0.018870533,1.000000000,1.000000000,87,87,0,0.082857143,41,92,0,0,0,830,133,1985,3140,3418,515,12910,1
20,1706585247.482417107,1706585247.582247257,42,41,0.014416898,0.022148833,1,0,1,1,0,-0.420660141,0.119946284,-0.000741745,-0.000199710,0.000207708,0.000293153,0.999999916,1051,831,0.790675547,0.026893588,0.013848339,0.009234122,0.017782761,131.104422645,811,0.951395374,14.716931521,290.282576136,466.582140782,0.019073719,0.018146648,0,0.000000000,0.000000000,1.000000000,1.000000000,1,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004129,0.000006700,0.000044329,0.964979234,-0.261376819,-0.022298818,0.000000014,0.000000037,0.000001117,0.976888041,-0.213355116,0.013013482,0.900000000,0.016683945,0.066225126,0.686304061,0.006168997,128.287716517,3,0.019760503,0.018834339,1.000000000,1.000000000,100,96,4,0.095147479,57,79,0,1,0,815,136,2004,3240,3554,515,13725,1
21,1706585247.583058119,1706585247.682900190,43,42,0.012389145,0.021190528,1,0,0,0,1,-0.456633282,0.124303339,-0.008018252,-0.000234800,-0.000125834,0.000349173,0.999999904,1079,861,0.797961075,0.028712083,0.014554945,0.009490541,0.019477337,132.997664628,836,0.952167125,16.561669123,300.311843151,479.138204199,0.020805811,0.019810609,1,0.019590404,0.018627932,1.062040908,1.063489470,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003860,0.000006708,0.000042038,0.964050127,-0.262108893,-0.043660977,0.000000012,0.000000034,0.000001099,0.975227442,-0.220419800,0.018615805,0.857142857,0.016816964,0.067043870,0.723263476,0.006281179,128.511999760,0,0.019810279,0.018880828,1.062040908,1.063489470,259,247,12,0.240037071,44,0,0,0,0,776,44,2093,3499,3598,515,14501,1
22,1706585247.682912350,1706585247.782312155,44,43,0.012702815,0.017248346,1,0,0,0,1,-0.454164527,0.131666295,0.003291175,-0.000849734,0.000623179,-0.000151371,0.999999433,1040,836,0.803846154,0.026255981,0.013168027,0.008697968,0.021068906,117.936485466,800,0.953547882,10.552595753,295.525335899,456.760374136,0.013833332,0.013190745,1,0.019768611,0.018833331,0.699762493,0.700393602,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004178,0.000006769,0.000039811,0.963376397,-0.267849166,-0.012757010,0.000000016,0.000000041,0.000001082,0.978537174,-0.205841185,0.009716263,0.818181818,0.017010234,0.065553485,0.736982478,0.007283385,128.031294565,0,0.019538600,0.018622188,0.880901700,0.881941536,190,183,7,0.182692308,52,0,0,0,0,798,52,2158,3689,3650,515,15299,1
23,1706585247.782747984,1706585247.881081343,45,44,0.012161463,0.021051386,1,0,0,0,1,-0.474164814,0.138171580,0.010050649,0.000245000,0.000680217,0.000010457,0.999999739,1058,825,0.779773157,0.026891145,0.013344320,0.009494952,0.018153556,125.138159781,858,0.947070431,14.489711726,310.017305501,488.079412672,0.017831595,0.016887776,1,0.019590404,0.018627932,0.910220855,0.906583530,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004451,0.000006543,0.000041186,0.963473120,-0.267543948,-0.011823007,0.000000017,0.000000031,0.000001156,0.975441068,-0.219884179,0.012871304,0.772727273,0.017182834,0.062288110,0.680641208,0.007299735,128.256223086,0,0.019352084,0.018444032,0.890674752,0.890155534,189,182,7,0.178638941,53,0,0,0,0,816,53,2200,3878,3703,515,16115,1
24,1706585247.882591963,1706585247.979888678,46,45,0.011409096,0.021107218,1,0,0,0,1,-0.512590105,0.148103529,0.014317292,-0.002941294,0.000982178,0.000209246,0.999995170,1043,821,0.787152445,0.022817938,0.012481389,0.008579001,0.015232919,134.047987033,848,0.948587638,13.241027374,312.631140759,478.530148984,0.016460703,0.015614419,1,0.019412198,0.018422532,0.847956670,0.847571835,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004537,0.000006667,0.000044996,0.963100322,-0.269105217,0.004488986,0.000000018,0.000000037,0.000001184,0.978591042,-0.205705813,0.006685157,0.727272727,0.017153058,0.068022218,0.690755507,0.007605759,129.203023985,0,0.019274701,0.018366008,0.879995231,0.879509609,203,197,6,0.194630872,39,0,0,0,0,801,39,2253,4081,3742,515,16916,1
25,1706585247.982422352,1706585248.082259417,47,46,0.015031971,0.023615228,1,0,0,0,1,-0.485948076,0.140876612,0.017503437,-0.000839882,0.001120058,0.000043427,0.999999019,1028,827,0.804474708,0.025006655,0.011683496,0.007929558,0.023997130,113.681229961,831,0.950166335,14.735282019,300.197549425,474.655392857,0.018661983,0.017731988,1,0.019254890,0.018344970,0.969207470,0.966585826,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004121,0.000006409,0.000039058,0.962273543,-0.271927598,-0.009220081,0.000000014,0.000000028,0.000001105,0.974881623,-0.222468820,0.010651123,0.681818182,0.017510681,0.067222040,0.659049466,0.007403944,128.977364811,0,0.019093661,0.018192423,0.897837679,0.896924853,156,155,1,0.151750973,37,0,0,0,0,835,37,2286,4237,3779,515,17751,1
26,1706585248.083070040,1706585248.182895422,48,47,0.013802489,0.020565885,1,0,0,0,1,-0.459829610,0.134313377,0.019426182,-0.000796559,0.001045391,0.000192251,0.999999118,1029,816,0.793002915,0.023980404,0.012864451,0.008644221,0.025102237,110.008158804,808,0.946488239,14.053406706,294.861374288,455.847716471,0.018376171,0.017392830,1,0.019097582,0.018267408,0.962225045,0.952123578,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004092,0.000006769,0.000035494,0.960334696,-0.275961576,-0.040030984,0.000000015,0.000000034,0.000001202,0.975457405,-0.219811715,0.012870962,0.619047619,0.017876764,0.068285920,0.647490949,0.006413944,129.195938030,0,0.018999075,0.018088774,0.908568907,0.906124640,132,128,4,0.128279883,37,0,0,0,0,860,37,2318,4369,3816,515,18611,1
27,1706585248.182907343,1706585248.282731533,49,48,0.013255039,0.019278758,1,0,0,0,1,-0.458118593,0.132199790,0.025114287,-0.000578919,0.001329655,0.000162549,0.999998935,1040,822,0.790384615,0.024596768,0.013947182,0.008859646,0.015283151,150.319015340,820,0.947173386,15.382513796,296.160326592,465.139335923,0.019805416,0.018759163,1,0.019085650,0.018207028,1.037712414,1.030325381,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003918,0.000006740,0.000040381,0.962407933,-0.268079514,-0.043638801,0.000000013,0.000000033,0.000001196,0.975355974,-0.220416839,0.009856000,0.590909091,0.017758873,0.067717439,0.653795660,0.006473223,130.156077908,0,0.019035727,0.018119247,0.927017979,0.923867603,136,135,1,0.130769231,32,0,0,0,0,872,32,2354,4505,3848,515,19483,1
28,1706585248.282743216,1706585248.382568836,50,49,0.010086937,0.015501624,1,0,0,0,1,-0.439457249,0.129251130,0.025030396,-0.001102374,0.001507460,-0.000003532,0.999998256,1037,831,0.801350048,0.024059584,0.013548010,0.009343660,0.024592916,120.601628782,818,0.948072078,14.308216879,300.418799867,460.795943020,0.018449766,0.017491708,1,0.019097582,0.018267408,0.966078638,0.957536366,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003794,0.000006625,0.000036538,0.962528152,-0.270340095,-0.021349241,0.000000012,0.000000032,0.000001125,0.975194349,-0.221187900,0.008479076,0.545454545,0.018461065,0.067756476,0.635152157,0.006572469,127.974005332,0,0.019006281,0.018083987,0.931900562,0.928076199,132,131,1,0.127290260,36,0,0,0,0,869,36,2383,4637,3884,515,20352,1
