frame,stamp,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,cloud_points,cloud_stamp,map_points,map_stamp,incremental_degenerate,incremental_stamp,imu_speed,imu_stamp,deskew_points,deskew_stamp,corner_points,corner_stamp,surface_points,surface_stamp
11,1517157221.407778978,0.436886877,-0.164717406,0.020684343,0.003284407,-0.027330670,-0.166788771,0.985608316,2728,1517157221.206058979,0,0.000000000,0,1517157221.206058979,0.138092404,1517157221.629087925,27135,1517157221.306919098,276,1517157221.407778978,3128,1517157221.407778978
12,1517157221.609498978,0.464812100,-0.170664862,0.015696503,0.007736499,-0.039384601,-0.159986966,0.986302778,2714,1517157221.407778978,0,0.000000000,0,1517157221.407778978,0.130408581,1517157221.929088116,27195,1517157221.609498978,288,1517157221.609498978,3114,1517157221.609498978
13,1517157221.912080050,0.489162654,-0.178390265,0.013858176,0.006212517,-0.025147077,-0.156747685,0.987298938,2682,1517157221.609498978,0,0.000000000,0,1517157221.609498978,0.136810488,1517157222.124032021,26977,1517157221.912080050,276,1517157221.912080050,3155,1517157221.912080050
14,1517157222.113745928,0.476444334,-0.169968098,-0.014441689,0.010484671,-0.030507280,-0.157572419,0.986980400,2725,1517157221.912080050,0,0.000000000,0,1517157221.912080050,0.056184127,1517157222.329040051,27007,1517157222.113745928,279,1517157222.113745928,3155,1517157222.113745928
15,1517157222.315465927,0.477869928,-0.170561373,-0.016656268,0.011252205,-0.031588151,-0.157583802,0.986936129,2727,1517157222.113745928,0,0.000000000,0,1517157222.113745928,0.049219738,1517157222.529040098,27035,1517157222.315465927,279,1517157222.315465927,3156,1517157222.315465927
16,1517157222.517185926,0.479083776,-0.170546487,-0.018142343,0.010733202,-0.031171245,-0.157599902,0.986952594,2733,1517157222.315465927,0,0.000000000,0,1517157222.315465927,0.048545485,1517157222.734031916,26992,1517157222.517185926,276,1517157222.517185926,3160,1517157222.517185926
17,1517157222.718905926,0.477418721,-0.169625118,-0.017801451,0.011200529,-0.031015649,-0.157604313,0.986951599,2731,1517157222.517185926,458,1517157222.618046045,0,1517157222.517185926,0.035595958,1517157222.934031963,27011,1517157222.718905926,275,1517157222.718905926,3132,1517157222.718905926
18,1517157222.920625925,0.480598450,-0.170775354,-0.017128199,0.010678487,-0.030803989,-0.157504864,0.986979889,2706,1517157222.718905926,458,1517157222.618046045,0,1517157222.718905926,0.031936434,1517157223.128976107,26987,1517157222.920625925,273,1517157222.920625925,3158,1517157222.920625925
19,1517157223.122276068,0.480266452,-0.170376405,-0.017617350,0.010355823,-0.031089221,-0.157727787,0.986938784,2727,1517157222.920625925,458,1517157222.618046045,0,1517157222.920625925,0.028932030,1517157223.338975906,27042,1517157223.122276068,286,1517157223.122276068,3136,1517157223.122276068
20,1517157223.323996067,0.482311785,-0.171144202,-0.018390615,0.010308881,-0.031049220,-0.157232096,0.987019625,2724,1517157223.122276068,458,1517157222.618046045,0,1517157223.122276068,0.027631741,1517157223.533967972,26978,1517157223.323996067,284,1517157223.323996067,3139,1517157223.323996067
21,1517157223.525716066,0.479220450,-0.170332089,-0.019191619,0.010032308,-0.031420814,-0.157644609,0.986944914,2725,1517157223.323996067,458,1517157222.618046045,0,1517157223.323996067,0.027478456,1517157223.738976002,26968,1517157223.525716066,273,1517157223.525716066,3155,1517157223.525716066
22,1517157223.727436066,0.482619375,-0.170099288,-0.022301255,0.010448918,-0.031268347,-0.157296479,0.987000977,2726,1517157223.525716066,458,1517157222.618046045,0,1517157223.525716066,0.113346425,1517157224.038912058,26956,1517157223.626575947,281,1517157223.727436066,3159,1517157223.727436066
23,1517157224.029957056,0.499195814,-0.173058107,-0.011759518,0.007756444,-0.033574736,-0.156579635,0.987064027,2736,1517157223.727436066,458,1517157222.618046045,0,1517157223.727436066,0.247933135,1517157224.243904114,27019,1517157224.029957056,284,1517157224.029957056,3148,1517157224.029957056
24,1517157224.231677055,0.534968257,-0.187228367,0.000550210,0.006037003,-0.034670760,-0.155102803,0.987271297,2710,1517157224.029957056,458,1517157222.618046045,0,1517157224.029957056,0.447629481,1517157224.443903923,26820,1517157224.231677055,284,1517157224.231677055,3163,1517157224.231677055
25,1517157224.433397055,0.609244525,-0.208165795,0.007776336,0.004307041,-0.035647413,-0.153617509,0.987477783,2723,1517157224.231677055,458,1517157222.618046045,0,1517157224.231677055,0.631308791,1517157224.643903971,25954,1517157224.433397055,291,1517157224.433397055,3075,1517157224.433397055
26,1517157224.635117054,0.730679810,-0.239604130,0.014730598,0.001122193,-0.038060157,-0.152202059,0.987615663,2660,1517157224.433397055,458,1517157222.618046045,0,1517157224.433397055,0.898735584,1517157224.903903961,24929,1517157224.635117054,306,1517157224.635117054,3104,1517157224.635117054
27,1517157224.836837053,0.879611254,-0.279803902,0.021409210,-0.000145109,-0.039785086,-0.148406356,0.988125842,2696,1517157224.635117054,458,1517157222.618046045,0,1517157224.635117054,1.115785929,1517157225.128848076,24360,1517157224.836837053,318,1517157224.836837053,3084,1517157224.836837053
28,1517157225.038494110,1.069706559,-0.323175222,0.017806819,0.005599582,-0.043542746,-0.134136954,0.989989874,2681,1517157224.836837053,458,1517157222.618046045,0,1517157224.836837053,1.253157183,1517157225.248847961,25441,1517157225.038494110,319,1517157225.038494110,3083,1517157225.038494110
29,1517157225.240214109,1.302402616,-0.362686276,0.007370777,0.002894610,-0.048123975,-0.120545933,0.991536375,2656,1517157225.038494110,458,1517157222.618046045,0,1517157225.038494110,1.510115804,1517157225.508847952,26566,1517157225.240214109,326,1517157225.240214109,3065,1517157225.240214109
30,1517157225.441934109,1.572651386,-0.407555073,0.044142399,0.007344029,-0.044324878,-0.082147626,0.995606919,2651,1517157225.240214109,458,1517157222.618046045,0,1517157225.240214109,1.634029952,1517157225.658848047,27701,1517157225.441934109,303,1517157225.441934109,3058,1517157225.441934109
31,1517157225.643654108,1.879037023,-0.404560834,0.045283400,0.007182596,-0.037174268,-0.017383394,0.999131774,2592,1517157225.441934109,458,1517157222.618046045,0,1517157225.441934109,1.794403363,1517157225.858848095,27846,1517157225.643654108,312,1517157225.643654108,3021,1517157225.643654108
32,1517157225.845374107,2.228013039,-0.395332932,0.075670965,-0.010375587,-0.038290664,0.004300045,0.999203524,2532,1517157225.643654108,458,1517157222.618046045,0,1517157225.643654108,1.932924951,1517157226.068783998,28181,1517157225.845374107,327,1517157225.845374107,2957,1517157225.845374107
33,1517157226.047034025,2.584616423,-0.382612914,0.068585373,-0.009381612,-0.039703135,0.009539449,0.999121937,2491,1517157225.845374107,458,1517157222.618046045,0,1517157225.845374107,2.010087638,1517157226.263776064,28017,1517157226.047034025,320,1517157226.047034025,2994,1517157226.047034025
34,1517157226.248754025,2.960343599,-0.359613478,0.076615736,-0.005373502,-0.042659601,0.013235347,0.998987542,2492,1517157226.047034025,458,1517157222.618046045,0,1517157226.047034025,2.101816492,1517157226.463776112,27968,1517157226.248754025,296,1517157226.248754025,2872,1517157226.248754025
35,1517157226.450474977,3.363513470,-0.326789439,0.070227511,0.008988816,-0.027452892,0.051919470,0.998233394,2389,1517157226.248754025,458,1517157222.618046045,0,1517157226.248754025,1.982750824,1517157226.668783903,27739,1517157226.450474977,274,1517157226.450474977,2955,1517157226.450474977
36,1517157226.652194977,3.732808113,-0.203518093,0.055651948,0.010594853,-0.021824082,0.143478996,0.989355970,2478,1517157226.450474977,458,1517157222.618046045,0,1517157226.450474977,1.972089962,1517157226.873775959,27867,1517157226.652194977,262,1517157226.652194977,3051,1517157226.652194977
37,1517157226.853914976,4.107619286,-0.089350864,0.068105429,-0.018704719,-0.034186349,0.104697655,0.993740322,2520,1517157226.652194977,458,1517157222.618046045,0,1517157226.652194977,2.026012576,1517157227.073712111,28157,1517157226.853914976,210,1517157226.853914976,2896,1517157226.853914976
38,1517157227.055572987,4.491287231,-0.025341596,0.074359179,-0.015515167,-0.031744536,0.084501076,0.995796732,2309,1517157226.853914976,458,1517157222.618046045,0,1517157226.853914976,2.006962233,1517157227.273711920,27953,1517157227.055572987,219,1517157227.055572987,2892,1517157227.055572987
39,1517157227.257292986,4.881639957,0.052978709,0.083641261,-0.012190824,-0.030933343,0.091472703,0.995252358,2327,1517157227.055572987,458,1517157222.618046045,0,1517157227.055572987,1.976744519,1517157227.578720093,28202,1517157227.257292986,218,1517157227.257292986,2970,1517157227.257292986
40,1517157227.459012985,5.245977402,0.147275403,0.066011012,-0.002551497,-0.026014908,0.117343151,0.992747349,2412,1517157227.257292986,458,1517157222.618046045,0,1517157227.257292986,1.921425677,1517157227.673712015,28167,1517157227.459012985,199,1517157227.459012985,3109,1517157227.459012985
41,1517157227.660732985,5.609523296,0.265858233,0.072410643,-0.016149064,-0.028503778,0.123865486,0.991758077,2516,1517157227.459012985,461,1517157227.559873104,0,1517157227.459012985,1.836196873,1517157227.878720045,28028,1517157227.559873104,215,1517157227.660732985,3007,1517157227.660732985
42,1517157227.862452984,5.994060040,0.314314902,0.063099466,-0.032130998,-0.026114228,0.038908143,0.998384596,2461,1517157227.660732985,461,1517157227.559873104,0,1517157227.660732985,1.699651592,1517157228.078655958,28092,1517157227.862452984,217,1517157227.862452984,3107,1517157227.862452984
43,1517157228.064111948,6.385818481,0.270969272,0.073439874,-0.038369963,-0.021141210,-0.047562855,0.997907095,2558,1517157227.862452984,461,1517157227.559873104,0,1517157227.862452984,1.608864575,1517157228.288655996,27983,1517157228.064111948,187,1517157228.064111948,3082,1517157228.064111948
44,1517157228.265831947,6.735474110,0.203644499,0.084363431,-0.026742618,-0.021779121,-0.097836402,0.994604716,2508,1517157228.064111948,461,1517157227.559873104,0,1517157228.064111948,1.595295512,1517157228.483648062,27116,1517157228.265831947,161,1517157228.265831947,3229,1517157228.265831947
45,1517157228.467551947,7.060266018,0.140235811,0.095647648,-0.018766060,-0.029374833,-0.095716345,0.994798138,2568,1517157228.265831947,461,1517157227.559873104,0,1517157228.265831947,1.633802067,1517157228.683648109,25138,1517157228.467551947,201,1517157228.467551947,3290,1517157228.467551947
46,1517157228.669272900,7.406371593,0.095806420,0.098181926,-0.006953920,-0.033587699,-0.075657137,0.996543781,2680,1517157228.467551947,461,1517157227.559873104,0,1517157228.467551947,1.716929924,1517157228.893647909,25410,1517157228.669272900,175,1517157228.669272900,3287,1517157228.669272900
47,1517157228.870992899,7.700841904,0.096242458,0.100464560,0.006969984,-0.026375260,0.001050206,0.999627262,2745,1517157228.669272900,461,1517157227.559873104,0,1517157228.669272900,1.702495319,1517157229.108592033,24789,1517157228.870992899,200,1517157228.870992899,3229,1517157228.870992899
48,1517157229.072650909,7.996473312,0.161626652,0.108909450,-0.003376589,-0.028558135,0.070897313,0.997069006,2742,1517157228.870992899,461,1517157227.559873104,0,1517157228.870992899,1.733441725,1517157229.303584099,26420,1517157229.072650909,196,1517157229.072650909,3080,1517157229.072650909
49,1517157229.274370909,8.387416840,0.214364335,0.122586079,-0.013221559,-0.039407828,0.047501322,0.998005931,2559,1517157229.072650909,461,1517157227.559873104,0,1517157229.072650909,1.805628423,1517157229.498591900,28018,1517157229.274370909,153,1517157229.274370909,2955,1517157229.274370909
50,1517157229.476090908,8.727147102,0.261536598,0.121967316,-0.010509558,-0.039036803,0.043764057,0.998223614,2372,1517157229.274370909,461,1517157227.559873104,0,1517157229.274370909,1.838067771,1517157229.693583965,27998,1517157229.476090908,147,1517157229.476090908,2970,1517157229.476090908
51,1517157229.677810907,9.096026421,0.307160765,0.128812611,-0.005650071,-0.036555268,0.046092088,0.998252127,2323,1517157229.476090908,461,1517157227.559873104,0,1517157229.476090908,1.834896003,1517157229.903584003,28164,1517157229.677810907,122,1517157229.677810907,2945,1517157229.677810907
52,1517157229.879530907,9.481043816,0.345477521,0.138297111,-0.008649508,-0.035749030,0.048454982,0.998147939,2291,1517157229.677810907,461,1517157227.559873104,0,1517157229.677810907,1.838218578,1517157230.098543882,28218,1517157229.879530907,100,1517157229.879530907,2896,1517157229.879530907
53,1517157230.081188917,9.854954720,0.392500579,0.148235500,-0.007744745,-0.035812009,0.049296578,0.998111901,2232,1517157229.879530907,461,1517157227.559873104,0,1517157229.879530907,1.875879839,1517157230.298543930,28233,1517157230.081188917,87,1517157230.081188917,2871,1517157230.081188917
54,1517157230.282908916,10.217188835,0.440790415,0.137717769,-0.005820241,-0.038076051,0.050482044,0.997981915,2185,1517157230.081188917,461,1517157227.559873104,0,1517157230.081188917,1.847699737,1517157230.503535986,28310,1517157230.282908916,80,1517157230.282908916,2895,1517157230.282908916
55,1517157230.484628916,10.587726593,0.467892349,0.143884242,-0.012937373,-0.031052597,0.025810709,0.999100680,2175,1517157230.282908916,461,1517157227.559873104,0,1517157230.282908916,1.823808108,1517157230.703536034,28284,1517157230.484628916,67,1517157230.484628916,2866,1517157230.484628916
56,1517157230.686348915,10.949803352,0.465933889,0.147982985,-0.014965953,-0.033365020,-0.004291850,0.999321958,2152,1517157230.484628916,461,1517157227.559873104,0,1517157230.484628916,1.830476199,1517157230.908544064,28212,1517157230.686348915,57,1517157230.686348915,2877,1517157230.686348915
57,1517157230.888070107,11.352872849,0.468652785,0.154866278,-0.011509041,-0.032214849,-0.007031444,0.999389966,2132,1517157230.686348915,461,1517157227.559873104,0,1517157230.686348915,1.806694982,1517157231.108479977,28216,1517157230.888070107,60,1517157230.888070107,2916,1517157230.888070107
58,1517157231.089729071,11.726192474,0.475990236,0.165646747,-0.009656319,-0.033890033,-0.005017683,0.999366321,2174,1517157230.888070107,461,1517157227.559873104,0,1517157230.888070107,1.838032454,1517157231.308480024,28285,1517157231.089729071,79,1517157231.089729071,2755,1517157231.089729071
59,1517157231.291449070,12.047856331,0.478470325,0.163307488,-0.005210057,-0.032604858,-0.001803044,0.999453114,2085,1517157231.089729071,461,1517157227.559873104,0,1517157231.089729071,1.799543246,1517157231.513472080,28359,1517157231.291449070,82,1517157231.291449070,2748,1517157231.291449070
60,1517157231.493169069,12.455712318,0.489638388,0.182629719,-0.008923412,-0.029698605,-0.000181207,0.999519051,2099,1517157231.291449070,461,1517157227.559873104,0,1517157231.291449070,1.798507901,1517157231.713471889,28275,1517157231.493169069,88,1517157231.493169069,2706,1517157231.493169069
61,1517157231.694889069,12.835903168,0.495466262,0.199065998,-0.009787348,-0.031976819,0.000002808,0.999440689,2059,1517157231.493169069,461,1517157227.559873104,0,1517157231.493169069,1.810283741,1517157231.913471937,28245,1517157231.694889069,88,1517157231.694889069,2712,1517157231.694889069
62,1517157231.896609068,13.200254440,0.507680535,0.192719579,-0.005854720,-0.031467186,0.002182980,0.999485254,2089,1517157231.694889069,461,1517157227.559873104,0,1517157231.694889069,1.817972913,1517157232.113408089,28255,1517157231.896609068,104,1517157231.896609068,2679,1517157231.896609068
63,1517157232.098268032,13.567923546,0.517702818,0.199703813,-0.006463961,-0.030301298,0.004668085,0.999509008,2074,1517157231.896609068,461,1517157227.559873104,0,1517157231.896609068,1.803178619,1517157232.313407898,28296,1517157232.098268032,105,1517157232.098268032,2665,1517157232.098268032
64,1517157232.299988031,13.958121300,0.529128969,0.203994527,-0.007211566,-0.031072903,0.005818452,0.999474169,2063,1517157232.098268032,461,1517157227.559873104,0,1517157232.098268032,1.784764606,1517157232.523407936,28312,1517157232.299988031,107,1517157232.299988031,2646,1517157232.299988031
65,1517157232.501708031,14.303914070,0.546582878,0.212426364,-0.003470655,-0.033233535,0.006610944,0.999419723,2038,1517157232.299988031,461,1517157227.559873104,0,1517157232.299988031,1.864599863,1517157232.723407984,28284,1517157232.501708031,104,1517157232.501708031,2613,1517157232.501708031
66,1517157232.703428030,14.724889755,0.552279294,0.230232418,-0.008422153,-0.037001637,0.007925269,0.999248286,1986,1517157232.501708031,661,1517157232.602567911,0,1517157232.501708031,1.907945670,1517157232.923408031,28268,1517157232.703428030,101,1517157232.703428030,2648,1517157232.703428030
67,1517157232.905148029,15.101429939,0.570344985,0.225719824,-0.007619308,-0.038800145,0.009348703,0.999174207,2004,1517157232.703428030,661,1517157232.602567911,0,1517157232.703428030,1.985227755,1517157233.123343945,28290,1517157232.905148029,90,1517157232.905148029,2647,1517157232.905148029
68,1517157233.106806993,15.575631142,0.593651116,0.235917285,-0.004880862,-0.040249531,0.011829546,0.999107709,1983,1517157232.905148029,661,1517157232.602567911,0,1517157232.905148029,2.092919233,1517157233.433343887,28300,1517157233.106806993,82,1517157233.106806993,2645,1517157233.106806993
69,1517157233.308527946,15.993035316,0.611328185,0.248262957,-0.008190296,-0.040781583,0.013190025,0.999047449,1981,1517157233.106806993,661,1517157232.602567911,0,1517157233.106806993,2.188495223,1517157233.528352022,28313,1517157233.308527946,104,1517157233.308527946,2679,1517157233.308527946
70,1517157233.510247946,16.437414169,0.635287881,0.255581945,-0.005207745,-0.047004734,0.015432948,0.998761863,2032,1517157233.308527946,661,1517157232.602567911,0,1517157233.308527946,2.257633196,1517157233.733344078,28302,1517157233.510247946,93,1517157233.510247946,2655,1517157233.510247946
71,1517157233.711967945,16.885005951,0.663473845,0.275824904,-0.006180478,-0.046947382,0.017303180,0.998728364,2005,1517157233.510247946,661,1517157232.602567911,0,1517157233.510247946,2.374689956,1517157233.933343887,28280,1517157233.711967945,99,1517157233.711967945,2675,1517157233.711967945
72,1517157233.913687944,17.379049301,0.686084628,0.280905306,-0.011288900,-0.048890061,0.019008555,0.998559461,2038,1517157233.711967945,661,1517157232.602567911,0,1517157233.711967945,2.442276682,1517157234.128288031,28299,1517157233.913687944,94,1517157233.913687944,2683,1517157233.913687944
73,1517157234.115345955,17.845315933,0.717719018,0.294492751,-0.006392002,-0.047142623,0.018490526,0.998696558,2044,1517157233.913687944,661,1517157232.602567911,0,1517157233.913687944,2.557677798,1517157234.338288069,28236,1517157234.115345955,98,1517157234.115345955,2740,1517157234.115345955
74,1517157234.317065954,18.333925247,0.750833571,0.309880197,-0.007303395,-0.045501161,0.021713028,0.998701582,2103,1517157234.115345955,661,1517157232.602567911,0,1517157234.115345955,2.670543267,1517157234.543279886,28247,1517157234.216206074,105,1517157234.317065954,2799,1517157234.317065954
75,1517157234.518785954,18.901550293,0.786878288,0.322586626,-0.004976053,-0.048647358,0.022915682,0.998540708,2164,1517157234.317065954,661,1517157232.602567911,0,1517157234.317065954,2.784745565,1517157234.738287926,28059,1517157234.518785954,96,1517157234.518785954,2837,1517157234.518785954
76,1517157234.720505953,19.478630066,0.820165098,0.349752069,-0.007955383,-0.049860149,0.025798910,0.998391253,2206,1517157234.518785954,661,1517157232.602567911,0,1517157234.518785954,2.865831561,1517157234.948287964,27845,1517157234.720505953,102,1517157234.720505953,3070,1517157234.720505953
77,1517157234.922225952,20.053384781,0.856428385,0.356440574,-0.014898679,-0.050470715,0.028128274,0.998218181,2371,1517157234.720505953,661,1517157232.602567911,0,1517157234.720505953,2.951318829,1517157235.143215895,27358,1517157234.922225952,119,1517157234.922225952,3204,1517157234.922225952
78,1517157235.123883963,20.596670151,0.899985135,0.370255560,-0.015620235,-0.047987084,0.029879884,0.998278739,2522,1517157234.922225952,661,1517157232.602567911,0,1517157234.922225952,3.026077652,1517157235.353215933,26808,1517157235.123883963,151,1517157235.123883963,3393,1517157235.123883963
79,1517157235.325603962,21.205095291,0.950745404,0.378998131,-0.012868249,-0.046593890,0.034204140,0.998245208,2711,1517157235.123883963,661,1517157232.602567911,0,1517157235.123883963,3.112826099,1517157235.568223953,27341,1517157235.325603962,158,1517157235.325603962,3687,1517157235.325603962
80,1517157235.527324915,21.937013626,1.015958309,0.404949605,-0.010546973,-0.045268529,0.035515864,0.998287606,3033,1517157235.325603962,661,1517157232.602567911,0,1517157235.325603962,3.148130313,1517157235.763216019,27977,1517157235.527324915,182,1517157235.527324915,3724,1517157235.527324915
81,1517157235.729044914,22.542417526,1.059544444,0.420212001,-0.022491410,-0.044140343,-0.008390761,0.998736883,3087,1517157235.527324915,661,1517157232.602567911,0,1517157235.527324915,3.196984714,1517157235.963216066,27979,1517157235.729044914,175,1517157235.729044914,3434,1517157235.729044914
82,1517157235.930764914,23.133464813,1.020112276,0.426468849,-0.033890725,-0.042216595,-0.070969416,0.996008293,2777,1517157235.729044914,661,1517157232.602567911,0,1517157235.729044914,3.266618469,1517157236.163151979,27870,1517157235.930764914,117,1517157235.930764914,3395,1517157235.930764914
83,1517157236.132424116,23.778676987,0.945854843,0.461448669,-0.010168880,-0.046022276,-0.062047955,0.996959676,2662,1517157235.930764914,661,1517157232.602567911,0,1517157235.930764914,3.268932625,1517157236.358160019,27961,1517157236.132424116,101,1517157236.132424116,3168,1517157236.132424116
84,1517157236.334144115,24.372364044,0.897189140,0.478459209,-0.008927893,-0.046226925,-0.047737587,0.997749712,2461,1517157236.132424116,661,1517157232.602567911,0,1517157236.132424116,3.327497140,1517157236.563152075,28283,1517157236.334144115,86,1517157236.334144115,3169,1517157236.334144115
85,1517157236.535864115,24.999187469,0.857512474,0.491677791,0.000036420,-0.042276483,-0.033282886,0.998551424,2435,1517157236.334144115,661,1517157232.602567911,0,1517157236.334144115,3.358632018,1517157236.768160105,28323,1517157236.535864115,77,1517157236.535864115,3159,1517157236.535864115
86,1517157236.737584114,25.632287979,0.851795614,0.506814420,0.009250896,-0.039956988,0.017090282,0.999012403,2435,1517157236.535864115,661,1517157232.602567911,0,1517157236.535864115,3.347702141,1517157236.963151932,28307,1517157236.737584114,88,1517157236.737584114,2999,1517157236.737584114
87,1517157236.939304113,26.271986008,0.905424237,0.520780683,0.005994463,-0.040548072,0.041841957,0.998283112,2351,1517157236.737584114,661,1517157232.602567911,0,1517157236.737584114,3.332399113,1517157237.163104057,28349,1517157236.939304113,85,1517157236.939304113,3087,1517157236.939304113
88,1517157237.140963078,26.926170349,0.971106708,0.544914842,-0.003971564,-0.046172023,0.019515608,0.998734956,2393,1517157236.939304113,661,1517157232.602567911,0,1517157236.939304113,3.314976932,1517157237.368112087,28242,1517157237.140963078,78,1517157237.140963078,3175,1517157237.140963078
89,1517157237.342683077,27.562299728,1.000085592,0.562405229,-0.005693307,-0.041987369,0.011722452,0.999033148,2379,1517157237.140963078,661,1517157232.602567911,0,1517157237.140963078,3.327544398,1517157237.563103914,28144,1517157237.241822958,94,1517157237.342683077,3143,1517157237.342683077
90,1517157237.544403076,28.227558136,1.038699508,0.579694271,-0.002170263,-0.041982901,0.017537222,0.998962047,2383,1517157237.342683077,661,1517157232.602567911,0,1517157237.342683077,3.283809673,1517157237.763103962,28271,1517157237.544403076,94,1517157237.544403076,3185,1517157237.544403076
91,1517157237.746123075,28.880441666,1.074758053,0.596760392,-0.005103357,-0.043530709,0.019138674,0.998855717,2399,1517157237.544403076,753,1517157237.645262957,0,1517157237.544403076,3.278247667,1517157237.978111982,28352,1517157237.746123075,78,1517157237.746123075,3127,1517157237.746123075
92,1517157237.947844028,29.576557159,1.120140910,0.613806844,-0.005413187,-0.042140163,0.019657984,0.998903633,2397,1517157237.746123075,753,1517157237.645262957,0,1517157237.746123075,3.227821161,1517157238.188047886,28308,1517157237.947844028,83,1517157237.947844028,3033,1517157237.947844028
93,1517157238.149502993,30.171363831,1.158858776,0.624244213,-0.004578906,-0.041336375,0.023332111,0.998862328,2358,1517157237.947844028,753,1517157237.645262957,0,1517157237.947844028,3.164960376,1517157238.388047934,28346,1517157238.149502993,82,1517157238.149502993,3206,1517157238.149502993
94,1517157238.351222992,30.817623138,1.202003241,0.639821827,-0.007906589,-0.040572605,0.025597868,0.998817350,2444,1517157238.149502993,753,1517157237.645262957,0,1517157238.149502993,3.158753251,1517157238.573040009,28284,1517157238.351222992,71,1517157238.351222992,3144,1517157238.351222992
95,1517157238.552942991,31.469280243,1.253489137,0.660838068,-0.005016153,-0.038539719,0.026951351,0.998880950,2391,1517157238.351222992,753,1517157237.645262957,0,1517157238.351222992,3.128115248,1517157238.783040047,28279,1517157238.552942991,70,1517157238.552942991,3110,1517157238.552942991
96,1517157238.754662991,32.142944336,1.305667996,0.675482512,-0.003967002,-0.042439095,0.030602524,0.998622387,2382,1517157238.552942991,753,1517157237.645262957,0,1517157238.552942991,3.127859845,1517157238.993040085,28293,1517157238.754662991,70,1517157238.754662991,3049,1517157238.754662991
97,1517157238.956382990,32.748878479,1.357192039,0.691257954,-0.005122816,-0.042874560,0.030910978,0.998589025,2345,1517157238.754662991,753,1517157237.645262957,0,1517157238.754662991,3.124963495,1517157239.182976007,28293,1517157238.956382990,76,1517157238.956382990,2981,1517157238.956382990
98,1517157239.158041954,33.377910614,1.410570383,0.711230278,-0.004882148,-0.042806956,0.032370799,0.998546874,2313,1517157238.956382990,753,1517157237.645262957,0,1517157238.956382990,3.118536438,1517157239.387984037,28299,1517157239.158041954,81,1517157239.158041954,3030,1517157239.158041954
