frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
14,1706584506.772917271,1706584506.872751713,55,54,0,0.014873983,0.019538328,0,1,0,0,0,-0.092092944,0.022106448,0.002343036,-0.000390743,0.000568060,0.000134351,0.999999753,1088,814,0.748161765,0.018547937,0.009301948,0.006466013,0.031292900,97.354530166,849,0.937693210,20.166063057,295.339850528,480.595621565,0.025331019,0.023752724,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004437,0.000006546,0.000026689,0.968396369,-0.248744887,0.018288102,0.000000016,0.000000036,0.000001127,0.978264833,-0.206948860,0.013041727,0.071428571,0.031583270,0.126664536,0.263535587,0.003530181,94.892543651,0,145,142,3,0.133272059,0,0,0,0,0,0,943,0,2552,4313,0,0,0,10816
15,1706584506.872763872,1706584506.972592115,56,55,0,0.011720905,0.019870687,0,1,0,0,0,-0.097988198,0.024120919,0.001509192,0.000377746,0.000455348,0.000155478,0.999999813,1062,807,0.759887006,0.019753483,0.010689544,0.007034710,0.025149323,108.948067912,853,0.946104544,16.634598832,292.768326478,497.624251005,0.020612192,0.019501288,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004286,0.000006484,0.000031248,0.969568238,-0.243814940,0.022174474,0.000000016,0.000000031,0.000001131,0.976550881,-0.214630482,0.016796828,0.066666667,0.031154341,0.125282940,0.269821078,0.003573222,95.829578602,0,133,129,4,0.125235405,0,0,0,0,0,0,929,0,2584,4446,0,0,0,11745
16,1706584506.972604513,1706584507.072417974,57,56,0,0.013237106,0.026359576,0,1,0,0,0,-0.097803035,0.025610170,0.004898509,0.000192786,0.000410171,0.000067222,0.999999895,1096,822,0.750000000,0.019312239,0.009835396,0.007347917,0.036273652,97.378904522,867,0.943108344,22.836441422,310.191783057,484.646710117,0.027928509,0.026339609,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004034,0.000006230,0.000028404,0.967328667,-0.253120450,0.014327857,0.000000012,0.000000033,0.000001104,0.978662348,-0.205134522,0.011825224,0.062500000,0.031474298,0.124874227,0.273527778,0.003749918,95.926411472,0,156,151,5,0.142335766,0,0,0,0,0,0,940,0,2624,4602,0,0,0,12685
17,1706584507.072429895,1706584507.172256708,58,57,0,0.013152013,0.021578493,0,1,0,0,0,-0.095284688,0.028806135,0.009954427,-0.000189296,0.000841671,-0.000127346,0.999999620,1072,795,0.741604478,0.018505780,0.010169251,0.007242196,0.034896392,95.643443246,859,0.935993479,19.422259258,300.303199350,484.292939724,0.024156486,0.022610313,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003937,0.000006174,0.000027230,0.967692126,-0.252086165,0.004951294,0.000000013,0.000000030,0.000001140,0.976041547,-0.217123721,0.014148818,0.058823529,0.031675597,0.126485052,0.280017661,0.004139532,95.909766282,0,131,129,2,0.122201493,0,0,0,0,0,0,941,0,2659,4733,0,0,0,13626
18,1706584507.173066378,1706584507.271973133,59,58,0,0.012626033,0.018681840,0,1,0,0,0,-0.093769429,0.024568846,0.008355084,0.001601017,0.000433025,0.000393267,0.999998547,1058,805,0.760869565,0.019435375,0.010851598,0.007800957,0.034406653,92.545300071,810,0.942225043,18.332080134,289.741494398,455.128710527,0.024019949,0.022632198,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004112,0.000006285,0.000027026,0.966978778,-0.254652134,0.010214338,0.000000015,0.000000029,0.000001153,0.976417855,-0.215217254,0.017020780,0.055555556,0.031827323,0.125167413,0.284793488,0.005182463,95.722851492,0,114,114,0,0.107750473,0,0,0,0,0,0,944,0,2686,4847,0,0,0,14570
19,1706584507.272909164,1706584507.370930672,60,59,0,0.012452788,0.016651287,0,1,0,0,0,-0.070123024,0.012720274,0.005137118,-0.001722479,0.000738543,0.000242806,0.999998214,1080,822,0.761111111,0.020687053,0.010968954,0.007573960,0.035626458,97.105272639,865,0.943400029,17.839093434,296.818856402,501.383075606,0.021860535,0.020623229,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003949,0.000006041,0.000026093,0.968292220,-0.248835327,0.022162039,0.000000013,0.000000027,0.000001087,0.975751175,-0.218256370,0.016546940,0.052631579,0.032027277,0.122106261,0.311437370,0.005487314,95.795610500,0,139,136,3,0.128703704,0,0,0,0,0,0,941,0,2723,4986,0,0,0,15511
20,1706584507.372763634,1706584507.472606421,61,60,0,0.012639496,0.022864588,0,1,0,0,1,-0.068028730,0.011695633,0.004107695,0.000283185,0.000446833,0.000369108,0.999999792,1069,802,0.750233863,0.018226010,0.010152116,0.007048618,0.023760962,113.913099406,859,0.941325057,16.565157474,300.761691986,491.271374699,0.020486265,0.019284235,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004164,0.000006391,0.000030505,0.971213096,-0.237809562,0.013846824,0.000000015,0.000000035,0.000001133,0.977599523,-0.209646779,0.018638673,0.050000000,0.031613961,0.123686541,0.313986030,0.005742716,96.701484945,0,126,125,1,0.117867166,0,0,0,0,0,0,943,0,2752,5112,0,0,0,16454
21,1706584507.472617388,1706584507.572454929,62,61,0,0.012524980,0.022346594,0,1,0,0,1,-0.067889164,0.016213538,0.011050163,0.001238047,0.000766004,0.000024024,0.999998940,1091,806,0.738771769,0.022135381,0.011893351,0.008066349,0.038716076,93.163651397,874,0.940040824,19.476650687,305.020403912,497.098625444,0.023705883,0.022284497,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004124,0.000005931,0.000027130,0.971852246,-0.234203737,0.025530793,0.000000013,0.000000025,0.000001155,0.974789520,-0.222446745,0.017402198,0.050000000,0.032422919,0.085673801,0.283321998,0.006017610,96.053558952,0,124,123,1,0.113657195,0,0,0,0,0,0,967,0,2781,5236,0,0,0,17421
22,1706584507.572466612,1706584507.672288656,63,62,0,0.010190140,0.015634277,0,1,0,0,1,-0.073059197,0.020183027,0.012681208,0.001694916,0.000637362,0.000254261,0.999998328,1132,846,0.747349823,0.021571247,0.011059825,0.008095186,0.030796681,98.715603769,896,0.942670783,19.003310979,317.864692264,507.765018611,0.022498897,0.021209052,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004208,0.000005970,0.000026943,0.968414578,-0.249019141,0.012754333,0.000000015,0.000000029,0.000001002,0.976141101,-0.216761374,0.012769377,0.000000000,0.033046017,0.084657216,0.193713864,0.005795293,95.403041355,0,149,142,7,0.131625442,0,0,0,0,0,0,983,0,2823,5385,0,0,0,18404
23,1706584507.673099756,1706584507.772921801,64,63,0,0.012853777,0.018519648,0,1,0,0,1,-0.071110095,0.020616767,0.011306283,0.000871610,0.000563385,0.000153314,0.999999450,1121,801,0.714540589,0.021455277,0.011701736,0.008485093,0.043888314,82.784110340,883,0.934877220,22.901137485,304.693355703,497.902092457,0.027742256,0.025935603,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004225,0.000006096,0.000023428,0.963449074,-0.267486181,0.014731750,0.000000015,0.000000026,0.000001228,0.975868610,-0.217681659,0.017179993,0.000000000,0.034129593,0.079256961,0.193746245,0.005662887,93.958956047,0,147,139,8,0.131132917,0,0,0,0,0,0,974,0,2866,5532,0,0,0,19378
24,1706584507.772933006,1706584507.872766972,65,64,0,0.013453876,0.018961241,0,1,0,0,1,-0.065031317,0.020715583,0.010364277,-0.000320116,0.000780679,-0.000084914,0.999999640,1098,815,0.742258652,0.019779343,0.010462286,0.007994946,0.039726526,87.745806268,883,0.941836875,21.318081031,310.933717723,499.390161878,0.025633725,0.024142787,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004189,0.000005715,0.000022626,0.964152310,-0.264821810,-0.016725177,0.000000014,0.000000026,0.000001108,0.976542112,-0.214695612,0.016471120,0.000000000,0.034720348,0.078855909,0.182323625,0.005921647,93.607721567,0,143,142,1,0.130236794,0,0,0,0,0,0,955,0,2894,5675,0,0,0,20333
25,1706584507.872778416,1706584507.972614050,66,65,0,0.014160190,0.022411272,0,1,0,0,1,-0.074959632,0.019985056,0.000285648,-0.000479035,0.000222753,0.000147278,0.999999850,1078,802,0.743970315,0.019902975,0.010138852,0.007506193,0.035025368,92.975315192,861,0.936889135,17.609185585,300.700749503,488.351610322,0.021829707,0.020452016,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004214,0.000006044,0.000023792,0.968427947,-0.249006459,-0.011962201,0.000000015,0.000000026,0.000001237,0.977451798,-0.210428669,0.017543019,0.000000000,0.035043845,0.072665076,0.173376712,0.006056735,93.624879484,0,98,97,1,0.090909091,0,0,0,0,0,0,980,0,2913,5773,0,0,0,21313
26,1706584507.972625494,1706584508.072063923,67,66,0,0.013330730,0.026584567,0,1,0,0,1,-0.095440321,0.027488342,-0.002512408,-0.001349800,0.000363355,-0.000073456,0.999999020,1065,777,0.729577465,0.020795303,0.010327107,0.007532404,0.039283870,92.884691902,845,0.935704523,22.166960098,293.362894362,475.140467621,0.028035655,0.026233089,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004029,0.000006146,0.000023617,0.969055050,-0.246779020,-0.005694274,0.000000012,0.000000031,0.000001158,0.978721091,-0.205034671,0.008112309,0.000000000,0.035652680,0.069316320,0.168560499,0.006408112,93.338577924,0,106,105,1,0.099530516,0,0,0,0,0,0,959,0,2932,5879,0,0,0,22272
27,1706584508.072475195,1706584508.170465469,68,67,0,0.012841109,0.024518412,0,1,0,0,1,-0.100203686,0.028502617,-0.003445446,-0.000440115,0.000363737,0.000025598,0.999999837,1068,789,0.738764045,0.020257880,0.010826423,0.007256200,0.035129059,101.208525170,855,0.942603338,16.254048357,294.765656140,494.906149479,0.020168168,0.019010583,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003716,0.000006187,0.000024509,0.967678039,-0.251681895,0.015982383,0.000000011,0.000000030,0.000001197,0.976832035,-0.213476893,0.015059588,0.000000000,0.035904516,0.065659745,0.166703978,0.005874796,93.540234263,0,94,92,2,0.088014981,0,0,0,0,0,0,974,0,2950,5973,0,0,0,23246
28,1706584508.172723532,1706584508.272552252,69,68,0,0.017014460,0.027738206,0,1,0,0,1,-0.115446855,0.029497471,-0.000111001,-0.000153157,0.000141507,0.000022005,0.999999978,1061,775,0.730442978,0.019189311,0.009844528,0.007150584,0.031488900,103.391463258,839,0.936117245,20.191768900,293.662267112,471.548332189,0.025708821,0.024066471,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003917,0.000006414,0.000026645,0.968426201,-0.247334260,0.031248311,0.000000013,0.000000034,0.000001242,0.978224166,-0.206571753,0.020139307,0.000000000,0.036297182,0.066581350,0.173025212,0.005688603,93.379057304,0,92,91,1,0.086710650,0,0,0,0,0,0,969,0,2966,6065,0,0,0,24215
29,1706584508.272564650,1706584508.372388363,70,69,0,0.025966517,0.041082764,0,1,0,0,1,-0.121967553,0.026646960,0.000603743,-0.000555726,0.000289842,-0.000377155,0.999999732,1083,792,0.731301939,0.019779818,0.010750316,0.006925924,0.040466968,88.508118747,868,0.931159026,22.102363135,299.147143911,486.996527826,0.027346083,0.025463552,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004051,0.000006166,0.000024467,0.969595580,-0.244084152,0.017531046,0.000000014,0.000000027,0.000001169,0.975954096,-0.217587503,0.013010822,0.000000000,0.036016201,0.061770123,0.172754902,0.006208339,93.708436217,0,96,93,3,0.088642659,0,0,0,0,0,0,987,0,2984,6161,0,0,0,25202
30,1706584508.372400761,1706584508.472219944,71,70,0,0.035262645,0.060273021,0,1,0,0,1,-0.118352128,0.022157608,-0.000640976,-0.000610964,-0.000403417,-0.000094827,0.999999727,1058,785,0.741965974,0.020365789,0.011082797,0.008127254,0.030685022,108.641097741,827,0.938494286,18.614352193,290.250536309,467.269886285,0.023983402,0.022508286,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003857,0.000006631,0.000026604,0.970187593,-0.241219381,0.023435952,0.000000012,0.000000036,0.000001242,0.979717534,-0.199769177,0.015678928,0.000000000,0.035581444,0.055422457,0.165954855,0.006766022,94.853567726,0,73,70,3,0.068998110,0,0,0,0,0,0,985,0,2994,6234,0,0,0,26187
31,1706584508.473029613,1706584508.572023630,72,71,0,0.070286910,0.112008860,0,1,0,0,1,-0.095405285,0.019471646,0.001346120,-0.000534291,-0.001156418,-0.001726768,0.999997698,1050,773,0.736190476,0.019485170,0.011084575,0.007736306,0.036530027,91.712755847,835,0.936332278,17.141880065,295.411647934,469.283923837,0.021925120,0.020529198,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004075,0.000006414,0.000025521,0.965785421,-0.259334041,-0.002091819,0.000000014,0.000000030,0.000001192,0.978015750,-0.207958931,0.015436166,0.000000000,0.035334185,0.055595690,0.181428605,0.009849552,95.286532734,0,85,84,1,0.080952381,0,0,0,0,0,0,965,0,3009,6319,0,0,0,27152
32,1706584508.572886467,1706584508.671166420,73,72,0,0.079300950,0.106549231,0,1,0,0,1,-0.076805199,0.021942022,0.007606673,-0.000857421,-0.000818683,-0.004334851,0.999989902,1081,799,0.739130435,0.021431533,0.011172355,0.007974047,0.028996909,106.582832535,870,0.936130232,16.679015210,313.620498000,484.133788405,0.020479289,0.019171282,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004056,0.000006012,0.000027201,0.964648031,-0.263511987,0.003950870,0.000000013,0.000000027,0.000001232,0.978693864,-0.204919749,0.012892492,0.000000000,0.034737134,0.053835897,0.197573467,0.015001551,96.337517381,0,121,118,3,0.111933395,0,0,0,0,0,0,960,0,3030,6440,0,0,0,28112
33,1706584508.672724485,1706584508.772552967,74,73,0,0.091269708,0.117176603,0,1,0,0,1,-0.032239647,0.024854068,0.008493933,-0.003001540,-0.001801431,-0.007851187,0.999963052,1117,812,0.726947180,0.020886425,0.011920822,0.008781495,0.036521164,101.885114217,879,0.933691100,19.031658877,313.971678123,487.711139946,0.023189135,0.021651489,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003781,0.000005903,0.000025589,0.967601496,-0.252478115,-0.001465110,0.000000011,0.000000025,0.000001170,0.979785067,-0.199587158,0.013645106,0.000000000,0.034433061,0.052884951,0.231469084,0.022022028,97.654385217,0,99,98,1,0.088630260,0,0,0,0,0,0,1018,0,3048,6539,0,0,0,29130
34,1706584508.772565365,1706584508.872396946,75,74,0,0.098692349,0.123180112,0,1,0,0,1,0.033345055,0.021628823,0.011306303,-0.001920971,-0.001503477,-0.011819164,0.999927176,1119,810,0.723860590,0.020556049,0.012092398,0.008051131,0.039292948,95.886038449,915,0.937032225,19.020553097,323.793400925,514.570532082,0.022184391,0.020787490,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003891,0.000005936,0.000023723,0.966592525,-0.255275005,-0.023098955,0.000000011,0.000000031,0.000001138,0.983236360,-0.182240541,0.005885992,0.000000000,0.034833064,0.049861681,0.290907750,0.029920399,97.580960632,0,96,95,1,0.085790885,0,0,0,0,0,0,1023,0,3070,6635,0,0,0,30153
35,1706584508.872408390,1706584508.972235680,76,75,0,0.148343645,0.201466320,0,1,0,0,1,0.111842100,0.015947488,0.019166982,-0.004844906,-0.004248871,-0.016882651,0.999836712,1189,846,0.711522288,0.022880240,0.012130725,0.008347392,0.048146530,84.537836129,885,0.933094039,23.353139787,312.669479188,489.765605900,0.028279817,0.026387729,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003894,0.000005532,0.000020703,0.970991041,-0.238501639,-0.017127970,0.000000012,0.000000020,0.000001179,0.982131009,-0.187854323,0.011376896,0.000000000,0.035982924,0.057028232,0.366295005,0.039836837,96.360449042,0,104,96,8,0.087468461,0,0,0,0,0,0,1085,0,3095,6739,0,0,0,31238
