frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
13,1624181091.061827421,1624181091.161813259,17,16,0,0.010836895,0.022034209,1,0,0,0,0,-0.008763241,-0.018154596,-0.005032919,0.000000258,-0.000050328,0.000151341,0.999999987,2374,1932,0.813816344,0.014592194,0.003179305,0.002525304,0.125365775,109.698805365,1591,0.971346255,159.856500167,339.406144281,1046.149247515,0.103439414,0.100475487,0,0,0.001193583,0.000210878,0.100000000,0.030000000,0.913881830,0.014592194,0.000000634,0.000001748,0.000003988,-0.089291817,-0.995990256,0.005512014,0.000000001,0.000000002,0.000000008,-0.005709447,0.009686864,-0.999936781,0.000000000,0.150444644,0.040887524,0.034630349,0.002859401,95.658616442,0,0.117784292,0.113817271,283,273,10,0.119208088,90,0,0,0,0,0,2001,90,4258,7035,1198,0,0,22420
14,1624181091.161825180,1624181091.261812449,18,17,0,0.011475104,0.025034932,1,0,0,0,0,-0.008207702,-0.016213780,-0.004783977,0.000009714,-0.000035419,0.000191071,0.999999981,2370,1928,0.813502110,0.013682078,0.002812561,0.002418481,0.121888908,115.086599709,1619,0.971012599,165.623587594,322.791231253,1083.654579462,0.105353865,0.102299931,0,0,0.001500832,0.000066062,0.100000000,0.030000000,0.951886476,0.013682078,0.000000630,0.000001816,0.000004051,-0.099889498,-0.994969333,0.007623250,0.000000001,0.000000002,0.000000009,0.008421518,-0.016742661,0.999824365,0.000000000,0.148404949,0.048076378,0.036664401,0.002938861,97.046329533,0,0.116896404,0.112994604,235,228,7,0.099156118,70,0,0,0,0,0,2065,70,4328,7270,1268,0,0,24485
15,1624181091.261822701,1624181091.361767054,19,18,0,0.012216167,0.024839441,1,0,0,0,0,-0.004239066,-0.016695274,-0.004872151,0.000002825,-0.000044578,0.000092145,0.999999995,2371,1926,0.812315479,0.014877527,0.002865878,0.002414293,0.125133317,110.265212480,1605,0.971749868,160.676322282,334.022368761,1064.959846942,0.103020192,0.100109858,0,0,0.004210140,0.000229044,0.100000000,0.030000000,0.938655588,0.014877527,0.000000635,0.000001794,0.000003983,-0.092128602,-0.995694625,0.010224208,0.000000001,0.000000002,0.000000008,-0.007224161,0.018985339,-0.999793663,0.000000000,0.146853507,0.046745301,0.040663110,0.003136714,97.927588396,0,0.115971324,0.112135621,272,265,7,0.114719528,84,0,0,0,0,0,2015,84,4399,7542,1352,0,0,26500
16,1624181091.361820221,1624181091.461771488,20,19,0,0.011398557,0.023097979,1,0,0,0,0,-0.002076969,-0.016153613,-0.003999299,0.000012473,-0.000012918,0.000057497,0.999999998,2364,1917,0.810913706,0.013623207,0.002674064,0.002334569,0.128184209,110.237136687,1609,0.972738904,164.398841621,330.134264711,1070.603790881,0.105037995,0.102174544,0,1,0.000988142,0.000046017,0.100000000,0.030000000,0.965184841,0.013623207,0.000000634,0.000001810,0.000003942,-0.096835018,-0.995262718,0.008666137,0.000000001,0.000000002,0.000000009,-0.005976695,0.008655913,-0.999944676,0.000000000,0.145686676,0.051712802,0.043056838,0.003206009,98.696935164,0,0.115287991,0.111513053,255,247,8,0.107868020,68,0,0,0,0,0,2040,69,4472,7797,1420,0,0,28540
17,1624181091.461817741,1624181091.561782360,21,20,0,0.011994743,0.024482986,1,0,0,0,0,-0.002175714,-0.015805389,-0.003570319,0.000012077,-0.000044968,0.000079721,0.999999996,2334,1930,0.826906598,0.013756528,0.002846081,0.002469954,0.124615673,110.854967970,1634,0.973626230,163.955141238,327.396478559,1099.553640758,0.103057765,0.100339744,0,1,0.002551876,0.000052691,0.100000000,0.030000000,0.949088019,0.013756528,0.000000626,0.000001805,0.000003965,-0.090823724,-0.995828718,0.008730142,0.000000001,0.000000002,0.000000009,-0.005498467,0.006635528,-0.999962868,0.000000000,0.144447205,0.054369598,0.043618116,0.003250457,99.412113565,0,0.114568566,0.110855800,271,268,3,0.116109683,78,0,0,0,0,0,1985,78,4524,8068,1498,0,0,30525
18,1624181091.561815262,1624181091.661733627,22,21,0,0.010790683,0.025465598,1,0,0,0,0,-0.005164771,-0.015674385,-0.003516892,0.000004531,-0.000046092,0.000269230,0.999999963,2338,1928,0.824636441,0.013764843,0.002438030,0.002217720,0.127255638,110.507235951,1626,0.973492122,164.917659878,328.919484968,1089.061046189,0.104187155,0.101425375,0,1,0.004249601,0.000360829,0.100000000,0.030000000,0.961620658,0.013764843,0.000000632,0.000001807,0.000003882,-0.096527609,-0.995298239,0.007989796,0.000000001,0.000000002,0.000000008,-0.003449799,0.006152097,-0.999975125,0.000000000,0.143492118,0.056236603,0.046610520,0.003629475,100.028509253,0,0.113991821,0.110331887,219,213,6,0.093669803,73,0,0,0,0,0,2046,73,4580,8287,1571,0,0,32571
19,1624181091.661813021,1624181091.761733532,23,22,0,0.012071295,0.024612001,1,0,0,0,0,-0.007173491,-0.018898370,-0.004054599,-0.000003067,-0.000041761,0.000189636,0.999999981,2330,1919,0.823605150,0.013714851,0.002612766,0.002282256,0.122071062,111.791113771,1624,0.974533167,156.149121260,326.716804765,1099.775937906,0.098663586,0.096150937,0,1,0.004083674,0.000152001,0.100000000,0.030000000,0.920224964,0.013714851,0.000000631,0.000001787,0.000003933,-0.095937288,-0.995319718,0.011605856,0.000000001,0.000000002,0.000000008,-0.005304126,0.011818039,-0.999916097,0.000000000,0.142364694,0.057820823,0.050446945,0.003788662,100.647593701,0,0.113185071,0.109585522,209,204,5,0.089699571,57,0,0,0,0,0,2063,58,4631,8496,1628,0,0,34634
20,1624181091.761810541,1624181091.861697197,24,23,0,0.011045597,0.024465265,1,0,0,0,1,-0.007694324,-0.021043722,-0.004398137,0.000011982,-0.000033924,0.000115967,0.999999993,2350,1946,0.828085106,0.013616412,0.002718859,0.002386222,0.125300765,111.295080943,1633,0.973312481,157.213994620,329.243989823,1102.961297237,0.098912852,0.096273114,0,1,0.001601827,0.000204533,0.100000000,0.030000000,0.932363954,0.013616412,0.000000624,0.000001777,0.000003891,-0.093595595,-0.995564244,0.009576008,0.000000001,0.000000002,0.000000008,-0.004838108,0.012114287,-0.999914915,0.000000000,0.141511497,0.059416870,0.052681183,0.003936002,101.179968063,0,0.112471460,0.108919901,213,210,3,0.090638298,52,0,0,0,0,0,2084,53,4679,8709,1680,0,0,36718
21,1624181091.861808062,1624181091.961688757,25,24,0,0.011856025,0.024127153,1,0,0,0,1,-0.005600790,-0.026839495,-0.004321661,0.000015958,-0.000029635,0.000226850,0.999999974,2372,1964,0.827993255,0.013187536,0.002523170,0.002216055,0.122580064,112.086440825,1657,0.974711200,158.429093105,330.639810576,1126.027554807,0.098092651,0.095612005,0,1,0.005373324,0.000245934,0.100000000,0.030000000,0.927844055,0.013187536,0.000000618,0.000001789,0.000003836,-0.086690291,-0.996213038,0.006661527,0.000000001,0.000000002,0.000000008,-0.005622130,0.014443363,-0.999879883,0.000000000,0.139034184,0.063327878,0.051314786,0.004080042,103.432837496,0,0.109794024,0.106486266,252,244,8,0.106239460,62,0,0,0,0,0,2058,62,4745,8961,1742,0,0,38776
22,1624181091.961805582,1624181092.061677694,26,25,0,0.012361625,0.026143180,1,0,0,0,1,-0.005701348,-0.026817586,-0.004117291,0.000033756,-0.000022119,0.000151479,0.999999988,2350,1945,0.827659574,0.013983035,0.002763311,0.002428996,0.118838070,111.882177657,1645,0.973390210,152.997048602,333.464179289,1114.765668346,0.095549887,0.093007324,0,1,0.003533137,0.000177000,0.100000000,0.030000000,0.906942394,0.013983035,0.000000625,0.000001771,0.000003900,-0.082230464,-0.996570723,0.009216541,0.000000001,0.000000002,0.000000008,-0.005110216,0.013832719,-0.999891265,0.000000000,0.135587591,0.059570110,0.046204417,0.003979619,105.363483285,0,0.107507056,0.104347593,217,211,6,0.092340426,63,0,0,0,0,0,2069,64,4808,9178,1805,0,0,40845
23,1624181092.061803102,1624181092.161735296,27,26,0,0.011318410,0.023665701,1,0,0,0,1,-0.004015480,-0.022708325,-0.004253696,0.000015946,-0.000020442,-0.000033842,0.999999999,2347,1946,0.829143588,0.013372319,0.002532988,0.002223538,0.122771133,111.251461571,1662,0.975763179,159.721013025,330.311109926,1131.686281289,0.098488747,0.096101693,0,1,0.006305420,0.000408510,0.100000000,0.030000000,0.936241036,0.013372319,0.000000625,0.000001793,0.000003842,-0.087412882,-0.996107796,0.011324572,0.000000001,0.000000002,0.000000008,-0.004192997,0.006870472,-0.999967607,0.000000000,0.132846332,0.059242887,0.048636315,0.004009386,106.781594245,0,0.105781355,0.102755954,292,291,1,0.124414146,61,0,0,0,0,0,1994,61,4863,9470,1866,0,0,42839
24,1624181092.161800861,1624181092.261734962,28,27,0,0.011586917,0.022663381,1,0,0,0,1,-0.005390392,-0.023387255,-0.004210613,0.000024579,-0.000015016,0.000083254,0.999999996,2358,1963,0.832485157,0.013156379,0.002412226,0.002117616,0.120491923,113.325990542,1654,0.974191675,156.563796989,337.234904164,1117.514329344,0.097165352,0.094657677,0,1,0.002676405,0.000279580,0.100000000,0.030000000,0.925049564,0.013156379,0.000000614,0.000001762,0.000003839,-0.083300609,-0.996464556,0.010926933,0.000000001,0.000000002,0.000000008,0.002943192,-0.009547706,0.999950088,0.000000000,0.130732484,0.055399596,0.048229079,0.004142583,108.042183092,0,0.104289825,0.101352240,199,191,8,0.084393554,70,0,0,0,0,0,2089,70,4909,9669,1936,0,0,44928
25,1624181092.261798382,1624181092.361763716,29,28,0,0.013096681,0.024463966,1,0,0,0,1,-0.004734741,-0.020928636,-0.004399492,0.000035303,0.000005865,0.000083418,0.999999996,2372,1994,0.840640809,0.013289057,0.002412819,0.002114538,0.121348737,112.782771161,1685,0.976518485,156.372499896,333.736189742,1155.324956913,0.095034218,0.092802671,0,1,0.002534366,0.000035232,0.100000000,0.030000000,0.908439715,0.013289057,0.000000606,0.000001758,0.000003768,-0.078013716,-0.996895963,0.010597080,0.000000001,0.000000002,0.000000008,-0.003555497,0.007248753,-0.999967406,0.000000000,0.129004960,0.052449437,0.048790715,0.003897729,108.995465625,0,0.103050616,0.100191925,191,186,5,0.080522766,64,0,0,0,0,0,2116,65,4958,9860,2000,0,0,47044
26,1624181092.361795902,1624181092.461874962,30,29,0,0.011548446,0.024501333,1,0,0,0,1,-0.006419545,-0.019752540,-0.003926338,0.000014882,-0.000025788,0.000065993,0.999999997,2377,1972,0.829617164,0.012759772,0.002297049,0.002058063,0.126226225,108.850659726,1667,0.975210226,157.872768779,336.335305393,1131.467373078,0.097112107,0.094704720,0,1,0.001958577,0.000108029,0.100000000,0.030000000,0.932092896,0.012759772,0.000000609,0.000001719,0.000003654,-0.072949259,-0.997300513,0.008372128,0.000000001,0.000000002,0.000000008,0.001314696,-0.015025938,0.999886240,0.000000000,0.127705108,0.053691234,0.048856258,0.003512303,109.563293234,0,0.102121487,0.099326768,205,199,6,0.086243164,53,0,0,0,0,0,2118,54,5018,10065,2053,0,0,49162
27,1624181092.461793423,1624181092.561836243,31,30,0,0.010821299,0.022720915,1,0,0,0,1,-0.005781030,-0.020157592,-0.004271952,0.000008032,-0.000045762,0.000076147,0.999999996,2348,1973,0.840289608,0.012925057,0.002514682,0.002141564,0.120859591,113.621294158,1672,0.976163016,148.854194330,333.656712107,1149.633656342,0.091201599,0.089027628,0,1,0.002244290,0.000058810,0.100000000,0.030000000,0.878515689,0.012925057,0.000000620,0.000001769,0.000003740,-0.067741119,-0.997657420,0.009529557,0.000000001,0.000000002,0.000000008,-0.001905621,0.010088138,-0.999947298,0.000000000,0.126704034,0.051239524,0.047652928,0.003421461,110.106783964,0,0.101147616,0.098420321,175,172,3,0.074531516,58,0,0,0,0,0,2114,59,5072,10240,2111,0,0,51276
28,1624181092.561790943,1624181092.661748648,32,31,0,0.010807371,0.023274561,1,0,0,0,1,-0.007450527,-0.018837661,-0.005082806,0.000009176,-0.000013093,0.000083617,0.999999996,2386,2007,0.841156748,0.013905002,0.002765675,0.002146070,0.122521939,111.107117140,1683,0.973505819,160.256828699,329.902351018,1148.251113239,0.097812391,0.095220932,0,1,0.002091146,0.000116283,0.100000000,0.030000000,0.945600789,0.013905002,0.000000617,0.000001752,0.000003793,-0.066059901,-0.997770525,0.009490475,0.000000001,0.000000002,0.000000008,-0.004219245,0.015253755,-0.999874753,0.000000000,0.125655960,0.051055038,0.044605271,0.003174246,110.493221786,0,0.100620966,0.097934350,202,198,4,0.084660520,56,0,0,0,0,0,2127,57,5126,10442,2167,0,0,53403
29,1624181092.661788702,1624181092.761736155,33,32,0,0.010936131,0.021799195,1,0,0,0,1,-0.008918658,-0.020632435,-0.004589380,0.000024059,-0.000004903,0.000105262,0.999999994,2335,1969,0.843254818,0.012481360,0.002331307,0.001952699,0.120120238,112.310190990,1666,0.975744534,152.401570878,332.937717971,1140.251104114,0.093751520,0.091477534,0,1,0.003010109,0.000049918,0.100000000,0.030000000,0.907946306,0.012481360,0.000000614,0.000001796,0.000003886,-0.077212089,-0.996994706,0.006312592,0.000000001,0.000000002,0.000000008,-0.006448347,0.012854666,-0.999896583,0.000000000,0.124691030,0.051080514,0.045366071,0.002854269,110.916030135,0,0.099867202,0.097228113,160,158,2,0.068522484,51,0,0,0,0,0,2124,51,5165,10602,2218,0,0,55527
30,1624181092.761786222,1624181092.861739397,34,33,0,0.011903334,0.026313403,1,0,0,0,1,-0.008354831,-0.020103052,-0.004087608,0.000021354,-0.000000023,0.000135984,0.999999991,2370,1995,0.841772152,0.012590270,0.002303430,0.002001243,0.121637917,112.008189007,1678,0.976844402,151.318772119,330.717501198,1157.108632850,0.092315677,0.090178053,0,1,0.001920907,0.000093825,0.100000000,0.030000000,0.895625735,0.012590270,0.000000615,0.000001783,0.000003807,-0.077699048,-0.996940610,0.008501642,0.000000001,0.000000002,0.000000008,-0.002661624,0.013853833,-0.999900489,0.000000000,0.123857654,0.048781772,0.044399024,0.002564128,111.331567900,0,0.099178573,0.096586313,129,127,2,0.054430380,49,0,0,0,0,0,2191,50,5203,10731,2267,0,0,57718
31,1624181092.861783743,1624181092.961729527,35,34,0,0.012461661,0.025077196,1,0,0,0,1,-0.009974030,-0.021148901,-0.003853819,0.000033488,-0.000021506,0.000131514,0.999999991,2337,1959,0.838254172,0.011869011,0.002213556,0.001919857,0.113603566,119.213520572,1689,0.974860705,149.197380661,330.683513433,1166.658836814,0.090612682,0.088334743,0,1,0.001825465,0.000060245,0.100000000,0.030000000,0.879172659,0.011869011,0.000000607,0.000001825,0.000003987,-0.087665522,-0.996110966,0.008814695,0.000000001,0.000000002,0.000000009,-0.007682716,0.014310659,-0.999868082,0.000000000,0.123133695,0.054807639,0.044832354,0.002441808,111.824289954,0,0.098594180,0.096029103,146,139,7,0.062473256,39,0,0,0,0,0,2152,39,5244,10877,2306,0,0,59870
32,1624181092.961781263,1624181093.061702490,36,35,0,0.010506343,0.024215044,1,0,0,0,1,-0.006574098,-0.022187859,-0.004375231,0.000008502,-0.000045894,-0.000006624,0.999999999,2383,1995,0.837180025,0.012983459,0.002197256,0.001899129,0.122160160,112.894187868,1691,0.974512542,159.742481343,329.671532380,1158.486695451,0.096936958,0.094466281,0,1,0.004497956,0.000275861,0.100000000,0.030000000,0.940779488,0.012983459,0.000000608,0.000001793,0.000003853,-0.091081016,-0.995821868,0.006561755,0.000000001,0.000000002,0.000000008,-0.006579796,0.010483920,-0.999923394,0.000000000,0.122648745,0.051419268,0.047016523,0.002514326,112.053507705,0,0.098287331,0.095742012,205,203,2,0.086026018,52,0,0,0,0,0,2126,52,5295,11082,2358,0,0,61996
