frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
16,1706584911.942417860,1706584912.040918827,58,57,0,0.012731796,0.018140358,1,0,0,0,-0.026312392,0.028782408,0.021317376,0.000050167,0.001232212,-0.000629277,0.999999042,1243,961,0.773129525,0.024124148,0.011642947,0.008567918,0.059409482,98.141072494,995,0.942169812,33.868890826,334.369128250,569.220944283,0.036128398,0.034039086,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002966,0.000004296,0.000013925,0.999566235,0.017162752,-0.023932852,0.000000005,0.000000010,0.000000995,0.999710040,0.022458779,0.008685623,0.000000000,0.057922006,0.111490922,0.151458389,0.008695993,91.246950412,0,136,136,0,0.109412711,45,0,0,0,0,0,1062,45,2869,5160,1063,0,0,13960
17,1706584912.043053150,1706584912.142902374,59,58,0,0.012152761,0.016823131,1,0,0,0,-0.016804263,0.028707345,0.019760321,0.000698484,0.001064362,-0.000345011,0.999999130,1267,986,0.778216259,0.025774160,0.012060643,0.008861507,0.057646527,97.628513661,994,0.943204733,29.253937646,343.235292252,565.056274287,0.031202686,0.029430521,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003008,0.000004326,0.000014258,0.999226295,0.029600459,-0.025896410,0.000000006,0.000000010,0.000000952,0.999799473,0.017611742,0.009531024,0.000000000,0.057905802,0.109424117,0.161093459,0.009265890,91.622336486,0,144,140,4,0.113654301,42,0,0,0,0,0,1081,42,2896,5304,1105,0,0,15041
18,1706584912.142915010,1706584912.242752790,60,59,0,0.014093150,0.021230974,1,0,0,0,-0.009784624,0.024843836,0.021321888,0.001064325,0.001102430,-0.000453099,0.999998723,1275,991,0.777254902,0.024034246,0.012296245,0.008899564,0.057167294,96.488405822,986,0.940785666,30.098475803,326.502629610,571.013561012,0.032447175,0.030525838,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002927,0.000004216,0.000014070,0.999504189,0.029945929,-0.009727115,0.000000006,0.000000010,0.000000937,0.999755843,0.020495939,0.008256576,0.000000000,0.057864774,0.110531689,0.169256823,0.009481207,91.892673671,0,142,142,0,0.111372549,39,0,0,0,0,0,1094,39,2923,5446,1144,0,0,16135
19,1706584912.242765427,1706584912.342585087,61,60,0,0.013381697,0.019079233,1,0,0,0,-0.007879243,0.031031723,0.022797616,0.000256507,0.001243665,-0.000802118,0.999998872,1262,983,0.778922345,0.025494770,0.012612397,0.009323873,0.048645218,107.719206068,970,0.944941494,24.374535945,336.995909390,555.222803542,0.026592533,0.025128388,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002966,0.000004205,0.000015147,0.999630418,0.007332587,-0.026177472,0.000000006,0.000000010,0.000000962,0.999864711,0.014595793,0.007584369,0.000000000,0.057379534,0.108744631,0.175897471,0.010180957,92.725649060,0,144,141,3,0.114104596,40,0,0,0,0,0,1078,40,2946,5590,1184,0,0,17213
20,1706584912.342596769,1706584912.442415953,62,61,0,0.009906844,0.018791641,1,0,0,1,-0.008328157,0.031939322,0.025531022,0.000130235,0.001222227,-0.000533296,0.999999102,1259,966,0.767275616,0.025022173,0.012387829,0.009109452,0.054116730,95.309387145,983,0.941831314,31.074763255,336.311443815,558.433975067,0.033564578,0.031612170,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003079,0.000004201,0.000015122,0.999717432,0.013656194,-0.019456726,0.000000007,0.000000011,0.000000984,0.999784689,0.017172316,0.011648447,0.000000000,0.057216394,0.107614055,0.178812392,0.010718284,92.854835965,0,144,143,1,0.114376489,34,0,0,0,0,0,1080,35,2981,5734,1218,0,0,18293
21,1706584912.442428827,1706584912.542258501,63,62,0,0.011330091,0.017695892,1,0,0,1,-0.018193867,0.034470859,0.026336334,0.000118581,0.001268642,-0.000814871,0.999998856,1285,990,0.770428016,0.026193308,0.012388163,0.009200190,0.050891867,106.544924202,1011,0.940678178,29.291902968,343.084943933,578.648791247,0.030800329,0.028973198,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002889,0.000004264,0.000015264,0.999384469,0.018545192,-0.029778513,0.000000005,0.000000009,0.000000925,0.999841630,0.016010500,0.007770335,0.000000000,0.057151153,0.083400731,0.168495978,0.010010820,94.277987920,0,154,153,1,0.119844358,37,0,0,0,0,0,1094,37,3020,5888,1255,0,0,19387
22,1706584912.543069124,1706584912.642892122,64,63,0,0.012196168,0.017842285,1,0,0,1,-0.021314414,0.028955339,0.023642255,0.000956698,0.001032184,-0.000287287,0.999998968,1246,967,0.776083467,0.026546161,0.013823291,0.010031540,0.058683431,97.594560270,986,0.947859497,30.069943114,336.864797421,567.654723071,0.032174494,0.030496900,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002867,0.000004261,0.000014575,0.999244850,0.031110186,-0.023278427,0.000000006,0.000000010,0.000000984,0.999855105,0.014423177,0.009041087,0.000000000,0.057645426,0.082855330,0.153907413,0.009958666,95.168083050,0,148,146,2,0.118780096,41,0,0,0,0,0,1057,41,3048,6036,1296,0,0,20444
23,1706584912.642903328,1706584912.741751909,65,64,0,0.014872276,0.021529082,1,0,0,1,-0.020405734,0.027591360,0.021168961,0.000595801,0.000994649,-0.000641828,0.999999122,1240,939,0.757258065,0.024591997,0.012585233,0.009561117,0.052828716,105.620740872,984,0.932621954,27.570028482,332.866360157,557.263613869,0.030042529,0.028018322,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002943,0.000004385,0.000014997,0.999298654,0.032197100,-0.019119270,0.000000005,0.000000012,0.000000982,0.999780539,0.018358410,0.010091714,0.000000000,0.057838932,0.076352930,0.152229359,0.009835248,96.054641882,0,133,130,3,0.107258065,33,0,0,0,0,0,1074,33,3078,6169,1329,0,0,21518
24,1706584912.742738247,1706584912.840250731,66,65,0,0.012069997,0.017806781,1,0,0,1,-0.017221094,0.027264917,0.023888443,0.000569142,0.001203891,-0.000397407,0.999999034,1248,960,0.769230769,0.023017416,0.011544980,0.008491599,0.046297550,115.718487075,996,0.936974133,29.699189603,349.772825603,553.754221122,0.031824212,0.029818463,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002843,0.000004380,0.000015936,0.999609211,0.018749600,-0.020733509,0.000000005,0.000000011,0.000000984,0.999800780,0.016793080,0.010788589,0.000000000,0.057164229,0.077147666,0.139212332,0.009346018,97.781031055,0,110,110,0,0.088141026,33,0,0,0,0,0,1105,33,3095,6279,1362,0,0,22623
25,1706584912.842560291,1706584912.942392111,67,66,0,0.011888961,0.021272372,1,0,0,1,-0.014520409,0.033383895,0.026846971,0.000163408,0.001157953,-0.000744715,0.999999039,1240,951,0.766935484,0.024935890,0.011765811,0.008519309,0.059212500,95.646660638,984,0.933878579,32.072805379,342.141426461,544.722289587,0.034902090,0.032594314,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002960,0.000004394,0.000014917,0.999476107,0.008080309,-0.031340385,0.000000006,0.000000010,0.000000993,0.999739337,0.019174007,0.012394199,0.000000000,0.057545209,0.065228246,0.142279956,0.009668131,97.628753235,0,105,104,1,0.084677419,36,0,0,0,0,0,1095,40,3116,6384,1398,0,0,23718
26,1706584912.942403078,1706584913.042235136,68,67,0,0.012850647,0.023276803,1,0,0,1,-0.007469702,0.031621340,0.028493338,-0.000019750,0.001225654,-0.000553527,0.999999095,1238,941,0.760096931,0.022345101,0.012061462,0.008653328,0.062421438,94.532852795,985,0.945866158,33.265185482,338.042702714,560.370277183,0.035704588,0.033771762,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002947,0.000004580,0.000013964,0.999666644,0.025474778,-0.004199655,0.000000006,0.000000012,0.000000972,0.999776076,0.019974371,0.006987298,0.000000000,0.057324263,0.070841176,0.142061829,0.009869687,98.208433531,0,110,109,1,0.088852989,35,0,0,0,0,0,1092,36,3145,6494,1433,0,0,24810
27,1706584913.043043852,1706584913.142796278,69,68,0,0.015986192,0.022470350,1,0,0,1,-0.015525417,0.036435099,0.028141386,0.000133338,0.001166954,-0.000813808,0.999998979,1270,968,0.762204724,0.025693845,0.012242312,0.008972348,0.062285558,91.509163091,998,0.933788641,35.819311357,339.437572338,556.664179672,0.038435993,0.035891094,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002955,0.000004328,0.000013487,0.999568207,0.029383617,0.000050560,0.000000006,0.000000010,0.000000947,0.999755225,0.017770798,0.013179143,0.000000000,0.057548398,0.061782046,0.137948730,0.009659145,98.223379703,0,98,98,0,0.077165354,34,0,0,0,0,0,1138,34,3166,6592,1467,0,0,25948
28,1706584913.142895460,1706584913.241740465,70,69,0,0.014537095,0.025084730,1,0,0,1,-0.019401030,0.032527692,0.023563051,-0.000065955,0.001020452,-0.000639402,0.999999273,1229,967,0.786818552,0.022891864,0.011933776,0.008852617,0.056834040,101.427491914,995,0.944266709,32.473673433,336.013699784,571.058001899,0.034563177,0.032636858,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002826,0.000004191,0.000013764,0.999372756,0.028645758,-0.020821036,0.000000005,0.000000010,0.000000976,0.999731180,0.021505681,0.008664527,0.000000000,0.057553597,0.061227632,0.131276645,0.009479903,98.638406520,0,97,96,1,0.078925956,26,0,0,0,0,0,1106,26,3180,6689,1493,0,0,27054
29,1706584913.242740154,1706584913.341374397,71,70,0,0.013398556,0.017670113,1,0,0,1,-0.025279746,0.024697789,0.021481088,-0.000227026,0.001130316,-0.000351655,0.999999274,1259,980,0.778395552,0.023465158,0.011116713,0.008360353,0.052343508,106.848762265,998,0.939979618,28.919173463,338.556783950,570.623701584,0.030827400,0.028977128,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002752,0.000004219,0.000014393,0.999279408,0.030598671,-0.022458523,0.000000005,0.000000009,0.000000924,0.999775080,0.017352048,0.012194129,0.000000000,0.056823498,0.046739674,0.138331832,0.009647844,99.410589755,0,100,100,0,0.079428118,32,0,0,0,0,0,1127,32,3201,6789,1525,0,0,28181
30,1706584913.342583656,1706584913.442411184,72,71,0,0.012016266,0.019930626,1,0,0,1,-0.035196610,0.022367957,0.021190071,0.000735729,0.001061461,-0.000334005,0.999999110,1298,998,0.768875193,0.024385620,0.012649205,0.009337894,0.045303725,109.353892455,1013,0.942759852,29.039410330,335.837972544,590.138347197,0.030407259,0.028666743,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002829,0.000004186,0.000015537,0.999740278,0.022756303,0.001235836,0.000000005,0.000000011,0.000000904,0.999727447,0.022057614,0.007648038,0.000000000,0.056295973,0.046058076,0.141258359,0.009253089,99.939078422,0,98,98,0,0.075500770,25,0,0,0,0,0,1175,25,3222,6887,1550,0,0,29356
31,1706584913.442423582,1706584913.542254210,73,72,0,0.013218466,0.017885276,1,0,0,1,-0.028200828,0.021562486,0.022028212,-0.000901518,0.001140700,-0.000447019,0.999998843,1273,989,0.776904949,0.023667352,0.012035549,0.009033328,0.054774390,101.392307745,1017,0.945628954,30.839016363,340.632911160,590.232718380,0.032067035,0.030323517,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002843,0.000004320,0.000014818,0.999553807,0.012661908,-0.027052973,0.000000006,0.000000010,0.000000960,0.999825523,0.016964176,0.007819266,0.000000000,0.055941034,0.046834617,0.139825920,0.009283475,100.284955273,0,103,103,0,0.080911233,23,0,0,0,0,0,1147,23,3233,6990,1573,0,0,30503
32,1706584913.543065786,1706584913.642882109,74,73,0,0.012424252,0.018604064,1,0,0,1,-0.025154066,0.026878917,0.024069795,0.000640747,0.001195991,-0.000549130,0.999998929,1258,957,0.760731320,0.023800195,0.012415201,0.009164693,0.053530329,100.390643618,1021,0.938177081,31.380480831,345.242789101,581.255530200,0.032760388,0.030735045,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002926,0.000004266,0.000014863,0.999662278,0.017924832,-0.018815696,0.000000006,0.000000010,0.000000981,0.999759202,0.016850333,0.014057208,0.000000000,0.056187889,0.046851098,0.142195980,0.009051633,99.845776823,0,89,89,0,0.070747218,27,0,0,0,0,0,1142,27,3251,7079,1600,0,0,31645
33,1706584913.642906904,1706584913.742729664,75,74,0,0.013822396,0.020030886,1,0,0,1,-0.031439851,0.028536715,0.024307474,0.000739132,0.001249407,-0.000584091,0.999998776,1289,992,0.769588829,0.024129314,0.012209113,0.008965483,0.045612552,111.330402370,1005,0.941598186,28.610261698,341.220322129,576.475593210,0.030233620,0.028467922,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002833,0.000004266,0.000015587,0.999496593,0.003376005,-0.031546196,0.000000005,0.000000009,0.000000910,0.999759892,0.020908835,0.006555883,0.000000000,0.055271947,0.046849069,0.132731589,0.008771097,100.963704202,0,80,79,1,0.062063615,28,0,0,0,0,0,1181,28,3265,7159,1628,0,0,32826
34,1706584913.742740393,1706584913.842568398,76,75,0,0.015028944,0.021268333,1,0,0,1,-0.020031700,0.027505678,0.024057479,0.000324499,0.001130489,-0.000548223,0.999999158,1294,1005,0.776661515,0.023291725,0.012488865,0.008864884,0.040108609,117.179279043,1033,0.942722187,25.584555331,355.254729534,592.992734140,0.026272042,0.024767237,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002830,0.000004201,0.000016911,0.999363864,0.016311583,-0.031714353,0.000000006,0.000000009,0.000000929,0.999776521,0.017664489,0.011613518,0.000000000,0.054022564,0.046238639,0.141980555,0.008581227,102.053047928,0,76,75,1,0.058732612,34,0,0,0,0,0,1184,34,3276,7235,1662,0,0,34010
35,1706584913.842580080,1706584913.942404985,77,76,0,0.012006971,0.016251036,1,0,0,1,-0.021293348,0.026579863,0.026656119,-0.000392810,0.001332168,-0.000498537,0.999998911,1267,974,0.768745067,0.024655797,0.011724444,0.008690399,0.051867551,108.845432292,989,0.938689831,31.710487606,333.324472503,563.329282589,0.034157377,0.032063183,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002823,0.000004265,0.000015724,0.999714456,0.020528984,-0.012229747,0.000000005,0.000000010,0.000000969,0.999837001,0.016619142,0.007055239,0.000000000,0.053499051,0.045861147,0.137687297,0.008067932,102.961109292,0,89,88,1,0.070244672,26,0,0,0,0,0,1152,26,3294,7324,1688,0,0,35162
