frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
11,1706080525.445318937,1706080525.544862032,1,0,0,0,0.190508737,-0.665240657,-1.579834915,-0.024165476,-0.004870618,0.005069167,0.999683255,695,315,0.453237410,0.091669951,0.055524163,0.036753257,0.052625581,2049.433545784,0.363636364,0.050415510,0.150780615,7.104159371,0.010520473,2807.638509451,0,462,399,63,0.664748201,69,0,0,0,0,153,80,3895,3733,2172,178,849
12,1706080525.545148373,1706080525.643826246,1,0,0,0,0.194583423,-0.655180953,-1.593370285,-0.024180218,-0.005206361,0.005424183,0.999679343,677,342,0.505169867,0.112175665,0.061619647,0.041627718,0.068463008,2078.709595784,0.333333333,0.051919468,0.144588200,7.121508923,0.011246764,2746.894433312,0,411,354,57,0.607090103,97,0,0,0,0,162,104,4221,4144,2269,178,1011
13,1706080525.644987822,1706080525.744665146,1,0,0,0,0.225780985,-0.612165559,-1.655098911,-0.026332190,-0.004964752,0.005831019,0.999623912,667,342,0.512743628,0.093720834,0.063488632,0.039256080,0.061775634,1815.244426252,0.307692308,0.052677634,0.143789871,7.202958510,0.012069247,2675.229048154,0,404,370,34,0.605697151,72,0,0,0,0,181,82,4532,4548,2341,178,1192
14,1706080525.745627165,1706080525.843574047,1,0,0,0,0.235202339,-0.577924331,-1.627799389,-0.026966253,-0.005318451,0.006015618,0.999604095,662,345,0.521148036,0.091923600,0.056670863,0.038435430,0.082947066,1586.652502177,0.285714286,0.054839737,0.143720548,7.247752343,0.012463572,2597.473580584,0,376,344,32,0.567975831,78,0,0,0,0,203,83,4817,4924,2419,178,1395
15,1706080525.845469713,1706080525.942384243,1,0,0,0,0.267630686,-0.514963239,-1.743778162,-0.027790804,-0.005829873,0.006502060,0.999575613,629,332,0.527821940,0.098926052,0.063660657,0.041796453,0.073645712,2187.023195472,0.266666667,0.056093468,0.139957209,7.383644847,0.013473174,2570.110221577,0,353,327,26,0.561208267,87,0,0,0,0,185,91,5090,5277,2506,178,1580
16,1706080525.945317745,1706080526.044524908,1,0,0,0,0.289566363,-0.498861282,-1.754480459,-0.028085723,-0.006159230,0.006782106,0.999563534,631,369,0.584786054,0.083809802,0.047010077,0.033142273,0.081663532,1864.662189382,0.250000000,0.057691597,0.145229116,7.412884993,0.014054998,2526.019719564,0,335,301,34,0.530903328,72,0,0,0,0,216,80,5330,5612,2578,178,1796
17,1706080526.045161486,1706080526.143142462,1,0,0,0,0.321551996,-0.476056494,-1.711968785,-0.029590471,-0.005827530,0.007163372,0.999519450,565,334,0.591150442,0.088779678,0.054001280,0.038280843,0.057708690,1880.012168465,0.235294118,0.057692603,0.145664248,7.470767473,0.014815484,2488.019275382,0,325,301,24,0.575221239,67,0,0,0,0,166,74,5554,5937,2645,178,1962
18,1706080526.144999266,1706080526.241770029,1,0,0,0,0.322815897,-0.466580798,-2.006299619,-0.029748665,-0.007096292,0.007509944,0.999504007,663,351,0.529411765,0.073937371,0.043526107,0.032563221,0.054353361,1933.229570183,0.222222222,0.057507089,0.157333701,7.765253510,0.015586013,2457.197625093,0,369,326,43,0.556561086,64,0,0,0,0,215,79,5808,6306,2709,178,2177
19,1706080526.245649099,1706080526.340352297,1,0,0,0,0.338027312,-0.454855114,-1.971908272,-0.032527021,-0.006988013,0.007918506,0.999415058,628,335,0.533439490,0.082139098,0.052607522,0.038577164,0.065375383,1710.485743099,0.210526316,0.057921210,0.159966932,7.804644417,0.016433836,2417.896999725,0,326,275,51,0.519108280,83,0,0,0,0,204,98,6030,6632,2792,178,2381
20,1706080526.345479965,1706080526.445310593,1,0,0,1,0.338507027,-0.457547063,-1.895375302,-0.031565583,-0.007036827,0.008213966,0.999443159,666,367,0.551051051,0.064867643,0.041113755,0.029217538,0.051741652,2079.183370830,0.200000000,0.057612232,0.176424879,7.881226218,0.017014670,2400.961318280,0,349,315,34,0.524024024,56,0,0,0,0,244,73,6262,6981,2848,178,2625
21,1706080526.445322752,1706080526.544208527,1,0,0,1,0.354775643,-0.437680578,-1.918470447,-0.032470707,-0.006564818,0.008630554,0.999413863,602,322,0.534883721,0.089227829,0.050701372,0.036745224,0.087602988,1535.545238006,0.150000000,0.058224693,0.136188504,6.200305763,0.015954350,2339.473616197,0,278,261,17,0.461794020,64,0,0,0,0,251,73,6437,7259,2912,178,2876
22,1706080526.545155764,1706080526.642778158,1,0,0,1,0.363982747,-0.432280442,-1.747166754,-0.033439533,-0.005335913,0.009248117,0.999383709,624,368,0.589743590,0.087431991,0.052541717,0.036392468,0.070475210,1414.657975012,0.100000000,0.059106388,0.137605531,5.891222236,0.016138686,2310.032619208,0,302,282,20,0.483974359,73,0,0,0,0,243,79,6638,7561,2985,178,3119
23,1706080526.644998550,1706080526.741419077,1,0,0,1,0.389905610,-0.424884383,-1.707907020,-0.033989999,-0.005934629,0.009675307,0.999357718,649,363,0.559322034,0.082816864,0.053109793,0.033871917,0.090916397,1629.440119744,0.050000000,0.060754349,0.129324651,5.539392123,0.014877768,2225.281569691,0,306,293,13,0.471494607,79,0,0,0,0,254,89,6832,7867,3064,178,3373
24,1706080526.745637417,1706080526.844913006,1,0,0,1,0.391633347,-0.434203209,-1.739594485,-0.034318201,-0.005432086,0.010153473,0.999344615,654,401,0.613149847,0.075530645,0.046665657,0.031315107,0.077752920,2235.926512212,0.050000000,0.063088674,0.136294392,3.417057411,0.014734855,2174.755712137,0,298,280,18,0.455657492,67,0,0,0,0,283,73,7024,8165,3131,178,3656
25,1706080526.845499039,1706080526.945333719,1,0,0,1,0.409750553,-0.418622992,-1.669355382,-0.034635915,-0.004740693,0.010569611,0.999332859,654,386,0.590214067,0.080940767,0.056692195,0.036800326,0.062826974,1479.137473049,0.000000000,0.064511565,0.135138396,3.338539620,0.015154964,2083.194813814,0,313,298,15,0.478593272,75,0,0,0,0,259,82,7197,8478,3206,178,3915
26,1706080526.945344687,1706080527.044892788,1,0,0,1,0.416730897,-0.417839679,-1.616772116,-0.035007487,-0.004176824,0.011106207,0.999316608,641,402,0.627145086,0.072225471,0.050902336,0.033768278,0.070433452,1592.829742290,0.000000000,0.065278402,0.139124162,2.756970741,0.016159617,1977.656396260,0,290,279,11,0.452418097,63,0,0,0,0,277,74,7369,8768,3269,178,4192
27,1706080527.045192003,1706080527.143569231,1,0,0,1,0.420029198,-0.456585170,-1.668918453,-0.033693310,-0.005298945,0.011441122,0.999352682,610,356,0.583606557,0.079402742,0.048912456,0.033838728,0.080749343,1427.933450138,0.000000000,0.066959032,0.128970154,1.987806124,0.015390031,1871.180628418,0,272,262,10,0.445901639,65,0,0,0,0,267,71,7533,9040,3334,178,4459
28,1706080527.145027399,1706080527.244489908,1,0,0,1,0.429205664,-0.474839820,-1.654874209,-0.033683309,-0.004759180,0.011899109,0.999350387,587,380,0.647359455,0.076922279,0.047458208,0.031115110,0.088280412,1433.366904577,0.000000000,0.069234466,0.131167213,1.693166079,0.016238611,1798.247097466,0,256,241,15,0.436115843,62,0,0,0,0,261,70,7681,9296,3396,178,4720
29,1706080527.245662928,1706080527.344178200,1,0,0,1,0.455947730,-0.458840396,-1.595661018,-0.032453082,-0.004790082,0.012582104,0.999382581,630,378,0.600000000,0.077965650,0.046805401,0.032533163,0.076799760,1652.009772992,0.000000000,0.070163751,0.130516168,1.453524104,0.016515855,1775.222202838,0,264,253,11,0.419047619,60,0,0,0,0,296,70,7833,9560,3456,178,5016
30,1706080527.345490694,1706080527.442777395,1,0,0,1,0.458575959,-0.415907723,-1.552032817,-0.031132100,-0.004897829,0.012849137,0.999420684,637,400,0.627943485,0.075828268,0.045095989,0.031347331,0.068692931,1344.521724043,0.000000000,0.071241500,0.123730514,1.409200046,0.015621145,1746.500260975,0,273,262,11,0.428571429,75,0,0,0,0,279,85,7990,9833,3531,178,5295
31,1706080527.445334435,1706080527.541361332,1,0,0,1,0.455621815,-0.439204712,-1.539561828,-0.031902389,-0.004917590,0.013295912,0.999390451,608,368,0.605263158,0.070777731,0.041497634,0.031039114,0.076593984,1506.478415155,0.000000000,0.072439920,0.128003545,1.418440008,0.015796238,1719.352504443,0,272,254,18,0.447368421,58,0,0,0,0,271,65,8143,10105,3589,178,5566
32,1706080527.545167923,1706080527.639874697,1,0,0,1,0.482617596,-0.398934208,-1.575156289,-0.030310745,-0.005095193,0.013726607,0.999433278,648,396,0.611111111,0.067076348,0.040916643,0.028979507,0.065072009,1641.818867843,0.000000000,0.072270371,0.109192788,1.397135673,0.015831358,1697.507968046,0,269,248,21,0.415123457,48,0,0,0,0,309,70,8307,10374,3637,178,5875
33,1706080527.645003557,1706080527.744848967,1,0,0,1,0.494834588,-0.391294367,-1.607893332,-0.029920832,-0.004803600,0.014052191,0.999441947,622,372,0.598070740,0.073132254,0.046414087,0.031599269,0.084922025,1520.672197751,0.000000000,0.073427690,0.105764720,1.388109648,0.016066776,1682.779356621,0,264,241,23,0.424437299,51,0,0,0,0,292,66,8464,10638,3688,178,6167
34,1706080527.745661020,1706080527.843850374,1,0,0,1,0.508325775,-0.382493773,-1.593535074,-0.029367550,-0.005153589,0.014531663,0.999449758,607,363,0.598023064,0.074925448,0.046989346,0.029770550,0.067245262,1533.825102899,0.000000000,0.072642600,0.101435215,1.273795423,0.016031677,1680.137986657,0,239,227,12,0.393739703,61,0,0,0,0,297,71,8591,10877,3749,178,6464
35,1706080527.845495462,1706080527.942443132,1,0,0,1,0.528639121,-0.375033861,-1.604224535,-0.028076064,-0.004898813,0.015031267,0.999480764,637,414,0.649921507,0.073938419,0.047506466,0.033946808,0.076428826,1667.063821799,0.000000000,0.072781756,0.084907291,1.268691285,0.016422164,1654.140017974,0,223,215,8,0.350078493,61,0,0,0,0,344,70,8724,11100,3810,178,6808
36,1706080527.945335388,1706080528.045156002,1,0,0,1,0.521984505,-0.396613920,-1.622898346,-0.027378318,-0.004815985,0.015427134,0.999494491,644,385,0.597826087,0.069989011,0.045286713,0.030347343,0.075865395,1619.822190438,0.000000000,0.072491849,0.086131453,1.240112288,0.016442406,1641.898018026,0,274,256,18,0.425465839,52,0,0,0,0,315,55,8871,11374,3862,178,7123
37,1706080528.045167685,1706080528.144715071,1,0,0,1,0.530877477,-0.406047321,-1.688435913,-0.027260087,-0.004675181,0.016051061,0.999488566,687,453,0.659388646,0.082687696,0.047791993,0.033827996,0.092521600,1624.442234401,0.000000000,0.074232494,0.080893432,1.012433785,0.016910680,1629.119521323,0,272,258,14,0.395924309,71,0,0,0,0,340,75,9003,11646,3933,178,7463
38,1706080528.145001411,1706080528.243435383,1,0,0,1,0.543003663,-0.414070356,-1.659477710,-0.027632809,-0.004855517,0.016521983,0.999469797,638,404,0.633228840,0.070902558,0.043243719,0.027051284,0.072442358,1684.488041280,0.000000000,0.075136944,0.082354871,1.005446443,0.017017690,1616.682444878,0,219,207,12,0.343260188,56,0,0,0,0,354,65,9119,11865,3989,178,7817
39,1706080528.245644808,1706080528.344820499,1,0,0,1,0.554120402,-0.404622975,-1.653240971,-0.027162751,-0.004290728,0.016899428,0.999478956,608,382,0.628289474,0.087788031,0.056748172,0.036571358,0.094471706,1411.482993664,0.000000000,0.076591760,0.086817750,0.944730701,0.017156526,1601.732307406,0,225,209,16,0.370065789,69,0,0,0,0,302,81,9238,12090,4058,178,8119
40,1706080528.345494509,1706080528.440760374,1,0,0,1,0.566110505,-0.414733467,-1.639675015,-0.027450772,-0.003865206,0.017496309,0.999462553,570,380,0.666666667,0.076934003,0.046590135,0.032726125,0.067121375,1271.442600178,0.000000000,0.077360746,0.078645193,0.930931684,0.017514452,1561.345268874,0,187,180,7,0.328070175,61,0,0,0,0,312,71,9335,12277,4119,178,8431
41,1706080528.445341587,1706080528.545154810,1,0,0,1,0.572174903,-0.412458460,-1.584642102,-0.027783828,-0.003966786,0.017939622,0.999445093,640,386,0.603125000,0.072598462,0.047917201,0.031266417,0.083953162,1673.732481660,0.000000000,0.077178255,0.071982466,0.814708529,0.017244698,1568.254631056,0,223,212,11,0.348437500,56,0,0,0,0,348,69,9450,12500,4175,178,8779
42,1706080528.545166492,1706080528.643825293,1,0,0,1,0.579747416,-0.419602694,-1.553044735,-0.027611529,-0.004506597,0.018426792,0.999438716,630,401,0.636507937,0.070754287,0.042407099,0.029493860,0.071424103,1459.724882693,0.000000000,0.077225700,0.066457408,0.800353014,0.017347311,1570.507976440,0,231,220,11,0.366666667,51,0,0,0,0,335,64,9562,12731,4226,178,9114
43,1706080528.645011425,1706080528.742406130,1,0,0,1,0.585632618,-0.435267292,-1.497992777,-0.027347992,-0.004040536,0.018972921,0.999437737,615,392,0.637398374,0.071166813,0.041868826,0.030109979,0.078089890,1341.651552830,0.000000000,0.076584374,0.064414610,0.824817509,0.017486696,1556.118548095,0,217,207,10,0.352845528,57,0,0,0,0,330,68,9654,12948,4283,178,9444
44,1706080528.745637655,1706080528.840881348,1,0,0,1,0.605372059,-0.451431542,-1.513255203,-0.027063848,-0.004223234,0.019768637,0.999429294,648,408,0.629629630,0.066716405,0.041714832,0.026579043,0.078217193,1523.347614562,0.000000000,0.076607588,0.069200411,0.780355093,0.018298872,1520.489603212,0,240,223,17,0.370370370,49,0,0,0,0,351,57,9783,13188,4332,178,9795
45,1706080528.845460892,1706080528.933988810,1,0,0,1,0.619014463,-0.435301509,-1.526998503,-0.027207632,-0.004141141,0.020180017,0.999417512,608,364,0.598684211,0.071918027,0.047998252,0.031398280,0.080732032,1481.183785271,0.000000000,0.077502841,0.067198976,0.752507360,0.018081828,1520.591918823,0,210,190,20,0.345394737,45,0,0,0,0,336,62,9897,13398,4377,178,10131
46,1706080528.945284367,1706080529.044874430,1,0,0,1,0.650188810,-0.391590005,-1.555413352,-0.027473787,-0.004854766,0.020815399,0.999393987,625,387,0.619200000,0.067679088,0.046389663,0.031753041,0.080477155,1511.854644723,0.000000000,0.078005026,0.069897723,0.748203537,0.018658389,1516.543163945,0,191,184,7,0.305600000,37,0,0,0,0,381,53,9981,13589,4414,178,10512
47,1706080529.045122385,1706080529.143485069,1,0,0,1,0.671945747,-0.363743290,-1.560182117,-0.027139901,-0.004631331,0.021179707,0.999396516,635,406,0.639370079,0.069948377,0.044906389,0.029715027,0.066986912,2103.376152355,0.000000000,0.077316904,0.069146485,0.759069514,0.018492904,1550.315299056,0,208,199,9,0.327559055,56,0,0,0,0,361,66,10075,13797,4470,178,10873
48,1706080529.144958496,1706080529.242279768,1,0,0,1,0.687977287,-0.317658314,-1.590216984,-0.028374421,-0.004369301,0.021301251,0.999360825,622,392,0.630225080,0.076728609,0.053184959,0.033544648,0.081270545,1772.598889753,0.000000000,0.076966411,0.069068705,0.749453568,0.017374233,1567.276898315,0,194,186,8,0.311897106,63,0,0,0,0,356,72,10164,13991,4533,178,11229
49,1706080529.245596409,1706080529.345434189,1,0,0,1,0.713622492,-0.287083509,-1.590369980,-0.028447941,-0.004630782,0.021986231,0.999342722,687,449,0.653566230,0.064273066,0.038406454,0.027425464,0.071028925,1630.198977667,0.000000000,0.076677869,0.073351229,0.728093784,0.018230538,1566.186358548,0,228,221,7,0.331877729,58,0,0,0,0,391,68,10258,14219,4591,178,11620
50,1706080529.345446348,1706080529.444480658,1,0,0,1,0.723190975,-0.273351578,-1.610412596,-0.028416229,-0.004335419,0.022306209,0.999337858,665,434,0.652631579,0.069353847,0.044672209,0.028246361,0.061698254,1603.015571992,0.000000000,0.076328136,0.073708381,0.727616112,0.017951821,1579.111050946,0,215,205,10,0.323308271,48,0,0,0,0,398,52,10350,14434,4639,178,12018
51,1706080529.445290327,1706080529.543139935,1,0,0,1,0.736792616,-0.256654512,-1.630082003,-0.029467298,-0.003966073,0.022737259,0.999299237,585,387,0.661538462,0.080553616,0.052357222,0.034141433,0.091407127,1470.920471568,0.000000000,0.077068793,0.076834160,0.696637317,0.017941971,1577.333153766,0,182,173,9,0.311111111,72,0,0,0,0,327,76,10439,14616,4711,178,12345
52,1706080529.545124292,1706080529.641795874,1,0,0,1,0.725811102,-0.283316479,-1.683861648,-0.029008197,-0.004378123,0.023230107,0.999299614,577,383,0.663778163,0.068919799,0.047536363,0.029458577,0.083319704,1440.006896721,0.000000000,0.077981177,0.075602958,0.721891672,0.018318876,1567.242555210,0,171,164,7,0.296360485,44,0,0,0,0,356,50,10521,14787,4755,178,12701
53,1706080529.644978523,1706080529.744110584,1,0,0,1,0.735014636,-0.306826874,-1.649102176,-0.030235088,-0.004234755,0.023783592,0.999250843,593,392,0.661045531,0.073337094,0.045057938,0.030632872,0.081118933,1394.439690435,0.000000000,0.077791023,0.075597033,0.743274592,0.018451457,1560.930929844,0,178,173,5,0.300168634,58,0,0,0,0,351,64,10602,14965,4813,178,13052
54,1706080529.745607376,1706080529.844818592,1,0,0,1,0.744967299,-0.313626230,-1.603799777,-0.029175906,-0.003871107,0.024369146,0.999269696,644,441,0.684782609,0.065966910,0.047253276,0.032262069,0.079643827,1490.146269581,0.000000000,0.078410951,0.078682966,0.766017087,0.018621239,1558.746988179,0,212,201,11,0.329192547,57,0,0,0,0,363,69,10695,15177,4870,178,13415
55,1706080529.845454454,1706080529.943386555,1,0,0,1,0.757806265,-0.310785563,-1.640698861,-0.029459148,-0.004014578,0.024854499,0.999248866,611,378,0.618657938,0.071005516,0.043868704,0.031899896,0.068074402,1425.356562108,0.000000000,0.077993230,0.078864310,0.775885672,0.018821415,1546.661625194,0,191,184,7,0.312602291,43,0,0,0,0,366,54,10793,15368,4913,178,13781
56,1706080529.945296288,1706080530.036390305,1,0,0,1,0.775327672,-0.318923428,-1.680801848,-0.031028028,-0.004289313,0.025447546,0.999185311,601,411,0.683860233,0.068996825,0.046863778,0.031562161,0.064812003,1476.295617346,0.000000000,0.077440560,0.079270421,0.753591889,0.018795950,1539.485296539,0,164,161,3,0.272878536,55,0,0,0,0,373,64,10865,15532,4968,178,14154
57,1706080530.045137882,1706080530.135004759,1,0,0,1,0.788900593,-0.302479622,-1.596226061,-0.030939527,-0.003991450,0.025964762,0.999175983,619,387,0.625201939,0.071891878,0.048585935,0.030576239,0.089121203,1265.399872744,0.000000000,0.077270540,0.072818800,0.808410379,0.018856193,1521.533178456,0,205,191,14,0.331179321,52,0,0,0,0,343,71,10968,15737,5020,178,14497
58,1706080530.144974470,1706080530.233646393,1,0,0,1,0.814058015,-0.281014808,-1.589055530,-0.031188273,-0.004096943,0.026622376,0.999150517,626,412,0.658146965,0.067590590,0.042714136,0.024535080,0.070585637,1362.513155227,0.000000000,0.077177704,0.074100298,0.826382917,0.019459804,1505.434434154,0,187,179,8,0.298722045,39,0,0,0,0,381,58,11051,15924,5059,178,14878
59,1706080530.245613813,1706080530.344547272,1,0,0,1,0.827481456,-0.296853256,-1.589108686,-0.030653276,-0.003660719,0.027560183,0.999143339,614,381,0.620521173,0.063905130,0.042866383,0.025827092,0.059613373,1732.644354558,0.000000000,0.075434788,0.058332530,0.826407695,0.020132581,1521.492502199,0,180,176,4,0.293159609,40,0,0,0,0,376,58,11133,16104,5099,178,15254
60,1706080530.345470190,1706080530.443379164,1,0,0,1,0.849941678,-0.270522553,-1.616629182,-0.030939372,-0.004244900,0.028226736,0.999113601,638,426,0.667711599,0.065383168,0.041989491,0.028738206,0.087265819,1548.503070790,0.000000000,0.076442010,0.056905104,0.815211958,0.020609298,1535.345525729,0,175,170,5,0.274294671,53,0,0,0,0,401,62,11212,16279,5152,178,15655
61,1706080530.445300579,1706080530.541812181,1,0,0,1,0.865925507,-0.268750189,-1.567887045,-0.031286747,-0.003884708,0.029084569,0.999079645,595,388,0.652100840,0.067894607,0.044632787,0.032104143,0.080145348,1675.094919843,0.000000000,0.076251619,0.056731556,0.833270306,0.021301435,1535.413647638,0,185,175,10,0.310924370,48,0,0,0,0,355,55,11285,16464,5200,178,16010
62,1706080530.545134783,1706080530.644946575,1,0,0,1,0.875216339,-0.253978816,-1.604228438,-0.030041218,-0.003917784,0.029599684,0.999102615,631,409,0.648177496,0.078068039,0.050931661,0.031773565,0.099353885,1486.196652828,0.000000000,0.077648108,0.062126724,0.816045226,0.021261967,1536.737236145,0,179,169,10,0.283676704,61,0,0,0,0,383,69,11372,16643,5261,178,16393
63,1706080530.644970655,1706080530.744168758,1,0,0,1,0.905635462,-0.262607035,-1.655490426,-0.029829348,-0.003978575,0.030476457,0.999082362,609,400,0.656814450,0.066208154,0.046713051,0.029773308,0.081391959,1422.204265925,0.000000000,0.077813212,0.063361663,0.846544505,0.021418779,1540.764871800,0,172,167,5,0.282430213,41,0,0,0,0,388,49,11453,16815,5302,178,16781
64,1706080530.745603323,1706080530.842826366,1,0,0,1,0.914940824,-0.260551046,-1.640086427,-0.028459417,-0.004081879,0.031132659,0.999101675,568,369,0.649647887,0.071050384,0.049168946,0.034735522,0.076192364,1414.852662837,0.000000000,0.077711970,0.062432593,0.839455429,0.021909599,1535.340124214,0,149,146,3,0.262323944,48,0,0,0,0,362,57,11519,16964,5350,178,17143
65,1706080530.845432997,1706080530.941483498,1,0,0,1,0.900994805,-0.272492711,-1.573137409,-0.027287660,-0.003654188,0.031655079,0.999119606,593,389,0.655986509,0.069057132,0.045607262,0.031007632,0.078081139,1701.487032391,0.000000000,0.077579426,0.062313920,0.848131492,0.021611388,1546.355286570,0,158,156,2,0.266441821,46,0,0,0,0,379,56,11587,17122,5396,178,17522
66,1706080530.945266247,1706080531.045093060,1,0,0,1,0.913040422,-0.272422260,-1.569893032,-0.026625547,-0.003713531,0.032227276,0.999118958,626,406,0.648562300,0.067403027,0.045532431,0.032931131,0.086067552,1430.311226691,0.000000000,0.077858946,0.062432392,0.824947851,0.022042052,1542.278115668,0,178,168,10,0.284345048,45,0,0,0,0,389,59,11671,17300,5441,178,17911
67,1706080531.045117617,1706080531.144412279,1,0,0,1,0.917874986,-0.261559994,-1.567993820,-0.025519941,-0.003014082,0.032774277,0.999132371,641,426,0.664586583,0.062273843,0.042349421,0.025853234,0.062043234,1634.069939718,0.000000000,0.077611762,0.067148392,0.779691306,0.022855845,1518.812805036,0,171,160,11,0.266770671,41,0,0,0,0,415,55,11749,17471,5482,178,18326
68,1706080531.144948006,1706080531.237413406,1,0,0,1,0.929890672,-0.241157855,-1.512719635,-0.023873889,-0.003162681,0.033321167,0.999154510,596,392,0.657718121,0.067753161,0.044838816,0.029623709,0.085241971,1236.119349864,0.000000000,0.077810333,0.063309619,0.799916949,0.022564526,1491.988828042,0,164,160,4,0.275167785,54,0,0,0,0,369,63,11818,17635,5536,178,18695
