frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
14,1624181091.061827421,1624181091.161813259,19,18,0,0.012797584,0.026389048,1,0,0,0,-0.009816049,-0.020562719,-0.005223069,-0.000017957,-0.000046122,0.000197129,0.999999979,2374,1931,0.813395114,0.014339577,0.003528938,0.002935781,0.135049892,105.339627216,1609,0.971900823,161.558484514,335.450050432,1066.779890023,0.103312240,0.100409251,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000614,0.000001702,0.000003626,-0.107358691,-0.994187701,0.008057758,0.000000001,0.000000002,0.000000009,-0.000066339,0.004474407,-0.999989988,0.000000000,0.152769579,0.048170814,0.039432499,0.002614006,94.244480578,0,290,278,12,0.122156698,87,0,0,0,0,0,1997,87,4351,7460,1347,0,0,24218
15,1624181091.161825180,1624181091.261812449,20,19,0,0.013256795,0.025034932,1,0,0,0,-0.008698872,-0.017943553,-0.005356150,-0.000003937,-0.000028210,0.000263158,0.999999965,2369,1920,0.810468552,0.014202513,0.003336875,0.002777430,0.131769421,109.539541195,1617,0.971268388,163.878493037,324.288289504,1082.374200941,0.104345251,0.101347244,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000610,0.000001732,0.000003640,-0.104181937,-0.994520533,0.008662152,0.000000001,0.000000002,0.000000009,-0.004265199,0.012762909,-0.999909454,0.000000000,0.151369569,0.050526191,0.042283082,0.002746064,95.264151286,0,241,234,7,0.101730688,68,0,0,0,0,0,2060,68,4416,7701,1415,0,0,26278
16,1624181091.261822701,1624181091.361767054,21,20,0,0.013420033,0.025407400,1,0,0,0,-0.004732019,-0.016287491,-0.005293676,-0.000004692,-0.000020866,0.000074280,0.999999997,2371,1915,0.807676086,0.014649395,0.003157422,0.002705261,0.133374780,105.738559927,1606,0.971994157,160.177007338,333.998989842,1066.846619370,0.102610305,0.099736617,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000620,0.000001717,0.000003608,-0.099908197,-0.994955169,0.009086493,0.000000001,0.000000002,0.000000009,-0.000804520,0.007821155,-0.999969091,0.000000000,0.150244894,0.050112587,0.046582195,0.003123820,95.918801826,0,277,271,6,0.116828342,73,0,0,0,0,0,2021,73,4491,7978,1488,0,0,28299
17,1624181091.361820221,1624181091.461771488,22,21,0,0.013218389,0.026174667,1,0,0,0,-0.004164342,-0.015074618,-0.004254421,0.000013541,-0.000014168,0.000189233,0.999999982,2364,1928,0.815566836,0.014592673,0.003181149,0.002666686,0.131128844,108.732800461,1613,0.972897480,160.214888437,334.571574998,1074.497171160,0.102094284,0.099327271,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000611,0.000001704,0.000003638,-0.102894352,-0.994660045,0.008009193,0.000000001,0.000000002,0.000000008,0.002825983,-0.007368274,0.999968861,0.000000000,0.149120421,0.049806925,0.048277297,0.003353724,96.672566451,0,208,201,7,0.087986464,72,0,0,0,0,0,2083,73,4563,8186,1560,0,0,30382
18,1624181091.461817741,1624181091.561782360,23,22,0,0.013214105,0.025940849,1,0,0,0,-0.003777749,-0.014965166,-0.003998824,-0.000000936,-0.000058063,0.000125921,0.999999990,2333,1926,0.825546507,0.013855594,0.003153133,0.002734642,0.129187994,110.266510163,1630,0.974243761,161.438689045,323.282753462,1103.295887480,0.101660534,0.099042141,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000603,0.000001727,0.000003706,-0.100363354,-0.994914954,0.008451703,0.000000001,0.000000002,0.000000009,-0.002860826,0.014189526,-0.999895231,0.000000000,0.148013064,0.052823039,0.048753494,0.003480348,97.427785547,0,238,235,3,0.102014574,76,0,0,0,0,0,2019,76,4613,8424,1636,0,0,32401
19,1624181091.561815262,1624181091.661733627,24,23,0,0.013099342,0.025465598,1,0,0,0,-0.005630096,-0.016463902,-0.004182593,-0.000006728,-0.000049203,0.000272869,0.999999962,2338,1931,0.825919589,0.014385906,0.003066802,0.002772712,0.133978518,107.075124592,1634,0.974543107,167.240609035,332.416815584,1092.746012902,0.105024019,0.102350434,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000611,0.000001713,0.000003573,-0.094041190,-0.995541844,0.007258948,0.000000001,0.000000002,0.000000008,0.000809077,0.007400682,-0.999972287,0.000000000,0.147274404,0.052744509,0.051143299,0.003774245,97.935540233,0,224,219,5,0.095808383,77,0,0,0,0,0,2037,77,4664,8648,1713,0,0,34438
20,1624181091.661813021,1624181091.761733532,25,24,0,0.013252483,0.024768406,1,0,0,1,-0.006271572,-0.018145783,-0.004806788,-0.000021378,-0.000024829,0.000188080,0.999999982,2330,1927,0.827038627,0.014927624,0.003025261,0.002563485,0.126488580,109.978845959,1623,0.975305970,155.828689234,326.286108783,1100.806791537,0.098443720,0.096012748,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000610,0.000001681,0.000003639,-0.096558592,-0.995270183,0.010663085,0.000000001,0.000000002,0.000000008,0.000056981,-0.004598147,0.999989427,0.000000000,0.146235112,0.051499563,0.053048512,0.003943823,98.537705519,0,190,186,4,0.081545064,54,0,0,0,0,0,2085,55,4712,8838,1767,0,0,36523
21,1624181091.761810541,1624181091.861697197,26,25,0,0.012782362,0.025041461,1,0,0,1,-0.006124808,-0.020030336,-0.005447068,-0.000007994,-0.000026902,0.000106955,0.999999994,2350,1950,0.829787234,0.013910074,0.003146010,0.002703853,0.133526760,107.795994733,1633,0.973694897,158.903172790,331.833251305,1099.307342394,0.099936352,0.097307515,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000607,0.000001674,0.000003546,-0.090105872,-0.995870916,0.011047612,0.000000001,0.000000002,0.000000008,0.000164743,-0.009245257,0.999957248,0.000000000,0.144305134,0.054158617,0.047529644,0.004026547,100.576052648,0,223,220,3,0.094893617,56,0,0,0,0,0,2070,57,4757,9061,1823,0,0,38593
22,1624181091.861808062,1624181091.961688757,27,26,0,0.012429259,0.024127153,1,0,0,1,-0.004641984,-0.024269172,-0.005136997,-0.000012246,-0.000043992,0.000176085,0.999999983,2372,1969,0.830101180,0.013478008,0.003014060,0.002548619,0.127838063,109.553831277,1652,0.974373307,162.144422060,330.763957505,1116.756323698,0.100731799,0.098150377,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000601,0.000001679,0.000003530,-0.087379393,-0.996146280,0.007578335,0.000000001,0.000000002,0.000000008,0.001665714,-0.020643054,0.999785522,0.000000000,0.141308543,0.055671128,0.049261450,0.003958049,102.390293450,0,240,232,8,0.101180438,54,0,0,0,0,0,2078,54,4828,9301,1877,0,0,40671
23,1624181091.961805582,1624181092.061677694,28,27,0,0.014170372,0.026307695,1,0,0,1,-0.006294426,-0.025519338,-0.004885071,0.000019467,-0.000019175,0.000172590,0.999999985,2350,1958,0.833191489,0.014183821,0.003170024,0.002702469,0.124861219,109.748740739,1638,0.974638931,153.974661018,338.194122703,1104.289785121,0.096447640,0.094001625,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000606,0.000001645,0.000003604,-0.085583853,-0.996269221,0.011092525,0.000000001,0.000000002,0.000000008,-0.003416797,0.013478923,-0.999903317,0.000000000,0.139434058,0.054989124,0.045451240,0.003863661,103.579011483,0,204,198,6,0.086808511,66,0,0,0,0,0,2079,67,4888,9505,1943,0,0,42750
24,1624181092.061803102,1624181092.161735296,29,28,0,0.012538492,0.024325983,1,0,0,1,-0.006030942,-0.023108999,-0.004658258,-0.000015696,-0.000047414,-0.000071957,0.999999996,2345,1954,0.833262260,0.014038076,0.002969740,0.002530826,0.125738395,109.720505517,1661,0.976071149,159.646398227,328.818949368,1132.788831361,0.098470925,0.096114629,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000603,0.000001669,0.000003581,-0.087616002,-0.996070463,0.012925517,0.000000001,0.000000002,0.000000008,-0.001787586,-0.015877241,0.999872351,0.000000000,0.137072663,0.050881158,0.045907349,0.003980676,104.665149464,0,303,302,1,0.129211087,70,0,0,0,0,0,1972,70,4934,9808,2013,0,0,44722
25,1624181092.161800861,1624181092.261734962,30,29,0,0.013360211,0.025365569,1,0,0,1,-0.007138190,-0.025726216,-0.004425351,0.000011101,-0.000019303,0.000107300,0.999999994,2359,1978,0.838490886,0.013525639,0.002959196,0.002571556,0.124467304,112.678585884,1656,0.974947186,159.185117280,333.271332213,1122.056090978,0.098596396,0.096126279,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000589,0.000001664,0.000003595,-0.094827800,-0.995407218,0.013120920,0.000000001,0.000000002,0.000000009,-0.004226612,0.008616647,-0.999953944,0.000000000,0.135080812,0.045260624,0.047209978,0.004140866,105.854500858,0,196,187,9,0.083086053,68,0,0,0,0,0,2095,68,4981,10004,2081,0,0,46817
26,1624181092.261798382,1624181092.361763716,31,30,0,0.013096681,0.024463966,1,0,0,1,-0.006875797,-0.022939804,-0.004307834,0.000018515,0.000002234,0.000090909,0.999999996,2373,2000,0.842815002,0.013428790,0.002660958,0.002310612,0.122262664,115.318953612,1684,0.976243146,156.460828382,336.839123053,1150.693506976,0.095171199,0.092910231,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000590,0.000001664,0.000003628,-0.091374062,-0.995755510,0.011033844,0.000000001,0.000000002,0.000000008,-0.004871760,0.008811640,-0.999949309,0.000000000,0.133382265,0.040646656,0.048486704,0.003990724,106.995728429,0,190,185,5,0.080067425,58,0,0,0,0,0,2124,59,5029,10194,2139,0,0,48941
27,1624181092.361795902,1624181092.461874962,32,31,0,0.013016369,0.024501333,1,0,0,1,-0.007739405,-0.021679944,-0.004157215,0.000004449,-0.000021174,0.000095810,0.999999995,2378,1995,0.838940286,0.013368095,0.002678534,0.002345910,0.124421123,111.459154707,1671,0.975930378,156.251389286,337.925891834,1136.602380647,0.095813918,0.093507714,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000586,0.000001651,0.000003547,-0.092465192,-0.995669532,0.009610958,0.000000001,0.000000002,0.000000008,-0.003248457,0.009965023,-0.999945071,0.000000000,0.132031213,0.038294119,0.047644210,0.003747541,107.767633159,0,184,178,6,0.077375946,52,0,0,0,0,0,2141,53,5085,10378,2191,0,0,51082
28,1624181092.461793423,1624181092.561836243,33,32,0,0.013240801,0.025563863,1,0,0,1,-0.006976066,-0.022126826,-0.004460415,-0.000003447,-0.000056360,0.000143694,0.999999988,2348,1981,0.843696763,0.013426493,0.002603569,0.002288827,0.121521463,113.894047031,1671,0.977032439,149.769818228,333.115997690,1149.735390248,0.091735804,0.089628856,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000586,0.000001663,0.000003546,-0.079824537,-0.996698940,0.014807615,0.000000001,0.000000002,0.000000008,-0.001032578,0.008236116,-0.999965549,0.000000000,0.130907568,0.037460320,0.044912406,0.003706590,108.394449597,0,164,161,3,0.069846678,58,0,0,0,0,0,2125,59,5132,10542,2249,0,0,53207
29,1624181092.561790943,1624181092.661748648,34,33,0,0.012768117,0.026309971,1,0,0,1,-0.008828166,-0.021132563,-0.004898630,-0.000010657,-0.000032752,0.000152141,0.999999988,2386,2017,0.845347863,0.013643266,0.002472875,0.002169859,0.122277308,111.994752308,1684,0.974618754,159.732875206,329.735269809,1151.789836665,0.097323442,0.094853251,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000579,0.000001625,0.000003539,-0.075670888,-0.997039680,0.013630610,0.000000001,0.000000002,0.000000008,-0.006093222,0.014579520,-0.999875147,0.000000000,0.129990648,0.038462390,0.042258166,0.003577705,108.721368809,0,169,164,5,0.070829841,37,0,0,0,0,0,2179,38,5187,10711,2286,0,0,55386
30,1624181092.661788702,1624181092.761736155,35,34,0,0.012817407,0.025220177,1,0,0,1,-0.011288515,-0.024890486,-0.004206531,0.000005382,-0.000019856,0.000218358,0.999999976,2333,1982,0.849549936,0.012937081,0.002348454,0.002057149,0.122201886,112.078639087,1685,0.976573320,155.798141121,338.192259860,1151.535642925,0.094679839,0.092461805,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000581,0.000001660,0.000003545,-0.086842353,-0.996137652,0.012968595,0.000000001,0.000000002,0.000000008,-0.004869510,0.010355734,-0.999934521,0.000000000,0.129134031,0.040780792,0.043885217,0.003490605,109.212601169,0,162,160,2,0.069438491,49,0,0,0,0,0,2122,49,5224,10873,2335,0,0,57508
31,1624181092.761786222,1624181092.861739397,36,35,0,0.013719094,0.026313403,1,0,0,1,-0.010310322,-0.025111681,-0.004288220,0.000004977,-0.000017980,0.000145771,0.999999989,2368,2009,0.848395270,0.012955748,0.002471099,0.002203837,0.123670228,113.147077518,1682,0.977508254,154.901099123,332.193828431,1157.073955296,0.094212402,0.092093400,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000586,0.000001661,0.000003497,-0.085442427,-0.996287331,0.010542578,0.000000001,0.000000002,0.000000008,-0.004504407,0.009977021,-0.999940083,0.000000000,0.128370363,0.042225107,0.042880715,0.003346029,109.706700716,0,143,141,2,0.060388514,52,0,0,0,0,0,2172,53,5256,11016,2387,0,0,59680
32,1624181092.861783743,1624181092.961729527,37,36,0,0.013158441,0.025077196,1,0,0,1,-0.011981900,-0.023930904,-0.004246238,0.000013947,-0.000021073,0.000167613,0.999999986,2338,1963,0.839606501,0.011702942,0.002224260,0.001967992,0.113362625,119.982503479,1685,0.976484859,152.623697555,330.320594987,1162.432694775,0.092759106,0.090577862,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000579,0.000001715,0.000003718,-0.095937898,-0.995312689,0.012188970,0.000000001,0.000000002,0.000000009,-0.005162513,0.008262027,-0.999952543,0.000000000,0.127272611,0.054025650,0.043513274,0.003282922,110.419557419,0,149,142,7,0.063729683,42,0,0,0,0,0,2147,42,5297,11165,2429,0,0,61827
33,1624181092.961781263,1624181093.061702490,38,37,0,0.012006808,0.027462525,1,0,0,1,-0.007817916,-0.024074337,-0.004713926,-0.000002719,-0.000045604,0.000052540,0.999999998,2383,1998,0.838438943,0.012800249,0.002366070,0.002048740,0.118738951,116.211238425,1692,0.976119521,162.580804040,331.821063475,1157.192361336,0.098438709,0.096087946,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000578,0.000001692,0.000003675,-0.092865963,-0.995626828,0.010155450,0.000000001,0.000000002,0.000000008,-0.005875214,0.014478062,-0.999877926,0.000000000,0.126293301,0.054120027,0.046696031,0.003191606,111.012751691,0,178,176,2,0.074695762,53,0,0,0,0,0,2152,53,5346,11343,2482,0,0,63979
34,1624181093.061778784,1624181093.161693096,39,38,0,0.012517064,0.025601993,1,0,0,1,-0.008464525,-0.024765664,-0.004656700,-0.000018082,-0.000054408,0.000216101,0.999999975,2365,2004,0.847357294,0.013248457,0.002424235,0.002167889,0.113820257,117.670820134,1700,0.976106969,158.959255133,332.295669949,1168.126921908,0.095794259,0.093505444,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000575,0.000001679,0.000003661,-0.083648564,-0.996419264,0.012311297,0.000000000,0.000000002,0.000000008,-0.005228091,0.009329196,-0.999942815,0.000000000,0.125231819,0.053775393,0.044793767,0.003386673,111.629311337,0,149,145,4,0.063002114,53,0,0,0,0,0,2162,54,5389,11492,2535,0,0,66141
