frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
11,1517157222.214606047,1517157222.315445185,31,30,0,0.010565074,0.015117238,1,1,0,0,0,0,0.065040714,-0.026471098,-0.032044951,0.007359850,-0.003298206,0.012640027,0.999887586,788,603,0.765228426,0.030599162,0.017596067,0.013286713,0.585544622,23.629614834,492,0.926279488,92.538382242,152.342232320,210.848893702,0.203055498,0.188086143,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002601,0.000003964,0.000004633,-0.212049108,0.411689997,-0.886310624,0.000000017,0.000000024,0.000002346,0.941013174,0.335743864,-0.042074503,0.000000000,0.551022360,0.240783261,0.146206082,0.025112082,25.598675862,0,0.207659374,0.193612191,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,107,105,2,0.135786802,23,0,0,0,0,0,0,653,28,1558,2093,525,0,0,0,5894
12,1517157222.315465927,1517157222.416305304,32,31,0,0.004658539,0.007273003,1,1,0,0,0,0,0.063734850,-0.025650202,-0.025866370,0.007648541,-0.003174666,0.012903331,0.999882456,794,594,0.748110831,0.026852546,0.015880646,0.010447301,0.549405306,21.414146094,500,0.924601414,94.404900536,147.044594010,220.851212606,0.204206697,0.188809801,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002595,0.000003979,0.000004575,-0.130673674,0.446587667,-0.885146229,0.000000021,0.000000021,0.000002304,0.941794508,0.333528712,-0.042210230,0.000000000,0.550887605,0.252730594,0.152574286,0.025638626,25.249965048,0,0.207371651,0.193211992,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,80,80,0,0.100755668,17,0,0,0,0,0,0,691,23,1572,2173,542,0,0,0,6585
13,1517157222.416326046,1517157222.517165184,33,32,0,0.003233778,0.004478988,1,1,0,0,0,0,0.063178795,-0.023993312,-0.023412545,0.007934336,-0.003197172,0.013057007,0.999878162,794,598,0.753148615,0.026590489,0.015507362,0.010608522,0.541772956,22.296539322,495,0.929144843,91.892598572,146.783717884,221.250380631,0.199798357,0.185641613,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002541,0.000003942,0.000004555,-0.069806448,0.446705064,-0.891953836,0.000000020,0.000000022,0.000002317,0.939645048,0.339562972,-0.042002050,0.000000000,0.550186478,0.261754407,0.155586883,0.025943776,25.022778453,0,0.206789090,0.192629655,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,52,52,0,0.065491184,18,0,0,0,0,0,0,719,23,1581,2225,560,0,0,0,7304
14,1517157222.517185926,1517157222.618025303,34,33,0,0.002505528,0.004306712,1,1,0,0,0,0,0.061156643,-0.023257372,-0.020836253,0.007080591,-0.003109050,0.012819160,0.999887928,803,606,0.754669988,0.027062284,0.014580014,0.010580236,0.536147197,22.485645901,504,0.926635085,91.754390869,155.110520555,220.159171649,0.196466080,0.182052363,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002510,0.000003909,0.000004385,-0.097107734,0.448917385,-0.888281076,0.000000019,0.000000021,0.000002380,0.940137364,0.337916004,-0.044209857,0.000000000,0.549183673,0.266920338,0.158943664,0.026412656,24.841554700,0,0.206051732,0.191874134,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,61,61,0,0.075965131,21,0,0,0,0,0,0,716,26,1590,2286,581,0,0,0,8020
15,1517157222.618046045,1517157222.718885183,35,34,0,0.003254105,0.006264696,1,1,0,0,0,0,0.059284582,-0.021964608,-0.016567895,0.007272680,-0.002813184,0.012934002,0.999885946,792,602,0.760101010,0.025886300,0.013759309,0.009240865,0.544434524,21.154237969,502,0.925693026,90.949908463,157.088224893,216.659765873,0.195718355,0.181175116,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002504,0.000003866,0.000004305,-0.057694880,0.446035263,-0.893153875,0.000000021,0.000000023,0.000002359,0.940294993,0.337587099,-0.043362168,0.000000000,0.548867063,0.273048371,0.163780474,0.026645361,24.595733584,0,0.205362841,0.191160866,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,49,49,0,0.061868687,17,0,0,0,0,0,0,722,21,1599,2335,598,0,0,0,8742
16,1517157222.718905926,1517157222.819745302,36,35,0,0.003195467,0.006047802,1,1,0,0,0,0,0.058882980,-0.022696119,-0.018741061,0.007494528,-0.003058075,0.012810507,0.999885179,781,591,0.756722151,0.024867150,0.013392180,0.008803386,0.564365605,20.293416331,489,0.927452316,90.629991499,150.618514115,212.275676793,0.199834970,0.185337406,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002533,0.000003852,0.000004262,-0.087461716,0.439294458,-0.894075404,0.000000023,0.000000023,0.000002371,0.939732641,0.339022580,-0.044342457,0.000000000,0.549835722,0.279735840,0.166108358,0.026897271,24.326838756,0,0.205017349,0.190796900,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,24,23,1,0.030729834,16,0,0,0,0,0,0,736,21,1602,2359,614,0,0,0,9478
17,1517157222.819766045,1517157222.920605183,37,36,0,0.002778091,0.004599087,1,1,0,0,0,0,0.059810280,-0.023342322,-0.016669455,0.007076931,-0.002493316,0.012786933,0.999890091,788,606,0.769035533,0.026582328,0.014043632,0.009747681,0.530512704,21.533431278,496,0.929849100,89.706603406,153.011416604,218.487133700,0.194504772,0.180860088,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002504,0.000003861,0.000004174,-0.140646075,0.431319389,-0.891169045,0.000000020,0.000000020,0.000002427,0.940109002,0.338127119,-0.043186987,0.000000000,0.548699074,0.281264066,0.168468234,0.026933921,24.162520669,0,0.204398962,0.190212382,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,49,49,0,0.062182741,19,0,0,0,0,0,0,716,23,1605,2408,633,0,0,0,10194
18,1517157222.920625925,1517157223.021395206,37,37,0,0.001892529,0.002964006,1,1,0,0,0,0,0.061239647,-0.023054307,-0.020509581,0.007009717,-0.003044809,0.013051459,0.999885620,783,600,0.766283525,0.025590267,0.013146677,0.008994443,0.552121242,21.864825834,498,0.928962202,91.124024284,155.244330104,216.254822171,0.196972458,0.182979968,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002492,0.000003835,0.000004160,-0.091311827,0.435604945,-0.895494546,0.000000019,0.000000024,0.000002289,0.941302333,0.335023420,-0.041342778,0.000000000,0.548889194,0.283805424,0.172575862,0.027455749,24.034870956,0,0.203986378,0.189810581,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,28,28,0,0.035759898,21,0,0,0,0,0,0,730,25,1609,2436,654,0,0,0,10924
19,1517157223.122276068,1517157223.223115206,39,38,0,0.001925400,0.003463325,1,1,0,0,0,0,0.061704172,-0.023242702,-0.024964794,0.006542392,-0.003353087,0.013005124,0.999888404,788,603,0.765228426,0.036123882,0.023013246,0.017956087,0.556374372,21.257814175,501,0.929737066,96.494391155,153.517922554,215.785956245,0.207159188,0.192603575,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003201,0.000004902,0.000005415,-0.130118780,0.438793455,-0.889117207,0.000000020,0.000000022,0.000002662,0.940890968,0.336226114,-0.040941262,0.000000000,0.549283151,0.275686787,0.177059187,0.027549456,23.888710073,0,0.204153368,0.189957581,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,23,23,0,0.029187817,18,0,0,0,0,0,0,743,22,1615,2459,672,0,0,0,11667
20,1517157223.223135948,1517157223.323975325,40,39,0,0.001558787,0.002357438,1,1,0,0,0,1,0.059956496,-0.021599782,-0.019392278,0.006728015,-0.002800421,0.012961698,0.999889437,787,596,0.757306226,0.025081387,0.012694511,0.009148472,0.568440512,21.243168494,509,0.930420895,94.932920068,159.071216703,219.580098531,0.200456250,0.186508684,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002654,0.000004021,0.000004584,-0.129037773,0.417448426,-0.899492115,0.000000021,0.000000022,0.000002456,0.940150636,0.338162524,-0.041986769,0.000000000,0.550241019,0.278579302,0.183126022,0.027630289,23.756432994,0,0.203968512,0.189785136,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,35,35,0,0.044472681,16,0,0,0,0,0,0,731,21,1620,2494,688,0,0,0,12398
21,1517157223.323996067,1517157223.424835205,41,40,0,0.001738335,0.003164957,1,1,0,0,0,1,0.060307411,-0.021977313,-0.014146176,0.005696626,-0.003070711,0.013185881,0.999892120,789,604,0.765525982,0.025198369,0.013065576,0.009436197,0.574690968,25.542701131,503,0.931452537,93.059982548,158.916680959,216.543962509,0.198625156,0.185009906,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002510,0.000003753,0.000004230,-0.112074727,0.414278005,-0.903223666,0.000000014,0.000000022,0.000002329,0.940492348,0.337430847,-0.040181663,0.000000000,0.550742697,0.287742775,0.182712403,0.027280978,23.423743742,0,0.203441357,0.189123465,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,35,35,0,0.044359949,18,0,0,0,0,0,0,732,22,1624,2529,706,0,0,0,13130
22,1517157223.424855947,1517157223.525695324,42,41,0,0.001549112,0.002763015,1,1,0,0,0,1,0.058841841,-0.020885895,-0.015129341,0.006794199,-0.003019879,0.012818631,0.999890195,795,616,0.774842767,0.024374872,0.013509355,0.009288556,0.540747895,24.200379828,509,0.929582882,94.163136904,156.472651062,222.521898998,0.199010054,0.184996340,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002433,0.000003690,0.000004101,-0.048957130,0.428011691,-0.902446226,0.000000015,0.000000021,0.000002324,0.941732978,0.333571766,-0.043230484,0.000000000,0.549927340,0.297308955,0.171217618,0.025750288,22.967070908,0,0.202874574,0.188371380,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,28,28,0,0.035220126,15,0,0,0,0,0,0,748,19,1628,2557,721,0,0,0,13878
23,1517157223.525716066,1517157223.626555204,43,42,0,0.001984085,0.003360727,1,1,0,0,0,1,0.058014029,-0.021134455,-0.013674663,0.006082600,-0.003248738,0.012827285,0.999893949,792,604,0.762626263,0.024666435,0.012958723,0.008889376,0.540950454,23.213146008,511,0.929909321,91.619982843,162.928677203,220.635002894,0.192809623,0.179295465,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002452,0.000003726,0.000004078,-0.047584919,0.423266687,-0.904754656,0.000000017,0.000000022,0.000002273,0.940882606,0.335587469,-0.046054006,0.000000000,0.549056530,0.306291684,0.131208946,0.016456041,22.785535282,0,0.201548554,0.186949175,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,29,29,0,0.036616162,16,0,0,0,0,0,0,741,22,1630,2586,737,0,0,0,14619
24,1517157223.626575947,1517157223.727415323,44,43,0,0.001965186,0.002885895,1,1,0,0,0,1,0.058566043,-0.019226166,-0.015980197,0.006763462,-0.003322919,0.013025113,0.999886774,788,603,0.765228426,0.023888193,0.012725928,0.009084208,0.574455607,22.789922231,502,0.931334832,95.045928026,153.850773450,218.633384014,0.203293715,0.189334518,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002459,0.000003660,0.000004084,-0.060186137,0.417233877,-0.906804014,0.000000017,0.000000024,0.000002236,0.940530558,0.336910171,-0.043517878,0.000000000,0.548501206,0.287519377,0.107660393,0.010162547,22.531285759,0,0.201487753,0.186901289,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,22,22,0,0.027918782,14,0,0,0,0,0,0,746,20,1633,2608,751,0,0,0,15365
25,1517157223.727436066,1517157223.828275204,45,44,0,0.013599309,0.040079697,1,1,0,0,0,1,0.059607419,-0.018764015,-0.012847087,0.005497015,-0.003259337,0.013152265,0.999893083,790,601,0.760759494,0.025865182,0.012782817,0.009269439,0.545105769,24.660817008,506,0.928614117,90.581297169,161.872835672,217.424610533,0.192775899,0.179014421,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002452,0.000003711,0.000004083,-0.051463682,0.417530497,-0.907204372,0.000000015,0.000000022,0.000002327,0.940230275,0.338249907,-0.039421200,0.000000000,0.549548001,0.291172834,0.083235330,0.009335939,22.565970088,0,0.201261906,0.186612069,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,18,18,0,0.022784810,17,0,0,0,0,0,0,752,20,1637,2626,768,0,0,0,16117
26,1517157223.828295946,1517157223.929135323,46,45,0,0.039453074,0.088241863,1,1,0,0,0,1,0.065846983,-0.018104184,-0.006797779,0.004835160,-0.005681526,0.013510361,0.999880899,787,600,0.762388818,0.037960587,0.019158322,0.014224260,0.515646755,23.963511332,484,0.929442088,92.713006908,138.324372710,218.812590996,0.206097617,0.191555799,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002396,0.000003732,0.000004262,-0.048498327,0.390578491,-0.919291224,0.000000017,0.000000020,0.000002307,0.940707081,0.336296165,-0.044441845,0.000000000,0.548528357,0.209586778,0.084939340,0.009988582,22.619449622,0,0.200514291,0.185918271,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,108,95,13,0.137229987,30,0,0,0,0,0,0,649,30,1688,2734,798,0,0,0,16766
27,1517157223.929156065,1517157224.029935360,47,46,0,0.053921230,0.098715517,1,1,0,0,0,1,0.073164833,-0.015319334,-0.001294531,0.004092014,-0.007126590,0.014578481,0.999859958,769,568,0.738621586,0.036239819,0.015272494,0.011883106,0.557428728,22.755640375,472,0.927349789,91.480794701,131.284003859,214.944301911,0.208999069,0.193815243,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002523,0.000003690,0.000004602,-0.141273043,0.346484198,-0.927356797,0.000000021,0.000000038,0.000002535,0.943372004,0.328259506,-0.047905731,0.000000000,0.549855151,0.162415175,0.089344992,0.009813205,22.577299939,0,0.200709272,0.186141039,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,113,100,13,0.146944083,49,0,0,0,0,0,0,607,49,1740,2847,847,0,0,0,17373
28,1517157224.029957056,1517157224.130795240,48,47,0,0.018546515,0.033692802,1,1,0,0,0,1,0.086612681,-0.010695757,0.000289000,0.004588940,-0.007527856,0.014839967,0.999851013,782,567,0.725063939,0.038042971,0.018747220,0.014302300,0.582815103,23.176477003,476,0.917844778,100.465866391,131.008537952,205.419709990,0.229954726,0.211062745,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002615,0.000003521,0.000004740,-0.112267953,0.338594444,-0.934210741,0.000000020,0.000000056,0.000002421,0.941758213,0.332672528,-0.049198148,0.000000000,0.551769270,0.165455803,0.093547360,0.009926443,22.523189115,0,0.201878278,0.187147401,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,111,106,5,0.141943734,38,0,0,0,0,0,0,611,60,1789,2958,885,0,0,0,17984
29,1517157224.130816936,1517157224.231655359,49,48,0,0.048075419,0.123903638,1,1,0,0,0,1,0.105383226,-0.008627415,-0.018202496,0.005018878,-0.014384413,0.015715414,0.999760434,760,539,0.709210526,0.035535485,0.018696334,0.014647587,0.536248388,24.981934451,471,0.911515217,96.149842222,123.478601043,209.695224151,0.223956538,0.204139792,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002712,0.000003577,0.000005211,-0.099665095,0.343926916,-0.933692211,0.000000022,0.000000033,0.000002935,0.941765520,0.331185350,-0.058257787,0.000000000,0.551847849,0.170815934,0.113229877,0.010029519,22.733691729,0,0.202989274,0.188101541,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,104,96,8,0.136842105,28,0,0,0,0,0,0,624,32,1836,3062,913,0,0,0,18608
