frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,localizability_reference_ready,localizability_f0_reference,localizability_lambda0_reference,localizability_f0_ratio,localizability_lambda0_ratio,directional_degenerate,sparse_degenerate,match_quality_degenerate,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_localizability_f0_ratio_mean,window_localizability_lambda0_ratio_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected,normal_quality_filter
11,1706585908.873063803,1706585908.969898701,32,31,0.013695027,0.022389503,1,0,0,0,0,-0.027108021,0.016640645,0.034967146,-0.004976215,0.000789388,-0.000024959,0.999987307,1197,947,0.791144528,0.030122120,0.014355255,0.010900632,0.095114439,80.476923460,888,0.946817716,46.610180852,266.961314319,527.202636510,0.055437220,0.052488942,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004007,0.000005018,0.000010001,0.986335070,0.147291436,0.073813020,0.000000006,0.000000016,0.000000869,0.997943377,0.049051315,-0.041267225,0.000000000,0.096616832,0.115621205,0.110416991,0.004856675,72.135392176,0,0.058808283,0.055626149,1.000000000,1.000000000,215,214,1,0.179615706,52,0,0,0,0,930,52,2561,3989,724,0,8512,1
12,1706585908.972906828,1706585909.072733879,33,32,0.015225231,0.019263747,1,0,0,0,0,-0.022029688,0.019340361,0.037951749,-0.003599360,0.001104499,-0.000268283,0.999992876,1199,940,0.783986656,0.027298030,0.012024640,0.008538436,0.096801113,74.832328118,888,0.941899411,48.042892678,267.116065181,521.247719031,0.057439633,0.054102357,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004045,0.000005085,0.000009771,0.992835426,0.118183556,0.017619999,0.000000007,0.000000016,0.000000837,0.997907009,0.050693430,-0.040146953,0.000000000,0.096632189,0.116099302,0.116896634,0.005343415,72.360136838,0,0.058694229,0.055499166,1.000000000,1.000000000,165,163,2,0.137614679,45,0,0,0,0,989,45,2597,4154,769,0,9501,1
13,1706585909.072745800,1706585909.172573090,34,33,0.015095940,0.024598390,1,0,0,0,0,-0.022036952,0.009583680,0.033148972,-0.005544997,0.000560983,0.000181046,0.999984453,1231,961,0.780666125,0.028935130,0.013816876,0.009770649,0.098711279,78.942121642,924,0.943382022,51.814859406,271.695789509,548.174339097,0.059442184,0.056076688,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003956,0.000004900,0.000009473,0.993974061,0.104120401,0.034271099,0.000000006,0.000000015,0.000000838,0.997878599,0.048292011,-0.043659858,0.000000000,0.096792119,0.112799765,0.127771355,0.006243796,72.866443361,0,0.058751764,0.055543591,1.000000000,1.000000000,176,173,3,0.142973193,55,0,0,0,0,1000,55,2639,4330,824,0,10501,1
14,1706585909.172584534,1706585909.272420883,35,34,0.011692670,0.020350413,1,0,0,0,0,-0.027571115,0.004173817,0.027732409,-0.005497278,0.000390020,0.000215896,0.999984790,1198,941,0.785475793,0.025351476,0.013377345,0.009715625,0.083349798,79.608875042,910,0.945049124,43.160282206,273.909061072,542.925359824,0.050186684,0.047428882,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004085,0.000005221,0.000010154,0.993610209,0.111627979,0.016671737,0.000000007,0.000000019,0.000000861,0.997346775,0.054622510,-0.048122672,0.000000000,0.095831953,0.118101349,0.137217662,0.006315427,73.348045624,0,0.058139973,0.054963969,1.000000000,1.000000000,159,157,2,0.132721202,38,0,0,0,0,1001,38,2674,4489,862,0,11502,1
15,1706585909.272432327,1706585909.372260571,36,35,0.014989344,0.025402560,1,0,0,0,0,-0.027910823,0.009086791,0.027997239,-0.005581756,0.000567361,-0.000056219,0.999984259,1192,932,0.781879195,0.025800479,0.012725457,0.009459712,0.092473074,79.954000648,891,0.943309428,46.345855624,269.405697841,524.737146750,0.055141557,0.052015551,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004035,0.000005026,0.000009903,0.997752445,0.066935118,-0.003122129,0.000000006,0.000000016,0.000000866,0.997921976,0.048125145,-0.042845083,0.000000000,0.095608028,0.120453274,0.142149482,0.006861696,73.788442626,0,0.057940078,0.054767407,1.000000000,1.000000000,141,140,1,0.118288591,46,0,0,0,0,1005,46,2700,4630,908,0,12507,1
16,1706585909.373070240,1706585909.472900152,37,36,0.012959606,0.018913385,1,0,0,0,0,-0.030343177,0.010643999,0.028410310,-0.004649685,0.000793393,-0.000099770,0.999988870,1233,957,0.776155718,0.027431747,0.013759168,0.009516048,0.079887430,86.119354817,941,0.943797760,45.384482479,287.894241139,554.834968557,0.051102109,0.048230056,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003940,0.000004960,0.000010465,0.997899540,0.064144655,0.009053824,0.000000006,0.000000016,0.000000839,0.997783883,0.050824135,-0.042944498,0.000000000,0.094625490,0.118684300,0.145066993,0.006949840,74.559124638,0,0.057512705,0.054358823,1.000000000,1.000000000,158,158,0,0.128142741,40,0,0,0,0,1035,40,2738,4788,948,0,13542,1
17,1706585909.472924232,1706585909.572743654,38,37,0.011800607,0.018539885,1,0,0,0,0,-0.029774144,0.011864484,0.033148736,-0.004464240,0.000768362,0.000041166,0.999989739,1207,918,0.760563380,0.026048366,0.013897240,0.009996581,0.096013508,79.003836393,913,0.942527390,46.958211988,268.013740161,545.555554660,0.054569100,0.051432872,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004047,0.000004956,0.000009755,0.997596934,0.068954400,-0.006756341,0.000000006,0.000000014,0.000000902,0.998011896,0.045553075,-0.043556555,0.000000000,0.094707139,0.119357070,0.149993053,0.007232227,74.820578270,0,0.057339552,0.054186708,1.000000000,1.000000000,145,144,1,0.120132560,25,0,0,0,0,1037,25,2769,4933,973,0,14579,1
18,1706585909.572754860,1706585909.671779394,39,38,0.013449203,0.020803329,1,0,0,0,0,-0.032542702,0.011858304,0.037812474,-0.004845280,0.001070344,-0.000176353,0.999987673,1180,917,0.777118644,0.027072646,0.013567286,0.010364812,0.088888526,81.182277596,901,0.949301396,42.342836747,269.502833156,543.474887520,0.049505225,0.046995379,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004115,0.000004955,0.000009802,0.995818628,0.088803078,-0.021430678,0.000000006,0.000000017,0.000000878,0.997890419,0.049889251,-0.041542440,0.000000000,0.094383882,0.117885548,0.155416651,0.007670773,75.174006011,0,0.056904312,0.053787190,1.000000000,1.000000000,137,136,1,0.116101695,41,0,0,0,0,1002,41,2795,5070,1014,0,15581,1
19,1706585909.672601223,1706585909.770454884,40,39,0.012471672,0.017351338,1,0,0,0,0,-0.029050400,0.013331196,0.036715916,-0.004862473,0.000745440,0.000080829,0.999987897,1179,905,0.767599661,0.027860945,0.014085453,0.010472522,0.091616998,81.440798587,882,0.944335620,46.754140265,266.251886221,519.897990356,0.056133887,0.053009229,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000004019,0.000004700,0.000009974,0.989860352,0.140820420,0.018603553,0.000000006,0.000000014,0.000000915,0.998118270,0.046484259,-0.039989151,0.000000000,0.094238257,0.115514550,0.159362285,0.008188255,75.503837199,0,0.056863763,0.053746245,1.000000000,1.000000000,106,106,0,0.089906701,35,0,0,0,0,1038,35,2819,5176,1049,0,16619,1
20,1706585909.772438288,1706585909.868912220,40,40,0.014958775,0.021173932,1,0,0,0,0,-0.027110633,0.012093910,0.036557057,-0.005202518,0.000825797,0.000062932,0.999986124,1194,933,0.781407035,0.027021109,0.013794204,0.010137856,0.084895565,85.452358220,910,0.941981614,47.564096578,271.666494250,537.972677770,0.055487535,0.052268238,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003945,0.000004701,0.000010060,0.995791711,0.091643747,-0.000539890,0.000000006,0.000000015,0.000000836,0.997849100,0.049863126,-0.042553995,0.000000000,0.093771122,0.114151418,0.161668540,0.008225393,76.001263250,0,0.056794952,0.053672344,1.000000000,1.000000000,118,117,1,0.098827471,39,0,0,0,0,1037,39,2842,5294,1088,0,17656,1
21,1706585909.873092175,1706585909.972931147,42,41,0.013967546,0.020277808,1,0,0,0,1,-0.027513683,0.014070339,0.037073082,-0.004819449,0.001065725,-0.000050504,0.999987817,1164,918,0.788659794,0.025957911,0.012744088,0.009650596,0.084003122,85.172511611,878,0.949841848,42.116660439,256.974066924,534.870414818,0.050501946,0.047968862,1,0.056244421,0.053342098,0.897901427,0.899268362,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003992,0.000005088,0.000010576,0.991276286,0.122699392,0.048126752,0.000000006,0.000000017,0.000000842,0.998038941,0.048529948,-0.039536268,0.000000000,0.093305979,0.114283672,0.163750607,0.008453942,76.437989362,0,0.056495285,0.053400750,0.897901427,0.899268362,104,104,0,0.089347079,33,0,0,0,0,1027,33,2860,5398,1121,0,18683,1
22,1706585909.972943068,1706585910.072144270,43,42,0.012672756,0.022289580,1,0,0,0,1,-0.027240951,0.015145300,0.037892190,-0.004673843,0.001001575,-0.000091004,0.999988572,1195,922,0.771548117,0.029037686,0.014078860,0.010768389,0.098104892,77.237399627,905,0.938231063,48.283112407,267.763659842,533.052339742,0.056863930,0.053351505,1,0.056146483,0.053114893,1.012778121,1.004454728,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003924,0.000005060,0.000009724,0.993289690,0.107834439,0.041801022,0.000000006,0.000000018,0.000000825,0.997693544,0.052663540,-0.042826897,0.000000000,0.093524112,0.111638255,0.165129325,0.008534031,76.474326193,0,0.056512041,0.053398511,0.955339774,0.951861545,132,131,1,0.110460251,37,0,0,0,0,1026,37,2883,5530,1158,0,19709,1
23,1706585910.072781324,1706585910.170928001,44,43,0.015491675,0.023337630,1,0,0,0,1,-0.028456665,0.013685836,0.040105913,-0.005634852,0.000902794,-0.000000286,0.999983717,1197,932,0.778613200,0.025328355,0.012351420,0.009601453,0.090810134,82.716237884,934,0.939876226,47.588063133,275.589785991,554.666545814,0.054210135,0.050950817,1,0.056244421,0.053233199,0.963831328,0.957124836,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003838,0.000004920,0.000009750,0.989661479,0.127984039,0.064732084,0.000000006,0.000000014,0.000000898,0.997824766,0.049976003,-0.042989943,0.000000000,0.092908945,0.065620785,0.143042055,0.007785954,77.540504396,0,0.056075848,0.052984229,0.958170292,0.953615976,125,124,1,0.104427736,41,0,0,0,0,1031,41,2905,5655,1199,0,20740,1
24,1706585910.172612906,1706585910.269775152,45,44,0.012403072,0.019375109,1,0,0,0,1,-0.029919446,0.013003068,0.042250968,-0.005005670,0.001049856,0.000096927,0.999986916,1210,931,0.769421488,0.026251782,0.013032177,0.009826163,0.088475058,80.577883427,918,0.938661655,43.110226058,267.377840256,551.203333113,0.050029774,0.046961031,1,0.056146483,0.053114893,0.891058017,0.884140547,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003827,0.000004853,0.000009724,0.995678583,0.088787914,0.027218838,0.000000006,0.000000015,0.000000856,0.997908366,0.050297414,-0.040608655,0.000000000,0.092614360,0.063078162,0.131313510,0.007759659,78.332191717,0,0.055439010,0.052370859,0.941392223,0.936247119,128,128,0,0.105785124,31,0,0,0,0,1051,31,2929,5783,1230,0,21791,1
25,1706585910.272456884,1706585910.372284651,46,45,0.012596119,0.017107590,1,0,0,0,1,-0.033964751,0.012095860,0.038516468,-0.005553518,0.000902133,0.000047889,0.999984171,1198,930,0.776293823,0.025355045,0.012199528,0.009596348,0.090433979,80.895696392,909,0.943781706,49.770145306,266.173588233,541.953837034,0.058014088,0.054752635,1,0.056140185,0.053062061,1.033378992,1.031860314,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003829,0.000004807,0.000009910,0.994874327,0.086951621,0.051618682,0.000000006,0.000000014,0.000000887,0.997623476,0.053119066,-0.043883545,0.000000000,0.091946700,0.058586523,0.111089619,0.006404311,79.295752188,0,0.055169015,0.052120358,0.959789577,0.955369758,98,95,3,0.081803005,34,0,0,0,0,1066,34,2949,5881,1264,0,22857,1
26,1706585910.373095751,1706585910.472922564,47,46,0.014512133,0.022031842,1,0,0,0,1,-0.024250247,0.014456485,0.037285550,-0.004919000,0.000820586,-0.000008854,0.999987565,1221,964,0.789516790,0.025336113,0.012690340,0.009612390,0.089172067,81.956025467,932,0.944312442,47.184655124,271.626946357,561.287594323,0.053612883,0.050627312,1,0.056146483,0.053114893,0.954875171,0.953166043,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003746,0.000004863,0.000009652,0.994946219,0.096461770,0.027877380,0.000000006,0.000000015,0.000000879,0.997564970,0.055256633,-0.042553898,0.000000000,0.091583006,0.057451432,0.112477334,0.005951421,79.869605787,0,0.054854930,0.051820134,0.958970509,0.955002472,89,87,2,0.072891073,34,0,0,0,0,1098,34,2958,5970,1298,0,23955,1
27,1706585910.472934484,1706585910.572751999,48,47,0.014346111,0.019808792,1,0,0,0,1,-0.022963616,0.016190668,0.037945803,-0.004125343,0.000946136,0.000032940,0.999991043,1190,926,0.778151261,0.024664469,0.013096413,0.008708195,0.090732510,82.486454555,913,0.937969105,45.733380027,262.140201876,548.492210831,0.053404025,0.050091325,1,0.056140185,0.053062061,0.951261996,0.944013938,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003843,0.000004828,0.000009549,0.997631541,0.068784463,-0.000075879,0.000000006,0.000000015,0.000000885,0.997664459,0.053322593,-0.042688738,0.000000000,0.091517856,0.060406070,0.110164467,0.005918250,80.237683658,0,0.054680191,0.051620569,0.957869293,0.953432681,100,100,0,0.084033613,29,0,0,0,0,1061,29,2975,6070,1327,0,25016,1
28,1706585910.572763681,1706585910.672602415,49,48,0.016597678,0.020798474,1,0,0,0,1,-0.019675374,0.012754316,0.038409735,-0.004155707,0.001198251,0.000033525,0.999990647,1196,954,0.797658863,0.026569026,0.013690845,0.009492227,0.092655115,82.948241269,922,0.946112291,44.937401321,273.938227208,553.439903333,0.051515076,0.048739047,1,0.056133887,0.053009229,0.917717958,0.919444550,0,0,0,0,0,0,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000003755,0.000004561,0.000009616,0.995999299,0.070921084,0.054365397,0.000000006,0.000000014,0.000000877,0.997806550,0.052172091,-0.040745093,0.000000000,0.091297227,0.060190154,0.108602525,0.005836219,80.554754700,0,0.054488992,0.051439189,0.952850376,0.949184165,102,102,0,0.085284281,36,0,0,0,0,1058,36,2997,6172,1363,0,26074,1
