stamp,iteration,input_hash,prior_hash,state_hash,query_hash,neighbor_hash,effective,converge,rebuild_started_before,rebuild_finished_before,rebuild_started_after,rebuild_finished_after
1706585987.772898,1,9174728304950174065,16605983334142215451,10506096446111694350,16249287907024151675,10300499973742364557,736,1,9,9,9,9
1706585987.772898,2,9174728304950174065,16605983334142215451,12790109852191530532,13316170243736102773,10300499973742364557,736,0,9,9,9,9
1706585987.772898,3,9174728304950174065,16605983334142215451,14526155932656303121,9016817143759799691,10300499973742364557,736,0,9,9,9,9
1706585987.772898,4,9174728304950174065,16605983334142215451,15893832071713549462,5328280707920094336,18014655222890795565,731,1,9,9,9,9
1706585987.8727405,1,16447759194356247305,17924570136501859391,13728527267063647416,7861978223278381692,8033033326793253759,681,1,9,9,9,9
1706585987.8727405,2,16447759194356247305,17924570136501859391,15908487249697057991,10220345195765179886,8033033326793253759,681,0,9,9,9,9
1706585987.8727405,3,16447759194356247305,17924570136501859391,15855325484194560650,17321533856638975094,8033033326793253759,681,0,9,9,9,9
1706585987.8727405,4,16447759194356247305,17924570136501859391,6415898515866654048,16763177540814673675,11789321131487313537,687,1,9,9,9,9
1706585987.9725711,1,8246121182694369754,13726971395438842414,9497060594496559355,4917329948104605064,5704220151132661147,651,1,9,9,9,9
1706585987.9725711,2,8246121182694369754,13726971395438842414,14100824648432342943,5021690975293139000,5704220151132661147,651,0,9,9,9,9
1706585987.9725711,3,8246121182694369754,13726971395438842414,13506363778566422171,14949940140869365029,5704220151132661147,651,0,9,9,9,9
1706585987.9725711,4,8246121182694369754,13726971395438842414,4099068279463150146,8150584158876315819,344162779959490358,658,1,9,9,9,9
1706585988.0724168,1,2285394763490869077,11000736781942567601,16103574393256093308,16500052055383704478,7219741293878831619,629,1,9,9,9,9
1706585988.0724168,2,2285394763490869077,11000736781942567601,1909626742862089923,2339087474576602980,7219741293878831619,629,0,9,9,9,9
1706585988.0724168,3,2285394763490869077,11000736781942567601,254629033263619712,2000986566857862175,7219741293878831619,629,0,9,9,9,9
1706585988.0724168,4,2285394763490869077,11000736781942567601,17282188832545336578,10188982437188701782,7369018125303195413,625,1,9,9,9,9
1706585988.1730494,1,9070350633549033769,13997249803275185106,5632848233597427486,5123286238240469219,2643252739997612952,583,1,9,9,9,9
1706585988.1730494,2,9070350633549033769,13997249803275185106,12759357318626955788,1737574042564087323,2643252739997612952,583,0,9,9,9,9
1706585988.1730494,3,9070350633549033769,13997249803275185106,4293872515231491496,18339560038523783227,2643252739997612952,583,0,9,9,9,9
1706585988.1730494,4,9070350633549033769,13997249803275185106,7082744664073106808,172070576994169129,3876581349894164196,592,1,9,9,9,9
1706585988.2728965,1,12537427685131698888,10255079266111079262,12709029568585095761,16049361864758701360,6871551032035448925,610,1,9,9,9,9
1706585988.2728965,2,12537427685131698888,10255079266111079262,1187684734561883724,6758831887484293337,6871551032035448925,610,0,9,9,9,9
1706585988.2728965,3,12537427685131698888,10255079266111079262,9464045661521013298,13108891888438785711,6871551032035448925,610,0,9,9,9,9
1706585988.2728965,4,12537427685131698888,10255079266111079262,2804780331246302116,13941496452727432798,18400430661701428623,613,1,9,9,9,9
1706585988.3727262,1,15586371315836656974,11664989950990291237,15205776794015970105,11501079997052858633,6753876015410816904,594,1,9,9,9,9
1706585988.3727262,2,15586371315836656974,11664989950990291237,8907462211379215637,10984886885732095870,6753876015410816904,594,0,9,9,9,9
1706585988.3727262,3,15586371315836656974,11664989950990291237,3500545527924939575,15968323242055023205,6753876015410816904,594,0,9,9,9,9
1706585988.3727262,4,15586371315836656974,11664989950990291237,11114103813739791554,11650209563494284482,7115977328530659327,589,1,9,9,9,9
1706585988.472558,1,6444400486430601484,9672596754861443625,14604531499793304370,9100821774127285418,2567379387698675991,583,1,9,9,9,9
1706585988.472558,2,6444400486430601484,9672596754861443625,2737017437944447764,12033054791302701201,2567379387698675991,583,0,9,9,9,9
1706585988.472558,3,6444400486430601484,9672596754861443625,10795521555592683613,3281963275608572175,2567379387698675991,583,0,9,9,9,9
1706585988.472558,4,6444400486430601484,9672596754861443625,383475596086754276,16748442927528200977,15764978506147866153,584,1,9,9,9,9
1706585988.5724008,1,2573175083753650971,17334922712198087427,5244203278946754720,8087296794462472963,3943914344229479399,553,1,9,9,9,9
1706585988.5724008,2,2573175083753650971,17334922712198087427,6818836140744706033,9096367200605824228,3943914344229479399,553,0,9,9,9,9
1706585988.5724008,3,2573175083753650971,17334922712198087427,17550462213733542551,13530993566623966956,3943914344229479399,553,0,9,9,9,9
1706585988.5724008,4,2573175083753650971,17334922712198087427,1136858951466284507,2000669297125368632,8457829029891411462,550,1,9,9,9,9
1706585988.6730387,1,1004264524852807101,7144370520819707130,626550989334442281,3986207403882240824,2118460366380727641,558,1,9,9,9,9
1706585988.6730387,2,1004264524852807101,7144370520819707130,5140297290525930823,13425688716771669982,2118460366380727641,558,0,9,9,9,9
1706585988.6730387,3,1004264524852807101,7144370520819707130,7902280557605336775,17420763982033849258,2118460366380727641,558,0,9,9,9,9
1706585988.6730387,4,1004264524852807101,7144370520819707130,2543634261720026434,274665637937571415,16529438770629411704,558,1,9,9,9,9
1706585988.7728829,1,160020599727779749,13483689697639712129,12348402862063299607,8257669012928715197,7481828860539423592,543,1,9,9,9,9
1706585988.7728829,2,160020599727779749,13483689697639712129,7486822008940379915,8829268925942610784,7481828860539423592,543,0,9,9,9,9
1706585988.7728829,3,160020599727779749,13483689697639712129,425779803775684899,5209618535123853415,7481828860539423592,543,0,9,9,9,9
1706585988.7728829,4,160020599727779749,13483689697639712129,15580784011497271446,6923676321295350111,12420760837967769679,546,1,9,9,9,9
1706585988.8727276,1,3885437509127569535,8276681338650051164,8091769504387518024,18127926833396753192,3231898323412965844,561,1,9,9,9,9
1706585988.8727276,2,3885437509127569535,8276681338650051164,8844086465679132693,13297766803267238149,3231898323412965844,561,0,9,9,9,9
1706585988.8727276,3,3885437509127569535,8276681338650051164,17506773648559254821,7526990799759850704,3231898323412965844,561,0,9,9,9,9
1706585988.8727276,4,3885437509127569535,8276681338650051164,869428952737026037,1974741601007965888,3024065391888687841,558,1,9,9,9,9
1706585988.9725759,1,2161404044860366073,7227336134356165329,13018958360613592813,11342750067651602454,9867455694946396394,572,1,9,9,9,9
1706585988.9725759,2,2161404044860366073,7227336134356165329,13644426403380212287,17364964512510083320,9867455694946396394,572,0,9,9,9,9
1706585988.9725759,3,2161404044860366073,7227336134356165329,13765532258000513454,218228267463973154,9867455694946396394,572,0,9,9,9,9
1706585988.9725759,4,2161404044860366073,7227336134356165329,14386856374371526412,14379396420496897776,4546657612497041339,582,1,9,9,9,9
1706585989.0724189,1,7074565022952444939,9649169422883075198,13176148435377898233,14652062714729842864,6300839629802837557,591,1,9,9,9,9
1706585989.0724189,2,7074565022952444939,9649169422883075198,9173945322661738210,8825912304216371358,6300839629802837557,591,0,9,9,9,9
1706585989.0724189,3,7074565022952444939,9649169422883075198,17688597942917444968,12326363395176377260,6300839629802837557,591,0,9,9,9,9
1706585989.0724189,4,7074565022952444939,9649169422883075198,12475992655992810419,11223036834031290496,5756422989098012461,591,1,9,9,9,9
1706585989.173068,1,419987047312044813,4168243204275598674,17087860714743341030,12619088387568967048,8985158679135009770,611,1,9,9,9,9
1706585989.173068,2,419987047312044813,4168243204275598674,14947982454819984708,16382004079665201154,8985158679135009770,611,0,9,9,9,9
1706585989.173068,3,419987047312044813,4168243204275598674,16316590121661421107,13699732890934909879,8985158679135009770,611,0,9,9,9,9
1706585989.173068,4,419987047312044813,4168243204275598674,18433659202290147714,3112396305148044027,10933296108029097059,608,1,9,9,9,9
1706585989.2729027,1,7234093344613974301,4058959175406770985,12426602086309144454,15841226180152285087,3631055755027276824,668,1,9,9,9,9
1706585989.2729027,2,7234093344613974301,4058959175406770985,855647262107419595,791592585608550406,3631055755027276824,668,0,9,9,9,9
1706585989.2729027,3,7234093344613974301,4058959175406770985,8458966006819938835,7013866365956191217,3631055755027276824,668,0,9,9,9,9
1706585989.2729027,4,7234093344613974301,4058959175406770985,192419298631733786,13258550874034763851,5076348767331831258,665,1,9,9,9,9
1706585989.3727312,1,3121591164924186237,3880723458983835255,9630875858900697970,4642527148943224185,11446876393211976207,683,1,9,9,9,9
1706585989.3727312,2,3121591164924186237,3880723458983835255,6470113315468187038,12891986964620728458,11446876393211976207,683,0,9,9,9,9
1706585989.3727312,3,3121591164924186237,3880723458983835255,12971741712752910779,8081071351925358638,11446876393211976207,683,0,9,9,9,9
1706585989.3727312,4,3121591164924186237,3880723458983835255,64832689561423271,5562603390755845260,8170919474295758297,686,1,9,9,9,9
1706585989.4725568,1,6407229877192813314,10596465818807745480,4291711280536348398,11256853114045323448,17296017194060058555,694,1,9,9,9,9
1706585989.4725568,2,6407229877192813314,10596465818807745480,7470525216005905621,13776418429103582766,17296017194060058555,694,0,9,9,9,9
1706585989.4725568,3,6407229877192813314,10596465818807745480,13243422120048314488,1545864907450124267,17296017194060058555,694,0,9,9,9,9
1706585989.4725568,4,6407229877192813314,10596465818807745480,4810753938289285697,15242939796341316995,4229710889886400371,699,1,9,9,9,9
1706585989.5723972,1,17467528200852941521,1743045500138390511,15952564619296523049,18387611810321355965,9427224172921424861,713,1,9,9,9,9
1706585989.5723972,2,17467528200852941521,1743045500138390511,10532930812971733265,584768904732839966,9427224172921424861,713,0,9,9,9,9
1706585989.5723972,3,17467528200852941521,1743045500138390511,12789138808343783034,15082024685054775536,9427224172921424861,713,0,9,9,9,9
1706585989.5723972,4,17467528200852941521,1743045500138390511,10263343845339057991,10053925154608858446,16172143248660435115,714,1,9,9,9,9
1706585989.673038,1,3168461195517458509,14789869911224528012,3481821051756167621,18254122240206178002,8344516216329801954,758,1,9,9,9,9
1706585989.673038,2,3168461195517458509,14789869911224528012,203428472400245837,11208328544041654050,8344516216329801954,758,0,9,9,9,9
1706585989.673038,3,3168461195517458509,14789869911224528012,9901278715997525231,4248007749179348935,8344516216329801954,758,0,9,9,9,9
1706585989.673038,4,3168461195517458509,14789869911224528012,4421238398009301091,17843758692383170364,10952226144652690976,766,1,9,9,9,9
1706585989.7728748,1,307938752868254280,14384569138696304415,4493150722104771110,14510703072242297333,2238136875307016376,817,1,9,9,9,9
1706585989.7728748,2,307938752868254280,14384569138696304415,6594130507602118192,12632224592972205836,2238136875307016376,817,0,9,9,9,9
1706585989.7728748,3,307938752868254280,14384569138696304415,12690802945663072838,13541303041046814951,2238136875307016376,817,0,9,9,9,9
1706585989.7728748,4,307938752868254280,14384569138696304415,6106882115662123751,12512419758372322008,3723777320146269536,808,1,9,9,9,9
1706585989.872721,1,11483452856846148761,6721895010535491341,17702685974407620881,8012764267189804882,9566076886872020780,808,1,10,10,10,10
1706585989.872721,2,11483452856846148761,6721895010535491341,10965424360301984593,14553712689272534474,9566076886872020780,808,0,10,10,10,10
1706585989.872721,3,11483452856846148761,6721895010535491341,1001692000434268385,18091655052756606989,9566076886872020780,808,0,10,10,10,10
1706585989.872721,4,11483452856846148761,6721895010535491341,3960380522543805373,7537972048552267656,10114286822110056915,803,1,10,10,10,10
1706585989.9725704,1,17820257590614395540,5169484266326960143,2330793953466876280,14264177173015452224,17713936585195423567,785,1,10,10,10,10
1706585989.9725704,2,17820257590614395540,5169484266326960143,14769053243663770291,1192040871428694341,17713936585195423567,785,0,10,10,10,10
1706585989.9725704,3,17820257590614395540,5169484266326960143,14532370220253162278,16918073707821899585,17713936585195423567,785,0,10,10,10,10
1706585989.9725704,4,17820257590614395540,5169484266326960143,6699101391028110339,7256150114878748422,10903982716584490488,787,1,10,10,10,10
1706585990.0723975,1,5452453660170152395,10765959329671865720,8593233777197490964,11517630518745777637,7939414407895570549,842,1,10,10,10,10
1706585990.0723975,2,5452453660170152395,10765959329671865720,8063629957882652502,13172985061970262123,7939414407895570549,842,0,10,10,10,10
1706585990.0723975,3,5452453660170152395,10765959329671865720,937113472737940535,8670775391596003287,7939414407895570549,842,0,10,10,10,10
1706585990.0723975,4,5452453660170152395,10765959329671865720,16727843995153541632,10274112729601110252,7620079366949331563,848,1,10,10,10,10
1706585990.1730394,1,12910862956714298965,15827975453990990098,4128605802903777981,14324399470659141895,5773907802795554927,816,1,10,10,10,10
1706585990.1730394,2,12910862956714298965,15827975453990990098,14025540351513713222,6201473061582698362,5773907802795554927,816,0,10,10,10,10
1706585990.1730394,3,12910862956714298965,15827975453990990098,10070980776545679700,6060027830588527364,5773907802795554927,816,0,10,10,10,10
1706585990.1730394,4,12910862956714298965,15827975453990990098,3581078550892016685,5426068071635413913,6962815818018182151,813,1,10,10,10,10
1706585990.2728803,1,18084174902415581759,11915294927163502466,1135999595316572039,10308906697372999839,14884472008417017091,812,1,10,10,10,10
1706585990.2728803,2,18084174902415581759,11915294927163502466,10677679649410325723,4580210866820944195,14884472008417017091,812,0,10,10,10,10
1706585990.2728803,3,18084174902415581759,11915294927163502466,13224200131007027909,12109392355262639368,14884472008417017091,812,0,10,10,10,10
1706585990.2728803,4,18084174902415581759,11915294927163502466,16760265495658035237,17956293588423908022,11030669035708335635,808,1,10,10,10,10
1706585990.3727162,1,2329221213576403541,3059539046313641251,12815024343224438671,7697293164759512566,8134819824498584512,793,1,10,10,10,10
1706585990.3727162,2,2329221213576403541,3059539046313641251,13074031542698521478,7721169097637865343,8134819824498584512,793,0,10,10,10,10
1706585990.3727162,3,2329221213576403541,3059539046313641251,8730753870519313995,7108004602583087349,8134819824498584512,793,0,10,10,10,10
1706585990.3727162,4,2329221213576403541,3059539046313641251,11910979404927828823,4708747238874298009,6087075733628705383,795,1,10,10,10,10
1706585990.4725528,1,11226316171781590609,1786962281151232591,2701388797034094507,9880322333323899144,17880884042626544281,808,1,10,10,10,10
1706585990.4725528,2,11226316171781590609,1786962281151232591,15416932082072935064,1087500833276008088,17880884042626544281,808,0,10,10,10,10
1706585990.4725528,3,11226316171781590609,1786962281151232591,926952279301256485,1694552182525680768,17880884042626544281,808,0,10,10,10,10
1706585990.4725528,4,11226316171781590609,1786962281151232591,6372455755725423320,2857736782297199706,8340567835502944386,810,1,10,10,10,10
