frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected,sync_imu_samples,sync_imu_first_time,sync_imu_last_time,frontend_core_revision,log_sequence,map_update_skipped,map_skip_reason,window_updated,range_near_rejected,range_far_rejected,map_min_range,map_max_range,map_min_effective_points,runtime_schema_revision,invalid_quality_filter_enabled,invalid_quality_low_effective_relax_enabled,invalid_quality_relax_active,invalid_quality_relax_effective_threshold,invalid_quality_relaxed,total_invalid_quality_relaxed,invalid_quality_turn_guard_enabled,invalid_quality_turn_guard_active,invalid_quality_turn_guard_yaw_threshold,invalid_quality_turn_guard_rejected,total_invalid_quality_turn_guard_rejected,directional_selection_enabled,directional_selection_active,equal_point_count_control_enabled,equal_point_count_control_active,equal_point_count_target,equal_point_count_rejected,total_equal_point_count_rejected
11,1517157221.508638859,1517157221.609477997,1,0,0,0,0.031002900,-0.041525505,0.110993219,0.007801267,-0.030320646,-0.007959836,0.999478084,760,581,0.764473684,0.043045017,0.027586460,0.018352985,0.493539649,25.224331495,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,192,182,10,0.252631579,40,0,0,0,0,0,524,44,1515,1979,388,0,0,6138,21,1517157221.509088039,1517157221.609087944,fastlio2_internal_v1,11,0,none,0,0,4,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
12,1517157221.609498978,1517157221.710338354,1,0,0,0,0.052067316,-0.039719606,0.095875956,0.005884872,-0.022181418,-0.004766945,0.999725277,760,574,0.755263158,0.042600360,0.022310972,0.015553951,0.505907822,26.653488151,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,161,143,18,0.211842105,47,0,0,0,0,0,552,47,1581,2140,435,0,0,6690,20,1517157221.614079952,1517157221.709088087,fastlio2_internal_v1,12,0,none,0,0,0,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
13,1517157221.710359097,1517157221.811198235,1,0,0,0,0.069073184,-0.038954416,0.081707021,0.007664691,-0.013584152,-0.004194630,0.999869556,779,568,0.729139923,0.045269244,0.022472143,0.015532047,0.480550893,29.946289707,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,173,161,12,0.222079589,49,0,0,0,0,0,557,49,1660,2313,484,0,0,7247,20,1517157221.714080095,1517157221.809087992,fastlio2_internal_v1,13,0,none,0,0,0,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
14,1517157221.811218977,1517157221.912058353,1,0,0,0,0.081489423,-0.041065223,0.086837949,0.006986166,-0.012931252,-0.004097501,0.999883587,786,587,0.746819338,0.035973067,0.019443035,0.012799025,0.535819450,22.829588825,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,112,109,3,0.142493639,33,0,0,0,0,0,637,37,1685,2425,517,0,0,7884,20,1517157221.814080000,1517157221.909087896,fastlio2_internal_v1,14,0,none,0,0,4,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
15,1517157221.912080050,1517157222.012864351,1,0,0,0,0.075326341,-0.037424511,0.081846922,0.009722060,-0.013028370,-0.004426846,0.999858063,782,594,0.759590793,0.031505371,0.018630385,0.012003928,0.501818013,23.192102916,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,95,95,0,0.121483376,23,0,0,0,0,0,658,29,1706,2520,540,0,0,8542,20,1517157221.914079905,1517157222.009039879,fastlio2_internal_v1,15,0,none,0,0,6,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
16,1517157222.012886047,1517157222.113724232,1,0,0,0,0.068409175,-0.036452896,0.080777245,0.010053768,-0.013421920,-0.005561232,0.999843911,777,599,0.770913771,0.031444078,0.020094752,0.012589574,0.524990677,20.811415066,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,75,72,3,0.096525097,21,0,0,0,0,0,678,24,1727,2595,561,0,0,9220,20,1517157222.014031887,1517157222.109040022,fastlio2_internal_v1,16,0,none,0,0,3,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
17,1517157222.113745928,1517157222.214585304,1,0,0,0,0.062647019,-0.035398287,0.074617574,0.010926951,-0.013304568,-0.005332054,0.999837567,776,590,0.760309278,0.031450894,0.018001318,0.011581540,0.483522850,22.661351607,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,80,78,2,0.103092784,21,0,0,0,0,0,670,26,1754,2675,582,0,0,9890,21,1517157222.114032030,1517157222.214031935,fastlio2_internal_v1,17,0,none,0,0,5,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
18,1517157222.214606047,1517157222.315445185,1,0,0,0,0.064618179,-0.037999825,0.067159062,0.010186099,-0.013817304,-0.005049373,0.999839902,784,592,0.755102041,0.033604843,0.019479513,0.012030840,0.502036933,22.993523181,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,85,85,0,0.108418367,16,0,0,0,0,0,677,22,1777,2760,598,0,0,10567,20,1517157222.219039917,1517157222.314032078,fastlio2_internal_v1,18,0,none,0,0,6,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
19,1517157222.315465927,1517157222.416305304,1,0,0,0,0.066714058,-0.037155989,0.066758087,0.009881322,-0.013433397,-0.005152160,0.999847668,781,604,0.773367478,0.029757508,0.018347979,0.012534678,0.499941666,24.001381149,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,57,57,0,0.072983355,15,0,0,0,0,0,704,20,1788,2817,613,0,0,11271,20,1517157222.319040060,1517157222.414031982,fastlio2_internal_v1,19,0,none,0,0,5,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
20,1517157222.416326046,1517157222.517165184,1,0,0,0,0.068297865,-0.033890111,0.064825502,0.011077156,-0.013134731,-0.005077854,0.999839483,776,592,0.762886598,0.028514664,0.017743349,0.011713624,0.528479290,23.221276336,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,36,34,2,0.046391753,11,0,0,0,0,0,724,16,1798,2853,624,0,0,11995,20,1517157222.419039965,1517157222.514032125,fastlio2_internal_v1,20,0,none,0,0,5,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
21,1517157222.517186165,1517157222.618025541,1,0,0,0,0.067797776,-0.032979874,0.065724680,0.011741614,-0.012685797,-0.005166544,0.999837243,801,622,0.776529338,0.029495246,0.017535806,0.012083426,0.499035720,23.352079686,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,41,40,1,0.051186017,18,0,0,0,0,0,737,23,1801,2894,642,0,0,12732,20,1517157222.519040108,1517157222.614031792,fastlio2_internal_v1,21,0,none,0,0,5,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
22,1517157222.618046045,1517157222.718885183,1,0,0,0,0.069230924,-0.031184460,0.066766066,0.011077356,-0.012774614,-0.005091249,0.999844078,785,609,0.775796178,0.030143870,0.016903877,0.012004256,0.517806878,22.836873040,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,31,31,0,0.039490446,16,0,0,0,0,0,734,20,1804,2925,658,0,0,13466,20,1517157222.619040012,1517157222.714032173,fastlio2_internal_v1,22,0,none,0,0,4,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
23,1517157222.718905926,1517157222.819745302,1,0,0,0,0.067284374,-0.031483228,0.066197354,0.011874208,-0.012829522,-0.005194756,0.999833697,774,599,0.773901809,0.029561076,0.018223822,0.012242019,0.512548624,23.219961628,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,16,16,0,0.020671835,10,0,0,0,0,0,743,15,1810,2941,668,0,0,14209,21,1517157222.719039917,1517157222.819040060,fastlio2_internal_v1,23,0,none,0,0,5,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
24,1517157222.819766045,1517157222.920605183,1,0,0,0,0.068063328,-0.031191720,0.065754208,0.011873940,-0.012803643,-0.005305735,0.999833449,789,621,0.787072243,0.029834430,0.018358231,0.013066292,0.514612943,24.497653244,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,28,26,2,0.035487959,18,0,0,0,0,0,738,23,1816,2969,686,0,0,14947,20,1517157222.824032068,1517157222.919039965,fastlio2_internal_v1,24,0,none,0,0,5,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
25,1517157222.920625925,1517157223.021395206,1,0,0,0,0.067201729,-0.031133305,0.064594061,0.011285196,-0.012957233,-0.005214740,0.999838767,776,602,0.775773196,0.028378751,0.016894460,0.011610985,0.524830720,22.941429639,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,22,22,0,0.028350515,16,0,0,0,0,0,734,20,1822,2991,702,0,0,15681,20,1517157222.924031973,1517157223.018975973,fastlio2_internal_v1,25,0,none,0,0,4,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
26,1517157223.021415949,1517157223.122255325,1,0,0,0,0.066299200,-0.031913033,0.063565265,0.011113620,-0.013061513,-0.005125123,0.999839796,775,605,0.780645161,0.028110898,0.017344356,0.011432528,0.527409158,23.749712802,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,15,15,0,0.019354839,10,0,0,0,0,0,746,14,1824,3006,712,0,0,16427,20,1517157223.023967981,1517157223.118976116,fastlio2_internal_v1,26,0,none,0,0,4,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
27,1517157223.223135948,1517157223.323975325,1,0,0,0,0.067910881,-0.030752292,0.062483321,0.011352092,-0.012960473,-0.005174803,0.999838176,787,619,0.786531131,0.028758027,0.016538024,0.011587262,0.528281374,23.566092994,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,26,26,0,0.033036849,15,0,0,0,0,0,741,20,1828,3032,727,0,0,17168,41,1517157223.123967886,1517157223.323967934,fastlio2_internal_v1,27,0,none,0,0,5,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
28,1517157223.323996067,1517157223.424835205,1,0,0,0,0.066532416,-0.032034054,0.062340494,0.011072633,-0.012985122,-0.005028799,0.999841735,780,617,0.791025641,0.029562690,0.017543793,0.012234807,0.529107993,23.715633523,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,21,21,0,0.026923077,15,0,0,0,0,0,739,20,1833,3053,742,0,0,17907,20,1517157223.328975916,1517157223.423968077,fastlio2_internal_v1,28,0,none,0,0,5,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
29,1517157223.525716066,1517157223.626555204,1,0,0,0,0.065476919,-0.033795976,0.062747265,0.010748024,-0.012888622,-0.005062652,0.999846355,786,616,0.783715013,0.029308890,0.016293831,0.011166930,0.511933034,23.648609124,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,34,34,0,0.043256997,15,0,0,0,0,0,731,21,1837,3087,757,0,0,18638,40,1517157223.428976059,1517157223.623967886,fastlio2_internal_v1,29,0,none,0,0,6,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
30,1517157223.626575947,1517157223.727415323,1,0,0,0,0.067680469,-0.033288915,0.060508845,0.010560680,-0.013289233,-0.005067620,0.999843081,781,617,0.790012804,0.031015310,0.018630266,0.012235880,0.530710689,24.893210116,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,19,19,0,0.024327785,9,0,0,0,0,0,746,16,1841,3106,766,0,0,19384,20,1517157223.628976107,1517157223.723968029,fastlio2_internal_v1,30,0,none,0,0,7,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
31,1517157223.727436066,1517157223.828275204,1,0,0,0,0.070441256,-0.031624760,0.059364496,0.010066520,-0.013341127,-0.005037820,0.999847638,790,620,0.784810127,0.030529333,0.019269824,0.013596535,0.515340670,25.654406687,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,31,31,0,0.039240506,18,0,0,0,0,0,737,22,1842,3137,784,0,0,20121,20,1517157223.728975773,1517157223.823967934,fastlio2_internal_v1,31,0,none,0,0,4,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
32,1517157223.828295946,1517157223.929135323,1,0,0,0,0.071152769,-0.033082814,0.053499925,0.008392458,-0.014990391,-0.005146510,0.999839171,783,595,0.759897829,0.037324484,0.019680500,0.014171362,0.550919259,25.250934638,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,79,77,2,0.100893997,27,0,0,0,0,0,677,27,1872,3216,811,0,0,20798,21,1517157223.828976154,1517157223.928975821,fastlio2_internal_v1,32,0,none,0,0,0,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
33,1517157223.929156065,1517157224.029935360,1,0,0,0,0.076036637,-0.028973830,0.061553578,0.009489227,-0.015937420,-0.004012231,0.999819911,767,575,0.749674055,0.036857607,0.020066381,0.014523625,0.513774414,26.146638373,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,135,131,4,0.176010430,28,0,0,0,0,0,604,28,1928,3351,839,0,0,21402,20,1517157223.933967829,1517157224.028912067,fastlio2_internal_v1,33,0,none,0,0,0,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
34,1517157224.130816936,1517157224.231655359,1,0,0,0,0.110090660,-0.025798844,0.070372853,0.010232230,-0.015989286,-0.002801621,0.999815881,761,561,0.737187911,0.037724645,0.020172775,0.015055597,0.516677338,26.496777583,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,105,95,10,0.137976347,31,0,0,0,0,0,622,34,1977,3456,870,0,0,22024,40,1517157224.033904076,1517157224.228912115,fastlio2_internal_v1,34,0,none,0,0,3,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
35,1517157224.231676817,1517157224.332515955,1,0,0,0,0.140100051,-0.020573635,0.075806475,0.009209038,-0.017094695,-0.001703643,0.999810013,778,566,0.727506427,0.038603058,0.021585420,0.015403762,0.531071009,26.165974257,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,122,115,7,0.156812339,30,0,0,0,0,0,624,32,2041,3578,900,0,0,22648,20,1517157224.233904123,1517157224.328911781,fastlio2_internal_v1,35,0,none,0,0,2,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
36,1517157224.332536936,1517157224.433376312,1,0,0,0,0.183944109,-0.019085170,0.078051682,0.007556957,-0.017651051,-0.000891263,0.999815252,792,571,0.720959596,0.038181774,0.019528866,0.014414549,0.564333650,25.602720380,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,124,119,5,0.156565657,24,0,0,0,0,0,642,26,2079,3702,924,0,0,23290,20,1517157224.333903790,1517157224.428912163,fastlio2_internal_v1,36,0,none,0,0,2,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
37,1517157224.433397055,1517157224.534236193,1,0,0,0,0.233282596,-0.015795421,0.082815635,0.006163500,-0.018459106,-0.000655529,0.999810404,771,574,0.744487678,0.036658212,0.019788608,0.014834225,0.543228339,29.282407926,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,102,100,2,0.132295720,33,0,0,0,0,0,635,34,2109,3804,957,0,0,23925,21,1517157224.433904171,1517157224.533903837,fastlio2_internal_v1,37,0,none,0,0,1,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
38,1517157224.534256935,1517157224.635096312,1,0,0,0,0.293577844,-0.012770805,0.083119336,0.007134966,-0.022198969,0.000313400,0.999728063,774,558,0.720930233,0.036229651,0.017269671,0.012340307,0.521333278,28.062567553,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,159,156,3,0.205426357,42,0,0,0,0,0,573,42,2165,3963,999,0,0,24498,20,1517157224.538912058,1517157224.633904219,fastlio2_internal_v1,38,0,none,0,0,0,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
39,1517157224.635117054,1517157224.735956192,1,0,0,0,0.357254065,-0.011401671,0.083545628,0.005428862,-0.026389219,0.002246424,0.999634478,772,555,0.718911917,0.033520798,0.016555786,0.012391090,0.516694741,27.619402398,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,179,171,8,0.231865285,31,0,0,0,0,0,560,33,2219,4142,1030,0,0,25058,20,1517157224.638911963,1517157224.733903885,fastlio2_internal_v1,39,0,none,0,0,2,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
40,1517157224.735976934,1517157224.836816311,1,0,0,0,0.435551749,-0.010778885,0.085127367,0.006340639,-0.027447335,0.004117367,0.999594662,749,523,0.698264352,0.032805680,0.016390800,0.012359858,0.464332132,27.164868302,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,133,132,1,0.177570093,29,0,0,0,0,0,585,31,2246,4275,1059,0,0,25643,20,1517157224.738912106,1517157224.833904028,fastlio2_internal_v1,40,0,none,0,0,2,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
41,1517157224.836837053,1517157224.937676191,1,0,0,0,0.524641794,-0.009379235,0.081070141,0.010279009,-0.023912638,0.006715601,0.999638649,746,538,0.721179625,0.029435546,0.016409576,0.012700915,0.472135298,27.095528646,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0,106,105,1,0.142091153,20,0,0,0,0,0,618,22,2276,4381,1079,0,0,26261,20,1517157224.838912010,1517157224.933903933,fastlio2_internal_v1,41,0,none,0,0,2,0.500000000,80.000000000,20,map_diagnostics_v8,1,0,0,120,0,0,0,0,0.250000000,0,0,0,0,0,0,0,0,0
