frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
11,1624181090.761834860,1624181090.861717939,16,15,0,1,0,0,0,-0.009034968,-0.021855928,-0.003519525,0.000014017,-0.000043398,0.000159591,0.999999986,2366,1931,0.816145393,0.014873951,0.003164946,0.002798253,0.138943579,103.265086583,1587,0.971737251,161.101953896,329.797632971,1051.247430154,0.104466015,0.101513519,0.000000619,0.000001715,0.000003654,-0.093076217,-0.995636354,0.006713359,0.000000001,0.000000002,0.000000008,-0.005266841,0.015423489,-0.999867179,0.000000000,0.157280127,0.044463611,0.034997489,0.001896002,91.273670771,0,329,322,7,0.139053254,86,0,0,0,0,0,1950,87,4100,6448,1100,0,0,18404
12,1624181090.861832380,1624181090.961721897,16,16,0,1,0,0,0,-0.010236861,-0.020333599,-0.004049562,-0.000018557,0.000015060,0.000304466,0.999999953,2352,1913,0.813350340,0.014665515,0.003016650,0.002661705,0.135317679,105.725369427,1590,0.972334090,161.071685578,324.127582429,1060.811934775,0.104185329,0.101302947,0.000000624,0.000001728,0.000003683,-0.101667624,-0.994797510,0.006450513,0.000000001,0.000000002,0.000000009,-0.003712433,-0.000342286,-0.999993050,0.000000000,0.155449923,0.045812203,0.037008203,0.002185753,92.477978992,0,373,363,10,0.158588435,73,0,0,0,0,0,1906,73,4181,6821,1173,0,0,20310
13,1624181090.961829901,1624181091.061767101,18,17,0,1,0,0,0,-0.010297281,-0.021411666,-0.004963202,-0.000020595,-0.000030105,0.000357861,0.999999935,2348,1900,0.809199319,0.014795805,0.003411903,0.002817422,0.138325146,104.347352971,1594,0.973221860,159.465820875,331.630021963,1060.219802746,0.102793923,0.100041293,0.000000621,0.000001734,0.000003676,-0.119074128,-0.992874491,0.004647358,0.000000001,0.000000002,0.000000008,-0.005835939,0.015812771,-0.999857939,0.000000000,0.154132632,0.045848293,0.038422635,0.002292544,93.391007760,0,349,341,8,0.148637138,87,0,0,0,0,0,1911,88,4263,7170,1260,0,0,22221
14,1624181091.061827421,1624181091.161813259,19,18,0,1,0,0,0,-0.009816049,-0.020562719,-0.005223069,-0.000017957,-0.000046122,0.000197129,0.999999979,2374,1931,0.813395114,0.014339577,0.003528938,0.002935781,0.135049892,105.339627216,1609,0.971900823,161.558484514,335.450050432,1066.779890023,0.103312240,0.100409251,0.000000614,0.000001702,0.000003626,-0.107358691,-0.994187701,0.008057758,0.000000001,0.000000002,0.000000009,-0.000066339,0.004474407,-0.999989988,0.000000000,0.152769579,0.048170814,0.039432499,0.002614006,94.244480578,0,290,278,12,0.122156698,87,0,0,0,0,0,1997,87,4351,7460,1347,0,0,24218
15,1624181091.161825180,1624181091.261812449,20,19,0,1,0,0,0,-0.008698872,-0.017943553,-0.005356150,-0.000003937,-0.000028210,0.000263158,0.999999965,2369,1920,0.810468552,0.014202513,0.003336875,0.002777430,0.131769421,109.539541195,1617,0.971268388,163.878493037,324.288289504,1082.374200941,0.104345251,0.101347244,0.000000610,0.000001732,0.000003640,-0.104181937,-0.994520533,0.008662152,0.000000001,0.000000002,0.000000009,-0.004265199,0.012762909,-0.999909454,0.000000000,0.151369569,0.050526191,0.042283082,0.002746064,95.264151286,0,241,234,7,0.101730688,68,0,0,0,0,0,2060,68,4416,7701,1415,0,0,26278
16,1624181091.261822701,1624181091.361767054,20,20,0,1,0,0,0,-0.004732019,-0.016287491,-0.005293676,-0.000004692,-0.000020866,0.000074280,0.999999997,2371,1915,0.807676086,0.014649395,0.003157422,0.002705261,0.133374780,105.738559927,1606,0.971994157,160.177007338,333.998989842,1066.846619370,0.102610305,0.099736617,0.000000620,0.000001717,0.000003608,-0.099908197,-0.994955169,0.009086493,0.000000001,0.000000002,0.000000009,-0.000804520,0.007821155,-0.999969091,0.000000000,0.150244894,0.050112587,0.046582195,0.003123820,95.918801826,0,277,271,6,0.116828342,73,0,0,0,0,0,2021,73,4491,7978,1488,0,0,28299
17,1624181091.461817741,1624181091.561782360,22,21,0,1,0,0,0,-0.003936441,-0.013983352,-0.004806337,-0.000005292,-0.000052696,0.000135076,0.999999989,2331,1914,0.821106821,0.013919540,0.003163207,0.002714413,0.130483392,109.318013057,1628,0.973381564,161.032747883,327.493901214,1096.138537496,0.101619414,0.098914464,0.000000744,0.000002202,0.000004846,-0.100535780,-0.994886026,0.009713544,0.000000001,0.000000002,0.000000009,-0.006702433,0.007766913,-0.999947375,0.000000000,0.149082453,0.053076177,0.049068055,0.003245411,96.706990722,0,241,237,4,0.103389103,75,0,0,0,0,0,2015,75,4541,8219,1563,0,0,30314
18,1624181091.561815262,1624181091.661733627,22,22,0,1,0,0,0,-0.005794842,-0.016065879,-0.004582738,-0.000007854,-0.000046076,0.000276622,0.999999961,2338,1922,0.822070145,0.014383204,0.003101928,0.002710998,0.134264745,106.389079326,1630,0.975206240,166.960011718,333.555421392,1089.070737608,0.105033634,0.102429455,0.000000626,0.000001794,0.000003870,-0.098349179,-0.995099950,0.010174858,0.000000001,0.000000002,0.000000008,-0.001587647,0.002260685,-0.999996184,0.000000000,0.148259247,0.053107886,0.051868157,0.003528504,97.244884533,0,232,227,5,0.099230111,79,0,0,0,0,0,2027,79,4591,8451,1642,0,0,32341
19,1624181091.661813021,1624181091.761733532,24,23,0,1,0,0,0,-0.006968388,-0.018468298,-0.004910297,-0.000022723,-0.000020326,0.000201496,0.999999979,2331,1919,0.823251823,0.014851985,0.003103335,0.002631868,0.127965945,109.676842716,1622,0.974921359,153.447892461,328.580821900,1099.293730625,0.097037700,0.094604126,0.000000619,0.000001697,0.000003718,-0.105841153,-0.994333749,0.009901779,0.000000001,0.000000002,0.000000008,-0.000917044,0.002636757,-0.999996103,0.000000000,0.147191179,0.051907969,0.054561876,0.003678758,97.899198122,0,206,201,5,0.088374088,57,0,0,0,0,0,2067,58,4646,8657,1699,0,0,34408
20,1624181091.761810541,1624181091.861697197,25,24,0,1,0,0,1,-0.006374264,-0.019297944,-0.005316228,-0.000006615,-0.000021023,0.000108279,0.999999994,2351,1947,0.828158231,0.013938486,0.003207227,0.002761669,0.133336470,108.052694388,1628,0.974044732,157.469345962,332.318952130,1095.956525074,0.099303081,0.096725642,0.000000615,0.000001679,0.000003596,-0.098245478,-0.995121114,0.009044054,0.000000001,0.000000002,0.000000008,-0.002803250,0.007303389,-0.999969401,0.000000000,0.146498443,0.053583924,0.055660090,0.003865192,98.406872935,0,224,220,4,0.095278605,57,0,0,0,0,0,2069,58,4696,8881,1756,0,0,36477
21,1624181091.861808062,1624181091.961688757,26,25,0,1,0,0,1,-0.004938244,-0.024979858,-0.004979898,-0.000008646,-0.000040817,0.000198430,0.999999979,2372,1960,0.826306914,0.013554316,0.003106148,0.002603681,0.128464506,109.735099229,1655,0.974385163,161.635669258,331.488757625,1119.483017831,0.100232496,0.097665057,0.000000608,0.000001692,0.000003572,-0.100065212,-0.994955518,0.007104326,0.000000001,0.000000002,0.000000008,-0.003218308,0.017267973,-0.999845718,0.000000000,0.144315352,0.057767747,0.054015681,0.003965968,100.542175288,0,255,247,8,0.107504216,57,0,0,0,0,0,2060,57,4767,9136,1813,0,0,38537
22,1624181091.961805582,1624181092.061677694,27,26,0,1,0,0,1,-0.006392250,-0.026396848,-0.004717538,0.000018538,-0.000017252,0.000175718,0.999999984,2349,1949,0.829714772,0.014290960,0.003262823,0.002779262,0.125240364,109.433816830,1645,0.973895521,153.991071397,337.227235998,1110.839824684,0.096120776,0.093611594,0.000000611,0.000001659,0.000003635,-0.094454727,-0.995482093,0.009680193,0.000000001,0.000000002,0.000000008,-0.004305215,0.013629007,-0.999897852,0.000000000,0.141188876,0.055451829,0.053293234,0.003804636,102.350415368,0,209,202,7,0.088974032,68,0,0,0,0,0,2071,69,4828,9345,1881,0,0,40608
23,1624181092.061803102,1624181092.161735296,28,27,0,1,0,0,1,-0.006081447,-0.023950795,-0.004615252,-0.000009238,-0.000042752,-0.000023991,0.999999999,2346,1951,0.831628303,0.013873178,0.002829293,0.002426663,0.125174249,110.673508740,1660,0.975522312,158.317246076,328.103535848,1132.946255890,0.097764894,0.095371835,0.000000606,0.000001682,0.000003621,-0.096775253,-0.995219359,0.013152092,0.000000001,0.000000002,0.000000008,-0.001324841,-0.009605672,0.999952987,0.000000000,0.139330043,0.055716917,0.049863534,0.004102673,103.585371801,0,273,272,1,0.116368286,68,0,0,0,0,0,2005,68,4873,9618,1949,0,0,42613
24,1624181092.161800861,1624181092.261734962,29,28,0,1,0,0,1,-0.007292434,-0.027218060,-0.004479318,0.000016650,-0.000011653,0.000136477,0.999999990,2358,1970,0.835453774,0.013737866,0.003053557,0.002629387,0.124286769,113.316776397,1656,0.974817533,158.042597680,332.260993889,1123.994243637,0.097901759,0.095436351,0.000000594,0.000001671,0.000003642,-0.098620942,-0.995058015,0.011552366,0.000000001,0.000000002,0.000000009,-0.002151080,0.004591669,-0.999987145,0.000000000,0.136896066,0.052468717,0.051371478,0.004051532,104.851323326,0,215,206,9,0.091178965,72,0,0,0,0,0,2071,72,4922,9833,2021,0,0,44684
25,1624181092.261798382,1624181092.361763716,30,29,0,1,0,0,1,-0.007201899,-0.022440655,-0.004525689,0.000022311,0.000003912,0.000107500,0.999999994,2373,1995,0.840707965,0.013830799,0.002752334,0.002405799,0.121050885,116.705342055,1686,0.976203032,155.967972014,333.474018267,1156.436322381,0.094762760,0.092507694,0.000000592,0.000001677,0.000003709,-0.101757548,-0.994776843,0.008027032,0.000000001,0.000000002,0.000000009,-0.002867015,0.006755300,-0.999973073,0.000000000,0.134733394,0.045062403,0.054601268,0.003911163,106.242012529,0,183,177,6,0.077117573,67,0,0,0,0,0,2122,68,4968,10016,2088,0,0,46806
26,1624181092.361795902,1624181092.461874962,31,30,0,1,0,0,1,-0.008480340,-0.020013573,-0.004422752,0.000004382,-0.000026236,0.000115281,0.999999993,2377,1990,0.837189735,0.013461890,0.002662816,0.002350249,0.120957929,113.561663646,1669,0.976412920,155.601799157,337.398435766,1136.632928443,0.095482715,0.093230557,0.000000586,0.000001655,0.000003655,-0.089558505,-0.995960202,0.006523125,0.000000001,0.000000002,0.000000008,0.000365012,-0.008123330,0.999966939,0.000000000,0.132969611,0.039787296,0.055821917,0.003743802,107.295375601,0,180,173,7,0.075725705,52,0,0,0,0,0,2144,53,5023,10196,2140,0,0,48950
27,1624181092.461793423,1624181092.561836243,32,31,0,1,0,0,1,-0.008117668,-0.019977207,-0.004753969,-0.000003379,-0.000048919,0.000157354,0.999999986,2347,1970,0.839369408,0.013459535,0.002600866,0.002271158,0.119027809,114.866744468,1670,0.977473981,150.471252623,332.762794766,1149.147500328,0.092178972,0.090102546,0.000000590,0.000001658,0.000003672,-0.074273532,-0.997194923,0.009258954,0.000000001,0.000000002,0.000000008,0.001267592,0.008024155,-0.999967003,0.000000000,0.131348893,0.036457448,0.053937079,0.003574963,108.237659820,0,161,158,3,0.068598210,58,0,0,0,0,0,2127,59,5070,10357,2198,0,0,51077
28,1624181092.561790943,1624181092.661748648,33,32,0,1,0,0,1,-0.009108438,-0.019717524,-0.005041632,-0.000005798,-0.000034070,0.000137650,0.999999990,2387,2002,0.838709677,0.013560114,0.002549073,0.002194197,0.119416936,113.606712783,1678,0.975166374,159.917034735,329.783295734,1146.628845639,0.097729135,0.095302166,0.000000582,0.000001634,0.000003678,-0.073783174,-0.997215600,0.010820820,0.000000001,0.000000002,0.000000008,-0.006316634,0.009276434,-0.999937022,0.000000000,0.130120021,0.034641867,0.051334090,0.003477653,108.850109545,0,178,173,5,0.074570591,38,0,0,0,0,0,2170,39,5129,10535,2236,0,0,53247
29,1624181092.661788702,1624181092.761736155,34,33,0,1,0,0,1,-0.011398788,-0.022061080,-0.004442606,0.000004418,-0.000007396,0.000198025,0.999999980,2333,1959,0.839691384,0.012683115,0.002475061,0.002133002,0.116621431,115.307256195,1677,0.977214253,154.659086062,337.763149157,1146.366066582,0.094374048,0.092223665,0.000000586,0.000001666,0.000003752,-0.086258505,-0.996205722,0.011559871,0.000000001,0.000000002,0.000000008,-0.000892685,-0.002590644,-0.999996246,0.000000000,0.128920308,0.041781701,0.049863743,0.003452622,109.342653951,0,161,159,2,0.069009859,55,0,0,0,0,0,2117,55,5170,10696,2291,0,0,55364
30,1624181092.761786222,1624181092.861739397,35,34,0,1,0,0,1,-0.010478627,-0.022156029,-0.004412380,0.000000743,-0.000008349,0.000159006,0.999999987,2369,1998,0.843393837,0.012843460,0.002609565,0.002272515,0.120769105,114.733347553,1676,0.977508836,154.543356208,332.435464267,1151.325987824,0.094331260,0.092209640,0.000000590,0.000001653,0.000003665,-0.083525346,-0.996463096,0.009209527,0.000000001,0.000000002,0.000000008,-0.004641968,0.008657640,-0.999951748,0.000000000,0.127992052,0.043883226,0.047871635,0.003311125,109.966621735,0,145,143,2,0.061207260,48,0,0,0,0,0,2175,49,5204,10841,2339,0,0,57539
31,1624181092.861783743,1624181092.961729527,36,35,0,1,0,0,1,-0.012029156,-0.021325612,-0.004321632,0.000015167,-0.000023068,0.000178774,0.999999984,2338,1946,0.832335329,0.011901308,0.002277688,0.002005239,0.111464368,122.190103267,1685,0.975717289,153.088795660,331.980702908,1159.014133044,0.093114969,0.090853885,0.000000584,0.000001707,0.000003881,-0.093835376,-0.995510119,0.012430779,0.000000001,0.000000002,0.000000009,-0.004010222,0.004418085,-0.999982199,0.000000000,0.126618091,0.052866696,0.047622161,0.003060910,110.912872569,0,150,143,7,0.064157399,45,0,0,0,0,0,2143,45,5246,10991,2384,0,0,59682
32,1624181092.961781263,1624181093.061702490,37,36,0,1,0,0,1,-0.007813113,-0.022545719,-0.004716213,-0.000004987,-0.000043880,0.000117439,0.999999992,2383,1987,0.833822912,0.013081830,0.002336491,0.002082675,0.117475197,116.380884860,1678,0.976707613,160.055102810,330.708979681,1148.151292059,0.097659162,0.095384447,0.000000582,0.000001677,0.000003796,-0.092373756,-0.995652314,0.011981599,0.000000001,0.000000002,0.000000008,-0.003595985,0.003568297,-0.999987168,0.000000000,0.125725967,0.052648583,0.050614470,0.003076787,111.445648341,0,154,152,2,0.064624423,58,0,0,0,0,0,2171,58,5289,11145,2442,0,0,61853
33,1624181093.061778784,1624181093.161693096,38,37,0,1,0,0,1,-0.008681596,-0.023058016,-0.004580170,-0.000014618,-0.000049990,0.000208756,0.999999977,2364,1992,0.842639594,0.013126515,0.002368280,0.002107346,0.112266909,119.290390640,1702,0.975906155,157.266128193,331.437317879,1172.288828968,0.094682035,0.092400780,0.000000577,0.000001664,0.000003781,-0.086633048,-0.996162658,0.012436821,0.000000001,0.000000002,0.000000008,-0.004898639,0.002145235,-0.999985701,0.000000000,0.124423055,0.050954436,0.050622063,0.002937958,112.192800224,0,153,149,4,0.064720812,51,0,0,0,0,0,2159,52,5330,11298,2493,0,0,64012
34,1624181093.161776543,1624181093.261679649,39,38,0,1,0,0,1,-0.008752335,-0.025805992,-0.004496686,0.000016499,-0.000002016,0.000155736,0.999999988,2351,1974,0.839642705,0.013327442,0.002525121,0.002244642,0.113290803,116.380875099,1662,0.977714201,152.843650825,327.496615285,1144.620736030,0.094059889,0.091963689,0.000000585,0.000001644,0.000003816,-0.081994709,-0.996571707,0.011031766,0.000000001,0.000000002,0.000000008,-0.003579442,0.008546354,-0.999957073,0.000000000,0.123335101,0.050206969,0.050521633,0.002911942,112.744862619,0,147,146,1,0.062526584,58,0,0,0,0,0,2146,58,5365,11445,2551,0,0,66158
35,1624181093.261774063,1624181093.361694336,40,39,0,1,0,0,1,-0.010631077,-0.027004816,-0.004494712,-0.000006089,-0.000033756,0.000177388,0.999999984,2343,1983,0.846350832,0.013049552,0.002511698,0.002183928,0.114770906,117.552569907,1689,0.976916147,159.111799074,328.785297982,1162.114275873,0.096430729,0.094204736,0.000000584,0.000001655,0.000003793,-0.085103783,-0.996295801,0.012329753,0.000000001,0.000000002,0.000000008,-0.003340661,0.001482284,-0.999993321,0.000000000,0.122485175,0.050289820,0.048451165,0.002577490,113.145514054,0,150,147,3,0.064020487,49,0,0,0,0,0,2143,50,5399,11595,2600,0,0,68301
36,1624181093.361771584,1624181093.461661100,41,40,0,1,0,0,1,-0.008434898,-0.025796895,-0.004088944,0.000013697,-0.000019835,0.000114507,0.999999993,2352,1990,0.846088435,0.013495223,0.002317933,0.002051868,0.114923756,118.922614696,1674,0.976422155,154.258373266,331.109855577,1149.162457961,0.094374718,0.092149566,0.000000585,0.000001639,0.000003790,-0.088668039,-0.995992591,0.011693505,0.000000001,0.000000002,0.000000008,-0.004052054,0.011622548,-0.999924246,0.000000000,0.121562624,0.047108130,0.048504383,0.002581661,113.804716793,0,127,126,1,0.053996599,62,0,0,0,0,0,2163,62,5432,11722,2662,0,0,70464
37,1624181093.461769104,1624181093.561662912,42,41,0,1,0,0,1,-0.009729532,-0.029462991,-0.004160384,0.000007774,-0.000025096,0.000269221,0.999999963,2361,1983,0.839898348,0.012122177,0.002273865,0.001987871,0.115023719,121.279641830,1715,0.976925142,155.604865468,336.226808015,1183.594945275,0.092874772,0.090731700,0.000000579,0.000001665,0.000003834,-0.092978265,-0.995625742,0.009188305,0.000000001,0.000000002,0.000000008,-0.007679605,0.004336498,-0.999961108,0.000000000,0.120789640,0.051963589,0.049592910,0.002607995,114.402798231,0,182,180,2,0.077085981,54,0,0,0,0,0,2124,55,5459,11904,2716,0,0,72588
38,1624181093.561766624,1624181093.661618948,43,42,0,1,0,0,1,-0.009463773,-0.026725870,-0.004164157,0.000026312,0.000004773,0.000076918,0.999999997,2346,1958,0.834612106,0.013335831,0.002597770,0.002225598,0.111575814,119.449163229,1674,0.975243574,154.613610680,327.906726249,1150.037406125,0.094706366,0.092361775,0.000000586,0.000001681,0.000003853,-0.092163792,-0.995687749,0.010570807,0.000000001,0.000000002,0.000000008,-0.004980788,0.003736782,-0.999980614,0.000000000,0.119655193,0.049536383,0.049649187,0.002842348,115.055802427,0,172,166,6,0.073316283,54,0,0,0,0,0,2120,54,5509,12076,2770,0,0,74708
39,1624181093.661764145,1624181093.761579990,44,43,0,1,0,0,1,-0.007499506,-0.023854196,-0.004415185,-0.000000707,-0.000017920,0.000091977,0.999999996,2383,1984,0.832563995,0.012850530,0.002754186,0.002333118,0.112115383,121.419803191,1696,0.974396148,155.078784019,337.177341703,1160.319741946,0.093840644,0.091437962,0.000000583,0.000001642,0.000003866,-0.081392079,-0.996608191,0.012142595,0.000000001,0.000000002,0.000000008,-0.005145813,0.003638632,-0.999980140,0.000000000,0.118862665,0.043529496,0.052039219,0.002686033,115.642950450,0,168,167,1,0.070499371,52,0,0,0,0,0,2162,53,5557,12244,2822,0,0,76870
