frame,stamp,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,cloud_points,cloud_stamp,map_points,map_stamp,incremental_degenerate,incremental_stamp,imu_speed,imu_stamp,deskew_points,deskew_stamp,corner_points,corner_stamp,surface_points,surface_stamp
28,1517157227.963313103,5.280744553,2.253221512,0.055619657,-0.031873813,-0.027257492,0.157930128,0.986559255,2603,1517157227.761593103,323,1517157224.735976934,0,1517157227.761593103,1.636865889,1517157228.188656092,28047,1517157227.963313103,204,1517157227.963313103,3035,1517157227.963313103
29,1517157228.164972067,5.661953449,2.313812494,0.059786782,-0.027100400,-0.024867951,0.075351966,0.996478417,2525,1517157227.963313103,323,1517157224.735976934,0,1517157227.963313103,1.585835656,1517157228.388655901,27930,1517157228.164972067,180,1517157228.164972067,3139,1517157228.164972067
30,1517157228.366692066,6.029679298,2.370836258,0.075050116,-0.014910689,-0.026217345,0.060614445,0.997705473,2542,1517157228.164972067,323,1517157224.735976934,0,1517157228.164972067,1.608853456,1517157228.588655949,25604,1517157228.366692066,187,1517157228.366692066,3240,1517157228.366692066
31,1517157228.568413019,6.367244244,2.413990021,0.084827878,-0.008746465,-0.033185904,0.068435933,0.997065052,2642,1517157228.366692066,323,1517157224.735976934,0,1517157228.366692066,1.702811810,1517157228.793648005,25290,1517157228.568413019,195,1517157228.568413019,3332,1517157228.568413019
32,1517157228.770133018,6.661267757,2.487010717,0.077825181,0.001493295,-0.031948787,0.111283631,0.993273879,2740,1517157228.568413019,323,1517157224.735976934,0,1517157228.568413019,1.748803130,1517157229.008591890,24927,1517157228.770133018,190,1517157228.770133018,3288,1517157228.770133018
33,1517157228.971853018,6.951294899,2.643115044,0.082647979,0.016772004,-0.017059648,0.210858406,0.977223823,2760,1517157228.770133018,323,1517157224.735976934,0,1517157228.770133018,1.754523126,1517157229.193583965,25158,1517157228.971853018,208,1517157228.971853018,3043,1517157228.971853018
34,1517157229.173511028,7.264434814,2.810561657,0.092743747,-0.003429622,-0.035147779,0.213867432,0.976224151,2572,1517157228.971853018,323,1517157224.735976934,0,1517157228.971853018,1.806491777,1517157229.393584013,27807,1517157229.173511028,181,1517157229.173511028,3018,1517157229.173511028
35,1517157229.375231028,7.578995705,2.952893972,0.100401379,-0.004747312,-0.038346468,0.200017941,0.979030048,2444,1517157229.173511028,323,1517157224.735976934,0,1517157229.173511028,1.838200994,1517157229.598592043,27918,1517157229.375231028,150,1517157229.375231028,2937,1517157229.375231028
36,1517157229.576951027,7.889757156,3.099805593,0.110101499,-0.003312360,-0.036074899,0.203667536,0.978369646,2306,1517157229.375231028,323,1517157224.735976934,0,1517157229.375231028,1.861871457,1517157229.813584089,28142,1517157229.576951027,132,1517157229.576951027,2953,1517157229.576951027
37,1517157229.778671026,8.187196732,3.237068653,0.094057091,-0.002312412,-0.034000669,0.205603176,0.978041891,2295,1517157229.576951027,323,1517157224.735976934,0,1517157229.576951027,1.893866711,1517157230.003535986,28215,1517157229.778671026,96,1517157229.778671026,2884,1517157229.778671026
38,1517157229.980391026,8.549010277,3.409417629,0.092619888,-0.000007082,-0.035844119,0.207101808,0.977662539,2223,1517157229.778671026,323,1517157229.778671026,0,1517157229.778671026,1.871652607,1517157230.208544016,28278,1517157229.980391026,89,1517157229.980391026,2863,1517157229.980391026
39,1517157230.182049036,8.913922310,3.578545332,0.115238257,-0.001353629,-0.037310126,0.208112122,0.977392177,2182,1517157229.980391026,323,1517157229.778671026,0,1517157229.980391026,1.854412443,1517157230.408544064,28234,1517157230.182049036,83,1517157230.182049036,2869,1517157230.182049036
40,1517157230.383769035,9.234620094,3.732789040,0.113411672,-0.007137284,-0.032524172,0.202539686,0.978707777,2168,1517157230.182049036,323,1517157229.778671026,0,1517157230.182049036,1.822501302,1517157230.608544111,28325,1517157230.383769035,78,1517157230.383769035,2882,1517157230.383769035
41,1517157230.585489035,9.587307930,3.864899635,0.122414194,-0.007882360,-0.034070452,0.168628867,0.985059073,2165,1517157230.383769035,323,1517157229.778671026,0,1517157230.383769035,1.841270614,1517157230.803535938,28232,1517157230.585489035,62,1517157230.585489035,2940,1517157230.585489035
42,1517157230.787209034,9.954577446,3.985041380,0.128360838,-0.006069467,-0.035482274,0.149194228,0.988152444,2193,1517157230.585489035,323,1517157229.778671026,0,1517157230.585489035,1.831934625,1517157231.018480062,28192,1517157230.787209034,70,1517157230.787209034,2964,1517157230.787209034
43,1517157230.988929987,10.285156250,4.092661381,0.130221203,-0.005129099,-0.033814147,0.153032197,0.987629203,2184,1517157230.787209034,323,1517157229.778671026,0,1517157230.787209034,1.822492612,1517157231.213471889,28226,1517157230.988929987,71,1517157230.988929987,2806,1517157230.988929987
44,1517157231.190588951,10.634610176,4.214417458,0.136538565,-0.003932023,-0.036927786,0.155766926,0.987095508,2109,1517157230.988929987,323,1517157229.778671026,0,1517157230.988929987,1.809055743,1517157231.408479929,28301,1517157231.190588951,77,1517157231.190588951,2739,1517157231.190588951
45,1517157231.392308950,10.993296623,4.337055206,0.150222972,-0.004239440,-0.030869242,0.157888572,0.986965205,2074,1517157231.190588951,323,1517157229.778671026,0,1517157231.190588951,1.798491902,1517157231.613471985,28296,1517157231.392308950,91,1517157231.392308950,2735,1517157231.392308950
46,1517157231.594028950,11.349415779,4.464210510,0.152588099,-0.004054098,-0.032578750,0.158717187,0.986778113,2092,1517157231.392308950,323,1517157229.778671026,0,1517157231.392308950,1.794402722,1517157231.813472033,28260,1517157231.594028950,97,1517157231.594028950,2735,1517157231.594028950
47,1517157231.795748949,11.692063332,4.586482048,0.151791930,-0.004050885,-0.031774275,0.160471029,0.986520671,2126,1517157231.594028950,323,1517157229.778671026,0,1517157231.594028950,1.782474945,1517157232.018415928,28358,1517157231.795748949,97,1517157231.795748949,2667,1517157231.795748949
48,1517157231.997468948,12.025157928,4.709733963,0.153480127,-0.000533463,-0.028104686,0.162042226,0.986383373,2062,1517157231.795748949,323,1517157229.778671026,0,1517157231.795748949,1.769521371,1517157232.223407984,28271,1517157231.997468948,109,1517157231.997468948,2652,1517157231.997468948
49,1517157232.199127913,12.380219460,4.837707520,0.166711420,-0.003385474,-0.030416323,0.164337366,0.985929316,2054,1517157231.997468948,323,1517157229.778671026,0,1517157231.997468948,1.771422185,1517157232.423408031,28286,1517157232.199127913,105,1517157232.199127913,2635,1517157232.199127913
50,1517157232.400847912,12.729811668,4.967334747,0.167029336,-0.002558899,-0.032956819,0.164622797,0.985802533,2031,1517157232.199127913,323,1517157229.778671026,0,1517157232.199127913,1.829982725,1517157232.623408079,28244,1517157232.400847912,103,1517157232.400847912,2645,1517157232.400847912
51,1517157232.602567911,13.095858574,5.098139763,0.168411016,-0.001915564,-0.034877204,0.166035285,0.985500987,2019,1517157232.400847912,323,1517157229.778671026,0,1517157232.400847912,1.849038163,1517157232.833408117,28261,1517157232.602567911,100,1517157232.602567911,2634,1517157232.602567911
52,1517157232.804287910,13.467223167,5.235464096,0.181261033,-0.001941112,-0.035062043,0.168154608,0.985134972,1998,1517157232.602567911,323,1517157229.778671026,0,1517157232.602567911,1.910419020,1517157233.028352022,28272,1517157232.804287910,98,1517157232.804287910,2666,1517157232.804287910
53,1517157233.005947113,13.842840195,5.378880978,0.184307322,-0.003214238,-0.039840240,0.169125411,0.984783742,2016,1517157232.804287910,323,1517157229.778671026,0,1517157232.804287910,2.008780516,1517157233.223344088,28288,1517157233.005947113,88,1517157233.005947113,2666,1517157233.005947113
54,1517157233.207668066,14.277048111,5.545548439,0.192817494,-0.003459913,-0.037632080,0.170988010,0.984548097,1995,1517157233.005947113,323,1517157229.778671026,0,1517157233.005947113,2.074316307,1517157233.428352118,28285,1517157233.207668066,97,1517157233.207668066,2655,1517157233.207668066
55,1517157233.409388065,14.692575455,5.706754684,0.200054228,0.000522635,-0.044325307,0.173685735,0.983802958,2006,1517157233.207668066,323,1517157229.778671026,0,1517157233.207668066,2.191728244,1517157233.628351927,28322,1517157233.409388065,98,1517157233.409388065,2636,1517157233.409388065
56,1517157233.611108065,15.121658325,5.877578735,0.216000512,0.002471877,-0.045042315,0.174987942,0.983536629,1988,1517157233.409388065,323,1517157229.778671026,0,1517157233.409388065,2.261155256,1517157233.838351965,28372,1517157233.611108065,102,1517157233.611108065,2698,1517157233.611108065
57,1517157233.812828064,15.543391228,6.042792797,0.224863768,-0.002211665,-0.043682353,0.176179834,0.983385797,2055,1517157233.611108065,323,1517157229.778671026,0,1517157233.611108065,2.434518377,1517157234.043279886,28336,1517157233.812828064,99,1517157233.812828064,2706,1517157233.812828064
58,1517157234.014486074,15.964224815,6.211345673,0.233336523,-0.000705217,-0.047198427,0.177370771,0.983011404,2064,1517157233.812828064,323,1517157229.778671026,0,1517157233.812828064,2.537002487,1517157234.243279934,28327,1517157234.014486074,97,1517157234.014486074,2740,1517157234.014486074
59,1517157234.216206074,16.427988052,6.396923542,0.243066996,0.000882315,-0.048823321,0.179604956,0.982526114,2092,1517157234.014486074,323,1517157229.778671026,0,1517157234.014486074,2.620076815,1517157234.453279972,28247,1517157234.216206074,103,1517157234.216206074,2751,1517157234.216206074
60,1517157234.417926073,16.951839447,6.608667374,0.253044486,0.000707706,-0.045431726,0.182105628,0.982228587,2123,1517157234.216206074,323,1517157229.778671026,0,1517157234.216206074,2.717622127,1517157234.643280029,28175,1517157234.417926073,106,1517157234.417926073,2796,1517157234.417926073
61,1517157234.619646072,17.429897308,6.806266308,0.269365937,0.004832527,-0.049365383,0.182738222,0.981909592,2175,1517157234.417926073,323,1517157229.778671026,0,1517157234.417926073,2.831315931,1517157234.848288059,28036,1517157234.619646072,101,1517157234.619646072,2988,1517157234.619646072
62,1517157234.821366072,17.930126190,7.013520241,0.288106203,0.002451880,-0.047029895,0.185314614,0.981550137,2307,1517157234.619646072,323,1517157229.778671026,0,1517157234.619646072,2.906723326,1517157235.048223972,27648,1517157234.821366072,116,1517157234.821366072,3117,1517157234.821366072
63,1517157235.023024082,18.518898010,7.251106739,0.305646956,-0.000947446,-0.047469541,0.186587307,0.981290437,2438,1517157234.821366072,468,1517157234.821366072,0,1517157234.821366072,3.005255426,1517157235.263216019,26964,1517157235.023024082,128,1517157235.023024082,3261,1517157235.023024082
64,1517157235.224744081,19.078380585,7.480304241,0.318418831,-0.000115304,-0.045003612,0.189850531,0.980781035,2571,1517157235.023024082,468,1517157234.821366072,0,1517157235.023024082,3.104837753,1517157235.548223972,26914,1517157235.224744081,146,1517157235.224744081,3581,1517157235.224744081
65,1517157235.527324915,19.941890717,7.865330219,0.337433487,0.001746865,-0.044345917,0.194109094,0.979975534,2886,1517157235.224744081,468,1517157234.821366072,0,1517157235.224744081,3.151261696,1517157235.748224020,27977,1517157235.527324915,182,1517157235.527324915,3724,1517157235.527324915
66,1517157235.729044914,20.505592346,8.089470863,0.346728235,-0.015654420,-0.046216660,0.151448565,0.987259992,3087,1517157235.527324915,468,1517157234.821366072,0,1517157235.527324915,3.211664268,1517157235.973216057,27979,1517157235.729044914,175,1517157235.729044914,3434,1517157235.729044914
67,1517157235.930764914,21.098539352,8.252149582,0.352663547,-0.023875203,-0.044829168,0.089137921,0.994723455,2777,1517157235.729044914,468,1517157234.821366072,0,1517157235.729044914,3.233976685,1517157236.268160105,27870,1517157235.930764914,117,1517157235.930764914,3395,1517157235.930764914
68,1517157236.132424116,21.718503952,8.366915703,0.381749749,-0.006003233,-0.046420609,0.097657569,0.994118749,2662,1517157235.930764914,468,1517157234.821366072,0,1517157235.930764914,3.265718500,1517157236.363152027,27961,1517157236.132424116,101,1517157236.132424116,3168,1517157236.132424116
69,1517157236.334144115,22.306587219,8.515862465,0.398533165,-0.001285195,-0.045348094,0.111896154,0.992683811,2461,1517157236.132424116,468,1517157234.821366072,0,1517157236.132424116,3.304508619,1517157236.573152065,28283,1517157236.334144115,86,1517157236.334144115,3169,1517157236.334144115
70,1517157236.535864115,22.958837509,8.689130783,0.416767716,0.004544461,-0.040375826,0.126370057,0.991150720,2435,1517157236.334144115,468,1517157234.821366072,0,1517157236.334144115,3.343503185,1517157236.768160105,28323,1517157236.535864115,77,1517157236.535864115,3159,1517157236.535864115
71,1517157236.737584114,23.555164337,8.883057594,0.434011281,0.014520680,-0.036784317,0.175980578,0.983598953,2435,1517157236.535864115,468,1517157234.821366072,0,1517157236.535864115,3.327249311,1517157237.068111897,28307,1517157236.737584114,88,1517157236.737584114,2999,1517157236.737584114
72,1517157236.939304113,24.155704498,9.142731667,0.444084018,0.013136233,-0.037641422,0.200301390,0.978922834,2351,1517157236.737584114,468,1517157234.821366072,0,1517157236.737584114,3.334325018,1517157237.168112040,28349,1517157236.939304113,85,1517157236.939304113,3087,1517157236.939304113
73,1517157237.140963078,24.768867493,9.412062645,0.463476658,0.002149281,-0.045409219,0.178473784,0.982893937,2393,1517157236.939304113,468,1517157234.821366072,0,1517157236.939304113,3.344337876,1517157237.473104000,28242,1517157237.140963078,78,1517157237.140963078,3175,1517157237.140963078
74,1517157237.443542957,25.655527115,9.753403664,0.487506360,0.001759775,-0.041942210,0.174596514,0.983744790,2379,1517157237.140963078,468,1517157234.821366072,0,1517157237.140963078,3.341222851,1517157237.673104048,28288,1517157237.443542957,90,1517157237.443542957,3209,1517157237.443542957
75,1517157237.645262957,26.261709213,9.995167732,0.500571370,0.001246976,-0.038216600,0.177887172,0.983307729,2411,1517157237.443542957,468,1517157234.821366072,0,1517157237.443542957,3.316136860,1517157237.873104095,28322,1517157237.645262957,86,1517157237.645262957,3175,1517157237.645262957
76,1517157237.947844028,27.200231552,10.375164986,0.529774785,0.001562934,-0.041432083,0.178643452,0.983039906,2420,1517157237.645262957,468,1517157234.821366072,0,1517157237.645262957,3.258689670,1517157238.193039894,28308,1517157237.947844028,83,1517157237.947844028,3033,1517157237.947844028
77,1517157238.149502993,27.773124695,10.608983040,0.537349999,0.002385187,-0.039016689,0.182296347,0.982466310,2358,1517157237.947844028,468,1517157234.821366072,0,1517157237.947844028,3.188818476,1517157238.388047934,28346,1517157238.149502993,82,1517157238.149502993,3206,1517157238.149502993
78,1517157238.351222992,28.376638412,10.851165771,0.545535922,-0.001813440,-0.040016254,0.184325295,0.982048673,2444,1517157238.149502993,468,1517157234.821366072,0,1517157238.149502993,3.179644299,1517157238.593039989,28284,1517157238.351222992,71,1517157238.351222992,3144,1517157238.351222992
79,1517157238.552942991,28.947357178,11.093016624,0.566880286,0.000360243,-0.037918958,0.185930977,0.981830787,2391,1517157238.351222992,468,1517157234.821366072,0,1517157238.351222992,3.151530166,1517157238.783040047,28279,1517157238.552942991,70,1517157238.552942991,3110,1517157238.552942991
80,1517157238.754662991,29.577882767,11.357190132,0.578301668,0.002528462,-0.041684872,0.189364844,0.981018315,2382,1517157238.552942991,468,1517157234.821366072,0,1517157238.552942991,3.134977914,1517157239.012975931,28293,1517157238.754662991,70,1517157238.754662991,3049,1517157238.754662991
81,1517157238.956382990,30.132680893,11.596970558,0.600372136,0.001454571,-0.042339964,0.189721773,0.980923473,2345,1517157238.754662991,468,1517157234.821366072,0,1517157238.754662991,3.141771474,1517157239.187983990,28293,1517157238.956382990,76,1517157238.956382990,2981,1517157238.956382990
82,1517157239.158041954,30.760572433,11.862261772,0.611269712,0.001827629,-0.042058037,0.191104558,0.980666523,2313,1517157238.956382990,468,1517157234.821366072,0,1517157238.956382990,3.123252789,1517157239.392976046,28299,1517157239.158041954,81,1517157239.158041954,3030,1517157239.158041954
83,1517157239.359761953,31.333265305,12.114134789,0.624090135,0.002605667,-0.041512255,0.193507093,0.980216786,2359,1517157239.158041954,468,1517157234.821366072,0,1517157239.158041954,3.081828869,1517157239.682976007,28256,1517157239.359761953,81,1517157239.359761953,3084,1517157239.359761953
84,1517157239.561481953,31.983497620,12.391671181,0.642839134,0.000123475,-0.042296030,0.195417568,0.979807637,2389,1517157239.359761953,468,1517157234.821366072,0,1517157239.359761953,3.108133310,1517157239.792975903,28274,1517157239.561481953,68,1517157239.561481953,3090,1517157239.561481953
85,1517157239.763201952,32.577171326,12.653500557,0.669245660,0.000069280,-0.043066236,0.195739161,0.979709893,2368,1517157239.561481953,468,1517157234.821366072,0,1517157239.561481953,3.112301226,1517157239.987983942,28288,1517157239.763201952,79,1517157239.763201952,3153,1517157239.763201952
86,1517157239.964922905,33.166191101,12.919298172,0.683818758,0.000046232,-0.040899380,0.197550904,0.979439063,2409,1517157239.763201952,725,1517157239.763201952,0,1517157239.763201952,3.120281539,1517157240.242912054,28288,1517157239.763201952,64,1517157239.964922905,3109,1517157239.964922905
87,1517157240.166579962,33.749675751,13.191312790,0.692053080,0.000340871,-0.039992344,0.200179664,0.978942592,2368,1517157239.964922905,725,1517157239.763201952,0,1517157239.964922905,3.095645811,1517157240.397919893,28332,1517157240.166579962,61,1517157240.166579962,3123,1517157240.166579962
88,1517157240.368299961,34.435596466,13.447599411,0.706871808,-0.020979771,-0.041997226,0.152631521,0.987167514,2388,1517157240.166579962,725,1517157239.763201952,0,1517157240.166579962,3.064525137,1517157240.652911901,28326,1517157240.368299961,65,1517157240.368299961,3121,1517157240.368299961
89,1517157240.570019960,35.003471375,13.579064369,0.724396467,-0.026667309,-0.037020131,0.086283284,0.995225381,2406,1517157240.368299961,725,1517157239.763201952,0,1517157240.368299961,3.078890148,1517157240.822911978,28025,1517157240.570019960,67,1517157240.570019960,3252,1517157240.570019960
90,1517157240.771739960,35.612628937,13.700652122,0.737815499,-0.009917189,-0.036687789,0.085745222,0.995591991,2479,1517157240.570019960,725,1517157239.763201952,0,1517157240.570019960,3.064289485,1517157241.012847900,28121,1517157240.771739960,58,1517157240.771739960,3278,1517157240.771739960
91,1517157240.973459959,36.202167511,13.820634842,0.764806211,-0.003787561,-0.036332050,0.105613997,0.993736042,2463,1517157240.771739960,725,1517157239.763201952,0,1517157240.771739960,3.051075202,1517157241.217855930,28313,1517157240.973459959,69,1517157240.973459959,3240,1517157240.973459959
92,1517157241.175118923,36.809165955,13.973890305,0.772686064,0.002332945,-0.033563297,0.115686682,0.992715797,2465,1517157240.973459959,725,1517157239.763201952,0,1517157240.973459959,3.003815607,1517157241.397855997,28357,1517157241.175118923,78,1517157241.175118923,3185,1517157241.175118923
93,1517157241.376838923,37.399276733,14.157035828,0.799016297,0.007604459,-0.032326583,0.149526747,0.988199836,2447,1517157241.175118923,725,1517157239.763201952,0,1517157241.175118923,2.977071927,1517157241.607856035,28346,1517157241.376838923,93,1517157241.376838923,3145,1517157241.376838923
94,1517157241.578558922,38.001567841,14.373538971,0.818572521,0.010029040,-0.033185027,0.163067930,0.986005589,2433,1517157241.376838923,725,1517157239.763201952,0,1517157241.376838923,2.995546105,1517157241.812848091,28266,1517157241.578558922,82,1517157241.578558922,3164,1517157241.578558922
95,1517157241.881139040,38.804565430,14.695134163,0.829900205,0.010310174,-0.036612049,0.195563078,0.979953234,2456,1517157241.578558922,725,1517157239.763201952,0,1517157241.578558922,3.038619929,1517157242.157808065,28172,1517157241.881139040,84,1517157241.881139040,3259,1517157241.881139040
96,1517157242.082817078,39.364406586,14.963522911,0.841081381,0.009860986,-0.029912292,0.213134912,0.976514990,2532,1517157241.881139040,725,1517157239.763201952,0,1517157241.881139040,3.051375204,1517157242.307807922,28165,1517157242.082817078,88,1517157242.082817078,3164,1517157242.082817078
97,1517157242.284537077,39.887462616,15.206220627,0.855397105,0.005520238,-0.038115715,0.203265129,0.978365988,2457,1517157242.082817078,725,1517157239.763201952,0,1517157242.082817078,3.077797513,1517157242.527807951,28183,1517157242.284537077,85,1517157242.284537077,3084,1517157242.284537077
98,1517157242.486257076,40.438632965,15.458355904,0.867435336,0.004565275,-0.043348171,0.203885812,0.978023860,2377,1517157242.284537077,725,1517157239.763201952,0,1517157242.284537077,3.089820592,1517157242.722800016,28245,1517157242.486257076,87,1517157242.486257076,3109,1517157242.486257076
99,1517157242.687977076,41.024841309,15.730854034,0.885461211,0.003993900,-0.040901402,0.207866754,0.977293475,2396,1517157242.486257076,725,1517157239.763201952,0,1517157242.486257076,3.084412175,1517157242.937808037,28259,1517157242.687977076,81,1517157242.687977076,3161,1517157242.687977076
