frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
11,1624182043.731745005,1624182043.831698895,16,15,0,0.013651693,0.024687657,0,1,0,0,0,-0.013360127,0.004663549,-0.001050611,-0.000052427,-0.000013704,0.000217146,0.999999975,2509,2011,0.801514548,0.010943838,0.001984612,0.001760028,0.107255354,121.977356456,1698,0.965617199,151.464243875,394.046665286,1094.107094543,0.092377763,0.089201557,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000544,0.000001627,0.000004278,0.083903877,0.996350175,-0.015699326,0.000000001,0.000000002,0.000000010,-0.010769889,0.012062099,-0.999869249,0.000000000,0.142298652,0.120255260,0.031354746,0.001180089,102.889503720,0,454,449,5,0.180948585,0,0,0,0,0,0,2055,0,4133,7261,0,0,0,20138
12,1624182043.831742287,1624182043.931715012,17,16,0,0.013741086,0.025857142,0,1,0,0,0,-0.014706505,0.006543795,-0.000748654,-0.000051958,-0.000002691,0.000271753,0.999999962,2473,1996,0.807116862,0.010444157,0.001738550,0.001564177,0.106634055,122.603643297,1685,0.967099732,141.477972753,385.258624941,1102.826449996,0.086819576,0.083963189,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000542,0.000001633,0.000004340,0.077099727,0.996861486,-0.017966891,0.000000001,0.000000002,0.000000011,0.011843702,-0.007449036,0.999902114,0.000000000,0.139326602,0.124605588,0.033686963,0.001289301,104.532348685,0,388,385,3,0.156894460,0,0,0,0,0,0,2085,0,4197,7649,0,0,0,22223
13,1624182043.931739569,1624182044.031702757,18,17,0,0.013260925,0.026352686,0,1,0,0,0,-0.016792122,0.005460008,-0.000804481,-0.000070174,-0.000014544,0.000365950,0.999999930,2495,2019,0.809218437,0.009947247,0.001623672,0.001414184,0.100735433,128.177704130,1702,0.966374976,145.711531954,376.688942233,1122.369735469,0.088590814,0.085611946,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000535,0.000001648,0.000004436,0.089589002,0.995803874,-0.018666956,0.000000001,0.000000002,0.000000012,0.010934347,-0.007291481,0.999913633,0.000000000,0.136358051,0.131442587,0.036038029,0.001477697,106.351222180,0,418,417,1,0.167535070,0,0,0,0,0,0,2077,0,4263,8067,0,0,0,24300
14,1624182044.031737089,1624182044.131705284,19,18,0,0.013141480,0.025667380,0,1,0,0,0,-0.015373178,0.011314357,-0.001042346,-0.000076307,-0.000029784,0.000112220,0.999999990,2483,2029,0.817156665,0.010746877,0.001833099,0.001551935,0.101992988,127.543161036,1698,0.967212458,145.217212115,377.089954464,1120.019586577,0.088421632,0.085522504,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000529,0.000001644,0.000004359,0.085600662,0.996205665,-0.015709862,0.000000000,0.000000002,0.000000011,0.010906359,-0.015094409,0.999826590,0.000000000,0.133903404,0.130668796,0.042066576,0.001985155,107.864932099,0,324,321,3,0.130487314,0,0,0,0,0,0,2159,0,4324,8391,0,0,0,26459
15,1624182044.131734371,1624182044.231661558,20,19,0,0.013230637,0.024640725,0,1,0,0,0,-0.015012733,0.010777152,-0.001851427,-0.000073148,-0.000021879,0.000254196,0.999999965,2476,2004,0.809369952,0.010068744,0.001787495,0.001492681,0.101082244,128.865182499,1714,0.965672611,146.990102494,385.955929313,1122.216824069,0.088807033,0.085758520,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000528,0.000001688,0.000004388,0.094129541,0.995417962,-0.016813971,0.000000001,0.000000002,0.000000012,0.009634706,-0.007934530,0.999922105,0.000000000,0.131715326,0.133616170,0.043102492,0.002269107,109.264948792,0,305,300,5,0.123182553,0,0,0,0,0,0,2171,0,4390,8696,0,0,0,28630
16,1624182044.231731653,1624182044.331601620,21,20,0,0.013991715,0.026633941,0,1,0,0,0,-0.017711984,0.010184367,-0.001551324,-0.000056656,-0.000015986,0.000344207,0.999999939,2487,2024,0.813831926,0.010180739,0.001799299,0.001549656,0.104959079,126.140086621,1714,0.966362601,147.797680498,378.483399784,1130.064417170,0.089231190,0.086229685,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000528,0.000001696,0.000004332,0.118594507,0.992772798,-0.018371555,0.000000001,0.000000002,0.000000013,0.011884155,-0.013812340,0.999833979,0.000000000,0.130043061,0.134857161,0.045882314,0.002449127,110.319644906,0,331,326,5,0.133092079,0,0,0,0,0,0,2156,0,4442,9027,0,0,0,30786
17,1624182044.331728935,1624182044.431641579,22,21,0,0.013682177,0.026281904,0,1,0,0,0,-0.018932173,0.011001801,-0.001034997,-0.000057419,-0.000013337,0.000275603,0.999999960,2485,2029,0.816498994,0.010012165,0.001739534,0.001496129,0.101333469,131.732686685,1707,0.965101670,145.822183245,378.877447349,1122.728919250,0.088515027,0.085426001,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000526,0.000001659,0.000004396,0.120744738,0.992530882,-0.017411363,0.000000000,0.000000002,0.000000012,0.012239579,-0.016056414,0.999796171,0.000000000,0.128354261,0.136434099,0.047439123,0.002586336,111.579235599,0,303,298,5,0.121931590,0,0,0,0,0,0,2182,0,4483,9330,0,0,0,32968
18,1624182044.431726217,1624182044.531718016,23,22,0,0.013586804,0.025601983,0,1,0,0,0,-0.018979159,0.013692551,-0.001415007,-0.000080052,-0.000029329,0.000268550,0.999999960,2486,2033,0.817779566,0.009511015,0.001755681,0.001475767,0.096496471,130.751570944,1722,0.967220214,144.577254368,373.554194290,1147.421759543,0.086804344,0.083958917,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000522,0.000001668,0.000004429,0.103993354,0.994437629,-0.016708809,0.000000001,0.000000002,0.000000012,0.010895773,-0.017193385,0.999792813,0.000000000,0.126584384,0.140384255,0.050156980,0.002600438,112.644365341,0,265,264,1,0.106596943,0,0,0,0,0,0,2221,0,4528,9595,0,0,0,35189
19,1624182044.531723499,1624182044.631760836,24,23,0,0.013503042,0.024807478,0,1,0,0,0,-0.017963338,0.013583622,-0.001047188,-0.000066945,-0.000002690,0.000404957,0.999999916,2503,2045,0.817019577,0.009969693,0.001820827,0.001624801,0.092217315,137.355142310,1759,0.965736482,146.431271174,387.359992974,1164.939206820,0.086200415,0.083246885,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000520,0.000001662,0.000004558,0.107206935,0.994076837,-0.017830162,0.000000000,0.000000002,0.000000012,0.009808611,-0.014241490,0.999850474,0.000000000,0.124775591,0.140841618,0.051242821,0.002873247,113.944932549,0,307,303,4,0.122652817,0,0,0,0,0,0,2196,0,4575,9902,0,0,0,37385
20,1624182044.631721020,1624182044.731744528,25,24,0,0.013481812,0.024975434,0,1,0,0,1,-0.016286021,0.011718813,-0.000347139,-0.000059557,-0.000006668,0.000313988,0.999999949,2470,2027,0.820647773,0.009713044,0.001784654,0.001549334,0.091919321,133.339446727,1738,0.965420694,142.112572159,380.996781828,1154.791812529,0.084696629,0.081767878,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000521,0.000001684,0.000004630,0.104136405,0.994406132,-0.017665040,0.000000001,0.000000002,0.000000012,0.012829848,-0.017524510,0.999764115,0.000000000,0.123132777,0.142169192,0.053846851,0.003055184,114.914658258,0,233,230,3,0.094331984,0,0,0,0,0,0,2237,0,4622,10135,0,0,0,39622
21,1624182044.731718302,1624182044.831701040,26,25,0,0.013658727,0.025176579,0,1,0,0,1,-0.015333524,0.011083539,-0.000027266,-0.000049925,-0.000003526,0.000275191,0.999999961,2518,2066,0.820492454,0.010203885,0.001671581,0.001404172,0.090282022,137.795163141,1765,0.965742977,141.347056530,385.239390294,1177.949908165,0.082924049,0.080083318,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000513,0.000001663,0.000004604,0.093921096,0.995419003,-0.017883959,0.000000000,0.000000002,0.000000012,0.011187930,-0.012678236,0.999857036,0.000000000,0.116965022,0.112118323,0.052808132,0.003110933,118.556277371,0,203,201,2,0.080619539,0,0,0,0,0,0,2315,0,4672,10338,0,0,0,41937
22,1624182044.831715584,1624182044.931698799,27,26,0,0.013544737,0.024738963,0,1,0,0,1,-0.015613487,0.012177662,-0.000666817,-0.000075103,-0.000016808,0.000379440,0.999999925,2496,2059,0.824919872,0.010058700,0.001786734,0.001529736,0.090356704,137.315879711,1767,0.964226601,140.768814236,391.294825207,1171.724764816,0.082621066,0.079665430,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000512,0.000001672,0.000004583,0.096981477,0.995120365,-0.018167334,0.000000000,0.000000002,0.000000012,0.010875798,-0.011994375,0.999868917,0.000000000,0.112139305,0.092306346,0.049018980,0.003047483,121.299922234,0,277,275,2,0.110977564,0,0,0,0,0,0,2219,0,4716,10615,0,0,0,44156
23,1624182044.931712866,1624182045.031619072,28,27,0,0.013455218,0.025288392,0,1,0,0,1,-0.016913721,0.011562892,-0.000810436,-0.000080927,-0.000008877,0.000349175,0.999999936,2513,2064,0.821329089,0.010534671,0.001655400,0.001444281,0.089978588,138.137772803,1764,0.966106109,146.229915245,378.040100491,1179.941159889,0.085805044,0.082896777,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000510,0.000001685,0.000004614,0.104981216,0.994311070,-0.018012229,0.000000000,0.000000002,0.000000012,0.011005372,-0.011471163,0.999873639,0.000000000,0.108610260,0.080263347,0.046521809,0.002935167,123.539257642,0,228,225,3,0.090728213,0,0,0,0,0,0,2285,0,4763,10843,0,0,0,46441
24,1624182045.031710148,1624182045.131543159,29,28,0,0.013404048,0.025188181,0,1,0,0,1,-0.017728410,0.011592795,-0.000904755,-0.000079539,-0.000011230,0.000419238,0.999999909,2507,2085,0.831671320,0.009657627,0.001490798,0.001321926,0.088961426,138.994280767,1763,0.967914788,139.510003358,381.310763776,1185.613004581,0.081755299,0.079132163,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000507,0.000001667,0.000004614,0.102594353,0.994572584,-0.017313969,0.000000000,0.000000002,0.000000012,0.011393376,-0.013750791,0.999840541,0.000000000,0.105940058,0.073986521,0.044388602,0.002963090,125.383394122,0,234,230,4,0.093338652,0,0,0,0,0,0,2273,0,4807,11077,0,0,0,48714
25,1624182045.131707668,1624182045.231560707,30,29,0,0.013234638,0.025179991,0,1,0,0,1,-0.018813429,0.010953053,-0.001125641,-0.000068119,-0.000019127,0.000423477,0.999999908,2502,2061,0.823741007,0.009662830,0.001583928,0.001400821,0.087441228,141.710989722,1758,0.966338911,137.738083342,385.238626885,1175.847095660,0.081078498,0.078349308,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000509,0.000001656,0.000004700,0.096729112,0.995207805,-0.014314480,0.000000000,0.000000002,0.000000013,0.010605691,-0.012593089,0.999864458,0.000000000,0.103457669,0.063987821,0.044694037,0.002961671,127.250287762,0,260,259,1,0.103916867,0,0,0,0,0,0,2242,0,4850,11337,0,0,0,50956
26,1624182045.231704950,1624182045.331511497,30,30,0,0.013889951,0.025030461,0,1,0,0,1,-0.018998938,0.010931932,-0.000636439,-0.000068123,-0.000021936,0.000470409,0.999999887,2501,2062,0.824470212,0.009969206,0.001569151,0.001354761,0.087807471,137.674052187,1759,0.966652550,135.449453312,382.903806364,1181.988575398,0.079660131,0.077003669,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000507,0.000001672,0.000004674,0.093911822,0.995445950,-0.016368549,0.000000000,0.000000002,0.000000013,0.012235259,-0.009160418,0.999883186,0.000000000,0.101223476,0.058669842,0.042179688,0.002960248,128.781614303,0,231,231,0,0.092363055,0,0,0,0,0,0,2270,0,4881,11568,0,0,0,53226
27,1624182045.331702232,1624182045.431548595,32,31,0,0.013590101,0.024856640,0,1,0,0,1,-0.019971075,0.010807761,-0.000958596,-0.000075096,-0.000024509,0.000359430,0.999999932,2510,2080,0.828685259,0.009873704,0.001535950,0.001348382,0.083268239,145.057475583,1774,0.965898775,139.464243058,375.440549701,1198.599633820,0.081391236,0.078615695,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000503,0.000001659,0.000004802,0.088812195,0.995926586,-0.015576535,0.000000000,0.000000002,0.000000014,0.013592301,-0.009136859,0.999865875,0.000000000,0.098931062,0.051567695,0.040600047,0.003070595,130.535471826,0,194,192,2,0.077290837,0,0,0,0,0,0,2316,0,4924,11762,0,0,0,55542
28,1624182045.431699514,1624182045.531646252,33,32,0,0.013483707,0.026737270,0,1,0,0,1,-0.020470032,0.011033137,-0.001235997,-0.000066695,-0.000022576,0.000442818,0.999999899,2494,2064,0.827586207,0.008928034,0.001442838,0.001255979,0.083931777,143.076569119,1780,0.964861820,134.261362673,376.837144648,1206.355532918,0.078174647,0.075427732,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000500,0.000001689,0.000004811,0.085539739,0.996202789,-0.016215906,0.000000000,0.000000002,0.000000014,0.011342686,-0.009507450,0.999890470,0.000000000,0.097162006,0.051796258,0.036487231,0.003066541,131.940312867,0,222,222,0,0.089013633,0,0,0,0,0,0,2272,0,4961,11984,0,0,0,57814
29,1624182045.531696796,1624182045.631643295,34,33,0,0.013919398,0.024211571,0,1,0,0,1,-0.021885469,0.014597520,-0.001061310,-0.000060647,-0.000011620,0.000527657,0.999999859,2501,2086,0.834066373,0.010064918,0.001708800,0.001468305,0.084674752,141.103559855,1761,0.965321831,134.735941190,372.560549504,1192.635253601,0.079259618,0.076511040,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000500,0.000001663,0.000004716,0.074819490,0.997067184,-0.016095811,0.000000000,0.000000002,0.000000013,0.010914094,-0.010607842,0.999884171,0.000000000,0.095223987,0.047242144,0.038070640,0.003027223,133.451725896,0,265,265,0,0.105957617,0,0,0,0,0,0,2236,0,4999,12249,0,0,0,60050
30,1624182045.631694317,1624182045.731654882,35,34,0,0.013556678,0.024198710,0,1,0,0,1,-0.020734849,0.015129566,-0.000766497,-0.000072333,-0.000008978,0.000471375,0.999999886,2498,2072,0.829463571,0.009628995,0.001608006,0.001404446,0.080508224,145.665561110,1767,0.965933346,130.655566558,363.854917621,1212.293738107,0.076549826,0.073942030,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000498,0.000001682,0.000004845,0.083470681,0.996380373,-0.016087163,0.000000000,0.000000002,0.000000014,0.010397021,-0.006766780,0.999923053,0.000000000,0.093591808,0.044005168,0.035833248,0.003135164,134.750864235,0,207,206,1,0.082866293,0,0,0,0,0,0,2291,0,5029,12456,0,0,0,62341
31,1624182045.731691599,1624182045.831755400,36,35,0,0.013231283,0.025624410,0,1,0,0,1,-0.020174016,0.010498373,-0.000748306,-0.000084506,-0.000027636,0.000512752,0.999999865,2494,2069,0.829591018,0.009612327,0.001467940,0.001256260,0.077974721,145.084085179,1776,0.964563305,130.374022278,377.922175186,1204.768231492,0.076105732,0.073408796,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000498,0.000001663,0.000004948,0.076052240,0.996996380,-0.014638158,0.000000000,0.000000002,0.000000013,0.010042929,-0.003787978,0.999942394,0.000000000,0.092127776,0.039381646,0.038166095,0.003108710,135.906200671,0,232,231,1,0.093023256,0,0,0,0,0,0,2262,0,5071,12688,0,0,0,64603
32,1624182045.831688881,1624182045.931784153,37,36,0,0.012830383,0.024914623,0,1,0,0,1,-0.021436587,0.010041562,-0.000967040,-0.000081192,-0.000039489,0.000570953,0.999999833,2487,2075,0.834338561,0.009161734,0.001494269,0.001300192,0.079469804,145.309064813,1770,0.965551196,130.965914049,374.382809591,1203.676893670,0.076631920,0.073992042,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000497,0.000001682,0.000004966,0.087781579,0.996028132,-0.014911564,0.000000000,0.000000002,0.000000014,0.010258360,-0.009348214,0.999903684,0.000000000,0.090769564,0.041333241,0.037175399,0.003036716,137.041471747,0,222,219,3,0.089264174,0,0,0,0,0,0,2265,0,5103,12910,0,0,0,66868
33,1624182045.931686163,1624182046.031746626,38,37,0,0.013130626,0.025183501,0,1,0,0,1,-0.022584572,0.010478567,-0.000682213,-0.000061537,-0.000028910,0.000593537,0.999999822,2485,2065,0.830985915,0.009022254,0.001482121,0.001295048,0.078309001,149.141179598,1779,0.963983552,132.127819557,373.520533077,1209.278386441,0.077045752,0.074270837,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000497,0.000001711,0.000005026,0.095905380,0.995238548,-0.017389378,0.000000000,0.000000002,0.000000014,0.009208577,-0.009100822,0.999916185,0.000000000,0.089648242,0.045566976,0.032407791,0.002574424,138.089645520,0,227,225,2,0.091348089,0,0,0,0,0,0,2258,0,5139,13137,0,0,0,69126
34,1624182046.031683445,1624182046.131756306,39,38,0,0.013759024,0.024345919,0,1,0,0,1,-0.021990801,0.011423707,-0.000618682,-0.000059499,-0.000017923,0.000460631,0.999999892,2501,2094,0.837265094,0.009169712,0.001460494,0.001280075,0.079757702,147.714096898,1785,0.966021440,134.091342743,370.267732262,1219.989195048,0.077763492,0.075121200,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000492,0.000001678,0.000004941,0.088239909,0.995973487,-0.015828207,0.000000000,0.000000002,0.000000013,0.009496342,-0.011802080,0.999885259,0.000000000,0.088536478,0.042781461,0.032489861,0.002556287,139.098192314,0,141,141,0,0.056377449,0,0,0,0,0,0,2360,0,5163,13278,0,0,0,71486
