frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
11,1517157222.214606047,1517157222.315445185,31,30,0,0.010565074,0.015117238,1,1,1,0,0,0,0.065040714,-0.026471098,-0.032044951,0.007359850,-0.003298206,0.012640027,0.999887586,788,603,0.765228426,0.030599162,0.017596067,0.013286713,0.585544622,23.629614834,492,0.926279488,92.538382242,152.342232320,210.848893702,0.203055498,0.188086143,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002601,0.000003964,0.000004633,-0.212049108,0.411689997,-0.886310624,0.000000017,0.000000024,0.000002346,0.941013174,0.335743864,-0.042074503,0.000000000,0.551022360,0.240783261,0.146206082,0.025112082,25.598675862,0,0.207659374,0.193612191,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,107,105,2,0.135786802,23,0,0,0,0,0,0,653,28,1558,2093,525,0,0,0,5894
12,1517157222.315465927,1517157222.416305304,32,31,0,0.004658539,0.007273003,1,1,1,0,0,0,0.063734850,-0.025650202,-0.025866370,0.007648541,-0.003174666,0.012903331,0.999882456,794,594,0.748110831,0.026852546,0.015880646,0.010447301,0.549405306,21.414146094,500,0.924601414,94.404900536,147.044594010,220.851212606,0.204206697,0.188809801,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002595,0.000003979,0.000004575,-0.130673674,0.446587667,-0.885146229,0.000000021,0.000000021,0.000002304,0.941794508,0.333528712,-0.042210230,0.000000000,0.550887605,0.252730594,0.152574286,0.025638626,25.249965048,0,0.207371651,0.193211992,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,80,80,0,0.100755668,17,0,0,0,0,0,0,691,23,1572,2173,542,0,0,0,6585
13,1517157222.416326046,1517157222.517165184,32,32,0,0.003233778,0.004478988,1,1,1,0,0,0,0.063178795,-0.023993312,-0.023412545,0.007934336,-0.003197172,0.013057007,0.999878162,794,598,0.753148615,0.026590489,0.015507362,0.010608522,0.541772956,22.296539322,495,0.929144843,91.892598572,146.783717884,221.250380631,0.199798357,0.185641613,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002541,0.000003942,0.000004555,-0.069806448,0.446705064,-0.891953836,0.000000020,0.000000022,0.000002317,0.939645048,0.339562972,-0.042002050,0.000000000,0.550186478,0.261754407,0.155586883,0.025943776,25.022778453,0,0.206789090,0.192629655,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,52,52,0,0.065491184,18,0,0,0,0,0,0,719,23,1581,2225,560,0,0,0,7304
14,1517157222.618046045,1517157222.718885183,34,33,0,0.002879817,0.006264696,1,1,1,0,0,0,0.061350479,-0.022730811,-0.017189384,0.007195197,-0.003151524,0.013081589,0.999883578,791,603,0.762326169,0.036424862,0.022363066,0.016519381,0.555097038,22.551016445,497,0.926795627,93.556935729,151.084106286,215.976384736,0.203112019,0.188243331,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003241,0.000004995,0.000005799,-0.127852865,0.427185304,-0.895078969,0.000000019,0.000000021,0.000002617,0.939539958,0.339765970,-0.042705411,0.000000000,0.550537233,0.252633533,0.162194785,0.025998459,24.846224024,0,0.206526442,0.192316346,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,53,53,0,0.067003793,21,0,0,0,0,0,0,713,25,1595,2278,581,0,0,0,8017
15,1517157222.718905926,1517157222.819745302,35,34,0,0.003195467,0.006047802,1,1,1,0,0,0,0.059201815,-0.023605324,-0.019856235,0.007383440,-0.003163870,0.012788571,0.999885957,780,589,0.755128205,0.025099038,0.013961405,0.009548402,0.574071289,20.642068960,489,0.927543594,90.952616529,149.838496074,212.777704908,0.200526608,0.185997171,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002719,0.000004147,0.000004671,-0.128603173,0.432320524,-0.892502206,0.000000022,0.000000024,0.000002434,0.939850178,0.338832128,-0.043294707,0.000000000,0.552106170,0.262717398,0.165729417,0.026585939,24.565947020,0,0.206126453,0.191895068,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,30,29,1,0.038461538,14,0,0,0,0,0,0,731,19,1599,2308,595,0,0,0,8748
16,1517157222.819766045,1517157222.920605183,36,35,0,0.002778091,0.004599087,1,1,1,0,0,0,0.059820677,-0.024122176,-0.017087310,0.006747710,-0.002687168,0.012764048,0.999892157,788,604,0.766497462,0.026864234,0.014827282,0.010505907,0.527217444,21.693740326,497,0.929511954,89.003427588,153.803979244,219.160034242,0.192661689,0.179081343,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002545,0.000003948,0.000004251,-0.134549215,0.430890392,-0.892317196,0.000000020,0.000000021,0.000002432,0.940143969,0.337976777,-0.043600645,0.000000000,0.550550624,0.266362609,0.168613350,0.026624526,24.386434102,0,0.205284906,0.191094210,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,56,56,0,0.071065990,17,0,0,0,0,0,0,711,21,1604,2364,612,0,0,0,9459
17,1517157222.920625925,1517157223.021395206,37,36,0,0.001892529,0.002964006,1,1,1,0,0,0,0.061092665,-0.023445170,-0.020472842,0.007014227,-0.003058467,0.012972388,0.999886575,783,602,0.768837803,0.025242726,0.013527515,0.009597976,0.545401793,23.635596697,496,0.929027129,89.282620631,155.047052980,216.467782138,0.193756757,0.180005284,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002503,0.000003869,0.000004151,-0.036832206,0.439508736,-0.897482846,0.000000016,0.000000025,0.000002305,0.940779216,0.336163998,-0.043911646,0.000000000,0.550247752,0.272142216,0.172292769,0.027034632,24.342267195,0,0.204606779,0.190441920,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,30,30,0,0.038314176,15,0,0,0,0,0,0,734,19,1606,2394,627,0,0,0,10193
18,1517157223.021415949,1517157223.122255325,38,37,0,0.002011554,0.003463325,1,1,1,0,0,0,0.060287179,-0.022650358,-0.022612231,0.006528006,-0.003321346,0.013017846,0.999888439,783,603,0.770114943,0.024999955,0.013679274,0.010001265,0.582480107,23.974925959,502,0.926530990,94.039492198,153.064067266,218.014997455,0.202183918,0.187329666,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002511,0.000003733,0.000004178,-0.090488010,0.431357724,-0.897631569,0.000000016,0.000000021,0.000002339,0.940474215,0.337225829,-0.042272815,0.000000000,0.552038438,0.276979172,0.174713000,0.027125248,24.321859349,0,0.204472176,0.190269017,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,27,27,0,0.034482759,15,0,0,0,0,0,0,738,18,1608,2421,642,0,0,0,10931
19,1517157223.122276068,1517157223.223115206,39,38,0,0.001839246,0.003234359,1,1,1,0,0,0,0.060163687,-0.021918648,-0.024009984,0.007295621,-0.002925347,0.012888602,0.999886044,787,598,0.759847522,0.024109913,0.013171289,0.008889166,0.549400532,23.807508379,498,0.925693745,91.188048316,154.217685937,215.589750541,0.197806814,0.183108531,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002496,0.000003753,0.000004212,-0.062086425,0.446279292,-0.892737402,0.000000017,0.000000022,0.000002452,0.941855700,0.333437137,-0.041563406,0.000000000,0.551899601,0.282370672,0.176295517,0.027383310,24.294788245,0,0.204121367,0.189892149,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,21,21,0,0.026683609,14,0,0,0,0,0,0,748,18,1612,2442,656,0,0,0,11679
20,1517157223.223135948,1517157223.323975325,40,39,0,0.001558787,0.002357438,1,1,1,0,0,1,0.059023866,-0.020362767,-0.019410651,0.006750392,-0.002651476,0.012941689,0.999889951,787,602,0.764930114,0.025336946,0.013155488,0.009492923,0.553222784,24.940146034,506,0.931543532,93.965746128,159.604679637,217.790601401,0.199349842,0.185703056,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002471,0.000003738,0.000004255,-0.068935137,0.436364203,-0.897125537,0.000000016,0.000000020,0.000002371,0.940605193,0.337032352,-0.040878650,0.000000000,0.551965760,0.284367321,0.181282883,0.027496417,24.327056135,0,0.203882791,0.189682695,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,37,37,0,0.047013977,18,0,0,0,0,0,0,727,23,1618,2479,674,0,0,0,12406
21,1517157223.323996067,1517157223.424835205,41,40,0,0.001738335,0.003164957,1,1,1,0,0,1,0.059332111,-0.021606910,-0.015438620,0.005754052,-0.003085746,0.013067361,0.999893301,789,603,0.764258555,0.025237606,0.013335669,0.009597528,0.574881996,26.402391562,504,0.929553253,92.838199929,160.453770902,215.202868650,0.198162695,0.184202778,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002471,0.000003707,0.000004203,-0.113703998,0.419848785,-0.900443445,0.000000013,0.000000021,0.000002319,0.940391661,0.337687524,-0.040381424,0.000000000,0.552476990,0.293252261,0.179771622,0.026947685,24.037351404,0,0.203332513,0.188980667,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,27,27,0,0.034220532,20,0,0,0,0,0,0,738,24,1620,2506,694,0,0,0,13144
22,1517157223.424855947,1517157223.525695324,42,41,0,0.001549112,0.002763015,1,1,1,0,0,1,0.058254265,-0.020580573,-0.016749249,0.006776713,-0.002926554,0.012802796,0.999890794,795,614,0.772327044,0.023881847,0.013705721,0.009169602,0.538521135,23.898807772,507,0.928990934,93.404012817,157.313007370,220.281383113,0.198310678,0.184228822,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002424,0.000003701,0.000004145,-0.090729084,0.423771008,-0.901213829,0.000000016,0.000000020,0.000002339,0.941775997,0.333389164,-0.043699400,0.000000000,0.551550295,0.303522053,0.168184964,0.025209723,23.565599967,0,0.202730760,0.188190207,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,29,29,0,0.036477987,17,0,0,0,0,0,0,745,21,1623,2535,711,0,0,0,13889
23,1517157223.525716066,1517157223.626555204,43,42,0,0.001984085,0.003360727,1,1,1,0,0,1,0.057435249,-0.021071825,-0.016546153,0.006210936,-0.003044052,0.012740326,0.999894916,793,607,0.765447667,0.025211363,0.013663824,0.009405722,0.542789773,24.141813923,508,0.931948146,93.206623441,161.157667932,219.065366670,0.196875337,0.183477605,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002434,0.000003726,0.000004110,-0.113684423,0.417256361,-0.901650143,0.000000016,0.000000021,0.000002260,0.941206378,0.334935890,-0.044141856,0.000000000,0.550771451,0.311438141,0.127460614,0.016019457,23.430497737,0,0.201608027,0.186977108,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,39,39,0,0.049180328,16,0,0,0,0,0,0,732,22,1628,2574,727,0,0,0,14621
24,1517157223.626575947,1517157223.727415323,44,43,0,0.001965186,0.002885895,1,1,1,0,0,1,0.058762577,-0.018536619,-0.019579725,0.007007171,-0.003065413,0.013036120,0.999885775,786,604,0.768447837,0.024461481,0.013324434,0.009012534,0.566801364,22.777068863,499,0.933391276,94.421748384,154.373537615,216.966960871,0.202725208,0.189221941,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002445,0.000003681,0.000004106,-0.118473051,0.414505907,-0.902302050,0.000000018,0.000000021,0.000002224,0.940727411,0.336587541,-0.041722487,0.000000000,0.549833415,0.291518193,0.105039071,0.009922152,23.175605545,0,0.201518801,0.186923593,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,20,20,0,0.025445293,19,0,0,0,0,0,0,741,25,1630,2594,746,0,0,0,15362
25,1517157223.727436066,1517157223.828275204,45,44,0,0.013599309,0.040079697,1,1,1,0,0,1,0.059219881,-0.018464259,-0.017674190,0.005655459,-0.002995100,0.013044243,0.999894441,791,600,0.758533502,0.025470342,0.012945226,0.009021231,0.557366707,23.711945911,507,0.928039727,93.176501835,159.261009675,218.078630227,0.198030404,0.183780083,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002462,0.000003701,0.000004097,-0.168727469,0.403150746,-0.899444561,0.000000017,0.000000020,0.000002340,0.940057996,0.338608896,-0.040434895,0.000000000,0.551493257,0.295546515,0.079241154,0.008857454,23.162846320,0,0.201555679,0.186872657,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,22,22,0,0.027812895,18,0,0,0,0,0,0,748,21,1635,2616,764,0,0,0,16110
26,1517157223.828295946,1517157223.929135323,46,45,0,0.039453074,0.088241863,1,1,1,0,0,1,0.065039265,-0.018547296,-0.008116368,0.004932194,-0.005258453,0.013447653,0.999883585,786,595,0.756997455,0.036578123,0.019525190,0.014254611,0.514760274,23.798910753,487,0.927073148,93.057919617,137.013320279,221.413383206,0.206115369,0.191084024,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002414,0.000003727,0.000004319,-0.054697895,0.401395644,-0.914270024,0.000000018,0.000000020,0.000002337,0.939676070,0.338957976,-0.046004069,0.000000000,0.550429289,0.211513334,0.083419922,0.009601731,23.208095825,0,0.200808951,0.186155270,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,106,92,14,0.134860051,30,0,0,0,0,0,0,650,30,1685,2722,794,0,0,0,16760
27,1517157223.929156065,1517157224.029935360,47,46,0,0.053921230,0.098715517,1,1,1,0,0,1,0.072444494,-0.015582415,-0.000418569,0.003761331,-0.007664642,0.014606219,0.999856872,769,568,0.738621586,0.035743983,0.015979732,0.012621500,0.554021778,22.788337057,471,0.928519917,91.459152287,132.461042094,213.412686413,0.209129376,0.194180790,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002528,0.000003664,0.000004656,-0.134343431,0.350385602,-0.926920586,0.000000022,0.000000039,0.000002563,0.943200180,0.328681571,-0.048392615,0.000000000,0.551585735,0.161885612,0.089340508,0.009605451,23.167580976,0,0.201010447,0.186396315,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,114,102,12,0.148244473,48,0,0,0,0,0,0,607,48,1738,2836,842,0,0,0,17367
28,1517157224.029957056,1517157224.130795240,48,47,0,0.018546515,0.033692802,1,1,1,0,0,1,0.087046189,-0.010720991,0.001271382,0.003738621,-0.008705246,0.015158451,0.999840219,783,567,0.724137931,0.039354131,0.020852880,0.015092705,0.560022855,24.815471249,479,0.915789041,101.653881375,129.154066516,207.855002872,0.231735735,0.212221047,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002643,0.000003505,0.000004824,-0.104155444,0.342201329,-0.933836117,0.000000018,0.000000073,0.000002520,0.940431147,0.336396878,-0.049258475,0.000000000,0.552360241,0.169704931,0.094716712,0.010304210,23.195419865,0,0.202268503,0.187460593,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,123,116,7,0.157088123,32,0,0,0,0,0,0,606,54,1792,2959,874,0,0,0,17973
29,1517157224.130816936,1517157224.231655359,49,48,0,0.048075419,0.123903638,1,1,1,0,0,1,0.104535737,-0.008401891,-0.016574622,0.004137786,-0.013512414,0.015889644,0.999773881,760,541,0.711842105,0.034592607,0.017580700,0.012857837,0.530712332,24.300941409,474,0.912764738,97.811247085,123.264026562,211.575212099,0.226074511,0.206352842,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002750,0.000003557,0.000005232,-0.101805074,0.356740866,-0.928639694,0.000000023,0.000000045,0.000002950,0.940664234,0.334847742,-0.055025348,0.000000000,0.552162018,0.173623632,0.113063861,0.010145372,23.371872826,0,0.203485399,0.188525385,0.000000000,1,0,0,0.000000000,0.000000000,1.000000000,1.000000000,110,102,8,0.144736842,30,0,0,0,0,0,0,616,34,1843,3069,904,0,0,0,18589
