frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
11,1624181090.761834860,1624181090.861717939,16,15,0,0.012294635,0.024980185,1,0,0,0,0,-0.008149138,-0.017156109,-0.003583271,0.000000106,-0.000059908,0.000097547,0.999999993,2364,1923,0.813451777,0.015295681,0.003645970,0.003147878,0.141654549,100.490968443,1587,0.972044326,163.215053985,329.949792213,1049.469498397,0.105802814,0.102845025,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000644,0.000001791,0.000003673,-0.091633374,-0.995774399,0.006055722,0.000000001,0.000000002,0.000000008,-0.002642899,0.002546403,-0.999993265,0.000000000,0.159228165,0.027783001,0.036639098,0.001915647,89.789334181,0,0.122191241,0.117954762,313,306,7,0.132402707,76,0,0,0,0,0,1974,77,4109,6400,1099,0,0,18450
12,1624181090.861832380,1624181090.961721897,17,16,0,0.011009573,0.023967828,1,0,0,0,0,-0.010368654,-0.017660951,-0.003697092,-0.000018886,-0.000028072,0.000338605,0.999999942,2352,1909,0.811649660,0.014577800,0.003284140,0.002886386,0.135012801,104.336928915,1592,0.971440842,160.025215049,324.755031320,1061.753574184,0.103473466,0.100518351,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000645,0.000001795,0.000003761,-0.097564648,-0.995213900,0.005516546,0.000000001,0.000000002,0.000000008,-0.005968888,0.010902254,-0.999922754,0.000000000,0.157210218,0.035406948,0.038918149,0.002397764,91.001633742,0,0.120631426,0.116501727,376,366,10,0.159863946,73,0,0,0,0,0,1903,73,4185,6776,1172,0,0,20353
13,1624181090.961829901,1624181091.061767101,18,17,0,0.011660920,0.024178199,1,0,0,0,0,-0.010259152,-0.018676118,-0.004632990,-0.000023378,-0.000045989,0.000335107,0.999999943,2348,1900,0.809199319,0.014971108,0.003115346,0.002589423,0.136115364,104.834139035,1593,0.971701583,160.221491434,329.318923599,1058.380207359,0.103507563,0.100578463,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000645,0.000001834,0.000003839,-0.114736210,-0.993378853,0.005835752,0.000000001,0.000000002,0.000000009,0.008835168,-0.006283706,0.999941226,0.000000000,0.155587537,0.036867745,0.040303233,0.002404757,92.065672611,0,0.119314206,0.115276861,309,301,8,0.131601363,87,0,0,0,0,0,1951,88,4264,7085,1259,0,0,22304
14,1624181091.061827421,1624181091.161813259,19,18,0,0.010836895,0.022034209,1,0,0,0,0,-0.008743620,-0.019017037,-0.005350604,-0.000016893,-0.000048787,0.000192753,0.999999980,2374,1933,0.814237574,0.014017249,0.003504182,0.002819266,0.131719559,106.170445794,1607,0.971503550,164.083873706,336.051839303,1061.070492563,0.105100706,0.102105709,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000638,0.000001809,0.000003857,-0.099879924,-0.994958179,0.009067708,0.000000001,0.000000002,0.000000009,-0.006898766,0.009301134,-0.999932946,0.000000000,0.153882681,0.045591285,0.042014383,0.002689466,93.073156409,0,0.118298956,0.114336064,280,267,13,0.117944398,85,0,0,0,0,0,2009,85,4349,7365,1344,0,0,24313
15,1624181091.161825180,1624181091.261812449,20,19,0,0.012673877,0.025034932,1,0,0,0,0,-0.007493131,-0.017345748,-0.005133608,-0.000005761,-0.000023096,0.000238708,0.999999971,2373,1926,0.811630847,0.014334507,0.003444151,0.002898147,0.131427260,107.790383404,1623,0.970608572,166.119630068,324.220330179,1084.957752915,0.105452848,0.102353438,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000635,0.000001827,0.000003801,-0.092212961,-0.995690452,0.009863738,0.000000001,0.000000002,0.000000009,-0.004709322,0.006648069,-0.999966812,0.000000000,0.152385653,0.048768409,0.044112958,0.002781375,94.054304876,0,0.117442549,0.113537223,213,206,7,0.089759798,76,0,0,0,0,0,2084,76,4410,7578,1420,0,0,26397
16,1624181091.261822701,1624181091.361767054,21,20,0,0.012216167,0.024839441,1,0,0,0,0,-0.005168581,-0.019083255,-0.004804951,-0.000000710,-0.000023442,0.000217886,0.999999976,2372,1917,0.808178752,0.014461895,0.003212653,0.002757157,0.129691284,107.284611351,1606,0.971278702,157.155015543,335.074158179,1067.644421048,0.100748558,0.097854929,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000641,0.000001818,0.000003843,-0.087170054,-0.996148925,0.009418090,0.000000001,0.000000002,0.000000009,-0.003028266,0.006299274,-0.999975574,0.000000000,0.150967255,0.050237460,0.047033656,0.002823019,94.881199030,0,0.116399174,0.112557079,254,248,6,0.107082631,81,0,0,0,0,0,2037,81,4480,7832,1501,0,0,28434
17,1624181091.361820221,1624181091.461771488,22,21,0,0.012500038,0.026174667,1,0,0,0,0,-0.003300772,-0.017985611,-0.004584019,-0.000005153,-0.000006318,0.000151472,0.999999988,2364,1925,0.814297800,0.014084972,0.003271285,0.002768283,0.125790077,109.664882788,1600,0.972256116,160.292040344,329.345078687,1065.972665958,0.103041291,0.100182525,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000628,0.000001803,0.000003882,-0.089096902,-0.995987315,0.008426751,0.000000001,0.000000002,0.000000008,-0.006149546,0.008639522,-0.999943769,0.000000000,0.149486245,0.053287649,0.049211347,0.002955847,95.750827487,0,0.115613417,0.111829164,222,215,7,0.093908629,72,0,0,0,0,0,2069,73,4553,8054,1573,0,0,30503
18,1624181091.461817741,1624181091.561782360,23,22,0,0.011994743,0.024482986,1,0,0,0,0,-0.003528518,-0.016647886,-0.004287352,-0.000002685,-0.000047776,0.000138110,0.999999989,2333,1931,0.827689670,0.013693198,0.003040388,0.002619839,0.125044875,112.198389235,1624,0.973849695,162.851559981,325.673588814,1093.006755728,0.102970771,0.100278054,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000624,0.000001823,0.000003948,-0.087364137,-0.996152052,0.006971135,0.000000001,0.000000002,0.000000009,-0.005564226,0.006792881,-0.999961447,0.000000000,0.148128391,0.057874116,0.050600372,0.002982570,96.664580917,0,0.114911047,0.111187436,255,252,3,0.109301329,72,0,0,0,0,0,2006,72,4601,8309,1645,0,0,32509
19,1624181091.561815262,1624181091.661733627,24,23,0,0.012320646,0.025465598,1,0,0,0,0,-0.005748532,-0.016677489,-0.004199682,0.000000080,-0.000039290,0.000288240,0.999999958,2338,1926,0.823781009,0.013886329,0.002919698,0.002559926,0.128493305,109.675583111,1635,0.973335239,169.313998612,335.297182382,1086.791935278,0.106392904,0.103555962,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000628,0.000001821,0.000003850,-0.083610122,-0.996468783,0.007701372,0.000000001,0.000000002,0.000000008,-0.007175357,0.009605255,-0.999928124,0.000000000,0.147094965,0.060190493,0.052822314,0.003282830,97.349370506,0,0.114462724,0.110785779,228,223,5,0.097519247,83,0,0,0,0,0,2027,83,4650,8537,1728,0,0,34536
20,1624181091.661813021,1624181091.761733532,25,24,0,0.011702277,0.024612001,1,0,0,0,1,-0.008879783,-0.020362089,-0.004277325,-0.000031234,-0.000033325,0.000340870,0.999999941,2330,1925,0.826180258,0.014426607,0.002991226,0.002532827,0.124977392,109.799107332,1617,0.974999356,155.441926324,324.378987449,1096.753044928,0.098594757,0.096129825,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000635,0.000001808,0.000003853,-0.086132134,-0.996240142,0.009318538,0.000000001,0.000000002,0.000000008,-0.004760812,0.008495504,-0.999952579,0.000000000,0.145989087,0.059876965,0.057658328,0.003388092,97.971857348,0,0.113669326,0.110052982,248,244,4,0.106437768,67,0,0,0,0,0,2014,68,4698,8785,1795,0,0,36550
21,1624181091.761810541,1624181091.861697197,26,25,0,0.012426866,0.025041461,1,0,0,0,1,-0.008832073,-0.021654397,-0.004622534,-0.000008778,-0.000053374,0.000169702,0.999999984,2347,1943,0.827865360,0.013830020,0.002945981,0.002538729,0.132502268,106.469541130,1628,0.973178603,158.956491188,334.568804499,1090.809470404,0.100330116,0.097639122,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000632,0.000001798,0.000003711,-0.081507248,-0.996629483,0.009286638,0.000000001,0.000000002,0.000000008,-0.004883498,0.007902285,-0.999956852,0.000000000,0.144007884,0.063004074,0.050611694,0.003693918,99.943881796,0,0.111103762,0.107720702,185,181,4,0.078824031,62,0,0,0,0,0,2099,63,4739,8970,1857,0,0,38649
22,1624181091.861808062,1624181091.961688757,27,26,0,0.010619388,0.024127153,1,0,0,0,1,-0.006879125,-0.025451886,-0.004978996,-0.000004452,-0.000036111,0.000231100,0.999999973,2372,1965,0.828414840,0.013434067,0.002724984,0.002306613,0.126548326,109.316419746,1645,0.974371128,164.276661621,332.572377788,1105.991465411,0.102490960,0.099864232,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000629,0.000001815,0.000003716,-0.077392267,-0.996969401,0.007902615,0.000000001,0.000000002,0.000000008,-0.004495695,0.007866240,-0.999958955,0.000000000,0.140973298,0.065734305,0.051704515,0.003592127,101.734136310,0,0.109163866,0.105924908,242,232,10,0.102023609,62,0,0,0,0,0,2068,62,4807,9212,1919,0,0,40717
23,1624181091.961805582,1624181092.061677694,28,27,0,0.013297250,0.026307695,1,0,0,0,1,-0.006573070,-0.024670965,-0.004744892,0.000025456,-0.000015730,0.000194491,0.999999981,2350,1951,0.830212766,0.014330390,0.003153930,0.002610032,0.120564108,111.525747702,1638,0.973607021,156.322387614,337.441173576,1101.004739161,0.098022006,0.095434913,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000630,0.000001800,0.000003880,-0.084175110,-0.996395440,0.010520366,0.000000001,0.000000002,0.000000008,-0.006784016,0.009448129,-0.999932353,0.000000000,0.139115570,0.065151422,0.045241274,0.003439775,102.912202524,0,0.107619941,0.104491359,197,191,6,0.083829787,71,0,0,0,0,0,2081,72,4865,9409,1990,0,0,42798
24,1624181092.061803102,1624181092.161735296,29,28,0,0.010913313,0.023665701,1,0,0,0,1,-0.005529861,-0.021915131,-0.004757386,-0.000008856,-0.000018707,-0.000008458,1.000000000,2346,1953,0.832480818,0.013919478,0.002799899,0.002347831,0.123897852,110.473719499,1661,0.975347168,163.718267794,333.233578174,1123.099800713,0.101057437,0.098566085,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000629,0.000001812,0.000003842,-0.079519509,-0.996800921,0.008035615,0.000000001,0.000000002,0.000000008,-0.001945549,0.003089231,-0.999993336,0.000000000,0.136860933,0.063256483,0.045383879,0.003510171,104.002777943,0,0.106329521,0.103307248,265,264,1,0.112958227,71,0,0,0,0,0,2010,71,4904,9674,2061,0,0,44808
25,1624181092.161800861,1624181092.261734962,30,29,0,0.011251267,0.021564080,1,0,0,0,1,-0.006252157,-0.023713817,-0.004689335,0.000008417,-0.000014692,0.000125730,0.999999992,2358,1968,0.834605598,0.013709419,0.002894638,0.002536534,0.123261837,113.538895720,1650,0.974313839,156.321166884,335.988348574,1115.308318990,0.097237766,0.094740101,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000621,0.000001793,0.000003879,-0.088192837,-0.996073942,0.007663321,0.000000001,0.000000002,0.000000009,-0.002359307,-0.001671225,-0.999995820,0.000000000,0.134965068,0.057278079,0.043496602,0.003730072,105.254815824,0,0.104940666,0.102002347,196,188,8,0.083121289,70,0,0,0,0,0,2092,70,4947,9870,2131,0,0,46900
26,1624181092.261798382,1624181092.361763716,31,30,0,0.013096681,0.024463966,1,0,0,0,1,-0.006229012,-0.020885018,-0.004761969,0.000008380,0.000010157,0.000130740,0.999999991,2371,1984,0.836777731,0.013433191,0.002856200,0.002468189,0.119728149,116.451168946,1682,0.975309976,156.228638981,335.634452491,1148.608287781,0.095233992,0.092882663,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000611,0.000001785,0.000003937,-0.097077433,-0.995230855,0.009566507,0.000000001,0.000000002,0.000000009,-0.003531178,0.001420706,-0.999992756,0.000000000,0.133306675,0.055191676,0.043950418,0.003553881,106.399728375,0,0.103777482,0.100906614,180,175,5,0.075917334,64,0,0,0,0,0,2126,65,4994,10050,2195,0,0,49026
27,1624181092.361795902,1624181092.461874962,32,31,0,0.010549137,0.024501333,1,0,0,0,1,-0.008262501,-0.019549279,-0.004329324,-0.000001502,-0.000015744,0.000114769,0.999999993,2377,1981,0.833403450,0.013256611,0.002665363,0.002338029,0.123898637,111.791123538,1667,0.975953514,158.502572111,336.879342077,1131.532593542,0.097425262,0.095082527,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000618,0.000001751,0.000003789,-0.086400243,-0.996238821,0.006573344,0.000000001,0.000000002,0.000000008,-0.003127727,0.008390824,-0.999959905,0.000000000,0.131655127,0.052572086,0.042760771,0.003366098,107.248637586,0,0.102807646,0.099999079,178,172,6,0.074884308,56,0,0,0,0,0,2142,57,5051,10228,2251,0,0,51168
28,1624181092.461793423,1624181092.561836243,33,32,0,0.011315592,0.022720915,1,0,0,0,1,-0.007496383,-0.021810378,-0.004788454,-0.000001781,-0.000042385,0.000183258,0.999999982,2348,1969,0.838586031,0.013687985,0.002841838,0.002456162,0.120527760,114.245373361,1667,0.976530700,150.021116927,332.908885757,1144.946674000,0.092157544,0.089994671,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000635,0.000001800,0.000003894,-0.076743783,-0.997014131,0.008556525,0.000000001,0.000000002,0.000000008,-0.005427433,0.007788276,-0.999954942,0.000000000,0.129936250,0.045624486,0.043956825,0.003423369,108.125452213,0,0.101910042,0.099160768,165,162,3,0.070272572,61,0,0,0,0,0,2121,62,5099,10393,2312,0,0,53289
29,1624181092.561790943,1624181092.661748648,34,33,0,0.010807371,0.023274561,1,0,0,0,1,-0.008017618,-0.020870085,-0.005323616,-0.000008775,-0.000016414,0.000124072,0.999999992,2385,2001,0.838993711,0.013787298,0.002809201,0.002351951,0.119980199,112.961516591,1680,0.974921577,157.522071911,329.192375556,1151.153801310,0.096175057,0.093763138,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000617,0.000001746,0.000003934,-0.072686837,-0.997322615,0.008014087,0.000000001,0.000000002,0.000000008,-0.003220988,0.009532544,-0.999949377,0.000000000,0.128355097,0.043164415,0.042016933,0.003326651,108.873546145,0,0.101224885,0.098522109,190,185,5,0.079664570,45,0,0,0,0,0,2149,46,5154,10583,2357,0,0,55438
30,1624181092.661788702,1624181092.761736155,35,34,0,0.010936131,0.021799195,1,0,0,0,1,-0.009804750,-0.023313735,-0.004588007,0.000006181,-0.000013128,0.000155093,0.999999988,2332,1963,0.841766724,0.012941963,0.002648210,0.002357187,0.118711746,114.644529037,1667,0.975841860,151.931327083,339.121583062,1135.675471019,0.093396863,0.091140568,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000616,0.000001777,0.000003978,-0.079090731,-0.996837379,0.007739232,0.000000001,0.000000002,0.000000008,-0.005770044,0.011429070,-0.999918038,0.000000000,0.126977367,0.039957889,0.044448293,0.003044422,109.683173734,0,0.100430634,0.097775515,151,149,2,0.064751286,53,0,0,0,0,0,2128,53,5193,10734,2410,0,0,57566
31,1624181092.761786222,1624181092.861739397,36,35,0,0.012248463,0.026313403,1,0,0,0,1,-0.009927956,-0.024093544,-0.004484508,0.000009053,-0.000010287,0.000220407,0.999999976,2369,1994,0.841705361,0.013486266,0.002580193,0.002249259,0.121083480,115.093779411,1671,0.977437686,152.182151595,332.852133884,1148.264087048,0.093174740,0.091072502,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000619,0.000001771,0.000003899,-0.082552228,-0.996559051,0.007428861,0.000000001,0.000000002,0.000000008,-0.004243495,0.014212764,-0.999889989,0.000000000,0.125948814,0.034834966,0.042965479,0.002692933,110.413314282,0,0.099799230,0.097186889,146,144,2,0.061629379,57,0,0,0,0,0,2165,58,5230,10880,2467,0,0,59731
32,1624181092.861783743,1624181092.961729527,37,36,0,0.011511964,0.023612225,1,0,0,0,1,-0.011474812,-0.024428169,-0.004413840,0.000017123,-0.000000333,0.000153226,0.999999988,2339,1957,0.836682343,0.012415201,0.002516687,0.002221744,0.112461829,121.571524973,1675,0.976708998,150.772979886,331.440080315,1153.774510719,0.092160223,0.090013719,0,0,0.000000000,0.000000000,0.100000000,0.030000000,1.000000000,0.000000000,0.000000613,0.000001810,0.000004113,-0.090751794,-0.995824497,0.009883427,0.000000001,0.000000002,0.000000009,-0.005909709,0.002249196,-0.999980008,0.000000000,0.124821265,0.040551175,0.043164608,0.002820301,111.275044085,0,0.099233568,0.096661657,157,150,7,0.067122702,48,0,0,0,0,0,2134,48,5270,11037,2515,0,0,61865
