frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
11,1624181090.761834860,1624181090.861717939,16,15,0,0.012359243,0.024980185,1,0,0,0,0,-0.009370526,-0.021141904,-0.003535457,0.000027263,-0.000007344,0.000154773,0.999999988,2366,1932,0.816568047,0.015102319,0.003634509,0.003134833,0.144397546,101.687669128,1585,0.971812183,163.320364135,328.760612672,1048.241333257,0.106029993,0.103041239,0,0,0.002710488,0.000334387,0.100000000,0.030000000,0.871526949,0.015102319,0.000000648,0.000001763,0.000003713,-0.106792842,-0.994259085,0.006645290,0.000000001,0.000000002,0.000000008,0.012852768,-0.013712184,0.999823376,0.000000000,0.160216004,0.033905317,0.035276585,0.002469744,90.958999835,0,0.122696570,0.118398674,305,299,6,0.128909552,84,0,0,0,0,0,1976,85,4116,6506,1114,0,0,18333
12,1624181090.861832380,1624181090.961721897,17,16,0,0.012136170,0.024093260,1,0,0,0,0,-0.011093375,-0.020480759,-0.003953594,-0.000012616,-0.000004900,0.000357108,0.999999936,2351,1920,0.816673756,0.014753009,0.003442581,0.002917014,0.136952856,105.654689094,1588,0.972335061,159.404054548,322.994888209,1061.669134553,0.103236416,0.100380387,0,0,0.003394406,0.000429674,0.100000000,0.030000000,0.863586306,0.014753009,0.000000648,0.000001778,0.000003803,-0.107874827,-0.994148888,0.005568675,0.000000001,0.000000002,0.000000009,-0.008638271,0.007759285,-0.999932585,0.000000000,0.158277408,0.038670276,0.037168716,0.002874415,92.183640607,0,0.121074891,0.116897150,368,360,8,0.156529137,73,0,0,0,0,0,1910,73,4199,6874,1187,0,0,20243
13,1624181090.961829901,1624181091.061767101,18,17,0,0.010898530,0.023649777,1,0,0,0,0,-0.010983458,-0.022169362,-0.004932737,-0.000020747,-0.000027825,0.000368594,0.999999931,2348,1906,0.811754685,0.015151192,0.003524381,0.002879879,0.134652122,106.592511738,1592,0.973478462,160.171988240,330.277952610,1059.327769997,0.103351589,0.100610545,0,0,0.001983178,0.000106126,0.100000000,0.030000000,0.867770871,0.015151192,0.000000645,0.000001813,0.000003891,-0.117199364,-0.993089387,0.006146478,0.000000001,0.000000002,0.000000009,-0.007763025,0.011650237,-0.999901999,0.000000000,0.156460079,0.039051051,0.039123756,0.002897388,93.292015309,0,0.119711560,0.115644334,326,318,8,0.138841567,87,0,0,0,0,0,1934,88,4276,7200,1274,0,0,22177
14,1624181091.061827421,1624181091.161813259,19,18,0,0.012107158,0.026389048,1,0,0,0,0,-0.009666701,-0.020738364,-0.005643564,-0.000001875,-0.000052333,0.000176802,0.999999983,2374,1930,0.812973884,0.014505489,0.003715292,0.003062303,0.132937289,107.153852727,1605,0.972778607,160.025973483,336.749163400,1064.534527499,0.102494705,0.099704656,0,0,0.003493968,0.000372466,0.100000000,0.030000000,0.863794539,0.014505489,0.000000646,0.000001781,0.000003919,-0.095906045,-0.995387032,0.002585950,0.000000001,0.000000002,0.000000009,0.006916061,-0.011218693,0.999913151,0.000000000,0.154779879,0.043301935,0.041194233,0.003280974,94.282146553,0,0.118481785,0.114505786,277,265,12,0.116680708,92,0,0,0,0,0,2005,92,4361,7477,1366,0,0,24182
15,1624181091.161825180,1624181091.261812449,20,19,0,0.012019096,0.025034932,1,0,0,0,0,-0.008746087,-0.018448661,-0.005628016,0.000000527,-0.000015304,0.000271068,0.999999963,2371,1928,0.813159005,0.014119860,0.003341009,0.002786686,0.125502201,112.213826343,1616,0.971312935,164.329864757,323.571120009,1081.740718305,0.104692596,0.101689273,0,0,0.002597281,0.000170804,0.100000000,0.030000000,0.905088003,0.014119860,0.000000632,0.000001804,0.000003957,-0.078629321,-0.996870257,0.008192695,0.000000001,0.000000002,0.000000009,0.006675205,-0.003154806,0.999972744,0.000000000,0.152828034,0.049086815,0.043662129,0.003469507,95.477591873,0,0.117562505,0.113651351,220,213,7,0.092787853,68,0,0,0,0,0,2083,68,4423,7697,1434,0,0,26265
16,1624181091.261822701,1624181091.361767054,21,20,0,0.010792099,0.024839441,1,0,0,0,0,-0.006039420,-0.019980327,-0.005347745,0.000010871,-0.000011610,0.000204043,0.999999979,2371,1924,0.811471953,0.014993775,0.003441106,0.002888133,0.129072123,106.964063054,1605,0.972655019,158.026705992,333.186109850,1069.898489886,0.101227059,0.098459007,0,1,0.003346235,0.000212123,0.100000000,0.030000000,0.898310793,0.014993775,0.000000645,0.000001788,0.000003907,-0.074639627,-0.997156345,0.010399478,0.000000001,0.000000002,0.000000009,-0.006360819,-0.001832177,-0.999978091,0.000000000,0.151343290,0.048539692,0.046784724,0.003603560,96.195496321,0,0.116541540,0.112701830,247,241,6,0.104175453,75,0,0,0,0,0,2049,75,4493,7944,1509,0,0,28314
17,1624181091.361820221,1624181091.461771488,22,21,0,0.012467636,0.026174667,1,0,0,0,0,-0.003721533,-0.018497771,-0.004930064,0.000003746,-0.000002392,0.000117716,0.999999993,2364,1936,0.818950931,0.013990026,0.003218963,0.002769988,0.125779753,110.929780962,1601,0.972440720,160.747335613,330.089642292,1066.040614303,0.103249823,0.100404332,0,1,0.001718925,0.000119811,0.100000000,0.030000000,0.923323949,0.013990026,0.000000646,0.000001809,0.000003996,-0.088054167,-0.996084615,0.007867910,0.000000001,0.000000002,0.000000008,-0.007124684,0.010010309,-0.999924513,0.000000000,0.149839552,0.053009946,0.049567714,0.003776213,97.062218947,0,0.115759674,0.111978448,233,226,7,0.098561760,70,0,0,0,0,0,2060,71,4568,8177,1579,0,0,30374
18,1624181091.461817741,1624181091.561782360,23,22,0,0.012289675,0.025940849,1,0,0,0,0,-0.003652138,-0.018097535,-0.004575214,0.000007401,-0.000035512,0.000125553,0.999999991,2333,1938,0.830690099,0.013904586,0.003474959,0.002905157,0.126660296,112.078205856,1625,0.973898480,163.632457420,325.547892121,1093.404680542,0.103395681,0.100696897,0,1,0.002110531,0.000072080,0.100000000,0.030000000,0.931810875,0.013904586,0.000000624,0.000001787,0.000004006,-0.085163507,-0.996339305,0.007427402,0.000000001,0.000000002,0.000000009,-0.005937300,0.001650583,-0.999981012,0.000000000,0.148551816,0.056761897,0.050107087,0.003791887,97.896440442,0,0.115072786,0.111351695,268,265,3,0.114873553,70,0,0,0,0,0,1995,70,4616,8445,1649,0,0,32369
19,1624181091.561815262,1624181091.661733627,24,23,0,0.012355199,0.025465598,1,0,0,0,0,-0.005972309,-0.018848654,-0.004596310,0.000007858,-0.000019599,0.000288751,0.999999958,2338,1940,0.829769033,0.014373441,0.003055851,0.002644822,0.127988895,110.522071460,1633,0.974315755,165.608836341,334.902808862,1090.545983318,0.104087265,0.101413862,0,1,0.003775351,0.000345867,0.100000000,0.030000000,0.951085241,0.014373441,0.000000622,0.000001769,0.000003854,-0.084179983,-0.996412613,0.008696870,0.000000001,0.000000002,0.000000008,-0.005725859,0.010259587,-0.999930975,0.000000000,0.147469557,0.057327355,0.052545901,0.004118284,98.560947338,0,0.114494600,0.110828651,224,219,5,0.095808383,80,0,0,0,0,0,2034,80,4664,8669,1729,0,0,34403
20,1624181091.661813021,1624181091.761733532,25,24,0,0.010926680,0.023703767,1,0,0,0,1,-0.008198420,-0.021324947,-0.004923356,-0.000011928,-0.000032688,0.000263404,0.999999965,2329,1932,0.829540575,0.014508316,0.002992819,0.002543638,0.124999827,110.519760382,1624,0.975305884,155.632341188,328.454031344,1099.810382473,0.098259145,0.095832722,0,1,0.003211360,0.000078775,0.100000000,0.030000000,0.910490160,0.014508316,0.000000635,0.000001752,0.000003865,-0.082414702,-0.996543326,0.010450651,0.000000001,0.000000002,0.000000008,-0.008186092,0.016136170,-0.999836293,0.000000000,0.146346070,0.057214712,0.055891729,0.004168977,99.158887990,0,0.113682828,0.110078855,215,211,4,0.092314298,61,0,0,0,0,0,2052,62,4714,8884,1790,0,0,36455
21,1624181091.761810541,1624181091.861697197,26,25,0,0.011669626,0.025041461,1,0,0,0,1,-0.008834984,-0.021872795,-0.005092914,-0.000004669,-0.000047245,0.000140151,0.999999989,2349,1948,0.829289059,0.014163914,0.003111730,0.002620340,0.127557102,111.319320078,1631,0.973299780,158.278925317,333.794548731,1095.378467186,0.099706278,0.097044099,0,1,0.000989634,0.000274474,0.100000000,0.030000000,0.932056736,0.014163914,0.000000638,0.000001775,0.000003900,-0.090513749,-0.995808448,0.013145217,0.000000001,0.000000002,0.000000008,-0.009869309,0.019025711,-0.999770283,0.000000000,0.144117609,0.059550097,0.049219358,0.004337758,101.373401386,0,0.111086072,0.107716824,197,193,4,0.083865475,55,0,0,0,0,0,2096,56,4760,9081,1845,0,0,38551
22,1624181091.861808062,1624181091.961688757,27,26,0,0.011188871,0.024127153,1,0,0,0,1,-0.007211939,-0.027413288,-0.005016421,0.000010196,-0.000019447,0.000251543,0.999999968,2372,1958,0.825463744,0.013430117,0.003059006,0.002685365,0.122824162,111.754932483,1651,0.974795122,161.125669000,331.721941959,1116.539136248,0.100116190,0.097592773,0,1,0.005480027,0.000249885,0.100000000,0.030000000,0.944225183,0.013430117,0.000000631,0.000001792,0.000003909,-0.094092841,-0.995521208,0.009168555,0.000000001,0.000000002,0.000000008,-0.008952708,0.019312750,-0.999773408,0.000000000,0.140870320,0.063260260,0.052146446,0.004356110,103.297684916,0,0.109027420,0.105807424,245,236,9,0.103288364,62,0,0,0,0,0,2065,62,4825,9326,1907,0,0,40616
23,1624181091.961805582,1624181092.061677694,28,27,0,0.013297250,0.026307695,1,0,0,0,1,-0.007196933,-0.027897253,-0.004558982,0.000031389,0.000001122,0.000196671,0.999999980,2349,1952,0.830991911,0.014556756,0.003152609,0.002744272,0.123496299,110.116424753,1639,0.973860537,154.420680948,336.361529854,1105.375209199,0.096745270,0.094216401,0,1,0.002532389,0.000153516,0.100000000,0.030000000,0.918224008,0.014556756,0.000000633,0.000001770,0.000003890,-0.093884519,-0.995526955,0.010572535,0.000000001,0.000000002,0.000000008,-0.007719072,0.018909409,-0.999791403,0.000000000,0.138961948,0.062997819,0.046085232,0.004292883,104.493961103,0,0.107359727,0.104257316,192,186,6,0.081736909,73,0,0,0,0,0,2083,74,4879,9518,1980,0,0,42699
24,1624181092.061803102,1624181092.161735296,29,28,0,0.011585635,0.024325983,1,0,0,0,1,-0.006166432,-0.025379502,-0.004667369,0.000006965,-0.000011711,0.000007400,1.000000000,2346,1952,0.832054561,0.013761502,0.003084654,0.002632881,0.123013842,112.191408990,1658,0.975322631,160.457748116,332.858335869,1123.768837850,0.099226544,0.096777894,0,1,0.004495815,0.000463488,0.100000000,0.030000000,0.947789507,0.013761502,0.000000634,0.000001807,0.000003886,-0.097981756,-0.995102525,0.013059128,0.000000001,0.000000002,0.000000008,-0.006191446,0.004849584,-0.999969073,0.000000000,0.136438063,0.061307715,0.046928953,0.004198840,105.712034703,0,0.105968101,0.102977485,264,263,1,0.112531969,68,0,0,0,0,0,2014,68,4917,9782,2048,0,0,44713
25,1624181092.161800861,1624181092.261734962,30,29,0,0.012447766,0.025365569,1,0,0,0,1,-0.007062440,-0.027541214,-0.004691113,0.000019134,-0.000015665,0.000151236,0.999999988,2358,1968,0.834605598,0.013757821,0.003019702,0.002659424,0.121515648,115.426573254,1652,0.974612281,157.545945703,334.526123808,1117.987418100,0.097851009,0.095366795,0,1,0.002667672,0.000318021,0.100000000,0.030000000,0.937360614,0.013757821,0.000000627,0.000001806,0.000003988,-0.104829344,-0.994467688,0.006695230,0.000000001,0.000000002,0.000000009,-0.009609737,0.013651210,-0.999860639,0.000000000,0.134289636,0.056885116,0.046640947,0.004326919,107.040170420,0,0.104671840,0.101767736,206,197,9,0.087362171,70,0,0,0,0,0,2082,70,4968,9988,2118,0,0,46795
26,1624181092.261798382,1624181092.361763716,31,30,0,0.012474003,0.024463966,1,0,0,0,1,-0.007265128,-0.025144259,-0.004805154,0.000024194,0.000003294,0.000173158,0.999999985,2372,1984,0.836424958,0.013605135,0.002843320,0.002508804,0.119333944,115.919674228,1676,0.975664563,157.729097077,333.433721912,1144.050988412,0.096457782,0.094110440,0,1,0.003285211,0.000057005,0.100000000,0.030000000,0.926701095,0.013605135,0.000000617,0.000001810,0.000004000,-0.103259017,-0.994623638,0.007835446,0.000000001,0.000000002,0.000000009,-0.008630786,0.007067003,-0.999937782,0.000000000,0.132426480,0.051413935,0.046963199,0.004125783,108.185474628,0,0.103517537,0.100685775,178,173,5,0.075042159,62,0,0,0,0,0,2131,63,5012,10166,2180,0,0,48926
27,1624181092.361795902,1624181092.461874962,32,31,0,0.011293187,0.024501333,1,0,0,0,1,-0.008168573,-0.021692904,-0.004883878,0.000001413,0.000001333,0.000114919,0.999999993,2377,1981,0.833403450,0.013253264,0.002743516,0.002370264,0.123830084,111.301131466,1666,0.975820119,156.383730987,336.923619408,1132.408968334,0.096193739,0.093867786,0,1,0.002967460,0.000138347,0.100000000,0.030000000,0.927244776,0.013253264,0.000000614,0.000001763,0.000003814,-0.088694505,-0.996040502,0.006050114,0.000000001,0.000000002,0.000000008,-0.004739534,0.009128324,-0.999947104,0.000000000,0.130723297,0.049097844,0.048237652,0.003851645,108.936875790,0,0.102394407,0.099631008,193,187,6,0.081194783,48,0,0,0,0,0,2135,49,5074,10359,2228,0,0,51061
28,1624181092.461793423,1624181092.561836243,33,32,0,0.012239628,0.025563863,1,0,0,0,1,-0.006628095,-0.020886558,-0.005356606,0.000000517,-0.000034151,0.000104036,0.999999994,2347,1968,0.838517256,0.013509838,0.002771495,0.002346675,0.118634374,114.888033103,1666,0.976627129,151.686231600,334.051875242,1141.322689320,0.093227144,0.091048158,0,1,0.002438795,0.000035947,0.100000000,0.030000000,0.901654142,0.013509838,0.000000614,0.000001764,0.000003839,-0.077417138,-0.996949238,0.009940046,0.000000001,0.000000002,0.000000008,-0.003452142,0.009842870,-0.999945599,0.000000000,0.129193325,0.045639720,0.048378624,0.003749984,109.610565785,0,0.101421464,0.098729276,181,178,3,0.077119727,54,0,0,0,0,0,2111,55,5123,10540,2282,0,0,53172
29,1624181092.561790943,1624181092.661748648,34,33,0,0.011335805,0.026309971,1,0,0,0,1,-0.007546592,-0.021059611,-0.005622479,-0.000000240,-0.000012237,0.000127769,0.999999992,2387,2001,0.838290742,0.013680750,0.002794932,0.002392932,0.120863755,112.377076536,1680,0.974700203,159.554199952,330.172624054,1147.769517494,0.097437897,0.094972738,0,1,0.002200462,0.000084239,0.100000000,0.030000000,0.942579770,0.013680750,0.000000610,0.000001729,0.000003831,-0.075128926,-0.997121307,0.010234450,0.000000001,0.000000002,0.000000008,-0.005240456,0.011821170,-0.999916395,0.000000000,0.127749365,0.044272630,0.043055330,0.003518892,110.095931738,0,0.100745254,0.098096688,183,178,5,0.076665270,47,0,0,0,0,0,2156,48,5175,10723,2329,0,0,55328
30,1624181092.661788702,1624181092.761736155,35,34,0,0.012098785,0.025220177,1,0,0,0,1,-0.009363840,-0.023218886,-0.004815296,0.000018992,0.000004224,0.000166776,0.999999986,2332,1970,0.844768439,0.012843048,0.002579525,0.002273076,0.119683701,113.268933362,1661,0.975990367,154.078521489,336.714119387,1130.327359420,0.095044489,0.092762505,0,1,0.003548032,0.000057225,0.100000000,0.030000000,0.919622911,0.012843048,0.000000612,0.000001773,0.000003865,-0.080323802,-0.996726599,0.009174634,0.000000001,0.000000002,0.000000008,-0.005248589,0.010240488,-0.999933790,0.000000000,0.126484791,0.044155313,0.044660389,0.003252046,110.643996950,0,0.100101531,0.097499626,137,135,2,0.058747856,49,0,0,0,0,0,2146,49,5210,10860,2378,0,0,57474
31,1624181092.761786222,1624181092.861739397,36,35,0,0.013369289,0.026313403,1,0,0,0,1,-0.008926151,-0.023385151,-0.004450935,0.000013125,0.000008178,0.000193845,0.999999981,2369,1998,0.843393837,0.013249359,0.002610297,0.002308121,0.124225737,111.989376584,1667,0.978086693,153.905148697,332.283563772,1144.281803963,0.094393089,0.092324624,0,1,0.001508367,0.000124730,0.100000000,0.030000000,0.913770031,0.013249359,0.000000624,0.000001779,0.000003784,-0.079437988,-0.996813691,0.007216082,0.000000001,0.000000002,0.000000008,-0.000847705,0.017635822,-0.999844117,0.000000000,0.125476201,0.043110084,0.043361533,0.002901514,111.159082323,0,0.099519686,0.096963795,128,126,2,0.054031237,50,0,0,0,0,0,2190,51,5244,10988,2428,0,0,59664
32,1624181092.861783743,1624181092.961729527,37,36,0,0.012461661,0.025077196,1,0,0,0,1,-0.010989211,-0.022577379,-0.004453108,0.000017884,-0.000021586,0.000189222,0.999999982,2338,1958,0.837467921,0.012133792,0.002481234,0.002175603,0.111930066,121.726209005,1679,0.975810229,151.753166677,330.757271519,1155.874936767,0.092623609,0.090383065,0,1,0.002128900,0.000082921,0.100000000,0.030000000,0.897140746,0.012133792,0.000000625,0.000001889,0.000004165,-0.095133305,-0.995431659,0.008091177,0.000000001,0.000000002,0.000000009,-0.005752061,0.008136182,-0.999950357,0.000000000,0.124225061,0.050690341,0.043622056,0.002887786,111.962658318,0,0.098989045,0.096463929,144,137,7,0.061591104,40,0,0,0,0,0,2154,40,5283,11132,2468,0,0,61818
