frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_cooldown_frames_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
11,1624181090.961829901,1624181091.061767101,16,15,0,0.013354429,0.027166466,1,0,0,0,0,-0.006598973,-0.009854611,-0.005491052,-0.000017779,-0.000003482,0.000168071,0.999999986,2347,1885,0.803152961,0.014729958,0.003441606,0.002776467,0.142127538,104.525027590,1578,0.971807412,171.134561288,331.714196885,1030.663337868,0.111596486,0.108450292,0,0,0,0,1.000000000,0,0,0.001595288,0.000097820,0.001595288,0.000097820,0.100000000,0.030000000,0.918195391,0.014729958,0.000000000,0.000000631,0.000001759,0.000003683,-0.100496616,-0.994932738,0.003045882,0.000000001,0.000000002,0.000000008,-0.007432238,0.011479195,-0.999906491,0.000000000,0.155205787,0.034023501,0.029125472,0.001337717,92.787384113,0,0.124090575,0.119606068,370,361,9,0.157648061,90,0,0,0,0,0,1886,91,4134,6506,1093,0,0,18358
12,1624181091.061827421,1624181091.161813259,17,16,0,0.012797584,0.026389048,1,0,0,0,0,-0.006263796,-0.010322026,-0.005498094,-0.000009815,-0.000036810,0.000027968,0.999999999,2375,1926,0.810947368,0.014020360,0.003378374,0.002774288,0.137863176,105.339559307,1601,0.971330177,168.237518969,336.965440786,1049.896653420,0.108184400,0.105082773,0,0,0,0,1.000000000,0,0,0.002116896,0.000264764,0.002116896,0.000264764,0.100000000,0.030000000,0.891560913,0.014020360,0.000000000,0.000000620,0.000001706,0.000003653,-0.090601172,-0.995876351,0.004660646,0.000000001,0.000000002,0.000000009,-0.006235147,0.010215841,-0.999928377,0.000000000,0.153760570,0.038600578,0.029700685,0.001617922,93.833398712,0,0.122765060,0.118395793,314,303,11,0.132210526,85,0,0,0,0,0,1976,85,4228,6820,1178,0,0,20334
13,1624181091.161825180,1624181091.261812449,18,17,0,0.013256795,0.025034932,1,0,0,0,0,-0.005956278,-0.008350354,-0.005017422,0.000001351,-0.000011753,0.000101394,0.999999995,2369,1922,0.811312790,0.014209746,0.003019383,0.002609638,0.134073370,108.912316718,1615,0.972027118,168.870676246,326.694586836,1074.258533002,0.107573013,0.104563886,0,0,0,0,1.000000000,0,0,0.003771694,0.000112294,0.003771694,0.000112294,0.100000000,0.030000000,0.902996579,0.014209746,0.000000000,0.000000614,0.000001730,0.000003612,-0.078456451,-0.996894572,0.006767322,0.000000001,0.000000002,0.000000009,0.009381312,-0.006730708,0.999933342,0.000000000,0.152246170,0.040049987,0.031753271,0.001764772,94.993315482,0,0.121596441,0.117331801,244,237,7,0.102997045,83,0,0,0,0,0,2042,83,4299,7064,1261,0,0,22376
14,1624181091.261822701,1624181091.361767054,19,18,0,0.013420033,0.025407400,1,0,0,0,0,-0.004075448,-0.010085340,-0.004738798,0.000001705,-0.000008752,0.000070634,0.999999997,2372,1904,0.802698145,0.014350208,0.003016095,0.002579482,0.136178402,105.035491087,1606,0.971295017,162.090382314,332.745149150,1065.064265172,0.103910766,0.100928009,0,0,0,0,1.000000000,0,0,0.002388858,0.000093984,0.002388858,0.000093984,0.100000000,0.030000000,0.888770654,0.014350208,0.000000000,0.000000622,0.000001733,0.000003594,-0.084535812,-0.996392331,0.007484621,0.000000001,0.000000002,0.000000009,-0.005057940,0.002184463,-0.999984823,0.000000000,0.151098472,0.040174586,0.034327243,0.001826290,95.710613739,0,0.120333178,0.116160101,291,285,6,0.122681282,76,0,0,0,0,0,2005,76,4375,7355,1337,0,0,24381
15,1624181091.361820221,1624181091.461771488,20,19,0,0.013218389,0.026174667,1,0,0,0,0,-0.002402960,-0.009084010,-0.004831829,0.000007467,-0.000005061,0.000013740,1.000000000,2366,1917,0.810228233,0.013596317,0.002839613,0.002339400,0.137488031,105.920217019,1618,0.972917830,166.210607698,334.272292881,1073.698147710,0.105585446,0.102725963,0,0,0,0,1.000000000,0,0,0.002111478,0.000076643,0.002111478,0.000076643,0.100000000,0.030000000,0.903318867,0.013596317,0.000000000,0.000000617,0.000001722,0.000003553,-0.091369633,-0.995793636,0.006828247,0.000000001,0.000000002,0.000000008,-0.006545914,0.006131741,-0.999959776,0.000000000,0.150191109,0.045015164,0.036278790,0.001940080,96.391253958,0,0.119349996,0.115264492,260,253,7,0.109890110,73,0,0,0,0,0,2032,74,4448,7615,1410,0,0,26413
16,1624181091.461817741,1624181091.561782360,21,20,0,0.013214105,0.025940849,1,0,0,0,0,-0.002496503,-0.009178569,-0.004811978,-0.000000352,-0.000037801,0.000005675,0.999999999,2332,1922,0.824185249,0.013611278,0.002881448,0.002467189,0.135063283,107.395299257,1624,0.972533809,166.043303239,327.909867187,1085.441735445,0.105130960,0.102243413,0,0,0,0,1.000000000,0,1,0.001455552,0.000094481,0.001455552,0.000094481,0.100000000,0.030000000,0.899654060,0.013611278,0.000000000,0.000000611,0.000001730,0.000003535,-0.087228518,-0.996173580,0.005420767,0.000000001,0.000000002,0.000000008,-0.005907273,0.004365708,-0.999973022,0.000000000,0.149245620,0.048224265,0.036413273,0.001956209,97.079006789,0,0.118461307,0.114450674,287,284,3,0.123070326,80,0,0,0,0,0,1965,80,4491,7902,1490,0,0,28378
17,1624181091.561815262,1624181091.661733627,22,21,0,0.013099342,0.025465598,1,0,0,0,0,-0.003972734,-0.009949038,-0.005027751,-0.000001954,-0.000017372,0.000143076,0.999999990,2337,1920,0.821566110,0.013819977,0.002926600,0.002482040,0.136180905,107.589854357,1629,0.972606757,173.576318488,333.609144478,1077.190943410,0.109554976,0.106553909,0,0,0,0,1.000000000,0,1,0.002271813,0.000293584,0.002271813,0.000293584,0.100000000,0.030000000,0.959100530,0.013819977,0.000000000,0.000000614,0.000001730,0.000003500,-0.078208624,-0.996931103,0.003433267,0.000000001,0.000000002,0.000000008,-0.005426818,0.014275205,-0.999883377,0.000000000,0.148477107,0.049326923,0.038092391,0.002231011,97.697291940,0,0.117937405,0.113986159,244,237,7,0.104407360,83,0,0,0,0,0,2010,83,4547,8146,1573,0,0,30388
18,1624181091.661813021,1624181091.761733532,23,22,0,0.013252483,0.024768406,1,0,0,0,0,-0.006489750,-0.015799685,-0.005111992,-0.000020261,-0.000025031,0.000131933,0.999999991,2330,1913,0.821030043,0.013873862,0.002857201,0.002367595,0.138276240,105.981118278,1618,0.973184641,164.448240292,328.292820119,1081.871688228,0.104437260,0.101636737,0,0,0,0,1.000000000,0,1,0.005899167,0.000032868,0.005899167,0.000032868,0.100000000,0.030000000,0.935847204,0.013873862,0.000000000,0.000000619,0.000001707,0.000003460,-0.080710226,-0.996735230,0.002177352,0.000000001,0.000000002,0.000000008,-0.004642604,0.011148617,-0.999927075,0.000000000,0.147910393,0.049823013,0.044462049,0.002253296,98.157504515,0,0.117187397,0.113300080,273,269,4,0.117167382,70,0,0,0,0,0,1986,71,4599,8419,1643,0,0,32374
19,1624181091.761810541,1624181091.861697197,24,23,0,0.012782362,0.025041461,1,0,0,0,0,-0.006353406,-0.015230711,-0.005197190,-0.000007744,-0.000025305,-0.000011405,1.000000000,2350,1924,0.818723404,0.013680642,0.002772975,0.002400972,0.138589391,106.609749561,1630,0.971236956,164.857482405,333.663957054,1084.594798119,0.104134793,0.101139560,0,0,0,0,1.000000000,0,1,0.003589567,0.000323112,0.003589567,0.000323112,0.100000000,0.030000000,0.933935964,0.013680642,0.000000000,0.000000615,0.000001697,0.000003454,-0.086856254,-0.996219981,0.001319092,0.000000001,0.000000002,0.000000008,-0.005763617,0.013176898,-0.999896570,0.000000000,0.147419814,0.050922759,0.045053303,0.002539972,98.602359517,0,0.116500418,0.112660053,247,244,3,0.105106383,72,0,0,0,0,0,2030,73,4643,8666,1715,0,0,34404
20,1624181091.861808062,1624181091.961688757,25,24,0,0.012429259,0.024127153,1,0,0,0,1,-0.005155303,-0.017819454,-0.005286688,0.000002921,-0.000012420,0.000142806,0.999999990,2372,1957,0.825042159,0.013224093,0.002645989,0.002249584,0.132177398,108.829062255,1666,0.972069956,169.372620859,335.072728994,1115.023197371,0.104585311,0.101664238,0,0,0,0,1.000000000,0,1,0.002213584,0.000329286,0.002213584,0.000329286,0.100000000,0.030000000,0.938780386,0.013224093,0.000000000,0.000000605,0.000001699,0.000003437,-0.080245875,-0.996773488,0.001792754,0.000000001,0.000000002,0.000000008,-0.004458405,0.011454461,-0.999924456,0.000000000,0.146657693,0.054023239,0.047907256,0.002848393,99.113694654,0,0.115904662,0.112110262,275,266,9,0.115935919,65,0,0,0,0,0,2032,65,4715,8941,1780,0,0,36436
21,1624181091.961805582,1624181092.061677694,26,25,0,0.014170372,0.026307695,1,0,0,0,1,-0.004613735,-0.014520269,-0.005105204,0.000014727,0.000002591,0.000031104,0.999999999,2350,1943,0.826808511,0.014287731,0.002625218,0.002289795,0.128216280,108.132304621,1642,0.972113597,160.390489011,336.298972886,1099.521063765,0.100482039,0.097679957,0,0,0,0,1.000000000,0,1,0.005395770,0.000257429,0.005395770,0.000257429,0.100000000,0.030000000,0.909502329,0.014287731,0.000000000,0.000000612,0.000001676,0.000003494,-0.091294443,-0.995816493,0.003851896,0.000000001,0.000000002,0.000000008,-0.004637290,0.010239707,-0.999936820,0.000000000,0.144231749,0.052261346,0.047874237,0.002898421,101.261170200,0,0.113420188,0.109859516,224,217,7,0.095319149,66,0,0,0,0,0,2059,67,4783,9165,1846,0,0,38495
22,1624181092.061803102,1624181092.161735296,27,26,0,0.012538492,0.024325983,1,0,0,0,1,-0.004479013,-0.012905406,-0.004988372,-0.000001214,-0.000003686,-0.000145554,0.999999989,2347,1960,0.835108649,0.013363089,0.002584564,0.002223773,0.129903208,110.060968633,1663,0.974690471,165.023648485,333.626409505,1122.260196042,0.101809245,0.099232501,0,0,0,0,1.000000000,0,1,0.001615286,0.000407404,0.001615286,0.000407404,0.100000000,0.030000000,0.929298227,0.013363089,0.000000000,0.000000604,0.000001684,0.000003498,-0.097337688,-0.995237585,0.005246395,0.000000001,0.000000002,0.000000008,-0.004639972,0.007386260,-0.999961956,0.000000000,0.141910023,0.048977568,0.045901788,0.003194764,103.011560973,0,0.111318033,0.107938676,314,313,1,0.133787814,70,0,0,0,0,0,1963,70,4833,9479,1916,0,0,40458
23,1624181092.161800861,1624181092.261734962,28,27,0,0.013360211,0.025365569,1,0,0,0,1,-0.005228064,-0.011982054,-0.004857055,0.000012190,-0.000006367,0.000006808,1.000000000,2357,1970,0.835808231,0.013664590,0.002490980,0.002177936,0.132232443,110.950620048,1644,0.972557796,158.427045224,335.850097863,1104.607873340,0.099085953,0.096366816,0,0,0,0,1.000000000,0,1,0.000989718,0.000352292,0.000989718,0.000352292,0.100000000,0.030000000,0.906871490,0.013664590,0.000000000,0.000000597,0.000001672,0.000003487,-0.111550928,-0.993743416,0.005514838,0.000000001,0.000000002,0.000000008,-0.006838942,0.010303901,-0.999923526,0.000000000,0.139885107,0.048387390,0.042496924,0.003376819,104.357524307,0,0.109504990,0.106255971,172,165,7,0.072974120,77,0,0,0,0,0,2108,77,4874,9651,1993,0,0,42566
24,1624181092.261798382,1624181092.361763716,29,28,0,0.013096681,0.024463966,1,0,0,0,1,-0.005804243,-0.010512037,-0.004803119,0.000014889,0.000019334,-0.000015885,1.000000000,2371,1993,0.840573598,0.013279026,0.002312946,0.001997507,0.125862499,113.358976139,1683,0.974233032,161.480838075,333.885824661,1144.267529699,0.098485893,0.095948210,0,0,0,0,1.000000000,0,1,0.000773472,0.000074430,0.000773472,0.000074430,0.100000000,0.030000000,0.903808851,0.013279026,0.000000000,0.000000595,0.000001668,0.000003542,-0.112616472,-0.993610364,0.007481600,0.000000001,0.000000002,0.000000008,-0.006078503,0.007256150,-0.999955199,0.000000000,0.138588320,0.047476816,0.040054610,0.003087490,105.401502197,0,0.108088989,0.104937486,200,195,5,0.084352594,69,0,0,0,0,0,2101,70,4934,9851,2062,0,0,44667
25,1624181092.361795902,1624181092.461874962,30,29,0,0.013016369,0.024501333,1,0,0,0,1,-0.007168829,-0.012977788,-0.004524859,0.000004160,-0.000011338,-0.000034700,0.999999999,2377,1982,0.833824148,0.012611307,0.002211170,0.001931460,0.128083644,110.087387338,1663,0.975424614,158.487395004,332.375727741,1131.268009599,0.097703195,0.095302102,0,0,0,0,1.000000000,0,1,0.003621045,0.000107591,0.003621045,0.000107591,0.100000000,0.030000000,0.899859908,0.012611307,0.000000000,0.000000595,0.000001657,0.000003484,-0.103727551,-0.994589925,0.005610331,0.000000001,0.000000002,0.000000008,-0.006422430,0.015582823,-0.999857954,0.000000000,0.137340405,0.047681805,0.041283078,0.002878366,106.081021695,0,0.106907015,0.103843760,196,189,7,0.082456878,57,0,0,0,0,0,2123,58,4994,10047,2119,0,0,46790
26,1624181092.461793423,1624181092.561836243,31,30,0,0.013240801,0.025563863,1,0,0,0,1,-0.006215280,-0.014596902,-0.004996473,-0.000001422,-0.000032388,-0.000014732,0.999999999,2347,1981,0.844056242,0.013312240,0.002408491,0.002066135,0.124600331,114.227103702,1664,0.975372128,155.465331554,336.802348511,1130.751540759,0.095787733,0.093428685,0,0,0,0,1.000000000,0,1,0.002317856,0.000058522,0.002317856,0.000058522,0.100000000,0.030000000,0.885411692,0.013312240,0.000000000,0.000000592,0.000001653,0.000003512,-0.090671613,-0.995845154,0.008431414,0.000000001,0.000000002,0.000000008,-0.005844588,0.004564208,-0.999972504,0.000000000,0.135948852,0.043933414,0.041936618,0.002898084,106.832047939,0,0.105609643,0.102639322,195,192,3,0.083084789,59,0,0,0,0,0,2092,60,5038,10242,2178,0,0,48882
27,1624181092.561790943,1624181092.661748648,32,31,0,0.012768117,0.026309971,1,0,0,0,1,-0.006438822,-0.015879291,-0.005486769,-0.000007515,-0.000010850,-0.000022669,1.000000000,2385,2004,0.840251572,0.013455290,0.002404350,0.002064995,0.125320744,112.177706067,1691,0.973116243,163.600507172,335.191480511,1146.747579852,0.099420585,0.096747787,0,0,0,0,1.000000000,0,1,0.000565798,0.000090846,0.000565798,0.000090846,0.100000000,0.030000000,0.921596007,0.013455290,0.000000000,0.000000583,0.000001631,0.000003526,-0.088574885,-0.996046402,0.006786346,0.000000001,0.000000002,0.000000008,-0.004391669,0.011967248,-0.999918746,0.000000000,0.134481361,0.038531974,0.040324705,0.002880118,107.512907713,0,0.104734914,0.101826230,218,214,4,0.091404612,55,0,0,0,0,0,2111,56,5094,10460,2233,0,0,50993
28,1624181092.661788702,1624181092.761736155,33,32,0,0.012817407,0.025220177,1,0,0,0,1,-0.008547878,-0.018499228,-0.004810232,0.000004351,-0.000006401,0.000042136,0.999999999,2331,1969,0.844701845,0.012369091,0.002262572,0.001962681,0.119273043,114.679353725,1665,0.975112346,152.194543328,336.051867084,1135.315646023,0.093741131,0.091408134,0,0,0,0,1.000000000,0,1,0.002722119,0.000119683,0.002722119,0.000119683,0.100000000,0.030000000,0.871418658,0.012369091,0.000000000,0.000000583,0.000001673,0.000003619,-0.089612288,-0.995919110,0.010712777,0.000000001,0.000000002,0.000000008,-0.006886453,0.010221522,-0.999924046,0.000000000,0.133108942,0.043877832,0.040151639,0.002990094,108.238491057,0,0.103579116,0.100750684,178,174,4,0.076362076,61,0,0,0,0,0,2092,61,5134,10638,2294,0,0,53085
29,1624181092.761786222,1624181092.861739397,34,33,0,0.013719094,0.026313403,1,0,0,0,1,-0.008528387,-0.018457633,-0.004700965,0.000011650,-0.000010771,0.000078484,0.999999997,2368,1994,0.842060811,0.012335776,0.002206947,0.001868400,0.125968054,112.635777949,1672,0.975402665,153.868129606,329.990731493,1147.014394336,0.094347080,0.092026393,0,0,0,0,1.000000000,0,1,0.002140632,0.000110367,0.002140632,0.000110367,0.100000000,0.030000000,0.885229518,0.012335776,0.000000000,0.000000591,0.000001676,0.000003512,-0.087477916,-0.996124528,0.009139926,0.000000001,0.000000002,0.000000008,-0.005195076,0.013411551,-0.999896565,0.000000000,0.132360841,0.046439792,0.037908166,0.002772217,108.754913790,0,0.102726194,0.099947851,169,168,1,0.071368243,58,0,0,0,0,0,2140,59,5168,10807,2352,0,0,55225
