frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
18,1624181091.761810541,1624181091.861697197,23,22,0,0.012782362,0.025041461,1,0,0,0,-0.006727113,-0.021128444,-0.004004894,-0.000004875,-0.000041165,0.000147888,0.999999988,2351,1935,0.823054020,0.013663719,0.002655427,0.002355708,0.130828672,109.829517590,1627,0.971647578,160.222059893,333.071221666,1087.577327401,0.101350521,0.098476988,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000610,0.000001702,0.000003622,-0.097586356,-0.995170383,0.010621324,0.000000001,0.000000002,0.000000009,-0.005208386,0.012944580,-0.999902651,0.000000000,0.147302299,0.059650644,0.045115368,0.003038049,98.000750654,0,230,226,4,0.097830710,58,0,0,0,0,0,2062,59,4576,8236,1542,0,0,32646
19,1624181091.861808062,1624181091.961688757,24,23,0,0.012429259,0.024127153,1,0,0,0,-0.005290632,-0.026687632,-0.003958666,0.000003825,-0.000015857,0.000282693,0.999999960,2372,1951,0.822512648,0.013584643,0.002748015,0.002365222,0.129303319,109.182500434,1643,0.973829389,160.773889502,329.364798843,1109.862997734,0.100483575,0.097853858,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000604,0.000001714,0.000003577,-0.092340414,-0.995667840,0.010899591,0.000000001,0.000000002,0.000000008,-0.005816362,0.012964918,-0.999899035,0.000000000,0.146354984,0.061151486,0.050857336,0.003307657,98.589263801,0,295,288,7,0.124367622,62,0,0,0,0,0,2015,62,4649,8531,1604,0,0,34661
20,1624181091.961805582,1624181092.061677694,25,24,0,0.014170372,0.026307695,1,0,0,1,-0.005543703,-0.027962942,-0.003911956,0.000025673,-0.000019140,0.000216751,0.999999976,2350,1940,0.825531915,0.014012312,0.002802820,0.002447025,0.124178444,110.696933937,1630,0.973307318,154.672873816,333.953943763,1097.864111312,0.097493702,0.094891334,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000609,0.000001691,0.000003656,-0.094754278,-0.995449856,0.010060329,0.000000001,0.000000002,0.000000008,-0.007305588,0.016265127,-0.999841024,0.000000000,0.145246157,0.060706057,0.052158351,0.003439542,99.194647307,0,240,235,5,0.102127660,64,0,0,0,0,0,2045,65,4714,8771,1668,0,0,36706
21,1624181092.061803102,1624181092.161735296,26,25,0,0.012538492,0.024325983,1,0,0,1,-0.003910536,-0.026175874,-0.004005247,0.000013498,-0.000032205,0.000043914,0.999999998,2347,1937,0.825308905,0.013862401,0.002746147,0.002366761,0.127535287,109.931761505,1639,0.975544524,161.235010715,330.599795963,1107.082668015,0.100840108,0.098374015,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000608,0.000001702,0.000003619,-0.092221243,-0.995653806,0.012990027,0.000000001,0.000000002,0.000000008,-0.007300705,0.009934318,-0.999924002,0.000000000,0.143016605,0.061031032,0.047066443,0.003705689,101.339782774,0,258,257,1,0.109927567,65,0,0,0,0,0,2024,65,4758,9029,1733,0,0,38730
22,1624181092.161800861,1624181092.261734962,27,26,0,0.013360211,0.025365569,1,0,0,1,-0.004358643,-0.027304402,-0.003867522,0.000031414,-0.000028238,0.000102214,0.999999994,2358,1962,0.832061069,0.013507910,0.002726890,0.002377332,0.123709929,113.456382736,1641,0.973761898,159.888521787,335.942912719,1102.111839918,0.100058947,0.097433590,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000592,0.000001696,0.000003640,-0.097001364,-0.995229418,0.010447048,0.000000001,0.000000002,0.000000009,-0.008135568,0.016044373,-0.999838182,0.000000000,0.139813607,0.058135911,0.042955016,0.003572847,103.349151149,0,224,214,10,0.094995759,68,0,0,0,0,0,2066,68,4812,9253,1801,0,0,40796
23,1624181092.261798382,1624181092.361763716,28,27,0,0.013096681,0.024463966,1,0,0,1,-0.003927854,-0.024960345,-0.004019175,0.000040116,0.000003910,0.000089191,0.999999995,2370,1979,0.835021097,0.013281107,0.002598385,0.002253986,0.125362350,112.290292087,1671,0.975318318,158.617001064,337.364440152,1133.775468725,0.097325558,0.094923400,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000592,0.000001717,0.000003609,-0.104230830,-0.994505768,0.009706290,0.000000001,0.000000002,0.000000009,-0.007014859,0.017437063,-0.999823355,0.000000000,0.137178863,0.057563278,0.043336076,0.003258166,104.832138268,0,224,219,5,0.094514768,68,0,0,0,0,0,2077,69,4860,9477,1869,0,0,42873
24,1624181092.361795902,1624181092.461874962,29,28,0,0.013016369,0.024501333,1,0,0,1,-0.005729559,-0.024396835,-0.003920824,0.000019907,-0.000015283,0.000172874,0.999999985,2378,1974,0.830109336,0.013269405,0.002666427,0.002307665,0.129351879,108.480161130,1660,0.975372155,162.100588725,339.425434171,1117.591754627,0.100116613,0.097650957,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000592,0.000001687,0.000003496,-0.092408892,-0.995682239,0.008802070,0.000000001,0.000000002,0.000000008,-0.008245926,0.025117856,-0.999650488,0.000000000,0.135399156,0.049870525,0.043640737,0.003332547,105.914769990,0,189,182,7,0.079478553,60,0,0,0,0,0,2128,61,4921,9666,1929,0,0,45001
25,1624181092.461793423,1624181092.561836243,30,29,0,0.013240801,0.025563863,1,0,0,1,-0.004695846,-0.022670105,-0.004401605,0.000007831,-0.000017702,0.000072591,0.999999997,2347,1955,0.832978270,0.013403918,0.002734916,0.002229881,0.122319126,112.324284338,1661,0.975836933,153.871840174,336.142706424,1130.850599019,0.094931920,0.092638074,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000590,0.000001701,0.000003556,-0.083177182,-0.996475726,0.010848259,0.000000001,0.000000002,0.000000008,-0.005672037,0.023283594,-0.999712810,0.000000000,0.133395188,0.048144248,0.043125327,0.003223627,106.896271982,0,209,206,3,0.089049851,58,0,0,0,0,0,2079,59,4978,9875,1987,0,0,47080
26,1624181092.561790943,1624181092.661748648,31,30,0,0.012768117,0.026309971,1,0,0,1,-0.006384458,-0.021080903,-0.004943256,0.000005798,-0.000016054,0.000103526,0.999999994,2387,1991,0.834101382,0.013685197,0.002814427,0.002220271,0.124440140,110.829739002,1672,0.973530286,160.521167861,331.719435916,1135.502034177,0.098615816,0.096005483,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000586,0.000001667,0.000003572,-0.082555485,-0.996506906,0.012592814,0.000000001,0.000000002,0.000000008,0.006161867,-0.016502646,0.999844835,0.000000000,0.132198608,0.041894214,0.044561014,0.003224394,107.502884443,0,209,204,5,0.087557604,55,0,0,0,0,0,2122,56,5037,10084,2042,0,0,49202
27,1624181092.661788702,1624181092.761736155,32,31,0,0.012817407,0.025220177,1,0,0,1,-0.008502831,-0.022757658,-0.004413618,0.000018821,-0.000004890,0.000110636,0.999999994,2334,1963,0.841045416,0.011982230,0.002482753,0.002076756,0.118994899,114.896366115,1663,0.975894500,154.700944560,337.329651411,1130.881957481,0.095323032,0.093025222,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000586,0.000001696,0.000003676,-0.088442090,-0.996034079,0.009701040,0.000000001,0.000000002,0.000000008,-0.006916014,0.019679438,-0.999782421,0.000000000,0.130912848,0.052751430,0.043202808,0.002855049,108.171066134,0,174,171,3,0.074550129,50,0,0,0,0,0,2110,50,5073,10258,2092,0,0,51312
28,1624181092.761786222,1624181092.861739397,33,32,0,0.013719094,0.026313403,1,0,0,1,-0.008324245,-0.023573791,-0.004250471,0.000021693,-0.000008759,0.000175344,0.999999984,2369,1989,0.839594766,0.012397128,0.002520066,0.002161283,0.122866859,115.068351804,1664,0.977067986,152.761901696,330.239319074,1142.839907508,0.093958689,0.091804027,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000589,0.000001700,0.000003635,-0.096164703,-0.995330761,0.008308152,0.000000001,0.000000002,0.000000008,-0.005234869,0.018528950,-0.999814620,0.000000000,0.129946146,0.052253107,0.041739840,0.002587614,108.866861933,0,147,145,2,0.062051499,50,0,0,0,0,0,2171,51,5111,10405,2142,0,0,53483
29,1624181092.861783743,1624181092.961729527,34,33,0,0.013158441,0.025077196,1,0,0,1,-0.009782554,-0.023047398,-0.003986410,0.000026699,-0.000004920,0.000123736,0.999999992,2338,1956,0.836612489,0.011940841,0.002347109,0.002058301,0.116557767,119.104778686,1671,0.976059411,150.195211598,330.561860524,1150.238203463,0.092088073,0.089883430,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000583,0.000001738,0.000003755,-0.101255387,-0.994824143,0.008501262,0.000000001,0.000000002,0.000000009,-0.006647967,0.017687459,-0.999821463,0.000000000,0.128623506,0.055735861,0.042010978,0.002505887,109.763050666,0,160,153,7,0.068434559,45,0,0,0,0,0,2133,45,5150,10565,2187,0,0,55616
30,1624181092.961781263,1624181093.061702490,35,34,0,0.012006808,0.027462525,1,0,0,1,-0.006671199,-0.023061386,-0.004252646,0.000007420,-0.000035765,-0.000001276,0.999999999,2384,1991,0.835151007,0.012410393,0.002320551,0.001968116,0.120676880,115.969782969,1676,0.974576868,158.437174806,330.199824096,1144.753832305,0.096998937,0.094532921,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000585,0.000001709,0.000003698,-0.107436464,-0.994180568,0.007899601,0.000000001,0.000000002,0.000000009,-0.006278883,0.011352196,-0.999915848,0.000000000,0.127766674,0.055784731,0.043679613,0.002539278,110.356183836,0,230,228,2,0.096476510,50,0,0,0,0,0,2104,50,5204,10795,2237,0,0,57720
31,1624181093.061778784,1624181093.161693096,36,35,0,0.012517064,0.025601993,1,0,0,1,-0.006604904,-0.022752093,-0.003945641,-0.000005964,-0.000023248,0.000138517,0.999999990,2366,2005,0.847421809,0.012970027,0.002537629,0.002234483,0.116097005,117.059302954,1690,0.975610648,157.137766064,328.130733322,1163.513495563,0.095305363,0.092980927,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000579,0.000001689,0.000003671,-0.094175511,-0.995525650,0.007723538,0.000000001,0.000000002,0.000000008,-0.004157399,0.013751606,-0.999896799,0.000000000,0.126686210,0.054225106,0.042335493,0.002775533,111.067450391,0,129,125,4,0.054522401,56,0,0,0,0,0,2180,57,5245,10924,2293,0,0,59900
32,1624181093.161776543,1624181093.261679649,37,36,0,0.013317997,0.024729287,1,0,0,1,-0.007520047,-0.027622413,-0.003949166,0.000026618,-0.000002857,0.000153786,0.999999988,2349,1975,0.840783312,0.012514307,0.002360091,0.002090851,0.113973359,116.640079065,1649,0.976700091,150.490503640,321.773617838,1138.314328682,0.093438791,0.091261676,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000586,0.000001673,0.000003781,-0.093380746,-0.995606038,0.006975235,0.000000001,0.000000002,0.000000008,-0.005929399,0.016661280,-0.999843610,0.000000000,0.125698206,0.055785455,0.043674605,0.002614754,111.525739628,0,160,160,0,0.068114091,51,0,0,0,0,0,2138,51,5285,11084,2344,0,0,62038
33,1624181093.261774063,1624181093.361694336,38,37,0,0.012396059,0.025595897,1,0,0,1,-0.009421386,-0.030199545,-0.003865690,0.000000968,-0.000006737,0.000148050,0.999999989,2342,1988,0.848847139,0.012994565,0.002489733,0.002203665,0.116135680,117.122086439,1684,0.975732965,157.777754123,329.855679923,1155.500878275,0.096022433,0.093692253,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000584,0.000001671,0.000003750,-0.086286472,-0.996226091,0.009392596,0.000000001,0.000000002,0.000000008,-0.005326155,0.010873713,-0.999926695,0.000000000,0.124718387,0.049463749,0.044616487,0.002611368,112.143754405,0,158,154,4,0.067463706,56,0,0,0,0,0,2127,57,5316,11242,2400,0,0,64165
34,1624181093.361771584,1624181093.461661100,39,38,0,0.013384198,0.025848840,1,0,0,1,-0.007588518,-0.030401003,-0.003891216,0.000030241,-0.000011718,0.000063246,0.999999997,2352,1987,0.844812925,0.013427559,0.002428275,0.002124256,0.117920154,116.748922716,1673,0.975658814,158.516844187,331.756071019,1142.004280559,0.097113924,0.094750056,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000000588,0.000001654,0.000003718,-0.091748676,-0.995756326,0.007177749,0.000000001,0.000000002,0.000000008,-0.007395423,0.015680283,-0.999849707,0.000000000,0.123956625,0.049226501,0.045866364,0.002732214,112.633541652,0,149,148,1,0.063350340,69,0,0,0,0,0,2134,69,5345,11391,2469,0,0,66299
