frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
11,1624181090.961829901,1624181091.061767101,16,15,0,1,0,0,0,-0.010102537,-0.018890218,-0.004908506,-0.000013967,-0.000042577,0.000300804,0.999999954,2348,1884,0.802385009,0.014752752,0.003261648,0.002756357,0.135605784,105.216852644,1583,0.972630883,162.228068702,330.732329183,1046.714290129,0.105365159,0.102481408,0.000000626,0.000001783,0.000003850,-0.124751635,-0.992158643,0.007632603,0.000000001,0.000000002,0.000000009,-0.005352288,0.014927887,-0.999874248,0.000000000,0.156213187,0.039376918,0.033580734,0.001739364,91.568826722,0,367,359,8,0.156303237,84,0,0,0,0,0,1896,85,4131,6537,1097,0,0,18260
12,1624181091.061827421,1624181091.161813259,17,16,0,1,0,0,0,-0.008679408,-0.017819727,-0.005469861,-0.000018993,-0.000047804,0.000180111,0.999999982,2375,1912,0.805052632,0.014348804,0.003481036,0.002774517,0.133097962,106.180724491,1600,0.971235532,161.817118284,333.450718111,1058.709015065,0.104130971,0.101135699,0.000000620,0.000001746,0.000003735,-0.109899799,-0.993901583,0.009037531,0.000000001,0.000000002,0.000000009,-0.004257930,0.004926678,-0.999978799,0.000000000,0.154286918,0.044239018,0.035447916,0.001980748,92.786484869,0,294,279,15,0.123789474,90,0,0,0,0,0,1991,90,4220,6831,1187,0,0,20251
13,1624181091.161825180,1624181091.261812449,18,17,0,1,0,0,0,-0.007399778,-0.017046524,-0.005542017,0.000009922,-0.000024046,0.000245433,0.999999970,2373,1912,0.805731142,0.014382189,0.003348925,0.002658623,0.131595401,109.286606328,1599,0.971715262,162.196424064,319.402680560,1072.173599926,0.104388772,0.101436163,0.000000611,0.000001758,0.000003700,-0.104874833,-0.994455418,0.007725946,0.000000001,0.000000002,0.000000009,-0.004872010,0.006717050,-0.999965572,0.000000000,0.152541417,0.047030776,0.036944747,0.002111389,94.055724982,0,284,278,6,0.119679730,78,0,0,0,0,0,2011,78,4293,7115,1265,0,0,22262
14,1624181091.261822701,1624181091.361767054,19,18,0,1,0,0,0,-0.003845308,-0.018455120,-0.005417868,-0.000002463,-0.000034220,0.000091343,0.999999995,2373,1915,0.806995365,0.014785331,0.003435038,0.002857459,0.132038944,107.019286260,1603,0.972986219,164.560038179,334.214548806,1060.922321605,0.105507703,0.102657541,0.000000615,0.000001723,0.000003694,-0.111538122,-0.993726198,0.008215226,0.000000001,0.000000002,0.000000009,-0.002786464,0.008476876,-0.999960188,0.000000000,0.151076954,0.046722373,0.040770164,0.002419568,94.981693644,0,298,291,7,0.125579435,85,0,0,0,0,0,1990,85,4371,7413,1350,0,0,24252
15,1624181091.361820221,1624181091.461771488,20,19,0,1,0,0,0,-0.002294139,-0.017077066,-0.004773776,0.000005463,-0.000006230,0.000075157,0.999999997,2363,1925,0.814642404,0.013975158,0.003182532,0.002677453,0.129811648,108.618475100,1602,0.972530316,160.341000725,328.847313324,1068.805251585,0.102915060,0.100088015,0.000000608,0.000001729,0.000003718,-0.118085906,-0.992947297,0.010553896,0.000000001,0.000000002,0.000000009,0.003791925,-0.007103266,0.999967582,0.000000000,0.149659267,0.050904872,0.042942723,0.002451942,95.890812408,0,261,255,6,0.110452814,73,0,0,0,0,0,2028,74,4447,7674,1423,0,0,26280
16,1624181091.461817741,1624181091.561782360,21,20,0,1,0,0,0,-0.002489666,-0.016645945,-0.004189061,0.000008987,-0.000053382,0.000103968,0.999999993,2333,1925,0.825117874,0.014199515,0.003201148,0.002720364,0.128437704,110.179239867,1621,0.972430943,163.075583915,326.474504247,1086.760470979,0.103453969,0.100601841,0.000000601,0.000001730,0.000003738,-0.106764103,-0.994240001,0.009393921,0.000000001,0.000000002,0.000000009,-0.003324398,0.010534218,-0.999938987,0.000000000,0.148332920,0.052461934,0.043695045,0.002509563,96.783839124,0,271,268,3,0.116159451,81,0,0,0,0,0,1981,81,4497,7945,1504,0,0,28261
17,1624181091.561815262,1624181091.661733627,22,21,0,1,0,0,0,-0.004906410,-0.018034034,-0.004389297,0.000008244,-0.000054260,0.000273560,0.999999961,2338,1930,0.825491873,0.014165446,0.003014110,0.002642960,0.132664357,107.773563830,1618,0.973927727,164.744294062,331.379544856,1079.691222666,0.104545450,0.101819712,0.000000609,0.000001719,0.000003624,-0.100837100,-0.994844997,0.010738275,0.000000001,0.000000002,0.000000008,-0.000948407,0.008233989,-0.999965650,0.000000000,0.147411239,0.053673218,0.046489242,0.002848749,97.430293519,0,261,255,6,0.111633875,83,0,0,0,0,0,1994,83,4549,8206,1587,0,0,30255
18,1624181091.661813021,1624181091.761733532,23,22,0,1,0,0,0,-0.007409454,-0.021676864,-0.004888162,-0.000008687,-0.000030267,0.000288633,0.999999958,2330,1926,0.826609442,0.014660168,0.003147483,0.002688735,0.126881544,109.910026028,1615,0.974968155,156.275057843,324.754049626,1093.544462855,0.099249131,0.096764742,0.000000609,0.000001690,0.000003658,-0.104695633,-0.994428742,0.012259718,0.000000001,0.000000002,0.000000008,-0.002238964,0.011645661,-0.999929680,0.000000000,0.146270701,0.052802391,0.050937198,0.002878894,98.123611991,0,256,252,4,0.109871245,73,0,0,0,0,0,2000,74,4602,8462,1660,0,0,32255
19,1624181091.761810541,1624181091.861697197,24,23,0,1,0,0,0,-0.007128879,-0.023109779,-0.005045851,-0.000000071,-0.000053871,0.000101144,0.999999993,2350,1942,0.826382979,0.013737414,0.003028741,0.002621346,0.130085978,110.029311340,1620,0.972777487,158.327959872,327.303843093,1090.267725267,0.100468308,0.097733309,0.000000606,0.000001685,0.000003629,-0.096749841,-0.995243734,0.011374466,0.000000001,0.000000002,0.000000008,-0.000784912,0.010800660,-0.999941363,0.000000000,0.145418873,0.055633899,0.052405814,0.003253872,98.750227747,0,244,241,3,0.103829787,59,0,0,0,0,0,2046,60,4652,8706,1719,0,0,34301
20,1624181091.861808062,1624181091.961688757,25,24,0,1,0,0,1,-0.005556857,-0.028023073,-0.004821550,0.000006405,-0.000061926,0.000228763,0.999999972,2372,1962,0.827150084,0.013554249,0.003022420,0.002504316,0.124816881,111.234349993,1651,0.973802149,159.346746872,330.183235334,1118.217366465,0.099111808,0.096515292,0.000000598,0.000001690,0.000003619,-0.093652309,-0.995571280,0.008189675,0.000000001,0.000000002,0.000000008,-0.001113134,-0.019667834,0.999805950,0.000000000,0.144388774,0.058729058,0.057569341,0.003509109,99.374433859,0,278,268,10,0.117200675,72,0,0,0,0,0,2022,72,4723,8984,1791,0,0,36323
21,1624181091.961805582,1624181092.061677694,26,25,0,1,0,0,1,-0.007161091,-0.027916213,-0.004529554,0.000023842,-0.000038449,0.000192751,0.999999980,2349,1942,0.826734781,0.014326231,0.002956162,0.002587282,0.120708694,111.872668571,1631,0.973737761,153.248605855,330.182114872,1104.735567093,0.096494055,0.093959905,0.000000601,0.000001676,0.000003708,-0.096210163,-0.995319521,0.009091500,0.000000001,0.000000002,0.000000008,-0.001569652,0.014875031,-0.999888129,0.000000000,0.141817892,0.059221080,0.051688808,0.003501606,101.616614679,0,201,195,6,0.085568327,73,0,0,0,0,0,2074,74,4785,9185,1864,0,0,38397
22,1624181092.061803102,1624181092.161735296,27,26,0,1,0,0,1,-0.005492268,-0.026229769,-0.004663243,-0.000002483,-0.000055372,-0.000022779,0.999999998,2345,1945,0.829424307,0.013904235,0.003002390,0.002519529,0.121272862,113.451449712,1655,0.975370805,156.871675214,328.731290089,1128.635717730,0.097179975,0.094786511,0.000000599,0.000001688,0.000003721,-0.096468811,-0.995276626,0.010872287,0.000000001,0.000000002,0.000000008,-0.001042438,-0.014229405,0.999898213,0.000000000,0.138493041,0.057872528,0.051295538,0.003725908,103.625736403,0,271,270,1,0.115565032,77,0,0,0,0,0,1997,77,4825,9456,1941,0,0,40394
23,1624181092.161800861,1624181092.261734962,28,27,0,1,0,0,1,-0.005932383,-0.029807649,-0.004445070,0.000027327,-0.000025172,0.000156767,0.999999987,2358,1970,0.835453774,0.013559777,0.002973288,0.002544384,0.122422966,114.085267844,1647,0.975180263,155.474549733,331.761595669,1118.885748369,0.096801214,0.094398634,0.000000589,0.000001677,0.000003689,-0.098876668,-0.995026791,0.012045298,0.000000001,0.000000002,0.000000009,0.001810138,-0.007918438,0.999967010,0.000000000,0.136496643,0.059022738,0.049009442,0.003983618,105.031280791,0,229,220,9,0.097116200,74,0,0,0,0,0,2055,74,4876,9685,2015,0,0,42449
24,1624181092.261798382,1624181092.361763716,29,28,0,1,0,0,1,-0.005368676,-0.027448947,-0.004312565,0.000024192,-0.000004490,0.000138999,0.999999990,2371,1974,0.832560101,0.013635683,0.002639442,0.002281774,0.118619685,117.353167073,1668,0.975508670,155.877528857,331.996869182,1139.274063858,0.095797976,0.093451756,0.000000589,0.000001695,0.000003747,-0.094553049,-0.995399931,0.015449843,0.000000001,0.000000002,0.000000009,-0.001901221,0.010110031,-0.999947085,0.000000000,0.133779312,0.055605677,0.049459012,0.003647078,106.499051850,0,201,196,5,0.084774357,63,0,0,0,0,0,2106,64,4924,9886,2078,0,0,44555
25,1624181092.361795902,1624181092.461874962,30,29,0,1,0,0,1,-0.006950611,-0.024906570,-0.004248238,0.000010388,-0.000032998,0.000132220,0.999999991,2378,1975,0.830529857,0.013176945,0.002508613,0.002209162,0.120405687,113.826848356,1664,0.974624515,155.600898860,335.664981519,1130.509312367,0.095944801,0.093510156,0.000000586,0.000001673,0.000003682,-0.090851759,-0.995768559,0.013817945,0.000000001,0.000000002,0.000000008,0.001579049,-0.005792032,0.999981979,0.000000000,0.131584381,0.050654359,0.050905366,0.003462312,107.745816368,0,179,173,6,0.075273339,57,0,0,0,0,0,2141,58,4982,10065,2135,0,0,46696
26,1624181092.461793423,1624181092.561836243,31,30,0,1,0,0,1,-0.006232777,-0.023590516,-0.004739507,-0.000004724,-0.000049586,0.000175081,0.999999983,2348,1960,0.834752981,0.013448397,0.002655959,0.002247991,0.116302911,117.624896064,1659,0.976132307,149.809454740,331.532075917,1138.061966363,0.092509035,0.090301058,0.000000587,0.000001686,0.000003725,-0.079760081,-0.996699991,0.015081723,0.000000001,0.000000002,0.000000008,-0.001048079,0.006287176,-0.999979686,0.000000000,0.129587847,0.044516497,0.050958426,0.003365113,109.002341061,0,176,173,3,0.074957411,61,0,0,0,0,0,2110,62,5037,10241,2196,0,0,48806
27,1624181092.561790943,1624181092.661748648,32,31,0,1,0,0,1,-0.006800940,-0.022332840,-0.005419094,-0.000000805,-0.000031464,0.000102613,0.999999994,2387,1998,0.837033934,0.013579940,0.002775276,0.002310239,0.117776715,115.396907601,1675,0.974783321,159.214224220,328.164218213,1145.383620549,0.097512202,0.095053268,0.000000580,0.000001637,0.000003725,-0.075278153,-0.997093770,0.011713841,0.000000001,0.000000002,0.000000008,-0.004718835,0.013197268,-0.999901778,0.000000000,0.127904574,0.039603026,0.050119396,0.003257066,109.971133436,0,211,207,4,0.088395475,51,0,0,0,0,0,2124,52,5098,10452,2247,0,0,50930
28,1624181092.661788702,1624181092.761736155,33,32,0,1,0,0,1,-0.008995737,-0.023328421,-0.005071242,0.000014610,-0.000027346,0.000148388,0.999999989,2334,1960,0.839760069,0.012581803,0.002540648,0.002192604,0.115281088,116.691574675,1671,0.975857788,152.803284028,334.555334739,1143.299745624,0.093706498,0.091444215,0.000000580,0.000001673,0.000003781,-0.078237904,-0.996881346,0.010315684,0.000000001,0.000000002,0.000000008,-0.005323938,0.008568854,-0.999949114,0.000000000,0.126468910,0.042990212,0.046255297,0.003311108,110.737826256,0,141,139,2,0.060411311,52,0,0,0,0,0,2141,52,5136,10593,2299,0,0,53071
29,1624181092.761786222,1624181092.861739397,34,33,0,1,0,0,1,-0.009103550,-0.025605111,-0.005050334,0.000013997,-0.000034800,0.000232503,0.999999972,2370,1994,0.841350211,0.012938725,0.002560083,0.002180193,0.118922099,115.504775053,1672,0.976393679,151.331655881,330.325460920,1150.873114506,0.092697613,0.090509364,0.000000583,0.000001684,0.000003681,-0.078966453,-0.996831379,0.009565620,0.000000001,0.000000002,0.000000008,-0.001373499,0.003114081,-0.999994208,0.000000000,0.125447428,0.044020784,0.047121070,0.003203935,111.433955181,0,163,161,2,0.068776371,58,0,0,0,0,0,2148,59,5173,10756,2357,0,0,55219
30,1624181092.861783743,1624181092.961729527,35,34,0,1,0,0,1,-0.010443799,-0.024610809,-0.005004340,0.000024294,-0.000017861,0.000156158,0.999999987,2339,1957,0.836682343,0.012255045,0.002539826,0.002143712,0.109156397,124.261457036,1675,0.975765945,153.991273217,330.577174630,1149.839509409,0.094218382,0.091935088,0.000000576,0.000001719,0.000003906,-0.091788682,-0.995735656,0.009238009,0.000000001,0.000000002,0.000000009,-0.006890963,0.006406641,-0.999955734,0.000000000,0.124295265,0.049132102,0.046533907,0.003324145,112.275872393,0,161,154,7,0.068832835,46,0,0,0,0,0,2132,46,5213,10917,2403,0,0,57351
31,1624181092.961781263,1624181093.061702490,36,35,0,1,0,0,1,-0.006799473,-0.024989248,-0.005331353,-0.000001869,-0.000045507,0.000062980,0.999999997,2383,1993,0.836340747,0.013063563,0.002681329,0.002240680,0.116162534,118.504018771,1677,0.975471983,159.533875004,326.743252606,1149.589388208,0.097522551,0.095130516,0.000000577,0.000001687,0.000003838,-0.090319477,-0.995871098,0.009118518,0.000000001,0.000000002,0.000000009,-0.008836748,0.009635725,-0.999914529,0.000000000,0.123323103,0.048034057,0.048345212,0.003269114,112.940230700,0,181,179,2,0.075954679,59,0,0,0,0,0,2143,59,5263,11098,2462,0,0,59494
32,1624181093.061778784,1624181093.161693096,37,36,0,1,0,0,1,-0.007829866,-0.025681312,-0.005108546,-0.000008354,-0.000051100,0.000216549,0.999999975,2364,2002,0.846869712,0.013227676,0.002598860,0.002288309,0.111681992,119.948754994,1691,0.975782112,156.616621757,331.943523764,1161.487406310,0.094916429,0.092617754,0.000000575,0.000001671,0.000003802,-0.077043481,-0.996980169,0.009738821,0.000000001,0.000000002,0.000000008,-0.005533848,0.012377230,-0.999908086,0.000000000,0.122252304,0.047589308,0.048109453,0.003445611,113.628632225,0,143,139,4,0.060490694,64,0,0,0,0,0,2156,65,5307,11241,2526,0,0,61650
33,1624181093.161776543,1624181093.261679649,38,37,0,1,0,0,1,-0.008585949,-0.029634136,-0.004985183,0.000023632,-0.000008521,0.000181560,0.999999983,2351,1980,0.842194811,0.013149695,0.002650749,0.002302002,0.109908482,120.300983650,1657,0.975807409,150.257264441,320.513622530,1146.141988959,0.092928485,0.090680304,0.000000579,0.000001667,0.000003898,-0.077897459,-0.996910382,0.010083425,0.000000001,0.000000002,0.000000008,-0.007758485,0.019548028,-0.999778816,0.000000000,0.121167958,0.046826531,0.048310412,0.003207413,114.179351091,0,153,152,1,0.065078690,57,0,0,0,0,0,2141,57,5345,11394,2583,0,0,63791
34,1624181093.261774063,1624181093.361694336,39,38,0,1,0,0,1,-0.010557282,-0.030754065,-0.004775459,0.000001611,-0.000024745,0.000209989,0.999999978,2342,1971,0.841588386,0.013092200,0.002666463,0.002280846,0.111486828,120.529519259,1689,0.975125823,156.069646916,329.197817590,1161.720049908,0.094760674,0.092403580,0.000000580,0.000001690,0.000003892,-0.070263160,-0.997490654,0.008688168,0.000000001,0.000000002,0.000000008,-0.007506294,0.010778868,-0.999913732,0.000000000,0.120140353,0.043166818,0.048414776,0.003231898,114.854862741,0,166,163,3,0.070879590,57,0,0,0,0,0,2118,58,5374,11560,2640,0,0,65909
35,1624181093.361771584,1624181093.461661100,40,39,0,1,0,0,1,-0.008975389,-0.032187244,-0.004573302,0.000026103,-0.000026965,0.000164434,0.999999986,2352,1988,0.845238095,0.013060996,0.002461627,0.002148108,0.111241979,121.496782464,1678,0.974859842,153.174738722,330.025146014,1152.614929936,0.093638190,0.091284111,0.000000578,0.000001677,0.000003882,-0.077518924,-0.996939762,0.010095876,0.000000001,0.000000002,0.000000008,0.007042903,-0.014795055,0.999865743,0.000000000,0.119211869,0.043142266,0.049806576,0.003265388,115.498778109,0,141,139,2,0.059948980,69,0,0,0,0,0,2142,69,5405,11701,2709,0,0,68051
36,1624181093.461769104,1624181093.561662912,41,40,0,1,0,0,1,-0.009294600,-0.034390354,-0.004875918,0.000017047,-0.000018456,0.000254987,0.999999967,2360,1988,0.842372881,0.012266351,0.002713052,0.002299204,0.114177721,121.436375056,1706,0.976303519,155.131930217,333.949144150,1176.492728569,0.093140232,0.090933136,0.000000575,0.000001699,0.000003828,-0.085165627,-0.996328852,0.008696796,0.000000000,0.000000002,0.000000008,-0.008026310,0.005662506,-0.999951756,0.000000000,0.118498870,0.045694086,0.049258969,0.003107310,116.061634868,0,188,187,1,0.079661017,56,0,0,0,0,0,2115,57,5433,11889,2765,0,0,70166
37,1624181093.561766624,1624181093.661618948,42,41,0,1,0,0,1,-0.008430426,-0.031361564,-0.004916610,0.000037666,-0.000011206,0.000123071,0.999999992,2348,1969,0.838586031,0.013195414,0.002725123,0.002378277,0.108854463,119.846956732,1690,0.974073273,155.678044265,329.801521151,1160.704265964,0.094569052,0.092117186,0.000000579,0.000001703,0.000003834,-0.088149677,-0.996055139,0.010187920,0.000000001,0.000000002,0.000000008,-0.005678874,0.007546335,-0.999955401,0.000000000,0.117308375,0.043815492,0.047960938,0.003340996,116.665304514,0,151,146,5,0.064310051,67,0,0,0,0,0,2130,67,5482,12040,2832,0,0,72296
38,1624181093.661764145,1624181093.761579990,43,42,0,1,0,0,1,-0.007442145,-0.029399031,-0.004811773,0.000006969,-0.000034657,0.000193368,0.999999981,2383,1989,0.834662191,0.012592070,0.002700774,0.002356405,0.106989167,124.196431980,1706,0.971814516,152.350260847,340.231843564,1165.333459762,0.091892654,0.089302615,0.000000576,0.000001665,0.000003912,-0.083892445,-0.996412244,0.011166791,0.000000000,0.000000002,0.000000008,-0.004861378,0.005108010,-0.999975137,0.000000000,0.116313756,0.039079629,0.048692145,0.003106611,117.379624811,0,152,151,1,0.063785145,58,0,0,0,0,0,2172,59,5530,12192,2890,0,0,74468
39,1624181093.761761904,1624181093.861642361,44,43,0,1,0,0,1,-0.007035007,-0.025853164,-0.004802677,0.000043267,0.000019524,0.000099411,0.999999994,2344,1966,0.838737201,0.012853772,0.003037271,0.002504560,0.107471984,122.074424043,1686,0.973294696,154.541407652,329.081606075,1157.351844196,0.094176585,0.091661570,0.000000583,0.000001679,0.000004003,-0.090398271,-0.995829815,0.012293553,0.000000001,0.000000002,0.000000009,-0.007938352,0.011269510,-0.999904986,0.000000000,0.115183057,0.038553505,0.047097794,0.003039286,117.981880446,0,136,132,4,0.058020478,54,0,0,0,0,0,2153,55,5564,12328,2944,0,0,76621
