path,data_rows,runtime_schema_values,adaptive_map_values,first_lidar_end_time,last_lidar_end_time
experiments/adaptive_map_v1/validation/ntu_spms2/targeted_ablation_v1/R1/run01/runtime.csv,3489,map_diagnostics_v5,1,1624181089.745963573,1624181454.435625553
experiments/adaptive_map_v1/validation/ntu_spms2/targeted_ablation_v1/R1/run02/runtime.csv,3513,map_diagnostics_v5,1,1624181089.745963573,1624181454.435625553
experiments/adaptive_map_v1/validation/ntu_spms2/targeted_ablation_v1/R1/run03/runtime.csv,3497,map_diagnostics_v5,1,1624181089.841932535,1624181454.435625553
experiments/adaptive_map_v1/validation/ntu_spms2/targeted_ablation_v1/R1/run04/runtime.csv,3520,map_diagnostics_v5,1,1624181089.745963573,1624181454.435625553
experiments/adaptive_map_v1/validation/ntu_spms2/targeted_ablation_v1/R2/run01/runtime.csv,3502,map_diagnostics_v6,1,1624181089.745963573,1624181454.335596800
experiments/adaptive_map_v1/validation/subt_hawkins/candidate_confirmation_v1/C/run01/runtime.csv,2716,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/candidate_confirmation_v1/C/run02/runtime.csv,2738,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/candidate_confirmation_v1/C/run03/runtime.csv,2720,map_diagnostics_v7,1,1517157220.600938559,1517157498.957629204
experiments/adaptive_map_v1/validation/subt_hawkins/candidate_confirmation_v1/E/run01/runtime.csv,2717,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/candidate_confirmation_v1/E/run02/runtime.csv,2728,map_diagnostics_v7,1,1517157220.701798201,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/candidate_confirmation_v1/E/run03/runtime.csv,2730,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/equal_point_count_v1/F/run01/runtime.csv,2730,map_diagnostics_v6,1,1517157220.701798201,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/equal_point_count_v1/F/run02/runtime.csv,2709,map_diagnostics_v6,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/equal_point_count_v1/F/run03/runtime.csv,2730,map_diagnostics_v6,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/equal_point_count_v1/F49/run01/runtime.csv,2717,map_diagnostics_v6,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/equal_point_count_v1/F49/run02/runtime.csv,2729,map_diagnostics_v6,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/equal_point_count_v1/F49/run03/runtime.csv,2740,map_diagnostics_v6,1,1517157220.600938559,1517157498.856769323
experiments/adaptive_map_v1/validation/subt_hawkins/fastlio2/run01/runtime.csv,2288,absent,absent,absent,absent
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/A/run01/runtime.csv,2724,absent,absent,absent,absent
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/A/run02/runtime.csv,2727,absent,absent,absent,absent
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/A/run03/runtime.csv,2733,absent,absent,absent,absent
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/B/run01/runtime.csv,2740,map_diagnostics_v7,0,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/B/run02/runtime.csv,2723,map_diagnostics_v7,0,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/B/run03/runtime.csv,2725,map_diagnostics_v7,0,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/C/run01/runtime.csv,2724,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/C/run02/runtime.csv,2730,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/C/run03/runtime.csv,2720,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/D/run01/runtime.csv,2727,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/D/run02/runtime.csv,2716,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/D/run03/runtime.csv,2733,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/E/run01/runtime.csv,2720,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/E/run02/runtime.csv,2730,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/formal_core_v1/E/run03/runtime.csv,2733,map_diagnostics_v7,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/ours_adaptive/run01/runtime.csv,2526,absent,1,1517157221.206038237,1517157499.159287214
experiments/adaptive_map_v1/validation/subt_hawkins/ours_no_adaptive/run01/runtime.csv,2540,absent,0,1517157221.206038237,1517157499.159287214
experiments/adaptive_map_v1/validation/subt_hawkins/ours_off/run01/runtime.csv,2530,absent,0,1517157220.600938559,1517157498.856769323
experiments/adaptive_map_v1/validation/subt_hawkins/ours_on/run01/runtime.csv,2520,absent,1,1517157220.600938559,1517157498.755909204
experiments/adaptive_map_v1/validation/subt_hawkins/persistent_quota_v1/P0/run01/runtime.csv,2719,map_diagnostics_v5,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/persistent_quota_v1/P0/run02/runtime.csv,2736,map_diagnostics_v5,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/persistent_quota_v1/P0/run03/runtime.csv,2726,map_diagnostics_v5,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/persistent_quota_v1/P1/run01/runtime.csv,2550,map_diagnostics_v5,1,1517157220.600938559,1517157498.856769323
experiments/adaptive_map_v1/validation/subt_hawkins/persistent_quota_v1/P1/run02/runtime.csv,2526,map_diagnostics_v5,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/persistent_quota_v1/P1/run03/runtime.csv,2725,map_diagnostics_v5,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/transient_novel_ab/control/run01/runtime.csv,2535,absent,1,1517157221.206038237,1517157499.159287214
experiments/adaptive_map_v1/validation/subt_hawkins/transient_novel_ab/control_off/run01/runtime.csv,2497,absent,1,1517157221.206038237,1517157499.159287214
experiments/adaptive_map_v1/validation/subt_hawkins/transient_novel_ab/control_off/run02/runtime.csv,2477,absent,1,1517157221.206038237,1517157499.159287214
experiments/adaptive_map_v1/validation/subt_hawkins/transient_novel_ab/control_off/run03/runtime.csv,2505,absent,1,1517157221.206038237,1517157499.159287214
experiments/adaptive_map_v1/validation/subt_hawkins/window_ablation_v1/D/run01/runtime.csv,2730,map_diagnostics_v5,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/window_ablation_v1/D/run02/runtime.csv,2733,map_diagnostics_v5,1,1517157220.600938559,1517157499.058427334
experiments/adaptive_map_v1/validation/subt_hawkins/window_ablation_v1/D/run03/runtime.csv,2727,map_diagnostics_v5,1,1517157220.600938559,1517157499.058427334
